gene_name number_of_transposon_per_gene number_of_read_per_gene
RPN9 3 16
BNA7 8 30
TIF35 3 3
CYM1 44 341
YDR431W 17 102
NPL3 4 4
YDR433W 3 2
GPI17 3 2
PPM1 23 124
PPZ2 19 226
GPI19 7 65
THI74 15 121
LRS4 7 13
DOT1 24 211
APT2 16 86
YDR442W 11 126
SSN2 36 273
YDR444W 35 290
YDR445C 16 93
ECM11 15 52
RPS17B 8 23
ADA2 5 4
UTP6 1 0
RPS18A 6 122
YHP1 20 167
PPN1 43 369
TSA2 30 266
GUK1 0 0
YDR455C 7 34
NHX1 21 98
TOM1 92 1076
HEH2 32 255
PFA5 22 322
TFB3 2 1
MFA1 1 0
YDR461C-A 3 25
MRPL28 7 25
STP1 11 31
SPP41 15 148
YDR464C-A 3 4
RMT2 23 211
PKH3 23 147
YDR467C 10 47
TLG1 6 41
SDC1 10 113
UGO1 12 34
RPL27B 8 29
TRS31 5 9
PRP3 6 49
JIP4 42 467
YDR476C 45 362
SNF1 5 10
SNM1 1 0
PEX29 18 78
DIG2 23 345
PHO8 28 293
CWC21 35 362
KRE2 12 96
VPS52 5 25
VPS72 20 149
VPS60 6 12
RIB3 0 0
PAC11 63 516
SLD5 0 0
PKH1 56 797
YDR491C 37 478
IZH1 25 123
MZM1 10 66
RSM28 16 189
VPS3 14 96
PUF6 18 133
ITR1 22 180
SEC20 8 12
LCD1 6 24
RPL37B 10 53
PLM2 24 209
SAM2 11 154
LPP1 12 67
SPG3 3 6
PSP1 20 125
GMC1 78 1161
GIN4 32 319
GNP1 40 528
YDR509W 9 83
SMT3 0 0
YDR510C-A 5 8
SDH7 13 119
EMI1 38 559
GRX2 6 103
YDR514C 25 135
SLF1 12 51
EMI2 16 123
GRH1 28 161
EUG1 19 152
FPR2 2 18
URC2 28 459
YDR521W 4 118
SPS2 8 20
SPS1 28 229
AGE1 22 149
YDR524W-C 3 3
YDR524C-B 3 4
YDR524C-A 16 79
API2 31 211
SNA2 24 481
YDR526C 0 0
RBA50 3 8
HLR1 28 257
QCR7 5 16
APA2 15 139
CAB1 0 0
KRE28 18 84
HSP31 12 88
FIT1 25 274
YDR535C 38 273
STL1 36 474
YDR537C 11 102
PAD1 15 133
FDC1 15 205
IRC4 4 13
YDR541C 18 166
PAU10 0 0
YDR543C 8 41
YDR544C 7 14
YRF1-1 0 0
YDR545C-A 0 0
YEL077C 44 361
YEL077W-A 1 0
YEL076C-A 0 0
YEL076C 0 0
YEL075W-A 1 0
YEL075C 1 0
YEL074W 42 715
YEL073C 7 70
RMD6 18 254
DLD3 43 567
DSF1 26 325
HXT13 22 226
YEL068C 11 189
YEL067C 54 782
HPA3 36 308
SIT1 38 353
AVT2 44 459
CAN1 33 129
NPR2 14 32
CIN8 34 364
PRB1 46 331
SOM1 25 272
HHY1 61 843
PCM1 3 2
YEL057C 45 528
HAT2 32 337
POL5 9 22
RPL12A 14 49
YEL053W-A 10 38
MAK10 63 572
AFG1 38 179
VMA8 1 0
YEL050W-A 12 74
RML2 47 432
PAU2 12 78
TCA17 4 4
FRD1 50 551
GLY1 6 18
YEL045C 70 1061
IES6 7 14
YEL043W 87 1341
GDA1 58 536
YEF1 35 492
UTR2 71 859
CYC7 16 106
UTR4 44 406
RAD23 30 321
ANP1 37 316
UTR5 157 2481
YEL034C-A 7 20
HYP2 3 3
MTC7 66 1167
MCM3 3 7
YEL032C-A 1 0
SPF1 116 1183
YEL030C-A 10 32
ECM10 105 703
BUD16 19 92
YEL028W 26 176
VMA3 0 0
SNU13 1 0
YEL025C 161 2122
RIP1 27 242
YEL023C 122 1241
GEA2 167 1883
URA3 843 61159
YEL020C-B 0 0
TIM9 2 1
YEL020C 148 2029
MMS21 27 305
YEL018C-A 19 188
EAF5 34 390
PMP2 13 33
GTT3 137 1129
NPP2 135 2176
EDC3 114 1912
YEL014C 91 1392
VAC8 80 550
UBC8 74 765
GLC3 229 4074
YEL010W 70 1191
YEL009C-A 89 1495
GCN4 106 1401
YEL008W 157 7378
YEL008C-A 39 1510
MIT1 72 772
YEA6 239 3495
VAB2 95 1234
YEA4 155 1758
GIM4 64 1382
WBP1 10 49
IRC22 138 2931
MNN1 490 9340
NOP16 43 279
PMI40 4 23
FMP52 152 2925
YND1 286 7058
NUG1 28 289
YER006C-A 60 937
PAC2 180 2579
TMA20 98 1381
SEC3 190 1945
NTF2 0 0
YER010C 73 684
TIR1 55 435
PRE1 5 34
PRP22 48 642
HEM14 49 273
BUD25 102 1523
FAA2 124 1381
BIM1 77 1339
AFG3 86 760
SPC25 12 103
ISC1 200 2188
SBH2 22 100
GPA2 111 1385
RPN3 15 301
SRB4 8 31
PRO3 1 0
YER023C-A 0 0
YAT2 167 2547
GCD11 1 0
CHO1 0 0
GAL83 67 809
MIG3 117 1407
SMB1 16 88
CHZ1 21 113
YPT31 26 257
FIR1 89 1091
ZRG8 102 912
YER034W 99 1760
EDC2 67 807
ARB1 16 67
PHM8 34 472
KRE29 7 11
YER038W-A 30 155
HVG1 43 230
YER039C-A 6 77
GLN3 48 372
YEN1 83 693
MXR1 23 331
SAH1 0 0
ERG28 6 24
MEI4 100 886
ACA1 33 291
SPO73 22 272
YER046W-A 11 60
SAP1 63 570
CAJ1 34 362
ISD11 4 20
TPA1 29 250
RSM18 24 86
JHD1 44 555
HOM3 26 136
PIC2 35 297
YER053C-A 0 0
GIP2 65 728
HIS1 48 493
FCY2 45 474
RPL34A 12 44
HMF1 9 85
PET117 8 75
PCL6 39 200
FCY21 45 438
FCY22 52 575
CEM1 26 194
GPP2 22 172
THO1 35 234
VHR2 52 411
ICL1 57 999
RRT13 5 6
YER066C-A 31 152
RGI1 6 31
YER067C-A 6 31
MOT2 25 167
YER068C-A 24 217
ARG5,6 23 182
RNR1 19 138
TDA2 7 8
VTC1 14 123
ALD5 36 291
RPS24A 2 3
YOS1 0 0
PTP3 57 418
YER076C 43 410
YER076W-A 19 149
YER077C 50 451
ICP55 61 700
YER078W-A 31 103
YER079W 10 132
YER079C-A 13 152
AIM9 44 461
SER3 27 297
UTP7 8 29
GET2 4 82
YER084W 56 826
YER084W-A 11 55
YER085C 11 55
ILV1 1 0
AIM10 33 237
YER087C-A 21 140
SBH1 10 88
DOT6 66 622
YER088C-A 90 1106
YER088W-B 36 684
PTC2 104 1507
TRP2 28 240
YER090C-A 2 3
MET6 21 67
YER091C-A 58 806
IES5 25 380
TSC11 43 308
AIM11 11 58
PUP3 0 0
RAD51 9 22
SHC1 28 279
YER097W 31 164
UBP9 38 314
PRS2 24 301
UBC6 23 175
AST2 31 329
RPS8B 7 44
SSA4 32 247
RTT105 9 21
NUP157 61 439
MAM1 31 161
GLE2 0 0
YER107W-A 1 0
KAP123 27 151
SWI4 28 133
LSM4 2 1
TMN3 35 320
BOI2 49 510
SPR6 7 41
SLX8 18 178
RPL23B 7 28
SHO1 13 49
AVT6 27 296
YER119C-A 27 422
SCS2 16 50
YER121W 14 72
GLO3 36 334
YCK3 15 56
DSE1 26 307
RSP5 0 0
NSA2 1 0
LCP5 5 21
VFA1 22 215
SAK1 53 588
COM2 35 333
RPS26B 6 34
PMD1 89 739
GLC7 1 0
YER133W-A 6 11
YER134C 12 54
YER135C 23 172
GDI1 0 0
YER137C 18 168
YER137W-A 10 93
YER138W-A 3 2
RTR1 13 76
EMP65 41 454
COX15 24 225
MAG1 14 174
DDI1 40 400
UBP5 62 922
FTR1 47 394
YER145C-A 20 174
LSM5 8 57
SCC4 21 208
YER147C-A 1 0
SPT15 0 0
YER148W-A 10 38
PEA2 29 193
SPI1 13 113
UBP3 19 72
YER152C 30 234
YER152W-A 11 124
PET122 56 400
OXA1 34 353
BEM2 70 1072
YER156C 7 57
COG3 13 34
YER158C 30 207
YER158W-A 8 26
BUR6 9 30
SPT2 19 156
RAD4 35 151
GCG1 9 67
CHD1 38 258
PAB1 1 0
YER165C-A 1 0
DNF1 68 650
BCK2 29 227
CCA1 1 0
RPH1 33 482
ADK2 18 171
RAD3 4 6
BRR2 15 119
YER172C-A 1 0
RAD24 14 58
GRX4 16 93
TMT1 36 355
YER175W-A 5 12
ECM32 159 2119
BMH1 31 302
PDA1 25 273
DMC1 33 269
ISC10 19 52
SLO1 5 9
YER181C 5 40
FMP10 12 106
FAU1 14 72
TOG1 60 495
PUG1 16 130
YER186C 36 405
YER187W 20 205
YER188W 15 147
YER188C-A 12 109
YER189W 0 0
YRF1-2 19 270
YER190C-A 0 0
YER190C-B 0 0
YFL068W 0 0
YFL067W 5 15
YFL066C 3 15
YFL065C 0 0
YFL064C 1 0
YFL063W 14 79
COS4 11 39
DDI2 3 4
SNO3 6 79
SNZ3 5 36
THI5 7 28
AGP3 56 514
YFL054C 64 723
DAK2 50 414
YFL052W 31 263
YFL051C 13 135
ALR2 64 729
SWP82 41 293
EMP47 28 338
RGD2 40 164
FMP32 22 207
SEC53 0 0
OTU1 34 480
YFL042C 60 685
YFL041W-A 9 57
FET5 43 478
YFL040W 54 746
ACT1 0 0
YPT1 0 0
TUB2 1 0
RPO41 46 529
MOB2 15 54
RPL22B 29 296
YFL034W 107 1263
RIM15 121 1440
YFL032W 49 752
HAC1 44 257
YFL031C-A 1 0
AGX1 79 929
CAK1 0 0
CAF16 34 225
GYP8 61 561
STE2 59 595
BST1 137 1019
EPL1 26 217
BUD27 128 1327
FRS2 0 0
YFL021C-A 167 2880
GAT1 160 1701
PAU5 6 44
YFL019C 18 27
LPD1 93 1106
SMX2 1 0
GNA1 1 0
MDJ1 132 1535
YFL015W-A 53 518
YFL015C 151 2425
HSP12 35 385
YFL013W-A 210 7250
IES1 280 8645
YFL012W-A 112 2449
YFL012W 34 345
HXT10 123 1460
AUA1 26 192
WWM1 57 633
CDC4 16 324
SMC1 0 0
BLM10 420 4915
SEC4 0 0
VTC2 182 1974
MSH4 413 5847
SPB4 19 111
DEG1 183 2430
LOC1 88 403
NIC96 112 1459
YPI1 8 95
RPN11 13 41
SAD1 9 94
YFR006W 229 4077
YFH7 137 2355
FAR7 61 416
GCN20 201 2457
YFR009W-A 20 96
UBP6 22 118
YFR010W-A 17 162
MIC19 48 656
DCV1 88 1859
YFR012W-A 7 56
IOC3 188 2530
CMK1 117 1491
GSY1 181 2937
YFR016C 187 2183
IGD1 54 857
YFR018C 295 7725
FAB1 146 2245
YFR020W 85 1322
ATG18 118 1041
ROG3 140 1970
PES4 102 1354
LSB3 63 527
HIS2 78 1027
ULI1 95 1929
ECO1 1 0
CDC14 24 147
PTR3 4 9
MET10 89 697
SMC2 1 0
RPL2A 53 370
RRT5 61 564
RPL29 40 340
YFR032C-B 61 511
QCR6 38 381
PHO4 226 4768
YFR034W-A 95 1505
YFR035C 74 857
CDC26 19 225
YFR036W-A 15 118
RSC8 11 83
IRC5 70 622
OSW7 37 199
SAP155 48 261
ERJ5 51 783
KEG1 3 4
IRC6 34 666
DUG1 85 1352
YFR045W 30 226
CNN1 28 185
BNA6 28 216
RMD8 79 1166
YMR31 8 23
PRE4 1 0
RET2 58 902
RPN12 5 10
YFR052C-A 26 82
HXK1 59 512
YFR054C 8 111
YFR056C 27 218
IRC7 23 167
YFR057W 4 13
COS12 4 26
YGL262W 3 4
PAU11 1 0
YGL260W 0 0
YPS5 7 32
YGL258W-A 1 0
VEL1 11 31
MNT2 29 151
ADH4 10 99
ZRT1 0 0
FZF1 60 705
HXK2 36 302
RTG2 17 48
HFM1 58 454
RMR1 9 36
ZIP2 59 948
PDE1 37 388
BRR6 0 0
RAI1 1 0
GUS1 1 0
RTF1 12 114
TAD1 8 40
YGL242C 9 80
KAP114 38 411
DOC1 6 43
YGL239C 5 15
CSE1 1 0
HAP2 19 131
MTO1 65 756
YGL235W 21 216
ADE5,7 0 0
SEC15 4 3
TAN1 13 74
EMC4 0 0
YGL230C 8 22
SAP4 33 414
SHE10 24 176
VID30 28 245
OST5 7 13
MTC3 2 1
VRG4 0 0
SDT1 24 247
COG1 10 34
EDC1 10 42
NIF3 9 60
FRA2 10 55
MDM34 11 125
YGL218W 2 10
YGL217C 5 41
KIP3 28 236
CLG1 9 59
YGL214W 9 44
SKI8 17 107
VAM7 9 42
NCS6 10 57
YPT32 18 80
MIG2 24 132
SIP2 23 183
SPT16 5 27
CHC1 3 5
POX1 42 528
YGL204C 7 22
KEX1 18 209
ARO8 37 471
MCM6 5 7
EMP24 8 63
YGL199C 8 34
YIP4 12 61
MDS3 27 196
DSD1 21 65
GCN1 77 612
YGL194C-A 5 7
HOS2 27 47
YGL193C 11 46
IME4 14 181
COX13 9 66
CDC55 2 1
RPS26A 1 0
YGL188C-A 0 0
YGL188C 20 153
COX4 7 48
TPN1 23 188
YGL185C 42 656
STR3 46 484
MND1 30 344
YGL182C 20 118
GTS1 24 176
ATG1 15 72
TOS3 41 282
MPT5 50 421
YGL177W 17 133
YGL176C 31 196
SAE2 15 41
BUD13 22 294
XRN1 24 261
NUP49 9 15
ROK1 1 0
SPO74 18 96
SUA5 0 0
HUR1 7 11
PMR1 11 19
CUP2 5 20
YGL165C 28 150
YRB30 16 144
RAD54 20 80
SUT1 21 118
YIP5 17 133
AIM14 23 178
YGL159W 9 37
RCK1 41 283
ARI1 14 60
AMS1 25 251
CDC43 0 0
LYS5 8 14
PEX14 17 222
YGL152C 27 395
NUT1 53 458
INO80 14 131
YGL149W 27 257
ARO2 0 0
RPL9A 10 25
RRT6 35 348
TIP20 6 11
ROG1 20 123
MRF1 25 232
GPI10 2 3
HUL5 20 187
YGL140C 50 338
FLC3 27 235
YGL138C 13 59
SEC27 15 49
MRM2 28 239
RPL1B 1 0
PCL10 30 335
ITC1 60 724
YGL132W 8 33
SNT2 42 435
CEG1 3 2
RSM23 15 96
CWC23 12 17
SOH1 3 4
SCS3 122 1432
MET13 37 252
MON1 15 66
RPS2 1 0
YGL123C-A 0 0
NAB2 1 0
GPG1 5 30
PRP43 8 17
COQ8 32 239
YGL118C 34 210
YGL117W 23 197
CDC20 2 1
SNF4 10 28
YGL114W 33 290
SLD3 12 31
TAF6 0 0
NSA1 10 83
CUE3 46 446
YGL109W 32 229
YGL108C 22 182
RMD9 28 175
MLC1 0 0
ARC1 19 120
VPS73 24 168
RPL28 0 0
YGL102C 0 0
YGL101W 5 13
SEH1 11 68
LSG1 5 8
USE1 0 0
SRM1 6 33
TOS8 51 368
VPS45 2 1
PAN2 46 483
SPC105 23 129
NUP145 37 247
NBP35 2 1
LIF1 39 286
MF(ALPHA)2 24 108
YGL088W 26 363
MMS2 31 422
MAD1 46 609
LCL3 18 180
GUP1 32 165
SCY1 56 849
YGL082W 24 362
YGL081W 35 300
MPC1 16 244
KXD1 12 157
DBP3 21 87
HNM1 26 262
RPL7A 8 8
MPS2 10 82
YGL074C 30 473
HSF1 63 646
YGL072C 57 509
AFT1 23 121
RPB9 10 96
YGL069C 19 160
MNP1 23 202
NPY1 25 163
SGF73 26 140
ALG2 11 92
MRH4 65 696
PUS2 139 2226
YGL063C-A 40 399
PYC1 73 875
DUO1 17 171
YBP2 65 954
PKP2 37 297
RAD6 2 1
GEP7 31 267
SDS23 54 486
OLE1 4 11
ERV14 22 244
PRM8 17 209
YGL052W 20 225
MST27 27 234
TYW3 43 294
TIF4632 73 657
RPT6 6 7
ALG13 7 33
RIM8 110 1424
RNA15 11 85
DST1 25 386
YGL042C 14 88
YGL041C-B 28 270
YGL041W-A 44 704
YGL041C 9 284
HEM2 0 0
YGL039W 55 309
OCH1 1 0
PNC1 22 291
YGL036W 87 797
MIG1 67 910
YGL034C 75 299
HOP2 26 259
AGA2 14 58
RPL24A 31 214
RPL30 1 0
CGR1 6 7
SCW11 59 524
CWH41 87 757
TRP5 65 512
PGD1 42 359
YGL024W 21 343
PIB2 109 1625
STT3 4 6
ALK1 134 1998
GET1 11 27
CKB1 43 261
JAC1 1 0
ATE1 95 1524
KAP122 148 1617
YGL015C 32 527
PUF4 72 625
YGL014C-A 2 2
PDR1 165 2438
ERG4 42 231
SCL1 9 158
MPO1 43 546
LEU1 161 2384
PMA1 1 0
YGL007C-A 4 5
BRP1 47 905
YGL006W-A 59 674
PMC1 308 4367
COG7 85 1345
RPN14 217 3417
CDH1 243 4332
ERP6 178 3514
ERG26 9 84
EFM5 188 2333
SWC4 151 1883
CUL3 228 3538
PEX31 255 3391
TFG2 37 184
PRP18 68 2440
ECT1 137 2134
STF2 38 859
SEC9 36 302
NMA2 161 2273
YGR011W 57 977
YGR012W 163 2656
SNU71 97 1511
MSB2 217 1456
YGR015C 163 3027
YGR016W 47 762
YGR017W 74 883
YGR018C 40 344
UGA1 152 2196
VMA7 5 14
YGR021W 139 1749
YGR022C 17 142
MTL1 112 1222
THG1 2 4
YGR025W 60 1717
YGR026W 70 1166
RPS25A 26 98
MSP1 50 425
ERV1 4 7
POP6 6 16
IMO32 242 5197
NAG1 122 2369
GSC2 172 2570
TIM21 65 694
RPL26B 29 153
YGR035C 8 14
YGR035W-A 23 334
CAX4 14 46
ACB1 9 50
ORM1 25 276
YGR039W 34 230
KSS1 34 603
BUD9 87 1254
YGR042W 55 382
NQM1 36 524
RME1 28 230
YGR045C 80 882
TAM41 28 83
TFC4 3 5
UFD1 6 35
SCM4 58 719
YGR050C 53 534
YGR051C 43 484
FMP48 41 605
YGR053C 31 382
YGR054W 41 361
MUP1 17 88
RSC1 48 274
LST7 18 300
PEF1 22 203
SPR3 38 296
ERG25 0 0
ADE6 0 0
COX18 33 237
SPT4 8 9
YGR064W 38 230
VHT1 4 23
YGR066C 21 204
YGR067C 58 470
ART5 177 2921
YGR068W-A 3 9
YGR069W 15 146
ROM1 43 497
ENV11 31 323
UPF3 21 133
YGR073C 7 26
SMD1 2 1
PRP38 2 1
MRPL25 8 147
PEX8 37 197
PAC10 13 98
YGR079W 42 635
TWF1 19 234
SLX9 15 88
TOM20 0 0
GCD2 0 0
MRP13 27 240
RPL11B 7 18
PIL1 21 159
PDC6 58 708
CTT1 37 186
NNF2 73 930
UTP22 1 0
PRP31 16 117
DBF2 7 119
DRN1 29 231
VAS1 7 29
RRP46 0 0
TPC1 99 1123
ASK10 61 365
ESP1 5 11
TEL2 1 0
MDR1 41 443
PCP1 37 235
GTF1 11 55
NOP7 2 2
SRB5 2 3
VMA21 0 0
VOA1 18 127
YGR107W 48 533
CLB1 32 334
CLB6 19 133
CLD1 18 138
YGR111W 34 315
SHY1 26 162
DAM1 4 3
YGR114C 10 47
YGR115C 0 0
SPT6 2 1
YGR117C 17 91
RPS23A 14 32
NUP57 12 104
COG2 4 12
MEP1 54 315
YGR121W-A 50 1045
YGR122W 24 220
YGR122C-A 2 7
PPT1 25 276
ASN2 28 361
YGR125W 51 747
YGR126W 24 210
YGR127W 25 362
UTP8 4 3
SYF2 24 263
YGR130C 29 229
FHN1 13 25
PHB1 13 93
PEX4 8 74
CAF130 47 555
PRE9 5 9
LSB1 6 36
YGR137W 8 27
TPO2 20 268
YGR139W 14 49
CBF2 2 2
VPS62 42 204
BTN2 13 92
SKN1 26 178
THI4 44 475
ENP2 21 84
ECL1 4 3
YGR146C-A 22 179
NAT2 32 283
RPL24B 16 117
YGR149W 18 165
CCM1 23 102
YGR151C 8 61
RSR1 18 163
YGR153W 20 184
GTO1 25 195
CYS4 9 18
PTI1 10 32
CHO2 26 165
MTR3 1 0
NSR1 7 36
YGR160W 1 0
RTS3 16 154
YGR161W-C 9 36
TIF4631 16 65
GTR2 29 243
YGR164W 25 169
MRPS35 9 142
TRS65 29 137
CLC1 1 0
YGR168C 18 58
PUS6 55 615
LSO2 4 3
PSD2 85 974
MSM1 32 257
YIP1 1 0
RBG2 24 189
CBP4 12 120
YGR174W-A 4 8
ERG1 0 0
YGR176W 22 382
ATF2 53 398
PBP1 31 272
OKP1 4 12
RNR4 3 9
TIM13 18 120
YGR182C 16 89
QCR9 7 20
UBR1 38 185
TYS1 0 0
TFG1 7 15
HGH1 10 53
BUB1 34 135
CRH1 34 191
YGR190C 10 48
HIP1 27 200
TDH3 15 44
PDX1 47 406
XKS1 48 462
SKI6 7 46
FYV8 34 353
SNG1 40 326
YPP1 6 21
PMT6 34 287
ELP2 29 217
YGR201C 21 158
PCT1 52 483
YCH1 79 1008
ADE3 23 224
YGR204C-A 1 0
TDA10 17 201
MVB12 4 26
CIR1 20 131
SER2 0 0
TRX2 8 49
YGR210C 55 836
ZPR1 0 0
SLI1 32 319
RTA1 21 154
RPS0A 17 92
RSM27 4 44
GPI1 28 159
CCH1 76 584
CRM1 5 9
YGR219W 8 110
MRPL9 14 159
TOS2 48 376
PET54 11 22
HSV2 16 94
AZR1 24 188
AMA1 19 112
YGR226C 0 0
DIE2 14 48
YGR228W 0 0
SMI1 14 163
BNS1 18 128
PHB2 8 22
NAS6 15 169
PHO81 46 373
YHB1 19 90
MIC26 15 172
SPG1 13 106
YGR237C 65 685
KEL2 61 729
PEX21 55 390
PFK1 19 107
YGR240C-A 16 375
YAP1802 58 547
YGR242W 12 48
MPC3 3 3
LSC2 69 1061
SDA1 6 48
BRF1 1 0
CPD1 15 122
SOL4 6 19
MGA1 25 210
YGR250C 24 278
NOP19 1 0
GCN5 13 59
PUP2 0 0
ENO1 24 135
COQ6 31 271
GND2 20 232
MTM1 20 78
RAD2 76 819
YGR259C 12 114
TNA1 49 548
APL6 28 161
BUD32 0 0
SAY1 27 133
MES1 0 0
YGR265W 12 213
YGR266W 34 438
FOL2 0 0
HUA1 22 266
YGR269W 38 446
YTA7 41 276
YGR270C-A 4 30
SLH1 54 644
EFG1 5 13
YGR273C 7 32
TAF1 3 2
RTT102 5 7
RNH70 34 419
CAB4 1 0
CWC22 9 87
SCW4 15 64
PXR1 18 161
YOR1 44 265
BGL2 12 23
YGR283C 9 31
ERV29 11 117
ZUO1 14 104
BIO2 21 238
IMA1 14 70
MAL13 18 146
MAL11 17 113
YGR290W 5 20
YGR291C 6 26
MAL12 6 10
YGR293C 9 15
PAU12 1 0
COS6 16 139
YRF1-3 0 0
YGR296C-A 0 0
YGR296C-B 0 0
YHL050C 28 202
YHL050W-A 1 0
YHL049C 0 0
YHL048C-A 4 25
COS8 35 313
ARN2 50 479
YHL046W-A 12 73
PAU13 8 18
YHL045W 17 74
YHL044W 17 75
ECM34 23 183
YHL042W 46 816
YHL041W 51 522
ARN1 57 429
EFM1 57 583
CBP2 54 489
YHL037C 61 922
MUP3 87 1009
VMR1 116 1245
YHL034W-A 12 82
SBP1 20 176
RPL8A 18 44
GUT1 82 824
GOS1 14 26
YHL030W-A 11 69
ECM29 162 1820
OCA5 80 1355
WSC4 109 763
RIM101 102 1499
YHL026C 97 1842
SNF6 135 2975
RIM4 165 2356
NPR3 42 254
SPO11 64 276
AIM17 86 1159
OPI1 53 576
YHL019W-A 31 341
APM2 115 1374
YHL018W 25 360
YHL017W 102 1294
DUR3 200 2934
YHL015W-A 17 105
RPS20 0 0
YLF2 100 1502
OTU2 60 761
YHL012W 134 1735
PRS3 34 181
ETP1 162 2445
YAP3 99 1093
YHL008C 429 7574
STE20 273 4369
YHL006W-A 62 1480
SHU1 293 11635
YHL005C 251 7227
MRP4 200 3215
LAG1 156 2304
YHL002C-A 79 1270
HSE1 237 4865
RPL14B 107 1437
OSH7 302 6177
QCR10 69 831
LEU5 179 2918
TCD1 271 5712
NEM1 186 2126
GPA1 8 49
TIM10 16 183
STP2 163 1571
ERG11 6 56
YHR007C-A 161 5014
SOD2 84 836
TDA3 188 2784
RPL27A 15 41
DIA4 69 766
VPS29 31 133
ARD1 21 108
SPO13 69 501
MIP6 142 1642
YSC84 80 932
YSC83 46 480
ARG4 21 97
DED81 2 1
YHR020W 6 66
RPS27B 5 16
ECM12 43 551
YHR022C 52 435
YHR022C-A 14 104
MYO1 164 1709
MAS2 1 0
THR1 38 244
VMA16 3 7
RPN1 5 6
DAP2 81 933
YHR028W-A 43 496
YHI9 41 642
SLT2 37 325
RRM3 99 1000
ERC1 159 2903
YHR032W-A 15 210
YHR032C-A 13 141
YHR033W 67 774
PIH1 84 620
NEL1 72 1027
BRL1 14 104
PUT2 59 665
RRF1 15 81
MSC7 46 485
VMA10 1 0
BCD1 41 518
SRB2 15 58
NCP1 21 74
DOG2 16 96
DOG1 18 235
YHR045W 35 468
INM1 26 316
AAP1 75 1140
YHK8 76 825
FSH1 29 201
YHR049C-A 48 350
SMF2 69 643
YHR050W-A 16 147
COX6 5 18
CIC1 2 5
YHR052W-A 0 0
CUP1-1 0 0
YHR054C 1 0
YHR054W-A 0 0
CUP1-2 0 0
RSC30 27 214
YHR056W-A 15 73
CPR2 22 217
MED6 13 107
FYV4 2 12
VMA22 1 0
GIC1 19 184
RPP1 1 0
PAN5 22 140
YHR063W-A 16 50
SSZ1 23 129
RRP3 5 18
SSF1 38 373
HTD2 31 340
DYS1 3 2
RRP4 4 18
YHR069C-A 0 0
TRM5 2 23
YHR070C-A 11 364
PCL5 30 350
YHR071C-A 9 58
ERG7 7 49
NOP10 0 0
OSH3 56 391
YHR073W-A 3 4
YHR073C-B 1 0
QNS1 2 1
PPE1 47 490
PTC7 36 259
NMD2 53 343
YHR078W 39 280
IRE1 40 396
SAE3 3 6
YHR080C 65 691
LRP1 7 44
KSP1 27 314
SAM35 0 0
STE12 63 992
IPI1 2 2
NAM8 38 533
YHR086W-A 37 437
RTC3 10 79
RPF1 0 0
GAR1 11 92
YNG2 8 57
MSR1 46 434
HXT4 22 317
AHT1 37 251
HXT1 52 786
YHR095W 20 134
HXT5 26 245
YHR097C 104 997
SFB3 40 376
TRA1 9 19
GEP4 11 47
BIG1 0 0
KIC1 0 0
SBE22 28 299
GRE3 19 165
YPT35 15 80
TRR2 18 76
CDC12 0 0
GGA2 29 271
CTM1 30 350
ERP5 14 78
UBA4 17 46
YHR112C 28 264
APE4 39 301
BZZ1 37 298
DMA1 45 371
COX23 24 422
TOM71 42 345
ORC6 0 0
SET1 17 47
MSH1 31 151
LSM12 15 72
CIA2 2 1
EPT1 26 220
NDT80 44 298
YHR125W 3 4
ANS1 21 150
YHR127W 17 127
FUR1 19 202
ARP1 5 22
YHR130C 5 10
YHR131C 34 317
YHR131W-A 2 2
ECM14 31 327
IGO2 10 46
NSG1 18 161
WSS1 19 189
YCK1 43 402
SPL2 10 33
ARO9 28 137
YHR137C-A 9 54
YHR138C 18 104
SPS100 24 99
YHR139C-A 25 232
YHR140W 30 139
RPL42B 4 33
CHS7 13 99
DSE2 16 59
RPC10 0 0
DCD1 19 176
YHR145C 9 35
CRP1 15 111
MRPL6 9 66
IMP3 0 0
SKG6 38 348
PEX28 37 419
MTC6 26 204
SPO12 11 71
SPO16 8 44
RTT107 55 496
YSP1 49 671
LIN1 32 341
REC104 7 47
KEL1 37 268
TDA11 30 444
PEX18 12 58
YAP1801 34 383
MPC2 8 13
SOL3 15 174
DNA2 27 101
PRP8 16 61
YHR165W-A 8 28
CDC23 8 132
THP2 6 67
MTG2 30 225
DBP8 6 21
NMD3 4 20
ATG7 22 228
SPC97 31 266
YHR173C 39 420
ENO2 28 166
CTR2 15 76
YHR175W-A 5 64
FMO1 56 452
YHR177W 18 164
STB5 27 175
OYE2 22 165
YHR180W 14 87
YHR180W-A 13 49
YHR180C-B 1 0
SVP26 10 17
YHR182W 63 746
YHR182C-A 8 31
GND1 15 149
SSP1 32 199
PFS1 16 63
KOG1 2 1
IKI1 11 31
GPI16 0 0
PTH1 17 74
ERG9 2 1
CTF8 3 5
LNP1 18 122
EGD2 13 61
YHR193C-A 3 14
MDM31 20 87
NVJ1 22 192
UTP9 15 101
RIX1 5 9
AIM18 22 150
AIM46 25 373
NBL1 7 50
RPN10 2 13
PPX1 19 65
YHR202W 28 168
RPS4B 4 6
MNL1 38 647
SCH9 10 62
SKN7 16 126
SET5 17 89
BAT1 25 220
CRG1 14 108
YHR210C 25 329
FLO5 47 429
