gene_name number_of_transposon_per_gene number_of_read_per_gene
ARO80 16 286
SIP1 13 425
CAD1 18 416
DYN2 4 11
SNX41 11 228
YDR426C 2 57
RPN9 4 10
BNA7 10 67
TIF35 0 0
CYM1 34 870
YDR431W 13 99
NPL3 0 0
YDR433W 0 0
GPI17 1 0
PPM1 13 280
PPZ2 14 185
GPI19 2 5
THI74 7 90
LRS4 7 77
DOT1 11 110
APT2 13 177
YDR442W 3 59
SSN2 14 146
YDR444W 24 362
YDR445C 11 150
ECM11 6 62
RPS17B 3 17
ADA2 2 3
UTP6 1 0
RPS18A 3 2
YHP1 19 164
PPN1 27 673
TSA2 21 544
GUK1 1 0
YDR455C 7 61
NHX1 15 202
TOM1 49 1221
HEH2 13 218
PFA5 19 280
TFB3 2 10
MFA1 3 21
YDR461C-A 1 0
MRPL28 0 0
STP1 5 73
SPP41 7 72
YDR464C-A 1 0
RMT2 12 225
PKH3 19 516
YDR467C 8 250
TLG1 3 13
SDC1 6 106
UGO1 3 6
RPL27B 6 44
TRS31 1 0
PRP3 3 13
JIP4 21 378
YDR476C 19 290
SNF1 3 4
SNM1 0 0
PEX29 13 309
DIG2 15 607
PHO8 19 742
CWC21 22 732
KRE2 7 58
VPS52 6 225
VPS72 15 160
VPS60 5 115
RIB3 0 0
PAC11 45 466
SLD5 0 0
PKH1 48 778
YDR491C 28 579
IZH1 20 239
MZM1 2 3
RSM28 7 177
VPS3 10 121
PUF6 12 116
ITR1 13 194
SEC20 7 145
LCD1 4 30
RPL37B 1 0
PLM2 32 637
SAM2 14 316
LPP1 6 146
SPG3 4 4
PSP1 12 66
GMC1 47 1253
GIN4 35 905
GNP1 25 1416
YDR509W 8 61
SMT3 0 0
YDR510C-A 1 0
SDH7 6 185
EMI1 24 867
GRX2 4 28
YDR514C 22 372
SLF1 5 61
EMI2 15 466
GRH1 19 419
EUG1 20 454
FPR2 11 332
URC2 19 443
YDR521W 4 57
SPS2 9 151
SPS1 19 287
AGE1 17 91
YDR524W-C 1 0
YDR524C-B 0 0
YDR524C-A 15 471
API2 29 793
SNA2 14 661
YDR526C 0 0
RBA50 2 4
HLR1 21 464
QCR7 6 63
APA2 11 74
CAB1 0 0
KRE28 8 27
HSP31 11 141
FIT1 16 307
YDR535C 20 662
STL1 27 653
YDR537C 6 73
PAD1 9 262
FDC1 13 263
IRC4 4 57
YDR541C 18 592
PAU10 1 0
YDR543C 5 10
YDR544C 4 19
YRF1-1 0 0
YDR545C-A 0 0
YEL077C 29 384
YEL077W-A 2 4
YEL076C-A 0 0
YEL076C 0 0
YEL075W-A 1 0
YEL075C 1 0
YEL074W 24 969
YEL073C 9 191
RMD6 16 333
DLD3 26 433
DSF1 14 278
HXT13 21 519
YEL068C 6 95
YEL067C 31 1268
HPA3 22 464
SIT1 31 1175
AVT2 26 703
CAN1 32 320
NPR2 9 15
CIN8 12 295
PRB1 34 728
SOM1 20 230
HHY1 53 1889
PCM1 0 0
YEL057C 28 459
HAT2 19 213
POL5 2 1
RPL12A 5 14
YEL053W-A 4 11
MAK10 37 428
AFG1 36 448
VMA8 0 0
YEL050W-A 6 71
RML2 19 174
PAU2 6 13
TCA17 5 13
FRD1 38 1312
GLY1 2 3
YEL045C 66 1909
IES6 3 3
YEL043W 67 2945
GDA1 29 781
YEF1 29 799
UTR2 47 2027
CYC7 8 25
UTR4 28 525
RAD23 34 641
ANP1 20 331
UTR5 119 3444
YEL034C-A 8 18
HYP2 3 12
MTC7 47 1595
MCM3 1 0
YEL032C-A 0 0
SPF1 84 1270
YEL030C-A 10 169
ECM10 74 1192
BUD16 12 25
YEL028W 19 476
VMA3 2 1
SNU13 0 0
YEL025C 109 3605
RIP1 23 530
YEL023C 102 2564
GEA2 142 4964
URA3 773 97129
YEL020C-B 0 0
TIM9 1 0
YEL020C 111 3413
MMS21 12 145
YEL018C-A 8 92
EAF5 15 160
PMP2 9 28
GTT3 100 1531
NPP2 79 3942
EDC3 93 3205
YEL014C 66 1203
VAC8 49 339
UBC8 47 1228
GLC3 161 6424
YEL010W 58 1767
YEL009C-A 73 1992
GCN4 58 1721
YEL008W 154 11175
YEL008C-A 41 2185
MIT1 44 685
YEA6 167 5176
VAB2 66 2067
YEA4 132 2651
GIM4 43 2113
WBP1 9 185
IRC22 93 3927
MNN1 336 16838
NOP16 28 456
PMI40 1 0
FMP52 120 4133
YND1 225 11723
NUG1 28 808
YER006C-A 56 1454
PAC2 137 5463
TMA20 52 1692
SEC3 124 3439
NTF2 0 0
YER010C 56 1669
TIR1 47 714
PRE1 4 44
PRP22 34 1058
HEM14 14 102
BUD25 76 2691
FAA2 86 3662
BIM1 66 3056
AFG3 66 1240
SPC25 10 152
ISC1 135 3381
SBH2 22 216
GPA2 79 1830
RPN3 7 70
SRB4 7 80
PRO3 1 0
YER023C-A 0 0
YAT2 136 6208
GCD11 1 0
CHO1 2 1
GAL83 38 892
MIG3 80 1715
SMB1 12 189
CHZ1 6 14
YPT31 25 459
FIR1 66 2720
ZRG8 65 1120
YER034W 95 5923
EDC2 59 1880
ARB1 2 1
PHM8 26 998
KRE29 1 0
YER038W-A 19 591
HVG1 28 803
YER039C-A 4 331
GLN3 36 1026
YEN1 52 1520
MXR1 26 947
SAH1 0 0
ERG28 1 0
MEI4 76 1345
ACA1 29 644
SPO73 25 522
YER046W-A 7 55
SAP1 53 1490
CAJ1 21 335
ISD11 4 39
TPA1 20 484
RSM18 1 0
JHD1 38 1220
HOM3 22 420
PIC2 25 251
YER053C-A 6 69
GIP2 54 1755
HIS1 25 418
FCY2 31 1319
RPL34A 4 13
HMF1 9 210
PET117 10 177
PCL6 34 831
FCY21 38 834
FCY22 27 694
CEM1 18 548
GPP2 14 206
THO1 29 432
VHR2 39 816
ICL1 55 1520
RRT13 5 137
YER066C-A 14 121
RGI1 6 106
YER067C-A 4 34
MOT2 13 105
YER068C-A 14 330
ARG5,6 32 691
RNR1 13 199
TDA2 6 24
VTC1 12 344
ALD5 33 363
RPS24A 0 0
YOS1 0 0
PTP3 39 847
YER076C 35 681
YER076W-A 10 111
YER077C 29 943
ICP55 36 694
YER078W-A 14 59
YER079W 5 55
YER079C-A 7 262
AIM9 26 637
SER3 19 151
UTP7 1 0
GET2 7 28
YER084W 26 807
YER084W-A 4 45
YER085C 4 45
ILV1 0 0
AIM10 7 31
YER087C-A 6 42
SBH1 4 119
DOT6 47 1497
YER088C-A 56 1253
YER088W-B 23 812
PTC2 65 3045
TRP2 19 410
YER090C-A 1 0
MET6 26 162
YER091C-A 45 1826
IES5 27 328
TSC11 27 452
AIM11 9 34
PUP3 0 0
RAD51 12 94
SHC1 14 246
YER097W 18 263
UBP9 22 222
PRS2 19 549
UBC6 13 565
AST2 18 260
RPS8B 8 244
SSA4 13 185
RTT105 4 94
NUP157 43 947
MAM1 22 101
GLE2 0 0
YER107W-A 2 7
KAP123 15 212
SWI4 18 140
LSM4 1 0
TMN3 24 319
BOI2 27 387
SPR6 11 199
SLX8 11 181
RPL23B 0 0
SHO1 18 299
AVT6 24 587
YER119C-A 24 731
SCS2 9 63
YER121W 10 208
GLO3 18 455
YCK3 6 14
DSE1 21 397
RSP5 2 3
NSA2 1 0
LCP5 0 0
VFA1 5 118
SAK1 29 933
COM2 23 590
RPS26B 5 14
PMD1 59 1193
GLC7 1 0
YER133W-A 5 18
YER134C 9 40
YER135C 7 43
GDI1 0 0
YER137C 14 233
YER137W-A 8 81
YER138W-A 1 0
RTR1 5 31
EMP65 19 297
COX15 13 327
MAG1 9 147
DDI1 26 462
UBP5 37 760
FTR1 9 186
YER145C-A 17 301
LSM5 4 22
SCC4 8 29
YER147C-A 0 0
SPT15 0 0
YER148W-A 11 250
PEA2 23 764
SPI1 8 145
UBP3 15 145
YER152C 21 703
YER152W-A 8 466
PET122 33 524
OXA1 25 369
BEM2 29 843
YER156C 10 59
COG3 22 162
YER158C 23 242
YER158W-A 4 7
BUR6 3 5
SPT2 13 279
RAD4 21 279
GCG1 7 78
CHD1 30 557
PAB1 0 0
YER165C-A 1 0
DNF1 51 1286
BCK2 14 167
CCA1 0 0
RPH1 14 318
ADK2 9 127
RAD3 3 4
BRR2 8 90
YER172C-A 2 12
RAD24 7 115
GRX4 14 159
TMT1 15 263
YER175W-A 2 1
ECM32 118 3698
BMH1 11 72
PDA1 23 445
DMC1 16 213
ISC10 12 128
SLO1 4 44
YER181C 1 0
FMP10 7 47
FAU1 10 241
TOG1 48 805
PUG1 13 668
YER186C 30 672
YER187W 14 253
YER188W 9 103
YER188C-A 12 192
YER189W 0 0
YRF1-2 12 295
YER190C-A 0 0
YER190C-B 0 0
YFL068W 0 0
YFL067W 0 0
YFL066C 1 0
YFL065C 2 2
YFL064C 1 0
YFL063W 11 79
COS4 8 121
DDI2 1 0
SNO3 3 31
SNZ3 3 42
THI5 12 159
AGP3 33 792
YFL054C 45 1875
DAK2 45 1354
YFL052W 23 502
YFL051C 8 93
ALR2 73 2728
SWP82 23 207
EMP47 18 609
RGD2 35 1056
FMP32 18 883
SEC53 1 0
OTU1 27 960
YFL042C 45 1031
YFL041W-A 4 12
FET5 38 1304
YFL040W 50 1744
ACT1 1 0
YPT1 0 0
TUB2 3 3
RPO41 22 184
MOB2 11 292
RPL22B 17 322
YFL034W 60 1469
RIM15 103 3309
YFL032W 38 1008
HAC1 27 519
YFL031C-A 3 4
AGX1 68 1889
CAK1 0 0
CAF16 26 442
GYP8 35 1031
STE2 40 692
BST1 93 2138
EPL1 17 181
BUD27 84 1585
FRS2 0 0
YFL021C-A 126 5018
GAT1 101 2906
PAU5 13 429
YFL019C 10 18
LPD1 75 1407
SMX2 0 0
GNA1 1 0
MDJ1 52 1942
YFL015W-A 48 1034
YFL015C 136 5251
HSP12 23 221
YFL013W-A 145 11536
IES1 198 14918
YFL012W-A 91 3808
YFL012W 21 607
HXT10 115 3593
AUA1 16 473
WWM1 46 1469
CDC4 10 62
SMC1 2 71
BLM10 274 7375
SEC4 0 0
VTC2 161 4380
MSH4 326 10532
SPB4 10 84
DEG1 130 2726
LOC1 44 433
NIC96 63 1823
YPI1 7 112
RPN11 8 34
SAD1 5 16
YFR006W 193 7738
YFH7 140 5555
FAR7 57 735
GCN20 158 5681
YFR009W-A 9 88
UBP6 19 143
YFR010W-A 15 341
MIC19 47 1782
DCV1 89 4094
YFR012W-A 7 124
IOC3 135 5718
CMK1 110 3538
GSY1 153 6389
YFR016C 155 4983
IGD1 44 2740
YFR018C 261 15487
FAB1 128 3936
YFR020W 65 1942
ATG18 92 2000
ROG3 111 3733
PES4 77 2563
LSB3 44 959
HIS2 52 2088
ULI1 72 2887
ECO1 0 0
CDC14 13 135
PTR3 0 0
MET10 83 1661
SMC2 2 1
RPL2A 41 443
RRT5 43 962
RPL29 30 925
YFR032C-B 36 398
QCR6 43 895
PHO4 202 9468
YFR034W-A 78 3729
YFR035C 65 2646
CDC26 11 33
YFR036W-A 6 28
RSC8 5 24
IRC5 51 1008
OSW7 20 543
SAP155 42 260
ERJ5 42 1375
KEG1 0 0
IRC6 24 520
DUG1 61 3486
YFR045W 16 336
CNN1 16 309
BNA6 28 842
RMD8 59 1805
YMR31 11 260
PRE4 1 0
RET2 41 1191
RPN12 2 2
YFR052C-A 10 54
HXK1 27 1043
YFR054C 12 106
YFR056C 19 308
IRC7 22 434
YFR057W 1 0
COS12 2 3
YGL262W 1 0
PAU11 1 0
YGL260W 0 0
YPS5 4 11
YGL258W-A 3 19
VEL1 9 61
MNT2 17 256
ADH4 7 86
ZRT1 1 0
FZF1 24 1260
HXK2 25 712
RTG2 9 85
HFM1 44 626
RMR1 4 15
ZIP2 29 408
PDE1 25 500
BRR6 0 0
RAI1 0 0
GUS1 0 0
RTF1 12 234
TAD1 8 51
YGL242C 15 288
KAP114 17 192
DOC1 4 9
YGL239C 9 71
CSE1 3 6
HAP2 14 397
MTO1 36 1837
YGL235W 9 153
ADE5,7 0 0
SEC15 5 14
TAN1 7 91
EMC4 2 6
YGL230C 3 7
SAP4 29 525
SHE10 22 242
VID30 19 363
OST5 5 11
MTC3 3 2
VRG4 1 0
SDT1 12 280
COG1 4 8
EDC1 7 23
NIF3 13 94
FRA2 8 53
MDM34 3 9
YGL218W 1 0
YGL217C 2 3
KIP3 25 365
CLG1 5 12
YGL214W 4 35
SKI8 10 149
VAM7 7 67
NCS6 4 24
YPT32 12 267
MIG2 11 87
SIP2 18 588
SPT16 5 16
CHC1 3 2
POX1 21 414
YGL204C 4 9
KEX1 15 113
ARO8 22 582
MCM6 1 0
EMP24 14 216
YGL199C 8 43
YIP4 9 57
MDS3 21 273
DSD1 7 69
GCN1 42 702
YGL194C-A 8 67
HOS2 17 187
YGL193C 8 66
IME4 10 231
COX13 3 46
CDC55 1 0
RPS26A 0 0
YGL188C-A 0 0
YGL188C 16 192
COX4 12 52
TPN1 15 277
YGL185C 31 895
STR3 19 579
MND1 12 249
YGL182C 13 192
GTS1 11 202
ATG1 8 122
TOS3 26 609
MPT5 35 446
YGL177W 17 278
YGL176C 14 210
SAE2 9 140
BUD13 23 758
XRN1 14 237
NUP49 6 27
ROK1 1 0
SPO74 19 396
SUA5 2 13
HUR1 2 8
PMR1 4 3
CUP2 7 32
YGL165C 26 220
YRB30 8 26
RAD54 5 77
SUT1 15 159
YIP5 15 146
AIM14 18 393
YGL159W 6 32
RCK1 26 700
ARI1 12 340
AMS1 25 476
CDC43 0 0
LYS5 5 130
PEX14 28 1026
YGL152C 33 1065
NUT1 36 481
INO80 13 94
YGL149W 22 806
ARO2 0 0
RPL9A 4 22
RRT6 24 526
TIP20 4 18
ROG1 27 426
MRF1 8 55
GPI10 1 0
HUL5 24 446
YGL140C 39 1154
FLC3 19 328
YGL138C 20 515
SEC27 7 47
MRM2 15 670
RPL1B 0 0
PCL10 13 450
ITC1 47 926
YGL132W 6 10
SNT2 30 234
CEG1 1 0
RSM23 2 2
CWC23 3 3
SOH1 0 0
SCS3 107 3529
MET13 40 1102
MON1 11 143
RPS2 0 0
YGL123C-A 0 0
NAB2 1 0
GPG1 8 89
PRP43 6 104
COQ8 17 237
YGL118C 18 358
YGL117W 11 89
CDC20 1 0
SNF4 3 8
YGL114W 23 154
SLD3 4 26
TAF6 0 0
NSA1 8 80
CUE3 39 836
YGL109W 23 346
YGL108C 12 203
RMD9 8 20
MLC1 0 0
ARC1 4 4
VPS73 23 258
RPL28 0 0
YGL102C 0 0
YGL101W 2 15
SEH1 11 290
LSG1 9 44
USE1 0 0
SRM1 3 31
TOS8 36 723
VPS45 0 0
PAN2 37 970
SPC105 10 267
NUP145 32 232
NBP35 2 9
LIF1 31 671
MF(ALPHA)2 15 401
YGL088W 7 330
MMS2 18 973
MAD1 34 1578
LCL3 13 400
GUP1 12 85
SCY1 42 1166
YGL082W 18 317
YGL081W 15 378
MPC1 4 10
KXD1 10 97
DBP3 12 51
HNM1 14 206
RPL7A 1 0
MPS2 8 187
YGL074C 13 528
HSF1 28 770
YGL072C 28 817
AFT1 11 114
RPB9 7 219
YGL069C 5 135
MNP1 6 138
NPY1 24 500
SGF73 27 391
ALG2 3 3
MRH4 16 196
PUS2 85 2690
YGL063C-A 24 978
PYC1 57 1384
DUO1 9 57
YBP2 44 1147
PKP2 32 519
RAD6 1 0
GEP7 12 448
SDS23 38 1016
OLE1 4 10
ERV14 7 34
PRM8 13 235
YGL052W 15 150
MST27 18 271
TYW3 30 700
TIF4632 61 1099
RPT6 2 1
ALG13 6 78
RIM8 97 2833
RNA15 10 171
DST1 17 535
YGL042C 3 5
YGL041C-B 21 549
YGL041W-A 22 519
YGL041C 8 50
HEM2 1 0
YGL039W 48 551
OCH1 1 0
PNC1 18 273
YGL036W 63 1921
MIG1 45 1524
YGL034C 47 347
HOP2 19 226
AGA2 8 29
RPL24A 16 224
RPL30 0 0
CGR1 0 0
SCW11 53 1041
CWH41 59 1425
TRP5 19 435
PGD1 26 436
YGL024W 25 551
PIB2 81 2641
STT3 3 3
ALK1 92 4274
GET1 4 3
CKB1 21 729
JAC1 0 0
ATE1 66 2103
KAP122 120 2723
YGL015C 25 1071
PUF4 50 678
YGL014C-A 4 21
PDR1 110 3002
ERG4 66 828
SCL1 5 53
MPO1 40 1561
LEU1 114 5069
PMA1 1 0
YGL007C-A 6 10
BRP1 50 2420
YGL006W-A 44 978
PMC1 234 7968
COG7 74 3343
RPN14 151 5456
CDH1 165 5732
ERP6 134 6047
ERG26 6 38
EFM5 119 2949
SWC4 109 2554
CUL3 163 8795
PEX31 229 6102
TFG2 35 485
PRP18 44 2215
ECT1 135 5627
STF2 23 794
SEC9 19 766
NMA2 135 5051
YGR011W 36 1130
YGR012W 99 2936
SNU71 75 1804
MSB2 158 2288
YGR015C 117 5221
YGR016W 34 969
YGR017W 52 1875
YGR018C 20 626
UGA1 134 3514
VMA7 2 1
YGR021W 98 2001
YGR022C 12 646
MTL1 79 2281
THG1 1 0
YGR025W 49 2638
YGR026W 70 2593
RPS25A 9 91
MSP1 46 907
ERV1 1 0
POP6 1 0
IMO32 195 9257
NAG1 90 3778
GSC2 127 4925
TIM21 36 378
RPL26B 19 130
YGR035C 3 22
YGR035W-A 20 434
CAX4 10 267
ACB1 5 64
ORM1 20 609
YGR039W 19 191
KSS1 21 1198
BUD9 62 2084
YGR042W 22 557
NQM1 27 618
RME1 19 441
YGR045C 54 1197
TAM41 9 72
TFC4 3 3
UFD1 2 1
SCM4 41 1106
YGR050C 40 893
YGR051C 32 1107
FMP48 27 1670
YGR053C 28 826
YGR054W 29 780
MUP1 14 153
RSC1 23 260
LST7 11 177
PEF1 12 81
SPR3 13 331
ERG25 0 0
ADE6 2 1
COX18 21 125
SPT4 8 77
YGR064W 22 226
VHT1 1 0
YGR066C 17 530
YGR067C 47 1277
ART5 122 4993
YGR068W-A 0 0
YGR069W 13 210
ROM1 31 688
ENV11 23 658
UPF3 10 72
YGR073C 3 2
SMD1 0 0
PRP38 1 0
MRPL25 7 47
PEX8 20 273
PAC10 9 163
YGR079W 29 518
TWF1 14 376
SLX9 10 64
TOM20 2 1
GCD2 0 0
MRP13 16 497
RPL11B 5 9
PIL1 2 19
PDC6 28 662
CTT1 26 427
NNF2 56 1897
UTP22 1 0
PRP31 10 122
DBF2 4 9
DRN1 16 302
VAS1 5 6
RRP46 0 0
TPC1 70 2373
ASK10 42 794
ESP1 6 35
TEL2 4 33
MDR1 28 317
PCP1 10 129
GTF1 9 120
NOP7 0 0
SRB5 2 5
VMA21 0 0
VOA1 5 30
YGR107W 32 1834
CLB1 21 463
CLB6 9 90
CLD1 18 247
YGR111W 22 622
SHY1 18 121
DAM1 5 101
YGR114C 6 16
YGR115C 0 0
SPT6 2 11
YGR117C 18 295
RPS23A 6 49
NUP57 6 108
COG2 6 40
MEP1 44 750
YGR121W-A 34 1063
YGR122W 20 461
YGR122C-A 5 15
PPT1 9 115
ASN2 28 952
YGR125W 33 827
YGR126W 22 541
YGR127W 21 260
UTP8 0 0
SYF2 10 262
YGR130C 24 502
FHN1 8 47
PHB1 10 113
PEX4 9 184
CAF130 41 989
PRE9 2 1
LSB1 7 42
YGR137W 6 31
TPO2 3 86
YGR139W 9 71
CBF2 2 3
VPS62 36 892
BTN2 16 435
SKN1 29 647
THI4 22 776
ENP2 7 12
ECL1 3 7
YGR146C-A 12 136
NAT2 26 528
RPL24B 8 79
YGR149W 16 244
CCM1 13 278
YGR151C 6 27
RSR1 17 112
YGR153W 8 41
GTO1 13 97
CYS4 5 27
PTI1 1 0
CHO2 8 60
MTR3 1 0
NSR1 2 10
YGR160W 0 0
RTS3 6 69
YGR161W-C 8 149
TIF4631 4 90
GTR2 15 169
YGR164W 7 65
MRPS35 6 25
TRS65 21 215
CLC1 0 0
YGR168C 21 299
PUS6 35 1549
LSO2 2 19
PSD2 72 1587
MSM1 11 93
YIP1 0 0
RBG2 18 246
CBP4 8 135
YGR174W-A 2 3
ERG1 1 0
YGR176W 21 640
ATF2 40 1036
PBP1 18 281
OKP1 2 12
RNR4 2 24
TIM13 9 159
YGR182C 5 13
QCR9 9 201
UBR1 36 373
TYS1 0 0
TFG1 0 0
HGH1 3 4
BUB1 20 205
CRH1 24 167
YGR190C 6 100
HIP1 15 474
TDH3 8 8
PDX1 17 483
XKS1 17 484
SKI6 6 9
FYV8 24 421
SNG1 21 223
YPP1 3 30
PMT6 31 908
ELP2 19 226
YGR201C 21 294
PCT1 39 557
YCH1 55 1419
ADE3 17 180
YGR204C-A 1 0
TDA10 17 257
MVB12 1 0
CIR1 9 88
SER2 0 0
TRX2 7 194
YGR210C 35 996
ZPR1 1 0
SLI1 16 260
RTA1 19 206
RPS0A 8 13
RSM27 4 10
GPI1 6 57
CCH1 38 475
CRM1 3 4
YGR219W 1 0
MRPL9 6 55
TOS2 32 493
PET54 4 8
HSV2 9 348
AZR1 19 417
AMA1 21 281
YGR226C 1 0
DIE2 11 50
YGR228W 4 79
SMI1 9 297
BNS1 14 324
PHB2 10 178
NAS6 12 213
PHO81 39 573
YHB1 12 73
MIC26 9 48
SPG1 4 55
YGR237C 41 1351
KEL2 44 1848
PEX21 39 792
PFK1 10 48
YGR240C-A 17 232
YAP1802 44 1106
YGR242W 6 66
MPC3 2 9
LSC2 49 2282
SDA1 3 2
BRF1 1 0
CPD1 13 135
SOL4 10 307
MGA1 14 303
YGR250C 19 234
NOP19 2 3
GCN5 3 45
PUP2 0 0
ENO1 15 209
COQ6 35 849
GND2 17 224
MTM1 6 148
RAD2 40 1305
YGR259C 1 0
TNA1 17 305
APL6 17 295
BUD32 0 0
SAY1 20 458
MES1 1 0
YGR265W 5 42
YGR266W 25 809
FOL2 0 0
HUA1 20 845
YGR269W 21 549
YTA7 22 154
YGR270C-A 2 1
SLH1 47 1138
EFG1 3 35
YGR273C 1 0
TAF1 7 199
RTT102 6 155
RNH70 24 589
CAB4 0 0
CWC22 7 161
SCW4 12 89
PXR1 1 0
YOR1 35 635
BGL2 10 113
YGR283C 7 206
ERV29 10 132
ZUO1 6 158
BIO2 20 575
IMA1 21 216
MAL13 21 569
MAL11 15 227
YGR290W 6 24
YGR291C 11 158
MAL12 5 134
YGR293C 4 6
PAU12 0 0
COS6 9 95
YRF1-3 0 0
YGR296C-A 0 0
YGR296C-B 0 0
YHL050C 24 253
YHL050W-A 3 24
YHL049C 0 0
YHL048C-A 6 191
COS8 28 689
ARN2 40 955
YHL046W-A 9 251
PAU13 8 190
YHL045W 13 119
YHL044W 8 75
ECM34 21 543
YHL042W 51 1637
YHL041W 44 382
ARN1 47 1066
EFM1 43 864
CBP2 39 829
YHL037C 34 1132
MUP3 45 1455
VMR1 84 1581
YHL034W-A 11 92
SBP1 18 164
RPL8A 12 212
GUT1 79 2595
GOS1 1 0
YHL030W-A 3 22
ECM29 105 3187
OCA5 53 2821
WSC4 97 1785
RIM101 78 2193
YHL026C 66 3479
SNF6 96 5414
RIM4 109 4120
NPR3 19 196
SPO11 56 640
AIM17 85 2637
OPI1 27 851
YHL019W-A 25 582
APM2 79 2006
YHL018W 19 386
YHL017W 82 2883
DUR3 159 6023
YHL015W-A 13 288
RPS20 0 0
YLF2 86 2649
OTU2 44 1102
YHL012W 111 4019
PRS3 9 50
ETP1 117 4904
YAP3 40 882
YHL008C 339 13998
STE20 218 9155
YHL006W-A 57 2357
SHU1 279 19992
YHL005C 230 8627
MRP4 72 1175
LAG1 129 5504
YHL002C-A 52 2248
HSE1 192 9345
RPL14B 55 1246
OSH7 259 11264
QCR10 58 1500
LEU5 104 2454
TCD1 189 8419
NEM1 140 3388
GPA1 7 94
TIM10 15 226
STP2 104 3013
ERG11 6 77
YHR007C-A 147 10583
SOD2 73 1003
TDA3 148 5412
RPL27A 4 36
DIA4 19 327
VPS29 23 123
ARD1 17 224
SPO13 29 400
MIP6 91 1775
YSC84 55 1783
YSC83 32 631
ARG4 37 820
DED81 0 0
YHR020W 7 28
RPS27B 0 0
ECM12 27 800
YHR022C 48 898
YHR022C-A 18 436
MYO1 82 1476
MAS2 0 0
THR1 25 483
VMA16 2 1
RPN1 3 28
DAP2 40 799
YHR028W-A 33 576
YHI9 35 1033
SLT2 24 528
RRM3 73 2256
ERC1 137 7462
YHR032W-A 13 500
YHR032C-A 7 243
YHR033W 62 1720
PIH1 40 695
NEL1 47 1516
BRL1 10 109
PUT2 56 1825
RRF1 8 46
MSC7 34 686
VMA10 0 0
BCD1 16 264
SRB2 8 30
NCP1 3 8
DOG2 17 842
DOG1 12 193
YHR045W 31 478
INM1 16 153
AAP1 65 1766
YHK8 44 1600
FSH1 19 325
YHR049C-A 33 262
SMF2 56 1150
YHR050W-A 10 222
COX6 1 0
CIC1 1 0
YHR052W-A 0 0
CUP1-1 0 0
YHR054C 1 0
YHR054W-A 0 0
CUP1-2 0 0
RSC30 21 378
YHR056W-A 9 215
CPR2 11 414
MED6 6 12
FYV4 5 34
VMA22 2 1
GIC1 18 403
RPP1 0 0
PAN5 18 100
YHR063W-A 9 39
SSZ1 12 52
RRP3 2 1
SSF1 23 782
HTD2 25 869
DYS1 2 1
RRP4 5 21
YHR069C-A 0 0
TRM5 2 1
YHR070C-A 12 280
PCL5 31 1503
YHR071C-A 16 246
ERG7 5 8
NOP10 0 0
OSH3 21 433
YHR073W-A 2 2
YHR073C-B 1 0
QNS1 1 0
PPE1 35 806
PTC7 20 345
NMD2 39 626
YHR078W 25 490
IRE1 27 669
SAE3 7 44
YHR080C 45 1846
LRP1 9 121
KSP1 20 335
SAM35 0 0
STE12 31 586
IPI1 0 0
NAM8 24 604
YHR086W-A 32 549
RTC3 5 358
RPF1 0 0
GAR1 2 1
YNG2 3 42
MSR1 14 65
HXT4 17 323
AHT1 29 384
HXT1 41 1029
YHR095W 10 231
HXT5 25 604
YHR097C 54 1002
SFB3 21 378
TRA1 8 28
GEP4 8 85
BIG1 2 7
KIC1 3 85
SBE22 28 688
GRE3 12 444
YPT35 4 16
TRR2 12 102
CDC12 0 0
GGA2 19 561
CTM1 21 332
ERP5 14 141
UBA4 7 24
YHR112C 22 808
APE4 36 789
BZZ1 41 713
DMA1 37 991
COX23 15 864
TOM71 33 405
ORC6 0 0
SET1 8 145
MSH1 14 36
LSM12 8 117
CIA2 0 0
EPT1 18 322
NDT80 26 407
YHR125W 4 43
ANS1 10 307
YHR127W 12 221
FUR1 8 64
ARP1 3 3
YHR130C 3 51
YHR131C 10 139
YHR131W-A 3 22
ECM14 21 258
IGO2 8 227
NSG1 13 153
WSS1 14 246
YCK1 31 879
SPL2 9 146
ARO9 21 256
YHR137C-A 5 22
YHR138C 7 75
SPS100 12 180
YHR139C-A 16 481
YHR140W 24 391
RPL42B 0 0
CHS7 7 42
DSE2 14 81
RPC10 0 0
DCD1 14 119
YHR145C 2 1
CRP1 13 267
MRPL6 2 6
IMP3 1 0
SKG6 28 908
PEX28 20 370
MTC6 13 141
SPO12 9 62
SPO16 5 21
RTT107 42 796
YSP1 47 978
LIN1 23 463
REC104 6 122
KEL1 23 464
TDA11 21 620
PEX18 15 214
YAP1801 20 383
MPC2 1 0
SOL3 7 75
DNA2 9 98
PRP8 4 5
YHR165W-A 2 3
CDC23 7 57
THP2 11 197
MTG2 11 129
DBP8 7 100
NMD3 8 73
ATG7 16 210
SPC97 26 385
YHR173C 26 648
ENO2 15 127
CTR2 15 284
YHR175W-A 6 91
FMO1 36 823
YHR177W 11 90
STB5 8 52
OYE2 9 61
YHR180W 5 142
YHR180W-A 12 89
YHR180C-B 0 0
SVP26 12 146
YHR182W 51 1345
YHR182C-A 0 0
GND1 1 0
SSP1 29 807
PFS1 13 110
KOG1 4 11
IKI1 7 22
GPI16 0 0
PTH1 15 175
ERG9 6 15
CTF8 0 0
LNP1 15 271
EGD2 11 301
YHR193C-A 1 0
MDM31 7 27
NVJ1 15 231
