gene_name number_of_transposon_per_gene number_of_read_per_gene
YHR175W-A 4 32
FMO1 49 892
YHR177W 21 503
STB5 22 321
OYE2 20 388
YHR180W 19 564
YHR180W-A 15 89
YHR180C-B 2 1
SVP26 9 110
YHR182W 68 1879
YHR182C-A 5 119
GND1 17 360
SSP1 20 367
PFS1 15 83
KOG1 5 27
IKI1 12 273
GPI16 0 0
PTH1 12 164
ERG9 1 0
CTF8 1 0
LNP1 9 122
EGD2 11 116
YHR193C-A 4 23
MDM31 18 203
NVJ1 16 347
UTP9 16 205
RIX1 2 3
AIM18 24 134
AIM46 32 982
NBL1 5 14
RPN10 4 24
PPX1 16 80
YHR202W 42 930
RPS4B 10 40
MNL1 39 2128
SCH9 3 2
SKN7 12 186
SET5 16 223
BAT1 16 532
CRG1 10 165
YHR210C 17 384
FLO5 49 1616
YHR212C 0 0
YHR212W-A 0 0
YHR213W 0 0
YHR213W-A 0 0
YHR213W-B 14 176
YHR214W 0 0
YHR214W-A 0 0
YHR214C-D 0 0
YHR214C-E 5 73
PHO12 4 6
IMD2 7 26
YHR217C 8 122
YHR218W 1 0
YHR218W-A 0 0
YHR219W 0 0
YHR219C-A 0 0
YIL177C 0 0
YIL177W-A 0 0
PAU14 0 0
VTH1 7 269
IMA3 0 0
YIL171W-A 0 0
YIL169C 18 159
YIL166C 49 1348
YIL165C 4 120
NIT1 17 435
YIL163C 20 731
SUC2 30 1252
YIL161W 6 8
POT1 38 784
BNR1 29 603
AIM20 23 457
COA1 14 143
YIL156W-A 19 402
YIL156W-B 13 373
UBP7 28 675
GUT2 52 2318
IMP2' 41 971
RRD1 38 445
YIL152W 23 961
ESL1 43 1400
MCM10 7 81
MLP2 43 1487
RPL40A 5 41
SLN1 3 4
ATG32 35 808
PAN6 11 87
NDC80 0 0
SSL2 8 118
YIL142C-A 4 27
CCT2 0 0
YIL141W 21 101
AXL2 100 3168
REV7 21 457
TPM2 4 150
TMA108 42 1528
OM45 11 73
VHS2 21 197
YIL134C-A 19 470
FLX1 24 467
RPL16A 5 20
CSM2 37 723
FKH1 33 1398
ASG1 29 402
TAO3 19 423
MET18 19 143
RRT14 11 161
STH1 27 399
KGD1 31 233
AYR1 12 101
SIM1 105 3628
POG1 16 251
QDR2 57 1170
QDR1 71 1325
RPI1 18 256
RHO3 1 0
PRM5 29 313
HIS5 28 908
YIL115W-A 1 0
NUP159 3 21
POR2 12 79
SDP1 36 1104
HOS4 40 824
COX5B 18 200
HPM1 15 246
SEC24 0 0
YIL108W 73 1627
PFK26 38 677
MOB1 5 41
SLM1 33 1080
YIL105W-A 3 161
SHQ1 4 14
DPH1 18 596
YIL102C-A 0 0
YIL102C 4 5
XBP1 54 1208
YIL100C-A 35 585
YIL100W 35 677
SGA1 37 402
FMC1 4 8
FYV10 17 191
BMT5 25 1056
PRK1 39 960
LYS12 4 4
RSM25 17 389
YIL092W 47 889
UTP25 2 1
ICE2 4 6
YIL089W 24 443
AVT7 46 2159
AIM19 18 346
YIL086C 22 498
KTR7 69 1842
SDS3 19 287
CAB2 3 79
YIL082W 9 147
AIR1 28 456
THS1 2 1
YIL077C 127 7682
SEC28 21 414
RPN2 6 81
SER33 49 1854
SPO22 94 2820
HOP1 61 1369
YIL071W-A 6 78
PCI8 30 811
MAM33 26 200
RPS24B 7 34
YIL068W-A 14 126
SEC6 15 127
YIL067C 71 1846
YIL066W-A 16 142
RNR3 39 902
FIS1 28 1238
EFM4 52 1589
YRB2 5 13
ARC15 0 0
SNP1 25 302
YIL060W 13 206
YIL059C 16 211
YIL058W 30 1180
RGI2 10 121
VHR1 78 1784
YIL055C 86 3632
YIL054W 73 2463
GPP1 18 265
RPL34B 10 67
MMF1 19 249
PCL7 27 400
DFG10 17 344
NEO1 3 27
YIL047C-A 18 332
SYG1 91 1692
YIL046W-A 49 1423
MET30 3 3
PIG2 40 1121
AGE2 37 424
CBR1 24 892
PKP1 50 1394
GVP36 21 321
APQ12 5 19
TED1 54 1256
NOT3 28 469
PRM2 86 2582
CST6 31 1189
CKA1 41 924
CAP2 27 514
BCY1 8 138
YIL032C 27 538
ULP2 32 1022
YIL030W-A 23 254
SSM4 88 2675
YIL029W-A 23 713
YIL029C 30 282
YIL028W 16 66
EMC5 19 566
IRR1 17 223
YIL025C 20 114
YIL024C 17 755
YKE4 70 2621
TIM44 3 3
RPB3 10 163
YIL021C-A 0 0
YIL020C-A 14 336
HIS6 59 1604
FAF1 13 261
RPL2B 17 167
VID28 94 2515
SNL1 52 1349
BAR1 170 6214
YIL014C-A 25 319
MNT3 91 2507
PDR11 264 9608
YIL012W 65 2327
TIR3 47 985
DOT5 58 1641
EST3 38 1528
FAA3 172 7467
URM1 20 530
NAS2 75 3409
YIA6 146 7315
EPS1 336 16301
BET1 5 18
CFD1 32 2413
YIL002W-A 28 545
INP51 617 31493
YIL001W 371 20789
SGN1 152 4287
MPH1 441 17539
AIM21 246 9664
DJP1 108 2109
IST3 55 1855
PAN1 434 19038
YIR007W 214 8301
PRI1 3 68
MSL1 32 1264
DSN1 29 814
STS1 9 90
SQT1 12 140
GAT4 34 1520
YIR014W 107 3505
RPR2 11 237
YIR016W 136 3496
MET28 175 10828
YIR017W-A 188 11425
YAP5 83 3502
YIR018C-A 17 385
FLO11 84 1420
YIR020C 6 138
YIR020W-A 14 335
YIR020C-B 29 1069
MRS1 27 501
YIR021W-A 41 1790
SEC11 3 6
DAL81 82 1891
YIR023C-A 27 245
INA22 34 969
MND2 29 1899
YVH1 15 380
DAL1 81 4650
DAL4 116 3816
DAL2 55 2147
DCG1 49 869
YIR030W-A 22 673
DAL7 59 2115
DAL3 50 2503
MGA2 53 788
LYS1 10 53
YIR035C 51 2001
IRC24 47 1465
YIR036W-A 36 1327
HYR1 17 497
GTT1 27 1469
YPS6 25 371
YIR040C 1 0
PAU15 1 0
YIR042C 16 253
YJL225C 0 0
YJL225W-A 0 0
PAU1 0 0
YJL222W-B 0 0
YJL222W-A 0 0
VTH2 9 318
IMA4 0 0
YJL220W 0 0
HXT9 16 580
YJL218W 5 129
REE1 16 693
IMA5 26 690
YJL215C 19 108
HXT8 31 1320
YJL213W 27 1123
OPT1 47 962
YJL211C 23 2181
PEX2 35 752
CBP1 11 281
NUC1 16 605
LAA1 56 1781
YJL206C 30 857
NCE101 9 105
RCY1 16 60
PRP21 2 37
YJL202C 7 30
ECM25 44 804
ACO2 48 758
MBB1 14 175
PHO90 65 1790
UBP12 33 693
YJL197C-A 2 8
ELO1 21 634
YJL195C 1 0
CDC6 0 0
YJL193W 16 196
SOP4 29 473
RPS14B 22 654
RPS22A 5 31
RPL39 4 18
BUD19 4 14
SWE1 30 600
MNN5 32 684
ATG36 28 1206
GON7 3 9
MNN11 22 737
YJL182C 18 209
YJL181W 46 602
ATP12 0 0
PFD1 4 17
ATG27 15 182
RPL17B 11 40
SWI3 9 93
YJL175W 6 74
KRE9 0 0
RFA3 0 0
CPS1 31 948
YJL171C 17 348
ASG7 9 269
YJL169W 5 84
SET2 15 327
ERG20 0 0
QCR8 6 11
HAL5 43 882
TPK1 28 587
YJL163C 51 1708
JJJ2 47 1370
FMP33 31 757
YJL160C 27 494
HSP150 17 58
CIS3 22 599
FAR1 40 1109
YJL156W-A 29 663
SSY5 0 0
FBP26 33 591
VPS35 12 167
INO1 10 53
YJL152W 69 2716
SNA3 43 2184
YJL150W 36 612
DAS1 34 1081
RPA34 12 235
YJL147C 6 21
IDS2 39 720
SFH5 35 1072
YJL144W 5 37
TIM17 4 85
IRC9 10 69
YAK1 47 1590
RPB4 0 0
YUR1 40 716
TIF2 2 12
GLG2 21 641
YJL136W-A 11 215
RPS21B 5 9
YJL135W 22 451
LCB3 31 333
YJL133C-A 22 331
MRS3 18 276
YJL132W 49 1401
AIM23 15 215
URA2 99 2604
TRK1 16 229
PBS2 28 592
YJL127W-A 3 3
YJL127C-B 3 91
SPT10 24 405
NIT2 23 595
GCD14 1 0
LSM1 0 0
MTC1 9 44
ALB1 8 446
RPE1 13 169
YJL120W 15 105
YJL119C 21 316
YJL118W 29 875
PHO86 26 603
NCA3 23 936
ASF1 6 84
MDV1 52 1104
CCT7 6 287
GZF3 20 74
UTP10 3 2
PRM10 19 428
YJL107C 20 407
IME2 16 124
SET4 42 690
PAM16 2 1
GSM1 23 297
MEF2 18 310
GSH1 11 103
LSB6 36 1600
CHS6 60 1077
SAP185 37 957
PHS1 0 0
MRPL49 5 5
BCK1 21 383
KHA1 41 876
TOK1 37 639
SRS2 57 1011
GWT1 4 6
DPB11 4 30
SIP4 53 757
ARG3 3 2
TRL1 0 0
YJL086C 33 696
EXO70 3 7
ALY2 32 723
TAX4 47 908
IML2 31 708
ARP4 2 12
SCP160 33 462
PRY1 25 587
PRY3 114 3234
YJL077W-B 1 0
ICS3 35 1424
YJL077W-A 4 56
NET1 19 350
APQ13 5 15
SMC3 2 1
JEM1 59 836
PSF2 1 0
ARG2 7 146
YJL070C 31 577
UTP18 2 1
YJL068C 40 1342
YJL067W 20 529
MPM1 27 834
DLS1 16 187
YJL064W 11 129
MRPL8 12 178
COA3 10 322
LAS21 56 1635
NUP82 6 45
BNA3 30 367
YHC3 50 1043
BIT61 37 1042
IKS1 59 1540
ZAP1 5 36
YJL055W 76 1722
TIM54 9 98
PEP8 7 35
YJL052C-A 19 1062
TDH1 42 931
IRC8 118 3705
MTR4 1 0
YJL049W 9 136
UBX6 29 1084
YJL047C-A 20 237
RTT101 63 1354
AIM22 32 309
YJL045W 73 1822
GYP6 75 1963
YJL043W 94 4821
MHP1 124 2791
NSP1 2 4
NUP192 2 2
LOH1 19 99
IRC18 45 1281
SNX4 18 579
TAD2 0 0
KAR2 7 35
HCA4 5 25
YJL032W 3 3
BET4 3 3
MAD2 61 2567
VPS53 17 296
YJL028W 113 7656
YJL027C 149 7307
RNR2 11 202
YJL026C-A 1 0
RRN7 4 132
APS3 63 1333
PET130 35 321
YJL022W 10 126
BBC1 104 2637
YJL020W-A 6 90
MPS3 75 2671
YJL016W 101 2552
YJL015C 63 2374
CCT3 0 0
MAD3 175 7322
VTC4 102 4656
RPC17 4 12
NOP9 44 342
YJL009W 17 224
CCT8 4 31
YJL007C 57 3318
CTK2 19 553
CYR1 34 1162
SYS1 85 3068
COX16 58 429
OST1 15 169
PRE3 8 163
AVT1 505 27285
MPP10 113 4432
YJR003C 282 12471
SAG1 280 11608
APL1 126 3814
LSO1 30 385
POL31 0 0
SUI2 20 410
MHO1 131 6275
TDH2 91 2859
MET3 144 4608
SPC1 21 552
YJR011C 37 807
YJR012C 74 3598
GPI14 2 4
TMA22 55 1779
YJR015W 87 2590
ILV3 1 0
ESS1 3 70
YJR018W 20 433
TES1 139 5288
YJR020W 51 1696
REC107 104 4210
LSM8 0 0
YJR023C 1 0
MDE1 34 1040
BNA1 34 645
YJR030C 128 6866
GEA1 132 3397
CPR7 46 623
RAV1 54 708
PET191 5 160
RAD26 64 2200
HUL4 56 1019
YJR037W 12 130
YJR038C 20 524
YJR039W 86 2816
GEF1 49 849
URB2 3 2
NUP85 8 96
POL32 50 629
VPS55 6 65
SSC1 2 1
TAH11 3 11
ANB1 27 659
CYC1 13 122
UTR1 52 11763
ISY1 49 1752
OSM1 52 1732
RAD7 60 1390
BFA1 48 1445
KCH1 48 1022
HIT1 13 558
YJR056C 26 198
CDC8 2 2
APS2 17 702
PTK2 37 714
CBF1 33 490
YJR061W 77 2724
NTA1 32 242
RPA12 4 194
CCT5 1 0
ARP3 1 0
TOR1 152 4908
YAE1 0 0
RFC2 1 0
HAM1 24 298
LIA1 19 122
YJR071W 15 233
NPA3 31 1375
OPI3 10 347
MOG1 36 1238
HOC1 35 1011
CDC11 22 321
MIR1 16 356
BNA2 121 4063
YJR079W 36 469
AIM24 21 365
EAF6 6 40
ACF4 35 657
YJR084W 38 667
YJR085C 14 324
STE18 9 124
YJR087W 5 52
EMC2 15 287
BIR1 61 2245
GRR1 10 104
JSN1 39 1217
BUD4 126 4238
FIP1 1 0
IME1 30 836
RPL43B 13 182
SFC1 56 1289
YJR096W 37 977
JJJ3 5 35
YJR098C 55 1306
YUH1 16 79
AIM25 30 1234
RSM26 14 311
VPS25 2 1
URA8 107 3785
SOD1 8 19
ADO1 25 256
ECM27 48 990
YJR107W 15 308
ABM1 33 1575
CPA2 40 968
YMR1 46 866
YJR111C 28 730
NNF1 3 34
YJR112W-A 20 585
RSM7 21 260
YJR114W 16 357
YJR115W 29 676
TDA4 36 716
STE24 8 134
ILM1 13 242
JHD2 59 1655
YJR120W 47 950
ATP2 3 3
IBA57 0 0
RPS5 0 0
YJR124C 35 599
ENT3 22 412
VPS70 27 381
RSF2 189 7326
YJR128W 49 1156
EFM3 53 1555
STR2 48 868
MNS1 74 3478
NMD5 41 645
XPT1 24 444
SGM1 23 349
MCM22 7 98
TIM8 0 0
TTI2 0 0
MET5 66 1936
IML1 25 275
HOM6 21 205
HIR3 76 1401
YJR140W-A 6 106
YJR141W 0 0
YJR142W 23 1297
PMT4 59 1336
MGM101 7 393
RPS4A 6 26
YJR146W 25 1100
HMS2 37 464
BAT2 110 3786
YJR149W 38 1149
DAN1 20 237
DAN4 22 568
YJR151W-A 2 6
DAL5 15 100
PGU1 21 566
YJR154W 72 2165
AAD10 20 320
THI11 12 598
YJR157W 1 0
HXT16 0 0
SOR1 0 0
MPH3 3 16
COS5 0 0
YJR162C 2 1
YKL225W 11 170
PAU16 0 0
YKL223W 2 1
YKL222C 22 375
MCH2 62 2385
FRE2 28 589
COS9 23 548
SRY1 47 2230
JEN1 62 2814
URA1 16 124
OXP1 175 7136
YRA2 14 904
DOA1 13 158
SAC1 9 54
TRP3 42 1362
UBA1 2 1
STE6 58 1726
CBT1 13 211
EMC3 20 504
ADD66 11 290
LOS1 36 1091
EAP1 18 183
TOR2 6 34
YKL202W 7 65
MNN4 57 1550
PTK1 146 9309
PEX1 172 5170
YKT6 0 0
MIA40 6 114
MST1 18 195
SDS22 1 0
ACP1 0 0
DPH2 24 727
CNB1 5 25
HYM1 3 10
PXA2 32 535
FAT3 70 2566
MTR2 19 299
ASH1 60 2312
SPE1 9 254
YKL183C-A 28 698
LOT5 48 1038
FAS1 3 2
PRS1 7 222
RPL17A 1 0
COY1 11 151
STE3 13 107
YKL177W 2 1
LST4 17 349
ZRT3 12 298
TPO5 23 361
SNU114 19 217
EBP2 15 255
NNK1 34 412
MRPL38 4 13
YKL169C 5 24
KKQ8 34 725
MRP49 6 38
TPK3 52 699
YKL165C-A 7 68
MCD4 0 0
PIR1 14 142
PIR3 21 194
YKL162C-A 3 5
YKL162C 13 244
KDX1 24 239
ELF1 8 8
RCN1 22 359
APE2 71 1461
RPS27A 8 88
YKL156C-A 0 0
RSM22 27 364
SRP102 4 20
YKL153W 3 3
GPM1 2 1
YKL151C 68 2705
MCR1 27 664
DBR1 11 72
SDH1 27 608
YKL147C 33 1176
AVT3 51 1261
RPT1 1 0
YKL145W-A 0 0
RPC25 0 0
LTV1 12 109
MRP8 8 67
SDH3 7 37
TGL1 31 677
CTK1 4 7
HSK3 0 0
MRPL31 3 4
CMC1 5 4
YKL136W 12 259
APL2 33 996
OCT1 17 294
YKL133C 15 251
RMA1 24 288
YKL131W 18 161
SHE2 2 1
MYO3 47 1305
PMU1 37 2323
PGM1 76 1971
YPK1 10 123
RRN3 10 353
SSH4 23 260
YKL123W 5 17
SRP21 5 20
DGR2 26 798
OAC1 18 437
VPH2 1 0
YKL118W 15 389
SBA1 13 236
PRR1 32 859
YKL115C 37 289
APN1 36 758
RAD27 22 166
ABF1 9 23
YKL111C 9 35
KTI12 28 559
HAP4 25 789
SLD2 15 601
YKL107W 20 336
YKL106C-A 6 23
AAT1 32 646
SEG2 65 1532
GFA1 0 0
APE1 46 2212
YKL102C 38 540
HSL1 60 1372
YPF1 19 565
YKL100W-A 1 0
UTP11 1 0
MTC2 17 391
YKL097C 34 692
YKL096C-B 5 4
CWP2 5 5
CWP1 21 265
YJU2 16 351
YJU3 16 496
MBR1 25 530
BUD2 31 360
YKL091C 27 590
CUE2 44 840
MIF2 1 0
CAB3 13 89
CYT2 30 968
SRX1 38 1025
MDH1 15 573
HOT13 26 816
YKL083W 5 11
RRP14 8 27
TEF4 20 714
VMA5 1 0
SMY1 28 685
DHR2 7 56
YKL077W 23 166
PSY1 7 129
YKL075C 44 1467
MUD2 51 2114
LHS1 49 1052
STB6 28 378
YKL071W 24 660
YKL070W 17 94
YKL069W 15 130
YKL068W-A 3 20
NUP100 51 946
YNK1 7 45
YKL066W 38 1412
YKL065W-A 4 19
YET1 8 17
MNR2 63 1311
YKL063C 8 63
MSN4 21 252
BLI1 10 270
FBA1 1 0
MPE1 26 515
TOA2 0 0
NUP120 32 300
TMA19 12 211
OAR1 21 141
DEF1 7 55
MDM35 5 54
YKL053W 43 680
ASK1 37 1227
SFK1 48 2158
YKL050C 61 1444
CSE4 3 18
ELM1 30 420
ANR2 59 2482
DCW1 35 431
PRI2 4 23
YKL044W 28 119
PHD1 33 1305
SPC42 3 3
VPS24 2 1
NFU1 18 87
PTM1 41 1431
RGT1 78 1372
AIM26 55 1474
YKL036C 48 1198
UGP1 3 2
TUL1 71 2214
YKL033W-A 13 224
TTI1 0 0
IXR1 93 2070
YKL031W 83 3162
YKL030W 110 6006
MAE1 230 11055
TFA1 30 395
TCD2 116 4327
GPX1 36 844
PAN3 149 5238
URA6 1 0
YKL023C-A 55 2521
YKL023W 59 1722
CDC16 34 1486
MAK11 41 995
SPT23 61 1552
RAM2 0 0
YKL018C-A 16 587
SWD2 1 0
HCS1 135 3630
ATP7 14 124
PUT3 107 2762
URB1 28 268
ARC19 0 0
PRP40 52 909
CCE1 51 1036
UFD4 283 12608
MRT4 28 1019
LAC1 153 5552
CAP1 86 5090
SFT1 17 224
RPL14A 12 103
BYE1 265 6300
AUR1 25 465
MRP17 25 341
DID4 14 886
MET14 100 3002
VPS1 32 320
PAP1 41 1973
OSH6 256 9600
ECM9 9 95
YKR005C 302 10587
MRPL13 37 469
MEH1 57 887
RSC4 0 0
FOX2 230 8741
TOF2 165 5771
YKR011C 74 1570
YKR012C 44 897
PRY2 119 2221
YPT52 19 246
YKR015C 92 3156
MIC60 30 387
HEL1 71 1335
YKR018C 87 3002
IRS4 93 2015
VPS51 2 13
ALY1 105 3326
NTR2 28 531
YKR023W 72 2121
DBP7 52 580
RPC37 8 135
GCN3 86 1570
BCH2 87 1821
SAP190 72 2948
SET3 43 997
GMH1 21 351
SPO14 103 2874
YKR032W 49 2110
YKR033C 20 274
DAL80 54 1096
OPI8 0 0
DID2 0 0
CAF4 88 2763
SPC34 16 178
KAE1 0 0
GAP1 93 2138
YKR040C 79 3979
YKR041W 158 8114
UTH1 11 48
SHB17 55 2001
UIP5 94 3333
YKR045C 43 2099
PET10 29 709
YKR047W 8 126
NAP1 33 1397
FMP46 17 248
TRK2 81 2668
YKR051W 35 944
MRS4 25 628
YSR3 72 1713
DYN1 118 2236
RHO4 16 286
TRM2 75 1647
RPS21A 14 402
GLG1 33 500
TIF1 4 4
UTP30 28 603
KTR2 56 1703
TFA2 1 0
LAS1 1 0
OAF3 48 1038
PAM17 23 223
CCP1 35 974
GPT2 67 1722
BET3 2 68
MET1 85 2182
YKR070W 48 2009
DRE2 5 64
SIS2 39 1397
YKR073C 37 1792
AIM29 18 614
YKR075C 43 1322
YKR075W-A 29 801
ECM4 32 1128
MSA2 44 511
YKR078W 37 1242
TRZ1 4 16
MTD1 22 1379
RPF2 2 1
NUP133 38 618
DAD2 1 0
HBS1 30 651
MRPL20 8 176
PRP16 9 215
OMA1 21 378
TVP38 19 520
TGL4 54 1097
PXL1 54 1548
SRL3 26 456
SRP40 27 1072
PTR2 48 1240
RPL40B 14 106
MLP1 59 1410
PCC1 2 1
ESL2 80 4967
PCK1 47 1566
UBP11 41 1424
BAS1 20 340
SKG1 35 795
SIR1 39 738
FLO10 80 2961
NFT1 53 1794
YKR104W 11 230
VBA5 22 567
GEX2 28 417
YLL067C 1 0
YLL067W-A 0 0
YLL066W-B 7 59
YLL066C 1 0
YLL066W-A 0 0
YLL065W 9 64
PAU18 0 0
AYT1 35 1191
MHT1 26 1027
MMP1 47 1423
GTT2 28 1157
YLL059C 70 4015
YLL058W 31 792
JLP1 59 2100
YLL056C 46 935
YCT1 33 1325
YLL054C 32 779
YLL053C 17 289
AQY2 10 210
FRE6 52 1586
COF1 3 9
LDB18 8 67
YBT1 53 1998
YLL047W 15 50
RNP1 19 213
RPL8B 12 295
YLL044W 10 205
FPS1 20 341
ATG10 7 123
SDH2 12 253
VPS13 5 4
UBI4 19 646
ENT4 68 1750
YLL037W 15 108
PRP19 7 17
GRC3 0 0
RIX7 1 0
IRC19 8 150
YLL032C 47 864
GPI13 2 3
RRT7 33 1018
FRA1 131 4870
TPO1 90 2136
ISA1 1 0
HSP104 71 2113
PAU17 28 407
SSA2 33 940
POM33 39 1987
HIF1 66 2176
SPA2 130 4223
YLL020C 22 755
KNS1 177 3190
YLL019W-A 26 434
COX19 9 27
DPS1 0 0
BPT1 155 3301
EMC6 8 179
PUF3 105 2405
YEH1 227 10395
SOF1 11 125
PSR1 137 7584
COX17 6 56
DRS1 42 515
YLL007C 84 1803
YLL006W-A 49 2496
MMM1 1 0
SPO75 229 6102
ORC3 5 51
SFI1 49 3807
RTT109 109 2259
DNM1 382 17644
YLR001C 437 18152
NOC3 33 400
CMS1 125 2991
THI73 207 7784
SSL1 22 1876
SSK1 134 2702
NSE1 3 2
PAM18 2 2
RLP24 1 0
TEN1 1 0
LOT6 46 2100
YLR012C 8 445
GAT3 18 211
PPR1 158 4245
BRE2 82 2091
PML1 50 2044
MEU1 70 2765
POM34 75 2055
PSR2 56 1874
YEH2 78 2831
IRC25 25 396
SDO1 1 0
IZH3 47 1272
UBR2 213 5125
SNF7 1 0
SED5 0 0
AAT2 0 0
ADE16 76 1776
RPL15A 0 0
YLR030W 19 243
YLR031W 13 134
RAD5 67 1201
RSC58 2 1
SMF3 35 487
MLH2 91 2393
YLR036C 16 58
PAU23 24 449
COX12 2 1
RIC1 18 152
AFB1 12 131
YLR041W 7 29
YLR042C 6 103
TRX1 5 114
PDC1 50 1207
STU2 40 737
YLR046C 14 112
FRE8 50 1661
RPS0B 7 15
YLR049C 38 586
YLR050C 12 371
FCF2 12 120
IES3 5 13
YLR053C 6 11
OSW2 62 1863
SPT8 31 624
ERG3 15 178
MNL2 49 1417
SHM2 3 25
REX2 51 1409
FRS1 1 0
RPL22A 3 2
BUD28 2 1
BMT6 18 89
PER33 13 155
ENV10 5 14
SPC3 1 0
PET309 15 321
FYV7 8 158
MEF1 16 457
XYL2 34 859
RGR1 11 111
YLR072W 29 820
RFU1 34 648
BUD20 16 470
RPL10 0 0
YLR076C 0 0
FMP25 38 2359
BOS1 7 62
SIC1 7 122
EMP46 41 1114
GAL2 20 303
SRL2 45 1183
EMP70 34 497
RAX2 64 1887
ARP6 19 438
SMC4 0 0
CSF1 76 1573
GAA1 1 0
ALT1 8 37
XDJ1 35 1408
GEP5 47 900
SUL2 48 1172
NYV1 11 85
GIS3 52 1118
IOC2 35 923
KIN2 30 547
HRT3 17 844
CHA4 39 1110
ICT1 33 616
MIM2 0 0
ERG27 0 0
YLR101C 1 0
APC9 8 30
CDC45 0 0
LCL2 8 104
SEN2 0 0
MDN1 7 44
REX3 26 467
YLR108C 23 668
AHP1 10 205
CCW12 4 29
YLR111W 21 245
YLR112W 20 566
HOG1 25 570
AVL9 26 324
CFT2 1 0
MSL5 14 340
CLF1 10 222
YLR118C 11 184
SRN2 18 345
YPS1 41 1194
YLR120W-A 9 134
YPS3 84 1436
YLR122C 10 66
YLR123C 8 90
YLR124W 19 215
YLR125W 6 48
YLR126C 12 59
APC2 15 335
DCN1 20 586
DIP2 5 25
ZRT2 43 1016
ACE2 126 6230
USB1 0 0
CKI1 23 284
PDC5 36 918
SLX4 58 1985
TIS11 16 173
RKM5 110 4845
NHA1 44 1441
SLS1 16 39
YLR140W 28 284
RRN5 4 60
PUT1 41 965
DPH6 24 261
ACF2 56 1002
RMP1 3 10
SPE4 13 538
YLR146W-A 2 2
SMD3 1 0
PEP3 3 2
YLR149C 26 389
YLR149C-A 5 19
STM1 6 18
PCD1 25 533
YLR152C 42 1315
ACS2 1 0
RNH203 12 480
YLR154W-A 0 0
YLR154W-B 0 0
TAR1 0 0
YLR154W-E 0 0
YLR154W-F 0 0
YLR154C-G 0 0
YLR154C-H 0 0
ASP3-1 0 0
YLR156W 0 0
YLR156C-A 0 0
ASP3-2 0 0
YLR157W-D 0 0
YLR157W-E 0 0
YLR157C-C 0 0
ASP3-3 0 0
YLR159W 0 0
YLR159C-A 0 0
ASP3-4 0 0
YLR161W 0 0
YLR162W 63 2677
RRT15 18 127
MAS1 1 0
YLR163W-A 0 0
SHH4 8 188
PUS5 18 249
SEC10 0 0
RPS31 1 0
UPS2 5 119
YLR169W 40 781
APS1 35 843
YLR171W 12 380
DPH5 13 304
YLR173W 58 3136
IDP2 29 703
CBF5 1 0
RFX1 33 853
YLR177W 31 404
TFS1 30 816
YLR179C 36 467
SAM1 18 330
VTA1 5 38
SWI6 4 6
TOS4 34 1514
YLR184W 24 213
RPL37A 5 23
EMG1 3 8
SKG3 27 592
MDL1 55 2071
ATG26 27 582
MMR1 15 443
PEX13 15 41
HCR1 5 10
UPS1 2 1
YLR194C 27 568
NMT1 6 24
PWP1 2 24
NOP56 3 31
YLR198C 3 31
PBA1 5 59
YKE2 2 1
COQ9 8 119
YLR202C 18 181
MSS51 10 213
QRI5 6 35
HMX1 32 838
ENT2 12 99
HRD3 25 485
SEC13 0 0
PNP1 12 114
CLB4 11 231
ATG38 5 35
TUB4 4 11
CRR1 37 691
FRE1 16 213
CDC123 5 12
CPR6 12 288
YLR217W 7 269
COA4 30 884
MSC3 19 527
CCC1 18 413
RSA3 8 434
UTP13 2 1
YLR222C-A 4 4
IFH1 19 409
YLR224W 18 376
YLR225C 9 115
BUR2 1 0
ADY4 24 147
ECM22 34 563
CDC42 0 0
YLR230W 6 12
BNA5 25 347
YLR232W 10 95
EST1 31 622
TOP3 2 1
YLR235C 14 309
YLR236C 32 700
THI7 40 1218
FAR10 4 41
LIP2 9 50
VPS34 1 0
CSC1 22 592
ARV1 15 279
GPN3 2 3
MAP1 0 0
CDD1 9 93
ERF2 17 165
IRC20 15 392
RCK2 15 246
YEF3 3 8
SSP120 14 623
SYM1 4 4
YLR252W 6 40
MCP2 19 314
NDL1 7 36
YLR255C 45 1037
HAP1 74 2471
YLR257W 8 115
GSY2 24 603
HSP60 2 12
LCB5 44 1043
VPS63 0 0
YPT6 0 0
TMA7 1 0
RED1 29 424
RPS28B 1 0
YLR264C-A 1 0
NEJ1 8 28
PDR8 37 668
BOP2 13 368
SEC22 1 0
YLR269C 20 634
DCS1 5 51
YLR271W 15 189
YCS4 1 0
PIG1 20 346
MCM5 3 2
SMD2 0 0
DBP9 3 4
YSH1 0 0
YLR278C 40 1403
YLR279W 35 902
YLR280C 23 729
YLR281C 25 908
YLR282C 14 153
YLR283W 10 228
ECI1 13 192
NNT1 6 23
YLR285C-A 2 2
CTS1 11 42
YLR286W-A 2 1
YLR287C 11 36
RPS30A 10 120
MEC3 30 972
GUF1 26 633
YLR290C 10 147
GCD7 3 16
SEC72 8 155
GSP1 0 0
YLR294C 6 69
ATP14 3 3
YLR296W 20 455
YLR297W 8 141
YHC1 12 38
ECM38 56 2947
YLR299C-A 10 333
EXG1 19 378
HRI1 11 85
YLR302C 35 749
MET17 10 36
ACO1 0 0
STT4 4 77
UBC12 7 33
CDA1 25 346
YLR307C-A 2 3
CDA2 18 464
IMH1 22 248
CDC25 7 42
YLR311C 12 222
YLR312C 28 478
