gene_name number_of_transposon_per_gene number_of_read_per_gene
MRP20 17 321
PDR15 160 6029
YDR406W-A 3 4
TRS120 4 4
ADE8 2 1
SIZ1 26 502
STE14 17 370
DFM1 16 291
RRP17 6 9
YDR413C 4 5
ERD1 26 619
YDR415C 17 412
SYF1 15 488
YDR417C 2 2
RPL12B 2 2
RAD30 34 943
HKR1 40 1086
ARO80 29 416
SIP1 23 558
CAD1 25 539
DYN2 9 83
SNX41 14 236
YDR426C 3 21
RPN9 0 0
BNA7 7 16
TIF35 0 0
CYM1 39 1004
YDR431W 15 220
NPL3 2 2
YDR433W 2 2
GPI17 2 4
PPM1 12 152
PPZ2 11 244
GPI19 6 67
THI74 13 141
LRS4 3 2
DOT1 26 256
APT2 14 285
YDR442W 12 497
SSN2 47 1561
YDR444W 34 754
YDR445C 12 176
ECM11 17 333
RPS17B 5 103
ADA2 6 20
UTP6 3 26
RPS18A 11 43
YHP1 17 89
PPN1 35 1002
TSA2 19 397
GUK1 0 0
YDR455C 10 259
NHX1 18 180
TOM1 77 2484
HEH2 25 570
PFA5 33 937
TFB3 1 0
MFA1 1 0
YDR461C-A 4 134
MRPL28 4 27
STP1 18 365
SPP41 23 255
YDR464C-A 4 9
RMT2 14 121
PKH3 23 368
YDR467C 7 89
TLG1 2 22
SDC1 4 138
UGO1 1 0
RPL27B 11 86
TRS31 1 0
PRP3 12 146
JIP4 41 1429
YDR476C 36 550
SNF1 8 39
SNM1 0 0
PEX29 16 328
DIG2 18 778
PHO8 26 1392
CWC21 37 1194
KRE2 13 204
VPS52 3 9
VPS72 21 291
VPS60 7 98
RIB3 0 0
PAC11 48 844
SLD5 0 0
PKH1 45 1329
YDR491C 38 985
IZH1 25 260
MZM1 8 132
RSM28 13 146
VPS3 9 78
PUF6 13 136
ITR1 14 473
SEC20 5 88
LCD1 14 167
RPL37B 10 142
PLM2 31 833
SAM2 15 379
LPP1 15 99
SPG3 5 26
PSP1 20 312
GMC1 61 2199
GIN4 43 970
GNP1 26 464
YDR509W 6 65
SMT3 1 0
YDR510C-A 1 0
SDH7 11 99
EMI1 42 1844
GRX2 4 7
YDR514C 26 726
SLF1 13 180
EMI2 21 684
GRH1 21 671
EUG1 13 381
FPR2 11 190
URC2 29 599
YDR521W 3 3
SPS2 9 132
SPS1 38 999
AGE1 24 315
YDR524W-C 1 0
YDR524C-B 2 1
YDR524C-A 14 284
API2 32 719
SNA2 19 1144
YDR526C 0 0
RBA50 6 71
HLR1 25 560
QCR7 7 329
APA2 18 446
CAB1 4 3
KRE28 16 116
HSP31 15 239
FIT1 16 140
YDR535C 40 1215
STL1 29 975
YDR537C 4 128
PAD1 5 148
FDC1 27 825
IRC4 6 44
YDR541C 18 219
PAU10 2 1
YDR543C 3 10
YDR544C 10 125
YRF1-1 0 0
YDR545C-A 0 0
YEL077C 42 744
YEL077W-A 3 3
YEL076C-A 0 0
YEL076C 0 0
YEL075W-A 0 0
YEL075C 0 0
YEL074W 34 946
YEL073C 10 167
RMD6 14 419
DLD3 41 1160
DSF1 28 1031
HXT13 22 1022
YEL068C 9 43
YEL067C 45 1918
HPA3 30 799
SIT1 56 2121
AVT2 41 938
CAN1 48 699
NPR2 6 47
CIN8 28 649
PRB1 33 580
SOM1 25 392
HHY1 57 2027
PCM1 2 2
YEL057C 29 620
HAT2 27 395
POL5 3 20
RPL12A 6 22
YEL053W-A 5 15
MAK10 44 711
AFG1 44 860
VMA8 1 0
YEL050W-A 8 85
RML2 18 433
PAU2 11 125
TCA17 10 54
FRD1 45 1835
GLY1 10 75
YEL045C 55 1197
IES6 12 91
YEL043W 75 2079
GDA1 49 1234
YEF1 34 628
UTR2 62 2601
CYC7 13 247
UTR4 28 599
RAD23 32 958
ANP1 31 473
UTR5 151 4358
YEL034C-A 5 88
HYP2 4 28
MTC7 80 2718
MCM3 0 0
YEL032C-A 0 0
SPF1 100 2973
YEL030C-A 16 126
ECM10 81 1685
BUD16 12 212
YEL028W 33 1135
VMA3 2 2
SNU13 2 8
YEL025C 124 3680
RIP1 14 178
YEL023C 126 3835
GEA2 166 4337
URA3 804 77242
YEL020C-B 0 0
TIM9 2 1
YEL020C 119 4461
MMS21 18 259
YEL018C-A 13 220
EAF5 26 402
PMP2 5 84
GTT3 106 2004
NPP2 113 3840
EDC3 94 4121
YEL014C 93 1921
VAC8 65 697
UBC8 80 1865
GLC3 202 7158
YEL010W 66 2110
YEL009C-A 82 2921
GCN4 92 3336
YEL008W 176 17902
YEL008C-A 43 4767
MIT1 58 1031
YEA6 198 5858
VAB2 83 2677
YEA4 145 3164
GIM4 53 2018
WBP1 13 75
IRC22 107 4801
MNN1 432 20169
NOP16 23 333
PMI40 1 0
FMP52 149 6055
YND1 334 24164
NUG1 31 432
YER006C-A 64 2597
PAC2 184 6565
TMA20 75 2979
SEC3 147 2796
NTF2 1 0
YER010C 62 1828
TIR1 46 853
PRE1 6 95
PRP22 46 1411
HEM14 6 78
BUD25 89 4011
FAA2 105 3333
BIM1 72 3306
AFG3 55 1065
SPC25 12 134
ISC1 197 5303
SBH2 16 62
GPA2 96 2909
RPN3 7 269
SRB4 3 6
PRO3 3 5
YER023C-A 0 0
YAT2 149 5760
GCD11 3 6
CHO1 1 0
GAL83 31 1018
MIG3 106 1924
SMB1 13 110
CHZ1 16 51
YPT31 24 418
FIR1 77 1860
ZRG8 109 2661
YER034W 94 4969
EDC2 65 1486
ARB1 15 228
PHM8 24 756
KRE29 6 17
YER038W-A 30 649
HVG1 43 1311
YER039C-A 10 409
GLN3 54 1008
YEN1 74 1762
MXR1 19 583
SAH1 1 0
ERG28 15 225
MEI4 74 1789
ACA1 42 834
SPO73 16 480
YER046W-A 8 121
SAP1 59 1279
CAJ1 36 1155
ISD11 1 0
TPA1 52 1478
RSM18 6 12
JHD1 51 825
HOM3 31 396
PIC2 46 1546
YER053C-A 1 0
GIP2 68 2211
HIS1 35 687
FCY2 35 641
RPL34A 11 127
HMF1 11 157
PET117 5 16
PCL6 32 390
FCY21 38 856
FCY22 49 1528
CEM1 24 502
GPP2 18 392
THO1 22 376
VHR2 45 735
ICL1 66 2197
RRT13 4 11
YER066C-A 14 206
RGI1 12 259
YER067C-A 8 119
MOT2 27 346
YER068C-A 15 108
ARG5,6 16 299
RNR1 31 665
TDA2 4 26
VTC1 16 155
ALD5 51 685
RPS24A 3 3
YOS1 0 0
PTP3 46 1037
YER076C 38 912
YER076W-A 11 49
YER077C 41 770
ICP55 51 1470
YER078W-A 26 151
YER079W 12 259
YER079C-A 9 121
AIM9 28 413
SER3 30 643
UTP7 9 39
GET2 4 9
YER084W 32 1314
YER084W-A 2 1
YER085C 2 1
ILV1 2 11
AIM10 13 178
YER087C-A 7 126
SBH1 5 69
DOT6 60 2103
YER088C-A 73 2149
YER088W-B 28 1406
PTC2 87 4291
TRP2 30 352
YER090C-A 1 0
MET6 4 5
YER091C-A 40 791
IES5 27 411
TSC11 46 776
AIM11 11 421
PUP3 0 0
RAD51 17 154
SHC1 29 488
YER097W 27 364
UBP9 30 1105
PRS2 23 874
UBC6 16 378
AST2 20 352
RPS8B 8 42
SSA4 29 304
RTT105 7 85
NUP157 49 657
MAM1 27 293
GLE2 1 0
YER107W-A 2 3
KAP123 19 278
SWI4 30 465
LSM4 4 3
TMN3 26 634
BOI2 39 935
SPR6 10 133
SLX8 13 343
RPL23B 1 0
SHO1 17 159
AVT6 35 740
YER119C-A 21 323
SCS2 6 17
YER121W 14 121
GLO3 31 388
YCK3 6 13
DSE1 28 328
RSP5 1 0
NSA2 1 0
LCP5 3 30
VFA1 16 248
SAK1 51 1369
COM2 25 540
RPS26B 11 39
PMD1 88 3104
GLC7 0 0
YER133W-A 9 133
YER134C 15 154
YER135C 12 445
GDI1 0 0
YER137C 16 327
YER137W-A 8 89
YER138W-A 2 1
RTR1 7 79
EMP65 28 321
COX15 11 176
MAG1 18 531
DDI1 32 1102
UBP5 46 1478
FTR1 52 1354
YER145C-A 13 164
LSM5 6 36
SCC4 15 244
YER147C-A 2 1
SPT15 1 0
YER148W-A 7 78
PEA2 17 437
SPI1 16 386
UBP3 21 173
YER152C 42 1229
YER152W-A 23 559
PET122 43 723
OXA1 8 93
BEM2 53 2101
YER156C 13 293
COG3 12 166
YER158C 27 359
YER158W-A 4 13
BUR6 3 2
SPT2 10 155
RAD4 30 379
GCG1 14 311
CHD1 26 460
PAB1 6 46
YER165C-A 2 4
DNF1 73 1913
BCK2 14 306
CCA1 3 8
RPH1 32 803
ADK2 19 504
RAD3 3 3
BRR2 12 66
YER172C-A 2 10
RAD24 22 622
GRX4 14 375
TMT1 25 938
YER175W-A 3 4
ECM32 165 6835
BMH1 17 170
PDA1 14 240
DMC1 30 792
ISC10 14 213
SLO1 4 88
YER181C 2 57
FMP10 11 252
FAU1 21 584
TOG1 56 1145
PUG1 19 384
YER186C 44 1307
YER187W 11 228
YER188W 17 800
YER188C-A 12 311
YER189W 0 0
YRF1-2 16 653
YER190C-A 0 0
YER190C-B 0 0
YFL068W 0 0
YFL067W 4 29
YFL066C 0 0
YFL065C 0 0
YFL064C 3 2
YFL063W 10 135
COS4 5 26
DDI2 1 0
SNO3 3 20
SNZ3 12 289
THI5 5 26
AGP3 57 1880
YFL054C 71 2218
DAK2 56 2095
YFL052W 23 816
YFL051C 11 142
ALR2 85 2901
SWP82 38 506
EMP47 29 743
RGD2 40 659
FMP32 14 350
SEC53 0 0
OTU1 28 578
YFL042C 60 2508
YFL041W-A 3 12
FET5 45 1284
YFL040W 49 1289
ACT1 1 0
YPT1 0 0
TUB2 2 1
RPO41 25 316
MOB2 13 398
RPL22B 39 437
YFL034W 76 1470
RIM15 114 3529
YFL032W 53 859
HAC1 43 920
YFL031C-A 4 21
AGX1 76 2115
CAK1 0 0
CAF16 20 364
GYP8 50 1419
STE2 48 1647
BST1 118 4039
EPL1 19 615
BUD27 99 2784
FRS2 1 0
YFL021C-A 157 5610
GAT1 130 3926
PAU5 9 122
YFL019C 15 34
LPD1 67 1528
SMX2 1 0
GNA1 2 11
MDJ1 105 2457
YFL015W-A 37 1211
YFL015C 130 4917
HSP12 25 520
YFL013W-A 155 8341
IES1 205 11096
YFL012W-A 93 4255
YFL012W 31 928
HXT10 127 3740
AUA1 26 710
WWM1 61 2044
CDC4 8 233
SMC1 0 0
BLM10 304 8360
SEC4 0 0
VTC2 161 4214
MSH4 350 12357
SPB4 23 198
DEG1 177 6448
LOC1 77 825
NIC96 102 3185
YPI1 5 169
RPN11 13 92
SAD1 4 119
YFR006W 190 8886
YFH7 151 6545
FAR7 15 35
GCN20 189 5797
YFR009W-A 15 103
UBP6 23 225
YFR010W-A 17 106
MIC19 31 303
DCV1 103 4544
YFR012W-A 10 223
IOC3 172 6755
CMK1 114 3976
GSY1 169 6929
YFR016C 149 4797
IGD1 59 2231
YFR018C 309 22087
FAB1 154 6173
YFR020W 82 2276
ATG18 89 1596
ROG3 144 5591
PES4 120 3602
LSB3 61 2152
HIS2 67 1791
ULI1 77 5106
ECO1 0 0
CDC14 17 173
PTR3 1 0
MET10 88 1936
SMC2 0 0
RPL2A 48 1269
RRT5 59 1450
RPL29 40 1094
YFR032C-B 46 715
QCR6 50 2630
PHO4 260 15198
YFR034W-A 98 2657
YFR035C 81 1579
CDC26 12 32
YFR036W-A 14 602
RSC8 12 591
IRC5 65 2266
OSW7 43 799
SAP155 51 457
ERJ5 48 1807
KEG1 1 0
IRC6 35 1684
DUG1 95 4831
YFR045W 37 730
CNN1 34 290
BNA6 29 913
RMD8 89 2963
YMR31 13 251
PRE4 2 1
RET2 55 3359
RPN12 9 261
YFR052C-A 15 280
HXK1 41 1307
YFR054C 9 201
YFR056C 19 342
IRC7 17 346
YFR057W 3 7
COS12 5 40
YGL262W 3 3
PAU11 0 0
YGL260W 1 0
YPS5 7 58
YGL258W-A 1 0
VEL1 14 115
MNT2 31 866
ADH4 14 304
ZRT1 2 1
FZF1 37 1417
HXK2 28 585
RTG2 21 408
HFM1 64 1589
RMR1 8 64
ZIP2 48 1373
PDE1 35 1239
BRR6 0 0
RAI1 0 0
GUS1 2 2
RTF1 17 404
TAD1 14 193
YGL242C 7 369
KAP114 37 1307
DOC1 4 11
YGL239C 8 55
CSE1 3 4
HAP2 17 404
MTO1 65 2810
YGL235W 18 552
ADE5,7 0 0
SEC15 2 9
TAN1 8 58
EMC4 2 27
YGL230C 5 17
SAP4 26 368
SHE10 22 309
VID30 38 656
OST5 16 75
MTC3 4 5
VRG4 0 0
SDT1 22 394
COG1 1 0
EDC1 7 124
NIF3 13 269
FRA2 10 90
MDM34 17 517
YGL218W 7 103
YGL217C 3 6
KIP3 47 1146
CLG1 12 162
YGL214W 4 223
SKI8 10 277
VAM7 3 67
NCS6 13 345
YPT32 21 142
MIG2 20 283
SIP2 14 353
SPT16 6 140
CHC1 5 4
POX1 24 540
YGL204C 3 16
KEX1 18 483
ARO8 30 1098
MCM6 2 1
EMP24 9 185
YGL199C 7 116
YIP4 11 180
MDS3 14 86
DSD1 26 738
GCN1 48 850
YGL194C-A 4 3
HOS2 22 422
YGL193C 12 223
IME4 11 405
COX13 5 6
CDC55 1 0
RPS26A 2 27
YGL188C-A 0 0
YGL188C 17 102
COX4 8 51
TPN1 22 449
YGL185C 26 312
STR3 29 1185
MND1 24 446
YGL182C 14 288
GTS1 29 470
ATG1 23 302
TOS3 35 613
MPT5 42 899
YGL177W 17 464
YGL176C 22 292
SAE2 9 66
BUD13 20 884
XRN1 24 800
NUP49 5 98
ROK1 5 151
SPO74 19 220
SUA5 0 0
HUR1 6 29
PMR1 5 16
CUP2 3 3
YGL165C 22 149
YRB30 18 210
RAD54 29 223
SUT1 19 553
YIP5 14 387
AIM14 18 307
YGL159W 16 285
RCK1 45 1275
ARI1 23 681
AMS1 33 438
CDC43 0 0
LYS5 6 29
PEX14 29 977
YGL152C 33 995
NUT1 60 1941
INO80 10 318
YGL149W 24 442
ARO2 1 0
RPL9A 5 30
RRT6 30 1234
TIP20 4 8
ROG1 35 810
MRF1 11 111
GPI10 1 0
HUL5 24 711
YGL140C 38 600
FLC3 17 216
YGL138C 15 147
SEC27 7 126
MRM2 14 212
RPL1B 0 0
PCL10 13 638
ITC1 40 802
YGL132W 6 20
SNT2 38 994
CEG1 1 0
RSM23 11 35
CWC23 8 29
SOH1 0 0
SCS3 58 1392
MET13 27 489
MON1 13 155
RPS2 1 0
YGL123C-A 0 0
NAB2 2 8
GPG1 15 235
PRP43 8 17
COQ8 23 309
YGL118C 25 200
YGL117W 23 570
CDC20 0 0
SNF4 14 140
YGL114W 27 336
SLD3 12 165
TAF6 0 0
NSA1 8 69
CUE3 41 1176
YGL109W 33 455
YGL108C 15 274
RMD9 17 390
MLC1 0 0
ARC1 17 198
VPS73 25 500
RPL28 0 0
YGL102C 0 0
YGL101W 6 120
SEH1 9 88
LSG1 9 37
USE1 1 0
SRM1 7 47
TOS8 31 457
VPS45 0 0
PAN2 34 1380
SPC105 18 471
NUP145 28 509
NBP35 4 120
LIF1 30 815
MF(ALPHA)2 14 333
YGL088W 18 165
MMS2 17 424
MAD1 46 1422
LCL3 21 605
GUP1 24 635
SCY1 51 1360
YGL082W 20 556
YGL081W 20 468
MPC1 16 137
KXD1 4 21
DBP3 17 177
HNM1 49 861
RPL7A 8 36
MPS2 5 65
YGL074C 11 224
HSF1 39 2024
YGL072C 36 1901
AFT1 15 256
RPB9 8 107
YGL069C 7 161
MNP1 8 175
NPY1 22 928
SGF73 33 495
ALG2 10 111
MRH4 20 288
PUS2 100 3003
YGL063C-A 29 1038
PYC1 64 1861
DUO1 15 502
YBP2 69 1332
PKP2 35 822
RAD6 0 0
GEP7 28 695
SDS23 54 747
OLE1 4 8
ERV14 12 104
PRM8 20 347
YGL052W 14 356
MST27 33 694
TYW3 40 636
TIF4632 52 818
RPT6 3 7
ALG13 7 62
RIM8 110 3406
RNA15 7 75
DST1 17 649
YGL042C 9 157
YGL041C-B 24 496
YGL041W-A 32 1348
YGL041C 6 364
HEM2 0 0
YGL039W 51 1364
OCH1 0 0
PNC1 24 754
YGL036W 74 1404
MIG1 60 2512
YGL034C 55 254
HOP2 33 740
AGA2 10 39
RPL24A 15 98
RPL30 0 0
CGR1 0 0
SCW11 58 947
CWH41 81 2582
TRP5 60 2086
PGD1 34 614
YGL024W 25 472
PIB2 109 4019
STT3 4 9
ALK1 124 6481
GET1 7 18
CKB1 32 676
JAC1 1 0
ATE1 89 2675
KAP122 156 4322
YGL015C 30 1119
PUF4 49 787
YGL014C-A 3 2
PDR1 137 4660
ERG4 87 2463
SCL1 6 70
MPO1 46 2396
LEU1 123 3898
PMA1 2 1
YGL007C-A 3 2
BRP1 40 1900
YGL006W-A 53 1167
PMC1 301 11423
COG7 66 1126
RPN14 181 4827
CDH1 256 13022
ERP6 193 9715
ERG26 6 84
EFM5 152 3899
SWC4 170 6782
CUL3 191 7416
PEX31 219 7176
TFG2 38 388
PRP18 72 3994
ECT1 118 5432
STF2 34 1294
SEC9 30 519
NMA2 130 6189
YGR011W 53 1873
YGR012W 134 4338
SNU71 104 4548
MSB2 155 2506
YGR015C 141 6017
YGR016W 39 1040
YGR017W 54 1480
YGR018C 25 676
UGA1 146 5123
VMA7 2 2
YGR021W 99 2626
YGR022C 15 361
MTL1 102 3127
THG1 1 0
YGR025W 68 3567
YGR026W 68 2095
RPS25A 12 173
MSP1 55 1260
ERV1 3 31
POP6 3 11
IMO32 194 11398
NAG1 99 4909
GSC2 174 6142
TIM21 48 351
RPL26B 27 377
YGR035C 3 3
YGR035W-A 25 478
CAX4 15 248
ACB1 9 268
ORM1 13 319
YGR039W 20 473
KSS1 37 1608
BUD9 76 2245
YGR042W 28 325
NQM1 25 727
RME1 22 240
YGR045C 65 1467
TAM41 34 434
TFC4 5 22
UFD1 3 12
SCM4 44 1001
YGR050C 39 1197
YGR051C 31 287
FMP48 30 1111
YGR053C 36 860
YGR054W 41 541
MUP1 16 209
RSC1 41 860
LST7 9 60
PEF1 19 263
SPR3 28 310
ERG25 1 0
ADE6 0 0
COX18 15 267
SPT4 6 32
YGR064W 31 402
VHT1 1 0
YGR066C 15 282
YGR067C 62 1616
ART5 112 5605
YGR068W-A 2 8
YGR069W 18 287
ROM1 48 2270
ENV11 23 1341
UPF3 14 128
YGR073C 7 57
SMD1 0 0
PRP38 1 0
MRPL25 6 103
PEX8 34 699
PAC10 14 75
YGR079W 42 1910
TWF1 18 802
SLX9 9 146
TOM20 2 3
GCD2 0 0
MRP13 28 395
RPL11B 1 0
PIL1 8 81
PDC6 56 1136
CTT1 35 461
NNF2 59 2099
UTP22 1 0
PRP31 19 154
DBF2 5 165
DRN1 26 334
VAS1 1 0
RRP46 1 0
TPC1 89 2080
ASK10 48 1276
ESP1 2 2
TEL2 3 5
MDR1 38 949
PCP1 17 151
GTF1 8 38
NOP7 6 7
SRB5 2 2
VMA21 1 0
VOA1 11 240
YGR107W 31 760
CLB1 27 683
CLB6 15 461
CLD1 20 630
YGR111W 21 754
SHY1 19 151
DAM1 5 157
YGR114C 12 68
YGR115C 0 0
SPT6 0 0
YGR117C 20 271
RPS23A 13 139
NUP57 5 16
COG2 8 96
MEP1 54 1205
YGR121W-A 41 1919
YGR122W 27 494
YGR122C-A 2 1
PPT1 11 311
ASN2 29 650
YGR125W 35 803
YGR126W 22 512
YGR127W 22 860
UTP8 3 4
SYF2 17 338
YGR130C 29 919
FHN1 14 401
PHB1 8 33
PEX4 5 58
CAF130 43 1406
PRE9 3 17
LSB1 4 7
YGR137W 7 30
TPO2 13 151
YGR139W 12 96
CBF2 3 6
VPS62 25 271
BTN2 10 194
SKN1 27 448
THI4 39 1236
ENP2 13 156
ECL1 6 104
YGR146C-A 19 362
NAT2 30 1051
RPL24B 11 28
YGR149W 18 391
CCM1 18 188
YGR151C 11 75
RSR1 21 232
YGR153W 21 279
GTO1 20 367
CYS4 9 67
PTI1 12 105
CHO2 22 180
MTR3 3 12
NSR1 15 211
YGR160W 5 21
RTS3 17 302
YGR161W-C 4 11
TIF4631 13 261
GTR2 19 519
YGR164W 22 135
MRPS35 8 166
TRS65 26 388
CLC1 1 0
YGR168C 16 170
PUS6 51 1313
LSO2 6 43
PSD2 66 1641
MSM1 15 211
YIP1 1 0
RBG2 14 459
CBP4 15 264
YGR174W-A 4 9
ERG1 1 0
YGR176W 24 902
ATF2 51 1636
PBP1 23 539
OKP1 3 6
RNR4 8 51
TIM13 16 213
YGR182C 7 53
QCR9 2 4
UBR1 32 418
TYS1 1 0
TFG1 3 22
HGH1 6 17
BUB1 27 349
CRH1 33 413
YGR190C 12 113
HIP1 16 267
TDH3 19 78
PDX1 26 953
XKS1 43 685
SKI6 5 118
FYV8 33 370
SNG1 36 430
YPP1 6 11
PMT6 29 663
ELP2 24 388
YGR201C 21 341
PCT1 40 1006
YCH1 78 3383
ADE3 33 711
YGR204C-A 3 3
TDA10 6 92
MVB12 5 10
CIR1 16 137
SER2 1 0
TRX2 7 77
YGR210C 59 1484
ZPR1 0 0
SLI1 31 741
RTA1 12 165
RPS0A 10 300
RSM27 3 43
GPI1 18 472
CCH1 50 1252
CRM1 1 0
YGR219W 9 35
MRPL9 17 134
TOS2 45 692
PET54 7 14
HSV2 16 98
AZR1 20 565
AMA1 24 265
YGR226C 2 33
DIE2 10 48
YGR228W 2 1
SMI1 9 108
BNS1 12 289
PHB2 14 181
NAS6 23 399
PHO81 39 389
YHB1 8 135
MIC26 6 34
SPG1 9 231
YGR237C 56 2057
KEL2 67 2246
PEX21 35 498
PFK1 20 226
YGR240C-A 20 235
YAP1802 53 1829
YGR242W 10 47
MPC3 4 81
LSC2 58 1856
SDA1 6 11
BRF1 2 4
CPD1 13 554
SOL4 12 344
MGA1 17 307
YGR250C 16 496
NOP19 5 82
GCN5 12 75
PUP2 0 0
ENO1 30 467
COQ6 24 376
GND2 12 143
MTM1 18 406
RAD2 66 1838
YGR259C 2 4
TNA1 28 822
APL6 15 294
BUD32 0 0
SAY1 20 347
MES1 0 0
YGR265W 16 287
YGR266W 36 755
FOL2 0 0
HUA1 27 809
YGR269W 33 941
YTA7 30 394
YGR270C-A 3 54
SLH1 61 1463
EFG1 5 13
YGR273C 9 121
TAF1 9 75
RTT102 5 11
RNH70 32 666
CAB4 0 0
CWC22 11 503
SCW4 13 118
PXR1 12 260
YOR1 49 1462
BGL2 12 185
YGR283C 17 374
ERV29 10 359
ZUO1 14 240
BIO2 10 93
IMA1 32 1223
MAL13 19 627
MAL11 23 284
YGR290W 2 1
YGR291C 10 271
MAL12 7 62
YGR293C 5 8
PAU12 1 0
COS6 17 521
YRF1-3 0 0
YGR296C-A 0 0
YGR296C-B 0 0
YHL050C 37 1077
YHL050W-A 2 1
YHL049C 0 0
YHL048C-A 3 47
COS8 39 734
ARN2 38 1074
YHL046W-A 14 293
PAU13 10 147
YHL045W 26 467
YHL044W 20 356
ECM34 25 267
YHL042W 45 1839
YHL041W 53 824
ARN1 67 1477
EFM1 55 1046
CBP2 27 317
YHL037C 43 1647
MUP3 65 1426
VMR1 107 2755
YHL034W-A 6 37
SBP1 14 107
RPL8A 12 258
GUT1 87 2847
GOS1 1 0
YHL030W-A 2 2
ECM29 125 3222
OCA5 66 3186
WSC4 95 1907
RIM101 113 4375
YHL026C 89 4272
SNF6 128 6743
RIM4 144 5060
NPR3 33 622
SPO11 63 630
AIM17 97 3894
OPI1 47 1442
YHL019W-A 23 755
APM2 94 3441
YHL018W 17 488
YHL017W 100 2779
DUR3 213 7663
YHL015W-A 12 218
RPS20 0 0
YLF2 95 3209
OTU2 66 2907
YHL012W 107 3178
PRS3 22 266
ETP1 140 4871
YAP3 71 1104
YHL008C 391 16565
STE20 215 7941
YHL006W-A 62 2748
SHU1 308 29058
YHL005C 284 10433
MRP4 124 2815
LAG1 136 3699
YHL002C-A 68 3359
HSE1 213 10358
RPL14B 105 3478
OSH7 294 14013
QCR10 68 2397
LEU5 102 1413
TCD1 232 10563
NEM1 178 5523
GPA1 7 108
TIM10 16 186
STP2 118 2561
ERG11 7 149
YHR007C-A 148 13022
SOD2 72 782
TDA3 176 6944
RPL27A 5 5
DIA4 44 473
VPS29 7 12
ARD1 15 131
SPO13 47 859
MIP6 120 2517
YSC84 66 1573
YSC83 40 726
ARG4 10 29
DED81 0 0
YHR020W 9 43
RPS27B 6 49
ECM12 44 879
YHR022C 47 1251
YHR022C-A 16 267
MYO1 139 3367
MAS2 2 3
THR1 17 149
VMA16 3 33
RPN1 2 6
DAP2 65 1958
YHR028W-A 23 416
YHI9 37 1449
SLT2 28 387
RRM3 81 2638
ERC1 165 7367
YHR032W-A 18 441
YHR032C-A 11 180
YHR033W 77 2400
PIH1 69 1774
NEL1 75 1883
BRL1 8 356
PUT2 51 2018
RRF1 17 176
MSC7 54 1520
VMA10 1 0
BCD1 26 864
SRB2 12 56
NCP1 21 214
DOG2 17 402
DOG1 20 633
YHR045W 26 589
INM1 15 430
AAP1 63 2058
YHK8 53 858
FSH1 24 403
YHR049C-A 46 503
SMF2 54 1683
YHR050W-A 11 100
COX6 1 0
CIC1 4 7
YHR052W-A 0 0
CUP1-1 0 0
YHR054C 1 0
YHR054W-A 0 0
CUP1-2 0 0
RSC30 18 264
YHR056W-A 7 165
CPR2 25 684
MED6 14 331
FYV4 5 19
VMA22 2 1
GIC1 16 314
RPP1 0 0
PAN5 11 145
YHR063W-A 7 81
SSZ1 18 210
RRP3 3 2
SSF1 36 495
HTD2 22 519
DYS1 2 1
RRP4 1 0
YHR069C-A 1 0
TRM5 3 6
YHR070C-A 11 427
PCL5 35 1001
YHR071C-A 9 84
ERG7 6 58
NOP10 0 0
OSH3 45 1702
YHR073W-A 4 55
YHR073C-B 1 0
QNS1 2 4
PPE1 34 475
PTC7 33 1057
NMD2 35 403
YHR078W 35 846
IRE1 23 366
SAE3 8 47
YHR080C 68 2198
LRP1 11 132
KSP1 27 760
SAM35 0 0
STE12 38 783
IPI1 0 0
NAM8 30 1010
YHR086W-A 32 224
RTC3 12 284
RPF1 1 0
GAR1 9 63
YNG2 3 10
MSR1 26 335
HXT4 27 722
AHT1 33 421
HXT1 51 1946
YHR095W 14 158
HXT5 37 897
YHR097C 114 2246
SFB3 25 375
TRA1 9 38
GEP4 12 244
BIG1 0 0
KIC1 3 4
SBE22 16 318
GRE3 18 433
YPT35 7 67
TRR2 9 54
CDC12 0 0
GGA2 27 528
CTM1 29 549
ERP5 17 173
UBA4 19 162
YHR112C 24 844
APE4 41 952
BZZ1 47 1091
DMA1 53 940
COX23 15 653
TOM71 32 701
ORC6 0 0
SET1 19 193
MSH1 24 349
LSM12 9 222
CIA2 1 0
EPT1 23 244
NDT80 47 517
YHR125W 3 2
ANS1 7 133
YHR127W 14 294
FUR1 14 228
ARP1 9 37
YHR130C 4 8
YHR131C 30 715
YHR131W-A 4 9
ECM14 31 663
IGO2 7 105
NSG1 12 289
WSS1 15 175
YCK1 47 1429
SPL2 11 164
ARO9 21 142
YHR137C-A 7 25
YHR138C 6 62
SPS100 28 598
YHR139C-A 16 245
YHR140W 16 232
RPL42B 2 1
CHS7 8 76
DSE2 12 76
RPC10 0 0
DCD1 16 254
YHR145C 5 19
CRP1 14 332
MRPL6 9 85
IMP3 1 0
SKG6 37 950
PEX28 35 723
MTC6 11 83
SPO12 5 26
SPO16 6 16
RTT107 58 1597
YSP1 58 999
LIN1 27 625
REC104 5 112
KEL1 30 311
TDA11 34 1390
PEX18 14 111
YAP1801 24 394
MPC2 12 25
SOL3 9 167
DNA2 9 50
PRP8 6 16
YHR165W-A 2 8
CDC23 13 348
THP2 11 52
MTG2 32 519
DBP8 2 3
NMD3 5 45
ATG7 24 296
SPC97 28 880
YHR173C 36 1470
ENO2 15 466
CTR2 21 360
