gene_name number_of_transposon_per_gene number_of_read_per_gene
YDR433W 0 0
GPI17 2 2
PPM1 9 57
PPZ2 12 116
GPI19 4 16
THI74 8 102
LRS4 3 6
DOT1 20 405
APT2 11 122
YDR442W 5 53
SSN2 13 158
YDR444W 18 180
YDR445C 12 175
ECM11 13 94
RPS17B 3 4
ADA2 8 72
UTP6 2 1
RPS18A 5 11
YHP1 11 106
PPN1 18 211
TSA2 19 387
GUK1 0 0
YDR455C 6 32
NHX1 5 18
TOM1 54 915
HEH2 10 43
PFA5 16 117
TFB3 2 1
MFA1 0 0
YDR461C-A 0 0
MRPL28 2 1
STP1 2 3
SPP41 5 23
YDR464C-A 1 0
RMT2 13 91
PKH3 13 66
YDR467C 4 12
TLG1 3 3
SDC1 6 23
UGO1 8 60
RPL27B 7 37
TRS31 1 0
PRP3 3 3
JIP4 23 210
YDR476C 28 234
SNF1 2 4
SNM1 2 1
PEX29 15 186
DIG2 13 217
PHO8 18 421
CWC21 19 246
KRE2 12 122
VPS52 3 20
VPS72 3 4
VPS60 8 36
RIB3 0 0
PAC11 28 210
SLD5 0 0
PKH1 50 365
YDR491C 42 476
IZH1 17 79
MZM1 6 84
RSM28 8 48
VPS3 7 19
PUF6 14 119
ITR1 10 137
SEC20 4 8
LCD1 4 7
RPL37B 2 1
PLM2 22 183
SAM2 12 126
LPP1 7 89
SPG3 0 0
PSP1 17 50
GMC1 51 744
GIN4 17 137
GNP1 23 233
YDR509W 5 9
SMT3 0 0
YDR510C-A 1 0
SDH7 9 93
EMI1 33 682
GRX2 6 74
YDR514C 18 111
SLF1 5 5
EMI2 9 50
GRH1 13 29
EUG1 18 93
FPR2 4 3
URC2 11 166
YDR521W 4 50
SPS2 17 254
SPS1 20 258
AGE1 13 117
YDR524W-C 1 0
YDR524C-B 5 7
YDR524C-A 7 21
API2 18 95
SNA2 14 335
YDR526C 1 0
RBA50 4 17
HLR1 18 177
QCR7 3 3
APA2 20 214
CAB1 0 0
KRE28 12 61
HSP31 5 17
FIT1 12 60
YDR535C 30 219
STL1 19 141
YDR537C 3 3
PAD1 3 3
FDC1 19 176
IRC4 4 8
YDR541C 18 336
PAU10 0 0
YDR543C 5 45
YDR544C 6 45
YRF1-1 0 0
YDR545C-A 0 0
YEL077C 39 559
YEL077W-A 4 3
YEL076C-A 0 0
YEL076C 0 0
YEL075W-A 0 0
YEL075C 0 0
YEL074W 27 459
YEL073C 11 71
RMD6 11 222
DLD3 40 664
DSF1 22 321
HXT13 19 216
YEL068C 6 70
YEL067C 34 654
HPA3 43 726
SIT1 26 275
AVT2 26 777
CAN1 24 268
NPR2 8 27
CIN8 15 225
PRB1 27 213
SOM1 27 276
HHY1 42 571
PCM1 4 14
YEL057C 30 529
HAT2 17 138
POL5 6 6
RPL12A 5 118
YEL053W-A 4 114
MAK10 38 400
AFG1 30 168
VMA8 1 0
YEL050W-A 4 16
RML2 28 620
PAU2 9 70
TCA17 2 1
FRD1 33 726
GLY1 1 0
YEL045C 49 441
IES6 5 5
YEL043W 61 1135
GDA1 38 530
YEF1 39 430
UTR2 44 575
CYC7 10 167
UTR4 30 527
RAD23 25 238
ANP1 9 52
UTR5 123 1824
YEL034C-A 7 48
HYP2 3 16
MTC7 36 551
MCM3 0 0
YEL032C-A 0 0
SPF1 57 849
YEL030C-A 6 39
ECM10 29 437
BUD16 19 180
YEL028W 13 66
VMA3 0 0
SNU13 2 13
YEL025C 75 1477
RIP1 12 89
YEL023C 62 718
GEA2 92 1082
URA3 714 44552
YEL020C-B 0 0
TIM9 2 1
YEL020C 86 1323
MMS21 17 548
YEL018C-A 4 4
EAF5 7 68
PMP2 2 2
GTT3 63 563
NPP2 64 1809
EDC3 73 1316
YEL014C 58 702
VAC8 24 208
UBC8 41 931
GLC3 152 3194
YEL010W 48 565
YEL009C-A 62 745
GCN4 60 1012
YEL008W 156 8168
YEL008C-A 40 1431
MIT1 30 307
YEA6 113 1715
VAB2 54 653
YEA4 101 1092
GIM4 27 488
WBP1 9 24
IRC22 81 1737
MNN1 236 5783
NOP16 15 163
PMI40 5 4
FMP52 83 1155
YND1 150 4481
NUG1 21 122
YER006C-A 44 638
PAC2 88 1288
TMA20 37 555
SEC3 105 1550
NTF2 0 0
YER010C 30 343
TIR1 30 282
PRE1 2 3
PRP22 45 639
HEM14 36 192
BUD25 79 1305
FAA2 70 1151
BIM1 63 2144
AFG3 82 1195
SPC25 5 8
ISC1 104 1497
SBH2 12 48
GPA2 59 533
RPN3 8 140
SRB4 2 1
PRO3 1 0
YER023C-A 0 0
YAT2 100 1496
GCD11 1 0
CHO1 0 0
GAL83 31 489
MIG3 77 1088
SMB1 12 91
CHZ1 14 91
YPT31 15 98
FIR1 42 513
ZRG8 70 729
YER034W 91 2014
EDC2 38 419
ARB1 4 14
PHM8 19 329
KRE29 2 15
YER038W-A 13 175
HVG1 25 236
YER039C-A 5 104
GLN3 24 214
YEN1 37 552
MXR1 20 369
SAH1 2 1
ERG28 3 5
MEI4 66 715
ACA1 29 322
SPO73 10 42
YER046W-A 6 66
SAP1 28 379
CAJ1 13 83
ISD11 0 0
TPA1 29 536
RSM18 6 93
JHD1 23 204
HOM3 13 150
PIC2 36 656
YER053C-A 1 0
GIP2 41 484
HIS1 23 541
FCY2 31 267
RPL34A 9 18
HMF1 4 38
PET117 8 61
PCL6 13 63
FCY21 26 513
FCY22 32 405
CEM1 18 355
GPP2 21 356
THO1 24 187
VHR2 17 133
ICL1 34 425
RRT13 9 47
YER066C-A 18 39
RGI1 5 31
YER067C-A 6 35
MOT2 13 113
YER068C-A 5 193
ARG5,6 15 82
RNR1 19 153
TDA2 3 3
VTC1 10 207
ALD5 28 104
RPS24A 1 0
YOS1 0 0
PTP3 19 173
YER076C 20 132
YER076W-A 10 69
YER077C 22 218
ICP55 46 608
YER078W-A 13 48
YER079W 6 179
YER079C-A 5 10
AIM9 29 444
SER3 12 235
UTP7 2 3
GET2 6 56
YER084W 28 440
YER084W-A 5 6
YER085C 5 6
ILV1 1 0
AIM10 20 372
YER087C-A 8 73
SBH1 6 13
DOT6 47 539
YER088C-A 48 407
YER088W-B 22 188
PTC2 67 1441
TRP2 7 75
YER090C-A 0 0
MET6 12 112
YER091C-A 40 635
IES5 20 178
TSC11 40 288
AIM11 10 84
PUP3 0 0
RAD51 3 4
SHC1 11 126
YER097W 12 38
UBP9 20 375
PRS2 7 27
UBC6 14 129
AST2 23 210
RPS8B 2 2
SSA4 7 26
RTT105 7 25
NUP157 45 694
MAM1 14 34
GLE2 1 0
YER107W-A 3 8
KAP123 16 157
SWI4 15 220
LSM4 0 0
TMN3 23 154
BOI2 26 290
SPR6 3 11
SLX8 6 201
RPL23B 2 1
SHO1 7 22
AVT6 29 476
YER119C-A 16 321
SCS2 4 13
YER121W 6 64
GLO3 18 309
YCK3 3 3
DSE1 21 128
RSP5 0 0
NSA2 2 1
LCP5 1 0
VFA1 12 276
SAK1 26 521
COM2 19 331
RPS26B 3 7
PMD1 65 912
GLC7 1 0
YER133W-A 0 0
YER134C 4 9
YER135C 9 62
GDI1 1 0
YER137C 13 157
YER137W-A 7 31
YER138W-A 1 0
RTR1 6 68
EMP65 26 381
COX15 19 120
MAG1 9 79
DDI1 31 261
UBP5 40 672
FTR1 25 203
YER145C-A 13 64
LSM5 7 24
SCC4 6 32
YER147C-A 2 3
SPT15 0 0
YER148W-A 7 67
PEA2 14 210
SPI1 10 223
UBP3 14 98
YER152C 19 360
YER152W-A 7 30
PET122 36 429
OXA1 22 294
BEM2 44 418
YER156C 10 68
COG3 16 141
YER158C 14 185
YER158W-A 2 2
BUR6 2 6
SPT2 12 238
RAD4 20 179
GCG1 5 53
CHD1 13 145
PAB1 3 2
YER165C-A 2 2
DNF1 49 953
BCK2 2 1
CCA1 1 0
RPH1 23 173
ADK2 8 156
RAD3 1 0
BRR2 11 130
YER172C-A 7 13
RAD24 25 262
GRX4 7 28
TMT1 16 250
YER175W-A 5 28
ECM32 106 1523
BMH1 20 88
PDA1 16 140
DMC1 34 314
ISC10 5 4
SLO1 4 7
YER181C 2 1
FMP10 12 118
FAU1 17 158
TOG1 34 473
PUG1 12 70
YER186C 22 148
YER187W 6 68
YER188W 8 215
YER188C-A 13 42
YER189W 1 0
YRF1-2 11 181
YER190C-A 0 0
YER190C-B 0 0
YFL068W 0 0
YFL067W 1 0
YFL066C 1 0
YFL065C 2 2
YFL064C 0 0
YFL063W 13 165
COS4 7 23
DDI2 0 0
SNO3 12 263
SNZ3 7 266
THI5 2 20
AGP3 36 470
YFL054C 48 730
DAK2 42 430
YFL052W 18 185
YFL051C 5 16
ALR2 47 773
SWP82 22 238
EMP47 21 280
RGD2 36 500
FMP32 16 193
SEC53 2 1
OTU1 25 162
YFL042C 37 883
YFL041W-A 4 8
FET5 33 697
YFL040W 52 1112
ACT1 0 0
YPT1 0 0
TUB2 1 0
RPO41 31 547
MOB2 7 31
RPL22B 17 303
YFL034W 58 920
RIM15 91 1435
YFL032W 35 420
HAC1 23 234
YFL031C-A 3 15
AGX1 43 569
CAK1 2 1
CAF16 23 350
GYP8 34 293
STE2 37 444
BST1 80 1147
EPL1 11 146
BUD27 69 571
FRS2 0 0
YFL021C-A 111 1907
GAT1 82 1085
PAU5 6 36
YFL019C 4 3
LPD1 62 744
SMX2 0 0
GNA1 6 34
MDJ1 64 908
YFL015W-A 28 301
YFL015C 74 1098
HSP12 13 75
YFL013W-A 169 6439
IES1 235 8271
YFL012W-A 77 2608
YFL012W 19 182
HXT10 68 1605
AUA1 13 186
WWM1 47 544
CDC4 6 23
SMC1 1 0
BLM10 222 4290
SEC4 1 0
VTC2 104 1585
MSH4 289 5322
SPB4 9 27
DEG1 94 1239
LOC1 29 107
NIC96 69 901
YPI1 4 34
RPN11 4 54
SAD1 9 64
YFR006W 135 2472
YFH7 85 1814
FAR7 18 130
GCN20 105 1889
YFR009W-A 5 19
UBP6 8 45
YFR010W-A 13 138
MIC19 30 762
DCV1 65 1456
YFR012W-A 6 36
IOC3 107 1561
CMK1 75 1348
GSY1 103 1570
YFR016C 111 2150
IGD1 40 991
YFR018C 212 7211
FAB1 90 1967
YFR020W 37 558
ATG18 46 727
ROG3 100 1674
PES4 63 1887
LSB3 37 614
HIS2 30 646
ULI1 63 1082
ECO1 1 0
CDC14 7 17
PTR3 3 2
MET10 61 641
SMC2 4 7
RPL2A 30 584
RRT5 33 518
RPL29 19 207
YFR032C-B 36 457
QCR6 29 532
PHO4 196 3394
YFR034W-A 76 1258
YFR035C 64 950
CDC26 9 59
YFR036W-A 6 78
RSC8 6 78
IRC5 49 682
OSW7 21 571
SAP155 16 116
ERJ5 36 771
KEG1 0 0
IRC6 24 335
DUG1 62 1761
YFR045W 25 151
CNN1 7 11
BNA6 23 167
RMD8 50 757
YMR31 16 218
PRE4 0 0
RET2 35 860
RPN12 10 94
YFR052C-A 14 209
HXK1 27 384
YFR054C 0 0
YFR056C 14 239
IRC7 7 53
YFR057W 2 1
COS12 3 2
YGL262W 1 0
PAU11 0 0
YGL260W 1 0
YPS5 2 1
YGL258W-A 0 0
VEL1 6 20
MNT2 18 238
ADH4 5 9
ZRT1 0 0
FZF1 34 505
HXK2 21 244
RTG2 3 6
HFM1 40 519
RMR1 6 14
ZIP2 35 755
PDE1 15 75
BRR6 1 0
RAI1 2 1
GUS1 1 0
RTF1 8 143
TAD1 6 31
YGL242C 8 76
KAP114 20 138
DOC1 2 4
YGL239C 6 41
CSE1 1 0
HAP2 13 92
MTO1 28 207
YGL235W 16 99
ADE5,7 1 0
SEC15 1 0
TAN1 3 5
EMC4 3 23
YGL230C 3 2
SAP4 16 315
SHE10 22 187
VID30 15 146
OST5 6 14
MTC3 4 14
VRG4 1 0
SDT1 12 133
COG1 6 91
EDC1 4 14
NIF3 5 36
FRA2 4 23
MDM34 8 80
YGL218W 2 1
YGL217C 2 1
KIP3 16 131
CLG1 9 40
YGL214W 1 0
SKI8 13 218
VAM7 4 41
NCS6 11 88
YPT32 12 91
MIG2 16 332
SIP2 16 197
SPT16 7 24
CHC1 0 0
POX1 21 212
YGL204C 5 6
KEX1 13 348
ARO8 24 219
MCM6 0 0
EMP24 12 122
YGL199C 5 49
YIP4 8 53
MDS3 19 144
DSD1 17 120
GCN1 43 445
YGL194C-A 2 3
HOS2 12 82
YGL193C 4 13
IME4 12 396
COX13 8 51
CDC55 1 0
RPS26A 0 0
YGL188C-A 0 0
YGL188C 17 201
COX4 9 41
TPN1 20 183
YGL185C 23 347
STR3 11 133
MND1 16 220
YGL182C 12 150
GTS1 15 100
ATG1 3 13
TOS3 21 272
MPT5 33 517
YGL177W 11 192
YGL176C 15 36
SAE2 2 1
BUD13 13 152
XRN1 12 301
NUP49 5 34
ROK1 2 1
SPO74 15 144
SUA5 2 2
HUR1 1 0
PMR1 0 0
CUP2 2 4
YGL165C 12 26
YRB30 9 69
RAD54 2 1
SUT1 11 101
YIP5 11 121
AIM14 9 203
YGL159W 12 68
RCK1 20 440
ARI1 12 169
AMS1 35 522
CDC43 1 0
LYS5 4 7
PEX14 6 106
YGL152C 15 255
NUT1 33 288
INO80 10 98
YGL149W 11 104
ARO2 1 0
RPL9A 5 29
RRT6 18 347
TIP20 3 4
ROG1 14 64
MRF1 10 91
GPI10 0 0
HUL5 15 218
YGL140C 24 140
FLC3 17 244
YGL138C 5 8
SEC27 6 71
MRM2 14 247
RPL1B 0 0
PCL10 15 481
ITC1 32 393
YGL132W 5 6
SNT2 34 239
CEG1 1 0
RSM23 7 24
CWC23 3 2
SOH1 2 1
SCS3 75 1157
MET13 19 153
MON1 9 39
RPS2 0 0
YGL123C-A 0 0
NAB2 3 8
GPG1 7 50
PRP43 4 65
COQ8 14 156
YGL118C 20 192
YGL117W 15 588
CDC20 2 1
SNF4 2 8
YGL114W 31 450
SLD3 6 21
TAF6 1 0
NSA1 2 1
CUE3 26 628
YGL109W 16 116
YGL108C 8 38
RMD9 10 81
MLC1 1 0
ARC1 9 41
VPS73 16 202
RPL28 0 0
YGL102C 0 0
YGL101W 10 113
SEH1 5 63
LSG1 3 5
USE1 0 0
SRM1 2 2
TOS8 17 120
VPS45 2 1
PAN2 41 361
SPC105 12 128
NUP145 24 419
NBP35 3 7
LIF1 28 602
MF(ALPHA)2 12 137
YGL088W 23 254
MMS2 21 504
MAD1 34 532
LCL3 7 34
GUP1 16 138
SCY1 30 350
YGL082W 14 212
YGL081W 14 132
MPC1 9 108
KXD1 7 124
DBP3 10 178
HNM1 21 459
RPL7A 3 7
MPS2 0 0
YGL074C 10 96
HSF1 41 863
YGL072C 40 663
AFT1 6 38
RPB9 1 0
YGL069C 10 81
MNP1 10 88
NPY1 7 53
SGF73 22 221
ALG2 8 26
MRH4 30 517
PUS2 100 1349
YGL063C-A 26 351
PYC1 47 811
DUO1 14 155
YBP2 27 198
PKP2 26 315
RAD6 3 3
GEP7 26 307
SDS23 29 176
OLE1 2 1
ERV14 9 75
PRM8 9 136
YGL052W 7 35
MST27 20 371
TYW3 37 667
TIF4632 28 248
RPT6 2 7
ALG13 5 40
RIM8 65 1465
RNA15 3 9
DST1 7 55
YGL042C 5 33
YGL041C-B 18 219
YGL041W-A 14 251
YGL041C 2 56
HEM2 1 0
YGL039W 18 332
OCH1 2 8
PNC1 10 154
YGL036W 34 429
MIG1 31 300
YGL034C 39 143
HOP2 15 117
AGA2 2 1
RPL24A 15 84
RPL30 0 0
CGR1 0 0
SCW11 29 345
CWH41 43 741
TRP5 43 612
PGD1 16 238
YGL024W 12 100
PIB2 53 808
STT3 5 7
ALK1 86 1487
GET1 6 6
CKB1 16 100
JAC1 3 2
ATE1 43 346
KAP122 80 1001
YGL015C 25 451
PUF4 48 623
YGL014C-A 3 20
PDR1 86 1530
ERG4 16 89
SCL1 5 50
MPO1 30 346
LEU1 105 1829
PMA1 1 0
YGL007C-A 4 5
BRP1 35 952
YGL006W-A 35 376
PMC1 186 3870
COG7 44 1411
RPN14 101 1715
CDH1 205 4954
ERP6 106 2804
ERG26 10 14
EFM5 82 849
SWC4 53 434
CUL3 110 2948
PEX31 121 2232
TFG2 20 51
PRP18 51 1621
ECT1 81 1916
STF2 22 406
SEC9 21 188
NMA2 79 1318
YGR011W 22 277
YGR012W 81 2062
SNU71 67 1163
MSB2 86 1000
YGR015C 88 2066
YGR016W 25 305
YGR017W 46 765
YGR018C 20 326
UGA1 80 1148
VMA7 2 4
YGR021W 75 1050
YGR022C 13 98
MTL1 57 866
THG1 2 1
YGR025W 52 1523
YGR026W 48 729
RPS25A 9 90
MSP1 26 264
ERV1 3 2
POP6 1 0
IMO32 200 4141
NAG1 112 2048
GSC2 107 1803
TIM21 33 211
RPL26B 10 40
YGR035C 2 33
YGR035W-A 16 127
CAX4 8 105
ACB1 8 79
ORM1 18 275
YGR039W 20 169
KSS1 14 251
BUD9 51 1460
YGR042W 24 174
NQM1 25 439
RME1 15 55
YGR045C 47 454
TAM41 12 49
TFC4 4 3
UFD1 5 23
SCM4 28 168
YGR050C 34 625
YGR051C 17 235
FMP48 20 96
YGR053C 23 306
YGR054W 21 262
MUP1 18 43
RSC1 14 51
LST7 12 157
PEF1 6 36
SPR3 11 181
ERG25 0 0
ADE6 1 0
COX18 8 128
SPT4 2 4
YGR064W 13 86
VHT1 5 20
YGR066C 12 102
YGR067C 29 540
ART5 114 2342
YGR068W-A 2 3
YGR069W 16 229
ROM1 27 349
ENV11 19 454
UPF3 8 57
YGR073C 4 8
SMD1 0 0
PRP38 2 10
MRPL25 3 11
PEX8 11 37
PAC10 7 33
YGR079W 18 249
TWF1 17 334
SLX9 6 17
TOM20 3 3
GCD2 0 0
MRP13 8 38
RPL11B 1 0
PIL1 5 32
PDC6 38 402
CTT1 21 398
NNF2 59 987
UTP22 1 0
PRP31 7 45
DBF2 2 1
DRN1 15 210
VAS1 5 9
RRP46 3 2
TPC1 66 923
ASK10 39 536
ESP1 0 0
TEL2 1 0
MDR1 25 335
PCP1 25 279
GTF1 10 68
NOP7 2 2
SRB5 2 2
VMA21 0 0
VOA1 7 32
YGR107W 24 372
CLB1 18 119
CLB6 10 112
CLD1 12 33
YGR111W 15 209
SHY1 12 48
DAM1 3 2
YGR114C 7 13
YGR115C 0 0
SPT6 0 0
YGR117C 22 229
RPS23A 4 12
NUP57 4 37
COG2 1 0
MEP1 27 267
YGR121W-A 37 802
YGR122W 27 248
YGR122C-A 2 1
PPT1 17 158
ASN2 22 423
YGR125W 26 489
YGR126W 15 221
YGR127W 16 320
UTP8 5 6
SYF2 6 15
YGR130C 14 182
FHN1 10 88
PHB1 10 60
PEX4 2 6
CAF130 29 296
PRE9 5 48
LSB1 0 0
YGR137W 1 0
TPO2 17 159
YGR139W 9 20
CBF2 6 7
VPS62 28 291
BTN2 9 27
SKN1 10 249
THI4 25 329
ENP2 9 52
ECL1 4 33
YGR146C-A 8 66
NAT2 17 178
RPL24B 5 45
YGR149W 16 246
CCM1 11 92
YGR151C 4 7
RSR1 7 30
YGR153W 15 128
GTO1 14 117
CYS4 3 2
PTI1 3 105
CHO2 18 116
MTR3 0 0
NSR1 2 11
YGR160W 0 0
RTS3 11 70
YGR161W-C 3 11
TIF4631 6 29
GTR2 24 375
YGR164W 15 115
MRPS35 9 102
TRS65 22 156
CLC1 0 0
YGR168C 5 22
PUS6 33 608
LSO2 2 1
PSD2 41 770
MSM1 13 256
YIP1 1 0
RBG2 5 15
CBP4 9 223
YGR174W-A 0 0
ERG1 2 1
YGR176W 20 443
ATF2 36 546
PBP1 18 162
OKP1 3 4
RNR4 6 38
TIM13 6 23
YGR182C 3 2
QCR9 3 8
UBR1 13 52
TYS1 0 0
TFG1 2 1
HGH1 3 6
BUB1 23 337
CRH1 6 10
YGR190C 1 0
HIP1 15 175
TDH3 9 22
PDX1 24 283
XKS1 16 86
SKI6 5 28
FYV8 11 52
SNG1 14 88
YPP1 3 10
PMT6 29 356
ELP2 16 345
YGR201C 20 369
PCT1 28 314
YCH1 58 998
ADE3 10 148
YGR204C-A 2 1
TDA10 5 74
MVB12 4 7
CIR1 4 25
SER2 5 6
TRX2 11 37
YGR210C 35 612
ZPR1 1 0
SLI1 13 54
RTA1 16 144
RPS0A 5 9
RSM27 8 38
GPI1 7 42
CCH1 27 351
CRM1 0 0
YGR219W 6 201
MRPL9 9 144
TOS2 18 180
PET54 4 8
HSV2 9 43
AZR1 12 124
AMA1 12 45
YGR226C 0 0
DIE2 5 14
YGR228W 0 0
SMI1 5 24
BNS1 13 82
PHB2 14 113
NAS6 13 245
PHO81 30 421
YHB1 9 39
MIC26 5 31
SPG1 6 90
YGR237C 27 527
KEL2 26 236
PEX21 26 281
PFK1 9 95
YGR240C-A 15 210
YAP1802 34 387
YGR242W 3 6
MPC3 5 87
LSC2 41 1123
SDA1 3 3
BRF1 2 1
CPD1 18 150
SOL4 5 56
MGA1 10 137
YGR250C 18 138
NOP19 5 22
GCN5 7 184
PUP2 0 0
ENO1 11 38
COQ6 29 246
GND2 16 90
MTM1 14 66
RAD2 44 406
YGR259C 12 119
TNA1 36 494
APL6 22 249
BUD32 0 0
SAY1 13 130
MES1 1 0
YGR265W 7 89
YGR266W 24 382
FOL2 0 0
HUA1 20 665
YGR269W 37 265
YTA7 28 658
YGR270C-A 2 10
SLH1 41 567
EFG1 3 10
YGR273C 1 0
TAF1 3 39
RTT102 3 5
RNH70 16 83
CAB4 0 0
CWC22 12 183
SCW4 12 62
PXR1 10 39
YOR1 24 178
BGL2 5 28
YGR283C 13 180
ERV29 6 31
ZUO1 6 34
BIO2 14 126
IMA1 16 270
MAL13 10 51
MAL11 5 25
YGR290W 5 7
YGR291C 9 115
MAL12 9 124
YGR293C 2 1
PAU12 1 0
COS6 10 74
YRF1-3 0 0
YGR296C-A 0 0
YGR296C-B 0 0
YHL050C 21 150
YHL050W-A 0 0
YHL049C 0 0
YHL048C-A 3 3
COS8 14 49
ARN2 40 466
YHL046W-A 8 127
PAU13 5 121
YHL045W 25 290
YHL044W 19 151
ECM34 15 73
YHL042W 32 602
YHL041W 34 362
ARN1 38 436
EFM1 38 454
CBP2 37 333
YHL037C 34 512
MUP3 46 463
VMR1 80 1397
YHL034W-A 4 6
SBP1 6 18
RPL8A 10 72
GUT1 59 676
GOS1 7 79
YHL030W-A 8 48
ECM29 95 1593
OCA5 72 2552
WSC4 48 483
RIM101 58 983
YHL026C 75 1216
SNF6 113 3252
RIM4 90 1981
NPR3 23 266
SPO11 32 271
AIM17 71 1158
OPI1 26 379
YHL019W-A 15 260
APM2 50 690
YHL018W 15 85
YHL017W 69 1163
DUR3 134 3027
YHL015W-A 8 42
RPS20 0 0
YLF2 72 1154
OTU2 42 840
YHL012W 76 1408
PRS3 8 29
ETP1 91 2042
YAP3 37 700
YHL008C 259 5409
STE20 179 3741
YHL006W-A 53 1657
SHU1 197 7777
YHL005C 189 2998
MRP4 111 2049
LAG1 103 1910
YHL002C-A 50 1216
HSE1 147 4161
RPL14B 53 1073
OSH7 157 3133
QCR10 39 1066
LEU5 78 1330
TCD1 150 4246
NEM1 92 1929
GPA1 13 119
TIM10 13 104
STP2 64 1097
ERG11 10 38
YHR007C-A 92 4950
SOD2 31 226
TDA3 122 2138
RPL27A 4 19
DIA4 45 489
VPS29 10 29
ARD1 13 75
SPO13 32 686
MIP6 84 1330
YSC84 39 385
YSC83 30 432
ARG4 13 61
DED81 3 2
YHR020W 10 45
RPS27B 3 4
ECM12 28 630
YHR022C 34 515
YHR022C-A 12 115
MYO1 88 1188
MAS2 2 1
THR1 6 6
VMA16 1 0
RPN1 5 27
DAP2 39 293
YHR028W-A 14 241
YHI9 23 490
SLT2 13 91
RRM3 54 752
ERC1 105 2159
YHR032W-A 15 181
YHR032C-A 14 167
YHR033W 54 1160
PIH1 46 613
NEL1 42 530
BRL1 6 27
PUT2 32 345
RRF1 9 74
MSC7 31 408
VMA10 1 0
BCD1 19 257
SRB2 11 67
NCP1 6 11
DOG2 14 96
DOG1 15 345
YHR045W 21 259
INM1 19 349
AAP1 54 764
YHK8 37 528
FSH1 17 63
YHR049C-A 39 174
SMF2 23 325
YHR050W-A 12 105
COX6 4 3
CIC1 2 19
YHR052W-A 0 0
CUP1-1 0 0
YHR054C 3 2
YHR054W-A 0 0
CUP1-2 0 0
RSC30 19 226
YHR056W-A 13 135
CPR2 22 539
MED6 16 131
FYV4 2 2
VMA22 1 0
GIC1 16 316
RPP1 1 0
PAN5 13 69
YHR063W-A 8 15
SSZ1 13 93
RRP3 1 0
SSF1 23 335
HTD2 29 627
DYS1 2 1
RRP4 2 14
YHR069C-A 0 0
TRM5 2 1
YHR070C-A 9 69
PCL5 23 563
YHR071C-A 11 68
ERG7 4 8
NOP10 0 0
OSH3 34 611
YHR073W-A 2 1
YHR073C-B 3 25
QNS1 1 0
PPE1 18 184
PTC7 26 446
NMD2 17 224
YHR078W 15 117
IRE1 23 270
SAE3 3 4
YHR080C 45 805
LRP1 5 22
KSP1 20 320
SAM35 1 0
STE12 26 296
IPI1 1 0
NAM8 32 650
YHR086W-A 31 249
RTC3 10 94
RPF1 1 0
GAR1 6 20
YNG2 1 0
MSR1 35 318
HXT4 15 116
AHT1 25 124
HXT1 38 613
YHR095W 12 45
HXT5 24 429
YHR097C 57 474
SFB3 13 289
TRA1 6 53
GEP4 14 287
BIG1 1 0
KIC1 2 1
SBE22 14 56
GRE3 16 126
YPT35 4 5
TRR2 5 9
CDC12 0 0
GGA2 21 184
CTM1 14 61
ERP5 10 77
UBA4 11 35
YHR112C 17 329
APE4 15 168
BZZ1 28 470
DMA1 17 493
COX23 10 325
TOM71 24 360
ORC6 0 0
SET1 13 74
MSH1 15 111
LSM12 9 192
CIA2 2 2
EPT1 19 186
NDT80 38 291
YHR125W 3 5
ANS1 14 247
YHR127W 10 101
FUR1 10 114
ARP1 1 0
YHR130C 2 1
YHR131C 15 131
YHR131W-A 4 13
ECM14 15 122
IGO2 2 11
NSG1 9 22
WSS1 8 84
YCK1 31 335
SPL2 9 46
ARO9 7 22
YHR137C-A 1 0
YHR138C 7 32
SPS100 17 77
YHR139C-A 15 200
YHR140W 20 148
RPL42B 0 0
CHS7 9 269
DSE2 9 48
RPC10 0 0
DCD1 10 163
YHR145C 2 1
CRP1 7 88
MRPL6 6 36
IMP3 0 0
SKG6 10 69
PEX28 21 241
MTC6 10 38
SPO12 9 27
SPO16 11 73
RTT107 35 561
YSP1 31 254
LIN1 15 356
REC104 12 145
KEL1 25 585
TDA11 16 321
PEX18 6 7
YAP1801 22 417
MPC2 4 3
SOL3 13 140
DNA2 6 25
PRP8 7 32
YHR165W-A 4 5
CDC23 9 80
THP2 4 71
MTG2 23 337
DBP8 3 4
NMD3 3 3
ATG7 9 120
SPC97 25 207
YHR173C 20 352
ENO2 18 144
CTR2 19 174
YHR175W-A 3 26
FMO1 32 660
YHR177W 11 112
STB5 13 199
OYE2 14 124
YHR180W 7 239
YHR180W-A 11 77
YHR180C-B 1 0
SVP26 4 23
YHR182W 38 469
YHR182C-A 0 0
GND1 6 35
SSP1 19 140
PFS1 11 127
KOG1 7 15
IKI1 8 24
GPI16 1 0
PTH1 17 161
ERG9 1 0
CTF8 0 0
LNP1 10 50
EGD2 6 12
YHR193C-A 3 4
MDM31 17 75
NVJ1 16 240
UTP9 9 26
RIX1 2 1
AIM18 12 128
AIM46 25 344
NBL1 5 65
RPN10 6 39
PPX1 4 11
YHR202W 25 139
RPS4B 7 25
MNL1 21 358
SCH9 8 46
SKN7 10 103
SET5 12 73
BAT1 14 147
CRG1 6 18
YHR210C 22 286
FLO5 42 311
YHR212C 0 0
YHR212W-A 0 0
YHR213W 0 0
YHR213W-A 0 0
YHR213W-B 10 120
YHR214W 0 0
YHR214W-A 1 0
YHR214C-D 0 0
