gene_name number_of_transposon_per_gene number_of_read_per_gene
YHR214C-E 3 7
PHO12 3 3
IMD2 4 5
YHR217C 12 142
YHR218W 1 0
YHR218W-A 0 0
YHR219W 0 0
YHR219C-A 0 0
YIL177C 0 0
YIL177W-A 0 0
PAU14 0 0
VTH1 7 241
IMA3 0 0
YIL171W-A 0 0
YIL169C 17 114
YIL166C 37 298
YIL165C 5 143
NIT1 15 235
YIL163C 16 242
SUC2 16 239
YIL161W 7 21
POT1 33 469
BNR1 33 396
AIM20 9 91
COA1 17 260
YIL156W-A 20 302
YIL156W-B 6 34
UBP7 34 638
GUT2 37 516
IMP2' 28 322
RRD1 25 251
YIL152W 12 240
ESL1 31 340
MCM10 4 190
MLP2 39 679
RPL40A 2 9
SLN1 1 0
ATG32 22 248
PAN6 7 181
NDC80 0 0
SSL2 4 19
YIL142C-A 6 25
CCT2 0 0
YIL141W 17 69
AXL2 44 407
REV7 14 148
TPM2 2 7
TMA108 45 645
OM45 16 86
VHS2 17 158
YIL134C-A 10 142
FLX1 11 92
RPL16A 8 100
CSM2 22 279
FKH1 25 337
ASG1 27 364
TAO3 10 86
MET18 11 37
RRT14 7 24
STH1 28 724
KGD1 45 765
AYR1 12 246
SIM1 56 1010
POG1 13 45
QDR2 25 262
QDR1 39 463
RPI1 10 79
RHO3 0 0
PRM5 10 70
HIS5 31 308
YIL115W-A 1 0
NUP159 6 9
POR2 7 31
SDP1 20 201
HOS4 33 314
COX5B 18 266
HPM1 10 101
SEC24 3 3
YIL108W 44 720
PFK26 25 306
MOB1 3 3
SLM1 25 333
YIL105W-A 1 0
SHQ1 4 6
DPH1 11 116
YIL102C-A 3 2
YIL102C 2 5
XBP1 43 567
YIL100C-A 27 209
YIL100W 30 277
SGA1 24 188
FMC1 11 128
FYV10 10 36
BMT5 19 187
PRK1 24 348
LYS12 2 13
RSM25 19 533
YIL092W 31 424
UTP25 1 0
ICE2 3 2
YIL089W 19 211
AVT7 22 481
AIM19 10 94
YIL086C 22 283
KTR7 20 212
SDS3 4 7
CAB2 5 150
YIL082W 4 23
AIR1 21 239
THS1 1 0
YIL077C 39 929
SEC28 12 90
RPN2 8 61
SER33 28 550
SPO22 51 764
HOP1 21 163
YIL071W-A 5 92
PCI8 16 194
MAM33 10 49
RPS24B 6 12
YIL068W-A 9 136
SEC6 8 135
YIL067C 37 269
YIL066W-A 9 19
RNR3 31 309
FIS1 19 196
EFM4 19 325
YRB2 1 0
ARC15 0 0
SNP1 18 83
YIL060W 6 13
YIL059C 7 25
YIL058W 21 490
RGI2 17 194
VHR1 57 944
YIL055C 46 780
YIL054W 31 310
GPP1 23 190
RPL34B 5 13
MMF1 22 218
PCL7 15 316
DFG10 8 62
NEO1 5 20
YIL047C-A 18 229
SYG1 70 806
YIL046W-A 41 1026
MET30 6 9
PIG2 38 469
AGE2 10 83
CBR1 25 434
PKP1 39 700
GVP36 17 220
APQ12 4 55
TED1 62 1021
NOT3 15 60
PRM2 32 218
CST6 17 169
CKA1 26 194
CAP2 21 144
BCY1 10 106
YIL032C 15 120
ULP2 18 208
YIL030W-A 12 139
SSM4 82 1386
YIL029W-A 19 283
YIL029C 20 129
YIL028W 8 40
EMC5 12 205
IRR1 20 267
YIL025C 10 22
YIL024C 20 262
YKE4 50 642
TIM44 2 2
RPB3 6 155
YIL021C-A 0 0
YIL020C-A 12 295
HIS6 40 736
FAF1 3 10
RPL2B 15 113
VID28 72 882
SNL1 21 228
BAR1 62 1083
YIL014C-A 14 275
MNT3 60 1002
PDR11 173 2396
YIL012W 54 938
TIR3 30 274
DOT5 37 692
EST3 45 663
FAA3 128 1911
URM1 7 131
NAS2 49 1241
YIA6 93 1656
EPS1 184 3597
BET1 2 1
CFD1 22 1196
YIL002W-A 16 117
INP51 308 7679
YIL001W 207 4434
SGN1 72 1012
MPH1 264 6176
AIM21 138 1894
DJP1 66 767
IST3 29 308
PAN1 230 3827
YIR007W 116 2422
PRI1 5 6
MSL1 11 73
DSN1 9 207
STS1 7 9
SQT1 5 23
GAT4 27 812
YIR014W 50 786
RPR2 8 59
YIR016W 94 1367
MET28 111 2919
YIR017W-A 122 3050
YAP5 39 599
YIR018C-A 10 133
FLO11 53 670
YIR020C 8 80
YIR020W-A 13 91
YIR020C-B 25 686
MRS1 35 444
YIR021W-A 35 703
SEC11 2 9
DAL81 78 874
YIR023C-A 22 74
INA22 21 229
MND2 25 609
YVH1 11 146
DAL1 53 1249
DAL4 71 1468
DAL2 40 746
DCG1 42 380
YIR030W-A 14 89
DAL7 49 811
DAL3 45 1104
MGA2 28 403
LYS1 11 92
YIR035C 34 655
IRC24 40 444
YIR036W-A 36 602
HYR1 8 101
GTT1 14 131
YPS6 22 168
YIR040C 0 0
PAU15 3 4
YIR042C 14 117
YJL225C 0 0
YJL225W-A 0 0
PAU1 0 0
YJL222W-B 0 0
YJL222W-A 0 0
VTH2 6 52
IMA4 0 0
YJL220W 0 0
HXT9 3 4
YJL218W 3 3
REE1 13 109
IMA5 13 175
YJL215C 20 98
HXT8 13 116
YJL213W 18 186
OPT1 27 469
YJL211C 17 231
PEX2 21 266
CBP1 22 238
NUC1 10 81
LAA1 52 676
YJL206C 22 514
NCE101 6 64
RCY1 6 28
PRP21 3 40
YJL202C 10 183
ECM25 28 279
ACO2 22 451
MBB1 9 12
PHO90 40 442
UBP12 25 287
YJL197C-A 0 0
ELO1 11 205
YJL195C 1 0
CDC6 1 0
YJL193W 12 57
SOP4 26 323
RPS14B 22 257
RPS22A 3 3
RPL39 3 2
BUD19 3 2
SWE1 27 245
MNN5 19 122
ATG36 15 84
GON7 2 1
MNN11 7 115
YJL182C 19 37
YJL181W 26 185
ATP12 10 23
PFD1 3 38
ATG27 11 120
RPL17B 5 31
SWI3 11 194
YJL175W 5 12
KRE9 1 0
RFA3 0 0
CPS1 16 126
YJL171C 13 215
ASG7 8 36
YJL169W 3 3
SET2 8 120
ERG20 0 0
QCR8 5 8
HAL5 10 122
TPK1 11 90
YJL163C 29 404
JJJ2 36 545
FMP33 20 251
YJL160C 15 119
HSP150 9 24
CIS3 10 33
FAR1 25 379
YJL156W-A 23 235
SSY5 0 0
FBP26 16 118
VPS35 9 44
INO1 11 104
YJL152W 55 846
SNA3 30 504
YJL150W 25 465
DAS1 16 238
RPA34 7 48
YJL147C 8 39
IDS2 22 116
SFH5 22 346
YJL144W 8 27
TIM17 2 3
IRC9 3 12
YAK1 24 433
RPB4 1 0
YUR1 19 64
TIF2 4 11
GLG2 16 103
YJL136W-A 4 3
RPS21B 3 9
YJL135W 13 248
LCB3 18 59
YJL133C-A 17 491
MRS3 16 154
YJL132W 26 250
AIM23 13 100
URA2 93 1718
TRK1 10 56
PBS2 19 242
YJL127W-A 0 0
YJL127C-B 7 201
SPT10 25 236
NIT2 8 160
GCD14 1 0
LSM1 0 0
MTC1 13 112
ALB1 13 140
RPE1 1 0
YJL120W 9 117
YJL119C 14 143
YJL118W 27 469
PHO86 8 72
NCA3 22 329
ASF1 6 15
MDV1 37 374
CCT7 3 8
GZF3 11 65
UTP10 9 35
PRM10 16 132
YJL107C 9 84
IME2 11 61
SET4 32 204
PAM16 2 1
GSM1 19 247
MEF2 16 309
GSH1 4 44
LSB6 37 476
CHS6 43 789
SAP185 36 801
PHS1 0 0
MRPL49 8 36
BCK1 9 57
KHA1 29 271
TOK1 24 140
SRS2 42 386
GWT1 5 21
DPB11 8 91
SIP4 27 184
ARG3 6 21
TRL1 0 0
YJL086C 25 391
EXO70 0 0
ALY2 23 284
TAX4 41 522
IML2 13 139
ARP4 0 0
SCP160 18 192
PRY1 15 92
PRY3 92 1008
YJL077W-B 1 0
ICS3 16 152
YJL077W-A 3 34
NET1 28 256
APQ13 7 18
SMC3 1 0
JEM1 36 531
PSF2 0 0
ARG2 9 39
YJL070C 31 262
UTP18 0 0
YJL068C 14 144
YJL067W 8 105
MPM1 16 269
DLS1 17 178
YJL064W 13 158
MRPL8 18 205
COA3 14 173
LAS21 39 584
NUP82 1 0
BNA3 16 117
YHC3 26 421
BIT61 25 184
IKS1 24 212
ZAP1 3 21
YJL055W 61 808
TIM54 6 48
PEP8 6 17
YJL052C-A 28 780
TDH1 21 337
IRC8 62 910
MTR4 2 1
YJL049W 5 69
UBX6 22 215
YJL047C-A 20 124
RTT101 27 293
AIM22 19 252
YJL045W 45 996
GYP6 50 465
YJL043W 74 1081
MHP1 85 1287
NSP1 1 0
NUP192 8 122
LOH1 9 27
IRC18 13 140
SNX4 14 72
TAD2 0 0
KAR2 1 0
HCA4 3 2
YJL032W 2 3
BET4 1 0
MAD2 56 1022
VPS53 12 130
YJL028W 91 3502
YJL027C 97 2199
RNR2 12 121
YJL026C-A 1 0
RRN7 3 9
APS3 35 538
PET130 42 871
YJL022W 18 315
BBC1 79 1171
YJL020W-A 4 22
MPS3 79 938
YJL016W 69 1170
YJL015C 46 1503
CCT3 3 2
MAD3 112 2549
VTC4 67 1852
RPC17 2 3
NOP9 28 115
YJL009W 10 61
CCT8 0 0
YJL007C 46 1918
CTK2 15 284
CYR1 30 343
SYS1 64 1464
COX16 56 801
OST1 13 70
PRE3 3 3
AVT1 281 6568
MPP10 55 680
YJR003C 196 5230
SAG1 154 1964
APL1 90 1790
LSO1 22 77
POL31 1 0
SUI2 10 139
MHO1 93 2266
TDH2 53 813
MET3 114 1822
SPC1 7 150
YJR011C 22 244
YJR012C 58 1272
GPI14 3 7
TMA22 29 391
YJR015W 63 1092
ILV3 0 0
ESS1 4 10
YJR018W 16 75
TES1 64 1836
YJR020W 30 612
REC107 65 1341
LSM8 0 0
YJR023C 1 0
MDE1 20 341
BNA1 15 117
YJR030C 97 2640
GEA1 90 1529
CPR7 23 184
RAV1 31 337
PET191 6 127
RAD26 53 1151
HUL4 44 1034
YJR037W 8 79
YJR038C 17 350
YJR039W 54 993
GEF1 16 59
URB2 4 5
NUP85 14 214
POL32 32 264
VPS55 10 68
SSC1 4 33
TAH11 0 0
ANB1 16 394
CYC1 19 259
UTR1 24 5744
ISY1 32 972
OSM1 33 435
RAD7 35 398
BFA1 42 664
KCH1 22 205
HIT1 8 218
YJR056C 9 55
CDC8 2 4
APS2 18 202
PTK2 30 239
CBF1 10 51
YJR061W 47 686
NTA1 25 340
RPA12 5 22
CCT5 5 29
ARP3 3 3
TOR1 117 1742
YAE1 0 0
RFC2 0 0
HAM1 24 525
LIA1 9 25
YJR071W 9 68
NPA3 16 150
OPI3 5 56
MOG1 24 164
HOC1 21 496
CDC11 15 376
MIR1 16 145
BNA2 83 1767
YJR079W 22 154
AIM24 11 91
EAF6 7 68
ACF4 16 154
YJR084W 25 635
YJR085C 12 134
STE18 6 20
YJR087W 6 42
EMC2 18 135
BIR1 39 561
GRR1 8 28
JSN1 37 620
BUD4 97 1850
FIP1 3 6
IME1 14 156
RPL43B 11 88
SFC1 26 243
YJR096W 20 177
JJJ3 10 82
YJR098C 22 291
YUH1 13 46
AIM25 10 169
RSM26 12 64
VPS25 5 13
URA8 103 1609
SOD1 1 0
ADO1 13 155
ECM27 38 287
YJR107W 17 227
ABM1 27 520
CPA2 30 385
YMR1 53 1400
YJR111C 21 471
NNF1 2 1
YJR112W-A 15 132
RSM7 18 224
YJR114W 8 93
YJR115W 24 326
TDA4 30 290
STE24 11 120
ILM1 5 135
JHD2 34 1001
YJR120W 29 252
ATP2 1 0
IBA57 2 16
RPS5 0 0
YJR124C 18 193
ENT3 20 320
VPS70 21 194
RSF2 157 2550
YJR128W 35 296
EFM3 39 594
STR2 28 191
MNS1 52 725
NMD5 22 199
XPT1 9 104
SGM1 21 195
MCM22 4 42
TIM8 2 5
TTI2 1 0
MET5 49 682
IML1 19 124
HOM6 13 175
HIR3 45 350
YJR140W-A 7 33
YJR141W 0 0
YJR142W 9 221
PMT4 31 367
MGM101 11 240
RPS4A 2 2
YJR146W 20 442
HMS2 31 300
BAT2 82 1343
YJR149W 22 499
DAN1 20 251
DAN4 18 249
YJR151W-A 0 0
DAL5 21 272
PGU1 18 110
YJR154W 63 805
AAD10 17 220
THI11 9 52
YJR157W 0 0
HXT16 0 0
SOR1 0 0
MPH3 0 0
COS5 0 0
YJR162C 4 4
YKL225W 11 36
PAU16 0 0
YKL223W 1 0
YKL222C 34 478
MCH2 43 973
FRE2 23 197
COS9 12 211
SRY1 38 774
JEN1 41 545
URA1 4 15
OXP1 65 1315
YRA2 8 148
DOA1 1 0
SAC1 3 2
TRP3 10 33
UBA1 1 0
STE6 35 501
CBT1 3 6
EMC3 10 26
ADD66 8 50
LOS1 27 541
EAP1 8 51
TOR2 4 6
YKL202W 6 20
MNN4 40 328
PTK1 131 3329
PEX1 67 662
YKT6 0 0
MIA40 3 3
MST1 23 391
SDS22 0 0
ACP1 2 1
DPH2 9 39
CNB1 3 2
HYM1 6 11
PXA2 13 179
FAT3 34 783
MTR2 16 275
ASH1 42 892
SPE1 5 44
YKL183C-A 17 385
LOT5 25 305
FAS1 4 3
PRS1 5 95
RPL17A 0 0
COY1 4 4
STE3 17 273
YKL177W 2 10
LST4 31 538
ZRT3 6 18
TPO5 13 44
SNU114 4 4
EBP2 5 4
NNK1 34 350
MRPL38 5 23
YKL169C 5 23
KKQ8 23 372
MRP49 6 46
TPK3 12 45
YKL165C-A 6 26
MCD4 1 0
PIR1 11 49
PIR3 12 66
YKL162C-A 4 30
YKL162C 11 119
KDX1 16 65
ELF1 2 1
RCN1 6 30
APE2 40 508
RPS27A 7 25
YKL156C-A 1 0
RSM22 21 484
SRP102 0 0
YKL153W 0 0
GPM1 1 0
YKL151C 23 424
MCR1 22 155
DBR1 9 51
SDH1 30 430
YKL147C 27 449
AVT3 33 456
RPT1 0 0
YKL145W-A 0 0
RPC25 2 7
LTV1 9 89
MRP8 7 57
SDH3 5 59
TGL1 18 132
CTK1 1 0
HSK3 0 0
MRPL31 3 15
CMC1 4 3
YKL136W 5 25
APL2 17 205
OCT1 24 312
YKL133C 13 207
RMA1 14 150
YKL131W 11 75
SHE2 5 8
MYO3 35 248
PMU1 25 351
PGM1 52 753
YPK1 4 4
RRN3 9 24
SSH4 20 340
YKL123W 2 1
SRP21 1 0
DGR2 20 246
OAC1 10 91
VPH2 3 2
YKL118W 12 91
SBA1 8 82
PRR1 11 87
YKL115C 24 100
APN1 12 193
RAD27 21 350
ABF1 3 12
YKL111C 3 8
KTI12 18 180
HAP4 17 391
SLD2 5 12
YKL107W 8 68
YKL106C-A 5 20
AAT1 10 84
SEG2 42 744
GFA1 0 0
APE1 34 538
YKL102C 19 183
HSL1 54 779
YPF1 19 234
YKL100W-A 1 0
UTP11 1 0
MTC2 2 1
YKL097C 23 393
YKL096C-B 2 1
CWP2 3 2
CWP1 14 117
YJU2 8 37
YJU3 16 173
MBR1 13 96
BUD2 23 314
YKL091C 12 163
CUE2 34 424
MIF2 3 10
CAB3 12 105
CYT2 19 602
SRX1 45 793
MDH1 18 259
HOT13 12 442
YKL083W 5 7
RRP14 4 8
TEF4 11 158
VMA5 1 0
SMY1 23 209
DHR2 3 3
YKL077W 15 73
PSY1 3 6
YKL075C 20 201
MUD2 38 422
LHS1 15 164
STB6 29 269
YKL071W 9 26
YKL070W 9 45
YKL069W 9 75
YKL068W-A 5 18
NUP100 36 483
YNK1 6 88
YKL066W 29 391
YKL065W-A 6 17
YET1 5 89
MNR2 39 370
YKL063C 3 25
MSN4 14 73
BLI1 5 11
FBA1 2 1
MPE1 21 565
TOA2 0 0
NUP120 25 156
TMA19 7 14
OAR1 12 50
DEF1 4 11
MDM35 6 27
YKL053W 28 311
ASK1 31 577
SFK1 36 839
YKL050C 45 539
CSE4 1 0
ELM1 9 59
ANR2 38 737
DCW1 13 217
PRI2 3 5
YKL044W 20 80
PHD1 22 230
SPC42 2 1
VPS24 0 0
NFU1 21 291
PTM1 22 343
RGT1 42 865
AIM26 55 719
YKL036C 42 307
UGP1 4 7
TUL1 45 729
YKL033W-A 17 315
TTI1 3 2
IXR1 51 756
YKL031W 39 526
YKL030W 86 1942
MAE1 167 3134
TFA1 10 99
TCD2 72 1319
GPX1 25 375
PAN3 95 1628
URA6 1 0
YKL023C-A 29 471
YKL023W 22 224
CDC16 22 485
MAK11 28 894
SPT23 77 1269
RAM2 2 12
YKL018C-A 15 154
SWD2 0 0
HCS1 94 1525
ATP7 18 199
PUT3 76 1393
URB1 27 260
ARC19 0 0
PRP40 27 202
CCE1 62 2279
UFD4 208 4463
MRT4 17 157
LAC1 89 1187
CAP1 62 858
SFT1 25 340
RPL14A 6 25
BYE1 185 2790
AUR1 18 130
MRP17 26 567
DID4 14 148
MET14 69 914
VPS1 33 239
PAP1 31 742
OSH6 169 2886
ECM9 12 126
YKR005C 189 3201
MRPL13 31 280
MEH1 32 244
RSC4 5 5
FOX2 155 2508
TOF2 109 1635
YKR011C 72 1562
YKR012C 40 505
PRY2 63 506
YPT52 11 29
YKR015C 41 1027
MIC60 42 633
HEL1 49 637
YKR018C 63 952
IRS4 64 1108
VPS51 8 23
ALY1 78 1888
NTR2 19 648
YKR023W 43 768
DBP7 28 136
RPC37 8 19
GCN3 46 696
BCH2 65 1003
SAP190 71 900
SET3 28 483
GMH1 9 159
SPO14 87 1637
YKR032W 32 896
YKR033C 15 148
DAL80 32 397
OPI8 2 1
DID2 2 1
CAF4 52 1027
SPC34 7 10
KAE1 2 1
GAP1 66 872
YKR040C 57 1111
YKR041W 113 2580
UTH1 8 41
SHB17 20 292
UIP5 63 1088
YKR045C 24 694
PET10 9 37
YKR047W 3 2
NAP1 16 141
FMP46 14 104
TRK2 56 1294
YKR051W 29 650
MRS4 14 127
YSR3 59 999
DYN1 61 404
RHO4 11 83
TRM2 37 448
RPS21A 8 23
GLG1 20 255
TIF1 7 59
UTP30 23 456
KTR2 45 1166
TFA2 2 1
LAS1 1 0
OAF3 38 540
PAM17 8 133
CCP1 32 614
GPT2 48 706
BET3 2 1
MET1 52 792
YKR070W 32 310
DRE2 3 3
SIS2 21 128
YKR073C 26 633
AIM29 15 191
YKR075C 21 476
YKR075W-A 8 99
ECM4 28 218
MSA2 8 40
YKR078W 30 385
TRZ1 4 9
MTD1 7 145
RPF2 6 22
NUP133 22 420
DAD2 1 0
HBS1 21 234
MRPL20 11 158
PRP16 12 85
OMA1 21 168
TVP38 8 17
TGL4 43 536
PXL1 38 515
SRL3 17 122
SRP40 14 175
PTR2 29 505
RPL40B 4 5
MLP1 31 365
PCC1 2 4
ESL2 69 1339
PCK1 29 526
UBP11 23 454
BAS1 10 156
SKG1 17 73
SIR1 28 367
FLO10 40 518
NFT1 37 567
YKR104W 7 187
VBA5 6 20
GEX2 16 151
YLL067C 1 0
YLL067W-A 0 0
YLL066W-B 6 54
YLL066C 0 0
YLL066W-A 0 0
YLL065W 6 6
PAU18 0 0
AYT1 30 433
MHT1 20 226
MMP1 30 493
GTT2 31 700
YLL059C 47 1563
YLL058W 15 130
JLP1 46 443
YLL056C 26 518
YCT1 30 232
YLL054C 24 294
YLL053C 7 129
AQY2 11 83
FRE6 42 431
COF1 1 0
LDB18 4 6
YBT1 64 1462
YLL047W 9 32
RNP1 7 27
RPL8B 13 53
YLL044W 5 12
FPS1 9 42
ATG10 5 40
SDH2 13 261
VPS13 97 1668
UBI4 17 299
ENT4 51 1443
YLL037W 15 40
PRP19 5 15
GRC3 3 2
RIX7 1 0
IRC19 11 97
YLL032C 47 683
GPI13 1 0
RRT7 24 623
FRA1 102 1928
TPO1 53 602
ISA1 5 10
HSP104 49 1235
PAU17 15 101
SSA2 27 139
POM33 36 923
HIF1 42 787
SPA2 80 1616
YLL020C 16 312
KNS1 75 1745
YLL019W-A 6 25
COX19 13 49
DPS1 1 0
BPT1 113 1884
EMC6 10 149
PUF3 81 1195
YEH1 129 3036
SOF1 22 177
PSR1 84 2354
COX17 8 130
DRS1 16 125
YLL007C 46 699
YLL006W-A 53 1521
MMM1 10 61
SPO75 106 1476
ORC3 4 3
SFI1 36 1158
RTT109 51 577
DNM1 226 4347
YLR001C 259 5526
NOC3 28 113
CMS1 72 731
THI73 142 2767
SSL1 20 727
SSK1 85 865
NSE1 9 16
PAM18 3 2
RLP24 0 0
TEN1 2 1
LOT6 26 520
YLR012C 8 144
GAT3 10 41
PPR1 102 1842
BRE2 43 547
PML1 35 508
MEU1 50 633
POM34 44 552
PSR2 49 987
YEH2 47 602
IRC25 16 206
SDO1 2 1
IZH3 33 537
UBR2 293 7693
SNF7 2 1
SED5 0 0
AAT2 1 0
ADE16 52 817
RPL15A 1 0
YLR030W 8 28
YLR031W 6 30
RAD5 34 267
RSC58 3 4
SMF3 19 297
MLH2 69 1075
YLR036C 4 8
PAU23 8 46
COX12 3 14
RIC1 22 268
AFB1 13 184
YLR041W 0 0
YLR042C 4 5
TRX1 2 1
PDC1 15 120
STU2 19 168
YLR046C 13 119
FRE8 15 163
RPS0B 3 3
YLR049C 8 32
YLR050C 4 20
FCF2 9 86
IES3 11 33
YLR053C 2 1
OSW2 43 316
SPT8 35 351
ERG3 7 29
MNL2 39 547
SHM2 1 0
REX2 48 864
FRS1 0 0
RPL22A 6 31
BUD28 2 26
BMT6 14 91
PER33 7 39
ENV10 3 3
SPC3 4 5
PET309 21 473
FYV7 5 11
MEF1 22 307
XYL2 24 415
RGR1 4 8
YLR072W 23 169
RFU1 31 315
BUD20 7 230
RPL10 0 0
YLR076C 0 0
FMP25 21 239
BOS1 6 13
SIC1 4 11
EMP46 37 778
GAL2 5 16
SRL2 34 406
EMP70 18 138
RAX2 43 866
ARP6 9 92
SMC4 2 1
CSF1 17 122
GAA1 1 0
ALT1 6 16
XDJ1 28 270
GEP5 48 421
SUL2 31 685
NYV1 12 107
GIS3 47 634
IOC2 26 206
KIN2 36 562
HRT3 11 140
CHA4 11 223
ICT1 24 296
MIM2 7 60
ERG27 0 0
YLR101C 3 8
APC9 3 3
CDC45 0 0
LCL2 7 15
SEN2 5 4
MDN1 6 48
REX3 15 193
YLR108C 15 257
AHP1 10 114
CCW12 2 1
YLR111W 15 79
YLR112W 20 159
HOG1 15 223
AVL9 16 114
CFT2 0 0
MSL5 13 139
CLF1 9 126
YLR118C 2 1
SRN2 12 137
YPS1 24 275
YLR120W-A 4 13
YPS3 50 295
YLR122C 18 187
YLR123C 6 28
YLR124W 14 36
YLR125W 2 1
YLR126C 14 84
APC2 4 6
DCN1 14 203
DIP2 3 2
ZRT2 31 364
ACE2 78 1943
USB1 1 0
CKI1 10 35
PDC5 14 186
SLX4 42 856
TIS11 8 64
RKM5 67 1009
NHA1 28 463
SLS1 17 171
YLR140W 20 111
RRN5 4 13
PUT1 36 593
DPH6 18 137
ACF2 42 415
RMP1 0 0
SPE4 15 199
YLR146W-A 0 0
SMD3 0 0
PEP3 8 191
YLR149C 19 176
YLR149C-A 2 1
STM1 7 66
PCD1 10 77
YLR152C 25 255
ACS2 2 1
RNH203 11 49
YLR154W-A 0 0
YLR154W-B 0 0
TAR1 0 0
YLR154W-E 0 0
YLR154W-F 0 0
YLR154C-G 0 0
YLR154C-H 0 0
ASP3-1 0 0
YLR156W 0 0
YLR156C-A 0 0
ASP3-2 0 0
YLR157W-D 0 0
YLR157W-E 0 0
YLR157C-C 0 0
ASP3-3 0 0
YLR159W 0 0
YLR159C-A 0 0
ASP3-4 0 0
YLR161W 0 0
YLR162W 36 460
RRT15 6 65
MAS1 0 0
YLR163W-A 0 0
SHH4 5 14
PUS5 5 31
SEC10 0 0
RPS31 0 0
UPS2 7 53
YLR169W 34 432
APS1 24 210
YLR171W 7 23
DPH5 6 136
YLR173W 28 297
IDP2 17 216
CBF5 1 0
RFX1 22 419
YLR177W 18 203
TFS1 15 152
YLR179C 30 199
SAM1 14 244
VTA1 5 41
SWI6 3 14
TOS4 16 150
YLR184W 9 19
RPL37A 3 4
EMG1 0 0
SKG3 17 314
MDL1 36 424
ATG26 23 227
MMR1 13 145
PEX13 11 65
HCR1 6 15
UPS1 7 26
YLR194C 11 143
NMT1 2 3
PWP1 1 0
NOP56 0 0
YLR198C 0 0
PBA1 4 151
YKE2 1 0
COQ9 5 10
YLR202C 10 160
MSS51 11 269
QRI5 3 33
HMX1 14 68
ENT2 10 51
HRD3 17 122
SEC13 1 0
PNP1 11 121
CLB4 9 167
ATG38 4 11
TUB4 1 0
CRR1 17 101
FRE1 21 198
CDC123 3 5
CPR6 5 6
YLR217W 2 1
COA4 20 221
MSC3 19 134
CCC1 8 100
RSA3 2 2
UTP13 2 1
YLR222C-A 1 0
IFH1 9 73
YLR224W 13 46
YLR225C 8 56
BUR2 2 5
ADY4 8 130
ECM22 15 166
CDC42 0 0
YLR230W 1 0
BNA5 11 28
YLR232W 7 14
EST1 14 70
TOP3 1 0
YLR235C 14 172
YLR236C 31 389
THI7 35 516
FAR10 6 45
LIP2 12 242
VPS34 2 1
CSC1 9 75
ARV1 12 72
GPN3 0 0
MAP1 0 0
CDD1 5 68
ERF2 6 42
IRC20 19 335
RCK2 11 109
YEF3 1 0
SSP120 9 133
SYM1 3 2
YLR252W 3 3
MCP2 18 166
NDL1 12 152
YLR255C 23 153
HAP1 52 585
YLR257W 14 63
GSY2 17 344
HSP60 1 0
LCB5 17 338
VPS63 3 7
YPT6 4 11
TMA7 3 2
RED1 21 129
RPS28B 3 5
YLR264C-A 0 0
NEJ1 8 26
PDR8 13 94
BOP2 13 69
SEC22 2 2
YLR269C 13 159
DCS1 4 9
YLR271W 5 34
YCS4 0 0
PIG1 11 22
MCM5 3 2
SMD2 1 0
DBP9 0 0
YSH1 0 0
YLR278C 25 269
YLR279W 30 207
YLR280C 22 158
YLR281C 24 178
YLR282C 8 25
YLR283W 4 5
ECI1 5 8
NNT1 3 7
YLR285C-A 3 3
CTS1 6 52
YLR286W-A 1 0
YLR287C 8 28
RPS30A 1 0
MEC3 13 213
GUF1 7 76
YLR290C 2 5
GCD7 1 0
SEC72 6 47
GSP1 0 0
YLR294C 11 107
ATP14 2 1
YLR296W 13 222
YLR297W 6 100
YHC1 10 66
ECM38 48 979
YLR299C-A 4 10
EXG1 10 180
HRI1 5 12
YLR302C 3 71
MET17 0 0
ACO1 1 0
STT4 3 10
UBC12 2 2
CDA1 13 57
YLR307C-A 2 9
CDA2 10 78
IMH1 16 146
CDC25 4 5
YLR311C 14 113
YLR312C 5 53
MRPL15 8 98
SPH1 8 37
CDC3 1 0
NKP2 5 34
TAD3 0 0
YLR317W 0 0
EST2 20 305
BUD6 11 58
MMS22 2 1
SFH1 4 9
VPS65 6 29
CWC24 7 87
PEX30 8 34
RPL38 2 1
YLR326W 20 198
TMA10 2 6
NMA1 13 182
REC102 6 16
CHS5 5 17
JIP3 0 0
MID2 1 0
RPS25B 9 170
YLR334C 10 51
NUP2 5 40
SGD1 4 13
VRP1 7 53
OPI9 0 0
YLR339C 0 0
RPP0 1 0
SPO77 8 110
FKS1 18 238
YLR342W-A 20 36
GAS2 23 215
RPL26A 8 38
YLR345W 12 297
YLR346C 6 10
KAP95 0 0
YLR347W-A 0 0
DIC1 21 508
YLR349W 5 10
ORM2 5 41
NIT3 10 132
YLR352W 21 251
BUD8 16 162
TAL1 4 10
ILV5 1 0
ATG33 3 15
RSC2 10 63
YLR358C 7 29
ADE13 0 0
VPS38 8 86
DCR2 11 322
YLR361C-A 1 0
STE11 17 186
NMD4 4 25
YLR363W-A 0 0
GRX8 1 0
YLR365W 7 126
YLR364C-A 3 10
YLR366W 21 297
RPS22B 12 201
MDM30 27 309
SSQ1 2 8
ARC18 1 0
ROM2 13 53
ELO3 5 7
VID22 21 177
YLR374C 20 268
STP3 19 208
PSY3 8 38
FBP1 24 580
SEC61 0 0
YLR379W 4 4
CSR1 15 73
CTF3 1 0
NAM2 9 105
SMC6 4 13
IKI3 23 188
SWC7 3 32
VAC14 8 38
REH1 15 214
