gene_name number_of_transposon_per_gene number_of_read_per_gene
AIM18 10 45
AIM46 36 862
NBL1 6 42
RPN10 4 7
PPX1 19 127
YHR202W 39 353
RPS4B 8 28
MNL1 60 706
SCH9 8 21
SKN7 24 349
SET5 27 395
BAT1 26 326
CRG1 17 118
YHR210C 30 678
FLO5 60 782
YHR212C 0 0
YHR212W-A 0 0
YHR213W 0 0
YHR213W-A 0 0
YHR213W-B 15 89
YHR214W 0 0
YHR214W-A 0 0
YHR214C-D 0 0
YHR214C-E 2 10
PHO12 7 18
IMD2 6 30
YHR217C 17 158
YHR218W 0 0
YHR218W-A 0 0
YHR219W 0 0
YHR219C-A 0 0
YIL177C 0 0
YIL177W-A 0 0
PAU14 0 0
VTH1 13 347
IMA3 0 0
YIL171W-A 0 0
YIL169C 18 184
YIL166C 70 753
YIL165C 11 192
NIT1 22 423
YIL163C 26 290
SUC2 47 629
YIL161W 6 22
POT1 41 640
BNR1 54 1066
AIM20 29 320
COA1 2 1
YIL156W-A 20 417
YIL156W-B 9 74
UBP7 58 749
GUT2 54 813
IMP2' 66 889
RRD1 53 908
YIL152W 32 351
ESL1 51 993
MCM10 10 145
MLP2 66 721
RPL40A 2 15
SLN1 2 15
ATG32 23 138
PAN6 17 183
NDC80 0 0
SSL2 13 91
YIL142C-A 3 25
CCT2 1 0
YIL141W 22 116
AXL2 132 1694
REV7 29 261
TPM2 6 48
TMA108 79 1084
OM45 22 244
VHS2 18 137
YIL134C-A 14 123
FLX1 20 211
RPL16A 13 44
CSM2 41 612
FKH1 43 446
ASG1 46 609
TAO3 20 276
MET18 17 124
RRT14 12 126
STH1 47 594
KGD1 51 651
AYR1 25 250
SIM1 102 1812
POG1 21 247
QDR2 55 555
QDR1 57 578
RPI1 16 217
RHO3 1 0
PRM5 22 112
HIS5 43 790
YIL115W-A 2 3
NUP159 5 25
POR2 10 36
SDP1 34 581
HOS4 68 951
COX5B 18 187
HPM1 18 196
SEC24 3 2
YIL108W 67 1350
PFK26 47 486
MOB1 8 53
SLM1 50 1133
YIL105W-A 4 34
SHQ1 1 0
DPH1 13 148
YIL102C-A 0 0
YIL102C 6 14
XBP1 77 1304
YIL100C-A 39 513
YIL100W 41 556
SGA1 55 729
FMC1 14 239
FYV10 24 228
BMT5 31 479
PRK1 64 748
LYS12 9 72
RSM25 12 152
YIL092W 58 676
UTP25 1 0
ICE2 1 0
YIL089W 27 262
AVT7 67 1165
AIM19 20 201
YIL086C 35 481
KTR7 62 1297
SDS3 16 199
CAB2 5 25
YIL082W 9 109
AIR1 28 382
THS1 1 0
YIL077C 113 2703
SEC28 6 38
RPN2 17 141
SER33 58 1186
SPO22 90 1186
HOP1 53 473
YIL071W-A 8 91
PCI8 33 526
MAM33 31 353
RPS24B 20 114
YIL068W-A 17 170
SEC6 17 163
YIL067C 78 976
YIL066W-A 19 69
RNR3 62 1132
FIS1 28 792
EFM4 51 895
YRB2 3 2
ARC15 0 0
SNP1 28 85
YIL060W 11 72
YIL059C 13 116
YIL058W 25 605
RGI2 26 540
VHR1 80 1162
YIL055C 82 1245
YIL054W 64 1149
GPP1 20 296
RPL34B 13 37
MMF1 20 102
PCL7 29 199
DFG10 12 81
NEO1 6 24
YIL047C-A 18 338
SYG1 98 1435
YIL046W-A 77 1709
MET30 3 11
PIG2 50 879
AGE2 46 559
CBR1 38 808
PKP1 50 719
GVP36 41 617
APQ12 8 43
TED1 77 1300
NOT3 42 256
PRM2 105 1622
CST6 29 522
CKA1 54 920
CAP2 28 455
BCY1 9 89
YIL032C 33 315
ULP2 52 501
YIL030W-A 24 189
SSM4 106 1657
YIL029W-A 15 143
YIL029C 25 76
YIL028W 13 94
EMC5 22 268
IRR1 32 282
YIL025C 11 139
YIL024C 26 321
YKE4 82 1408
TIM44 2 1
RPB3 10 131
YIL021C-A 1 0
YIL020C-A 22 346
HIS6 63 1521
FAF1 5 31
RPL2B 16 89
VID28 135 2172
SNL1 36 364
BAR1 168 4079
YIL014C-A 14 67
MNT3 86 1131
PDR11 260 4247
YIL012W 73 1169
TIR3 61 889
DOT5 44 884
EST3 30 429
FAA3 201 2936
URM1 18 85
NAS2 76 1711
YIA6 145 2564
EPS1 334 7325
BET1 0 0
CFD1 24 862
YIL002W-A 22 442
INP51 521 12625
YIL001W 336 8152
SGN1 135 1823
MPH1 462 9823
AIM21 274 5573
DJP1 143 2347
IST3 60 677
PAN1 448 9852
YIR007W 189 3393
PRI1 3 3
MSL1 21 271
DSN1 29 287
STS1 3 2
SQT1 9 14
GAT4 36 1010
YIR014W 81 1294
RPR2 6 41
YIR016W 125 2396
MET28 203 7948
YIR017W-A 220 8267
YAP5 69 1125
YIR018C-A 26 408
FLO11 84 1276
YIR020C 4 6
YIR020W-A 8 74
YIR020C-B 15 174
MRS1 3 8
YIR021W-A 52 860
SEC11 2 2
DAL81 85 1125
YIR023C-A 25 117
INA22 25 285
MND2 28 538
YVH1 24 227
DAL1 83 1200
DAL4 110 1441
DAL2 72 1236
DCG1 67 1039
YIR030W-A 30 332
DAL7 77 1020
DAL3 60 985
MGA2 76 906
LYS1 6 9
YIR035C 59 1044
IRC24 49 634
YIR036W-A 42 623
HYR1 17 240
GTT1 33 384
YPS6 31 178
YIR040C 2 1
PAU15 4 26
YIR042C 15 145
YJL225C 0 0
YJL225W-A 0 0
PAU1 0 0
YJL222W-B 0 0
YJL222W-A 0 0
VTH2 10 176
IMA4 0 0
YJL220W 0 0
HXT9 15 350
YJL218W 11 89
REE1 21 235
IMA5 32 633
YJL215C 23 53
HXT8 38 344
YJL213W 20 241
OPT1 56 994
YJL211C 29 650
PEX2 48 587
CBP1 0 0
NUC1 21 221
LAA1 88 1199
YJL206C 40 824
NCE101 13 372
RCY1 10 112
PRP21 10 110
YJL202C 8 116
ECM25 57 573
ACO2 60 676
MBB1 10 96
PHO90 77 1027
UBP12 58 760
YJL197C-A 0 0
ELO1 17 102
YJL195C 0 0
CDC6 1 0
YJL193W 20 158
SOP4 36 407
RPS14B 42 584
RPS22A 6 46
RPL39 2 12
BUD19 0 0
SWE1 52 676
MNN5 47 442
ATG36 24 132
GON7 1 0
MNN11 17 145
YJL182C 23 142
YJL181W 44 345
ATP12 1 0
PFD1 2 1
ATG27 16 211
RPL17B 10 22
SWI3 9 118
YJL175W 4 21
KRE9 0 0
RFA3 0 0
CPS1 27 314
YJL171C 17 241
ASG7 17 135
YJL169W 2 9
SET2 21 293
ERG20 0 0
QCR8 2 6
HAL5 68 980
TPK1 30 251
YJL163C 57 936
JJJ2 68 1353
FMP33 25 141
YJL160C 33 296
HSP150 18 89
CIS3 25 611
FAR1 46 730
YJL156W-A 33 355
SSY5 1 0
FBP26 28 212
VPS35 25 146
INO1 6 27
YJL152W 74 2143
SNA3 36 1283
YJL150W 47 745
DAS1 39 429
RPA34 17 393
YJL147C 10 52
IDS2 65 959
SFH5 46 642
YJL144W 10 94
TIM17 9 201
IRC9 10 31
YAK1 60 1468
RPB4 1 0
YUR1 48 427
TIF2 5 30
GLG2 22 401
YJL136W-A 4 22
RPS21B 4 4
YJL135W 20 502
LCB3 22 130
YJL133C-A 28 819
MRS3 27 321
YJL132W 58 695
AIM23 31 447
URA2 150 2423
TRK1 9 110
PBS2 33 427
YJL127W-A 4 41
YJL127C-B 4 24
SPT10 49 711
NIT2 24 418
GCD14 1 0
LSM1 4 12
MTC1 24 205
ALB1 14 93
RPE1 9 40
YJL120W 15 516
YJL119C 21 462
YJL118W 35 711
PHO86 21 153
NCA3 35 476
ASF1 11 40
MDV1 74 851
CCT7 2 1
GZF3 35 215
UTP10 11 46
PRM10 19 152
YJL107C 21 251
IME2 23 314
SET4 34 264
PAM16 3 41
GSM1 22 238
MEF2 4 6
GSH1 5 12
LSB6 64 1070
CHS6 69 752
SAP185 54 776
PHS1 1 0
MRPL49 0 0
BCK1 29 130
KHA1 56 556
TOK1 31 220
SRS2 81 927
GWT1 0 0
DPB11 5 30
SIP4 54 324
ARG3 0 0
TRL1 3 6
YJL086C 29 368
EXO70 0 0
ALY2 43 505
TAX4 53 586
IML2 25 295
ARP4 0 0
SCP160 30 255
PRY1 24 251
PRY3 137 1610
YJL077W-B 2 6
ICS3 26 459
YJL077W-A 2 2
NET1 32 203
APQ13 7 49
SMC3 0 0
JEM1 66 1111
PSF2 4 11
ARG2 6 16
YJL070C 51 461
UTP18 1 0
YJL068C 26 339
YJL067W 12 210
MPM1 25 488
DLS1 18 154
YJL064W 13 131
MRPL8 1 0
COA3 0 0
LAS21 51 466
NUP82 9 49
BNA3 35 388
YHC3 50 614
BIT61 45 506
IKS1 67 549
ZAP1 9 40
YJL055W 93 1102
TIM54 7 36
PEP8 8 20
YJL052C-A 23 481
TDH1 38 654
IRC8 165 3245
MTR4 0 0
YJL049W 9 24
UBX6 46 533
YJL047C-A 17 99
RTT101 46 528
AIM22 34 570
YJL045W 68 905
GYP6 89 878
YJL043W 106 2441
MHP1 178 2817
NSP1 3 2
NUP192 8 31
LOH1 14 61
IRC18 46 430
SNX4 33 462
TAD2 2 2
KAR2 6 21
HCA4 1 0
YJL032W 2 1
BET4 2 1
MAD2 68 2242
VPS53 40 468
YJL028W 126 4763
YJL027C 165 5375
RNR2 14 218
YJL026C-A 0 0
RRN7 5 14
APS3 67 1237
PET130 10 43
YJL022W 1 0
BBC1 142 1581
YJL020W-A 8 84
MPS3 78 961
YJL016W 129 2618
YJL015C 80 2443
CCT3 4 3
MAD3 208 8098
VTC4 127 3141
RPC17 0 0
NOP9 28 130
YJL009W 14 350
CCT8 1 0
YJL007C 66 3161
CTK2 15 261
CYR1 33 347
SYS1 116 2677
COX16 11 110
OST1 8 96
PRE3 8 57
AVT1 473 14695
MPP10 104 1843
YJR003C 298 7342
SAG1 295 6964
APL1 153 3059
LSO1 34 354
POL31 2 1
SUI2 16 266
MHO1 123 2994
TDH2 95 1449
MET3 192 4969
SPC1 23 463
YJR011C 43 343
YJR012C 83 1639
GPI14 2 2
TMA22 48 693
YJR015W 136 2122
ILV3 1 0
ESS1 4 44
YJR018W 15 306
TES1 127 3225
YJR020W 47 1250
REC107 109 2654
LSM8 1 0
YJR023C 3 2
MDE1 40 861
BNA1 53 832
YJR030C 138 2422
GEA1 171 2362
CPR7 25 84
RAV1 70 692
PET191 1 0
RAD26 83 1252
HUL4 78 779
YJR037W 9 25
YJR038C 28 431
YJR039W 123 1932
GEF1 47 362
URB2 1 0
NUP85 23 174
POL32 67 586
VPS55 16 167
SSC1 1 0
TAH11 3 2
ANB1 34 466
CYC1 14 128
UTR1 39 15820
ISY1 50 1147
OSM1 73 1126
RAD7 59 887
BFA1 58 1430
KCH1 44 482
HIT1 13 83
YJR056C 24 83
CDC8 1 0
APS2 27 266
PTK2 35 291
CBF1 26 291
YJR061W 95 1449
NTA1 39 645
RPA12 8 51
CCT5 3 16
ARP3 0 0
TOR1 199 3346
YAE1 0 0
RFC2 0 0
HAM1 20 396
LIA1 36 634
YJR071W 25 262
NPA3 35 277
OPI3 7 40
MOG1 43 669
HOC1 34 380
CDC11 25 127
MIR1 10 126
BNA2 139 2357
YJR079W 41 294
AIM24 31 367
EAF6 19 145
ACF4 33 338
YJR084W 42 741
YJR085C 16 168
STE18 6 43
YJR087W 8 36
EMC2 23 238
BIR1 57 1185
GRR1 28 454
JSN1 51 777
BUD4 158 3179
FIP1 2 1
IME1 30 369
RPL43B 19 123
SFC1 50 580
YJR096W 34 370
JJJ3 8 25
YJR098C 40 352
YUH1 25 58
AIM25 34 757
RSM26 5 115
VPS25 6 59
URA8 148 2778
SOD1 16 206
ADO1 9 15
ECM27 54 578
YJR107W 23 170
ABM1 49 1145
CPA2 52 521
YMR1 78 1472
YJR111C 41 412
NNF1 5 7
YJR112W-A 24 246
RSM7 4 16
YJR114W 10 133
YJR115W 35 564
TDA4 45 580
STE24 27 268
ILM1 6 22
JHD2 63 921
YJR120W 76 1113
ATP2 2 1
IBA57 0 0
RPS5 0 0
YJR124C 42 812
ENT3 30 535
VPS70 33 248
RSF2 259 4704
YJR128W 56 499
EFM3 66 1367
STR2 37 398
MNS1 62 1896
NMD5 33 241
XPT1 22 321
SGM1 31 201
MCM22 6 77
TIM8 0 0
TTI2 0 0
MET5 114 2608
IML1 16 130
HOM6 9 62
HIR3 80 715
YJR140W-A 5 7
YJR141W 0 0
YJR142W 25 412
PMT4 43 455
MGM101 2 2
RPS4A 7 13
YJR146W 35 419
HMS2 51 518
BAT2 121 1884
YJR149W 34 316
DAN1 22 170
DAN4 32 372
YJR151W-A 4 52
DAL5 27 270
PGU1 28 168
YJR154W 123 1729
AAD10 29 439
THI11 15 103
YJR157W 3 3
HXT16 1 0
SOR1 1 0
MPH3 0 0
COS5 2 1
YJR162C 2 4
YKL225W 6 6
PAU16 4 5
YKL223W 3 40
YKL222C 33 272
MCH2 74 1060
FRE2 42 825
COS9 22 325
SRY1 51 890
JEN1 55 1020
URA1 12 101
OXP1 142 2494
YRA2 15 347
DOA1 14 64
SAC1 3 8
TRP3 43 417
UBA1 0 0
STE6 91 1395
CBT1 10 47
EMC3 14 348
ADD66 13 55
LOS1 28 330
EAP1 18 139
TOR2 4 4
YKL202W 9 27
MNN4 109 893
PTK1 201 5663
PEX1 201 3261
YKT6 1 0
MIA40 8 27
MST1 2 2
SDS22 0 0
ACP1 2 1
DPH2 18 120
CNB1 8 58
HYM1 1 0
PXA2 35 373
FAT3 80 1441
MTR2 21 229
ASH1 60 544
SPE1 12 134
YKL183C-A 27 803
LOT5 69 1100
FAS1 0 0
PRS1 7 27
RPL17A 2 1
COY1 28 137
STE3 33 392
YKL177W 8 119
LST4 39 590
ZRT3 12 72
TPO5 15 139
SNU114 21 196
EBP2 10 65
NNK1 49 547
MRPL38 2 3
YKL169C 4 7
KKQ8 50 844
MRP49 10 102
TPK3 68 807
YKL165C-A 7 42
MCD4 2 1
PIR1 10 61
PIR3 30 164
YKL162C-A 4 33
YKL162C 20 254
KDX1 27 150
ELF1 6 43
RCN1 11 81
APE2 99 1197
RPS27A 5 41
YKL156C-A 0 0
RSM22 11 128
SRP102 2 2
YKL153W 1 0
GPM1 0 0
YKL151C 57 737
MCR1 50 417
DBR1 23 132
SDH1 42 747
YKL147C 44 626
AVT3 68 1120
RPT1 0 0
YKL145W-A 0 0
RPC25 0 0
LTV1 11 62
MRP8 11 75
SDH3 8 31
TGL1 34 271
CTK1 3 4
HSK3 0 0
MRPL31 2 2
CMC1 7 19
YKL136W 14 120
APL2 41 533
OCT1 4 33
YKL133C 32 312
RMA1 24 256
YKL131W 16 68
SHE2 9 34
MYO3 72 908
PMU1 44 822
PGM1 97 1062
YPK1 6 9
RRN3 9 60
SSH4 44 568
YKL123W 8 70
SRP21 7 138
DGR2 35 424
OAC1 20 371
VPH2 3 91
YKL118W 24 558
SBA1 13 148
PRR1 23 174
YKL115C 31 97
APN1 45 557
RAD27 27 184
ABF1 10 91
YKL111C 9 87
KTI12 39 448
HAP4 36 369
SLD2 17 81
YKL107W 22 148
YKL106C-A 6 24
AAT1 32 332
SEG2 70 1120
GFA1 0 0
APE1 52 736
YKL102C 39 678
HSL1 130 1689
YPF1 39 423
YKL100W-A 1 0
UTP11 3 5
MTC2 15 135
YKL097C 46 614
YKL096C-B 5 5
CWP2 3 2
CWP1 30 484
YJU2 29 539
YJU3 26 436
MBR1 15 113
BUD2 45 563
YKL091C 34 403
CUE2 44 509
MIF2 1 0
CAB3 15 77
CYT2 35 697
SRX1 53 926
MDH1 26 531
HOT13 26 496
YKL083W 8 12
RRP14 13 36
TEF4 24 180
VMA5 2 1
SMY1 37 723
DHR2 6 29
YKL077W 25 325
PSY1 9 118
YKL075C 56 968
MUD2 86 1382
LHS1 45 298
STB6 58 917
YKL071W 33 526
YKL070W 25 291
YKL069W 11 142
YKL068W-A 11 74
NUP100 52 388
YNK1 12 23
YKL066W 46 968
YKL065W-A 14 135
YET1 16 95
MNR2 64 870
YKL063C 9 82
MSN4 36 295
BLI1 9 182
FBA1 0 0
MPE1 48 687
TOA2 0 0
NUP120 33 148
TMA19 15 55
OAR1 40 463
DEF1 8 22
MDM35 7 37
YKL053W 44 808
ASK1 52 2302
SFK1 59 699
YKL050C 72 1109
CSE4 6 60
ELM1 41 489
ANR2 59 1147
DCW1 35 606
PRI2 6 44
YKL044W 27 147
PHD1 31 385
SPC42 0 0
VPS24 2 1
NFU1 24 278
PTM1 38 548
RGT1 82 1099
AIM26 77 1110
YKL036C 57 813
UGP1 2 1
TUL1 75 1572
YKL033W-A 26 327
TTI1 1 0
IXR1 108 1649
YKL031W 79 1158
YKL030W 135 3473
MAE1 292 6991
TFA1 27 159
TCD2 112 1365
GPX1 38 394
PAN3 152 2208
URA6 1 0
YKL023C-A 57 754
YKL023W 50 775
CDC16 33 1006
MAK11 52 471
SPT23 128 2203
RAM2 1 0
YKL018C-A 27 752
SWD2 2 9
HCS1 195 2973
ATP7 6 8
PUT3 135 2092
URB1 32 170
ARC19 0 0
PRP40 58 452
CCE1 73 1189
UFD4 323 7816
MRT4 26 289
LAC1 157 2242
CAP1 84 1564
SFT1 38 702
RPL14A 11 74
BYE1 317 5730
AUR1 18 308
MRP17 8 109
DID4 17 227
MET14 128 4745
VPS1 15 93
PAP1 56 1299
OSH6 268 4844
ECM9 28 151
YKR005C 313 6039
MRPL13 8 115
MEH1 61 883
RSC4 3 2
FOX2 305 6337
TOF2 203 3494
YKR011C 86 1804
YKR012C 54 886
PRY2 119 1457
YPT52 20 83
YKR015C 106 1416
MIC60 40 278
HEL1 91 1266
YKR018C 115 2501
IRS4 104 1473
VPS51 13 64
ALY1 129 1751
NTR2 37 396
YKR023W 116 2697
DBP7 42 263
RPC37 16 189
GCN3 103 1243
BCH2 147 2355
SAP190 98 1379
SET3 75 952
GMH1 27 273
SPO14 124 1887
YKR032W 48 1404
YKR033C 24 174
DAL80 57 763
OPI8 2 19
DID2 1 0
CAF4 106 1778
SPC34 20 172
KAE1 1 0
GAP1 106 1241
YKR040C 87 2393
YKR041W 151 3722
UTH1 4 16
SHB17 45 560
UIP5 92 2115
YKR045C 47 858
PET10 20 282
YKR047W 9 88
NAP1 35 409
FMP46 21 162
TRK2 111 1404
YKR051W 42 689
MRS4 28 477
YSR3 106 1915
DYN1 77 518
RHO4 26 474
TRM2 80 860
RPS21A 20 71
GLG1 34 211
TIF1 10 95
UTP30 35 384
KTR2 69 909
TFA2 1 0
LAS1 0 0
OAF3 54 587
PAM17 12 130
CCP1 73 1190
GPT2 112 2240
BET3 0 0
MET1 108 2399
YKR070W 53 1076
DRE2 5 5
SIS2 30 276
YKR073C 40 1042
AIM29 14 185
YKR075C 43 878
YKR075W-A 27 489
ECM4 43 535
MSA2 45 496
YKR078W 47 741
TRZ1 10 18
MTD1 22 232
RPF2 7 51
NUP133 37 283
DAD2 0 0
HBS1 39 322
MRPL20 5 28
PRP16 20 227
OMA1 38 377
TVP38 24 184
TGL4 45 457
PXL1 69 978
SRL3 20 257
SRP40 20 572
PTR2 49 758
RPL40B 10 19
MLP1 80 1048
PCC1 1 0
ESL2 109 3829
PCK1 65 1221
UBP11 32 370
BAS1 25 247
SKG1 28 199
SIR1 36 293
FLO10 111 1644
NFT1 78 801
YKR104W 25 349
VBA5 16 266
GEX2 35 610
YLL067C 0 0
YLL067W-A 0 0
YLL066W-B 8 148
YLL066C 1 0
YLL066W-A 0 0
YLL065W 9 67
PAU18 0 0
AYT1 37 420
MHT1 29 357
MMP1 57 909
GTT2 37 502
YLL059C 63 1894
YLL058W 26 365
JLP1 61 1085
YLL056C 52 735
YCT1 31 311
YLL054C 43 388
YLL053C 14 178
AQY2 18 143
FRE6 51 511
COF1 0 0
LDB18 2 20
YBT1 80 1385
YLL047W 17 85
RNP1 25 143
RPL8B 16 95
YLL044W 7 15
FPS1 19 120
ATG10 6 264
SDH2 20 278
VPS13 199 4146
UBI4 12 107
ENT4 54 1443
YLL037W 14 54
PRP19 6 23
GRC3 1 0
RIX7 1 0
IRC19 1 0
YLL032C 59 651
GPI13 5 8
RRT7 29 813
FRA1 114 2661
TPO1 124 2323
ISA1 0 0
HSP104 81 1299
PAU17 24 100
SSA2 38 460
POM33 47 871
HIF1 58 924
SPA2 139 2060
YLL020C 15 241
KNS1 202 3425
YLL019W-A 21 166
COX19 5 7
DPS1 2 1
BPT1 185 2596
EMC6 9 110
PUF3 267 10110
YEH1 194 4404
SOF1 13 67
PSR1 180 7809
COX17 1 0
DRS1 33 294
YLL007C 71 388
YLL006W-A 74 2338
MMM1 25 280
SPO75 149 2828
ORC3 5 7
SFI1 39 1687
RTT109 82 734
DNM1 368 5802
YLR001C 449 9385
NOC3 27 108
CMS1 100 1243
THI73 208 4986
SSL1 22 805
SSK1 166 2375
NSE1 0 0
PAM18 2 3
RLP24 1 0
TEN1 0 0
LOT6 53 1098
YLR012C 10 151
GAT3 19 84
PPR1 163 2908
BRE2 90 1057
PML1 55 1134
MEU1 66 893
POM34 63 1510
PSR2 70 1340
YEH2 94 1517
IRC25 24 128
SDO1 1 0
IZH3 55 1046
UBR2 349 7214
SNF7 2 3
SED5 0 0
AAT2 1 0
ADE16 102 1498
RPL15A 0 0
YLR030W 33 319
YLR031W 15 114
RAD5 65 667
RSC58 1 0
SMF3 30 277
MLH2 109 2987
YLR036C 20 119
PAU23 15 233
COX12 3 5
RIC1 41 373
AFB1 13 200
YLR041W 2 1
YLR042C 16 225
TRX1 6 36
PDC1 31 326
STU2 36 345
YLR046C 21 156
FRE8 50 548
RPS0B 11 65
YLR049C 22 146
YLR050C 16 127
FCF2 10 38
IES3 12 70
YLR053C 9 18
OSW2 68 689
SPT8 44 267
ERG3 7 24
MNL2 65 719
SHM2 2 1
REX2 71 1312
FRS1 1 0
RPL22A 2 1
BUD28 1 0
BMT6 16 151
PER33 10 16
ENV10 6 8
SPC3 1 0
PET309 1 0
FYV7 5 24
MEF1 0 0
XYL2 33 497
RGR1 17 273
YLR072W 44 380
RFU1 59 506
BUD20 11 78
RPL10 0 0
YLR076C 0 0
FMP25 66 1476
BOS1 8 101
SIC1 7 12
EMP46 48 607
GAL2 21 203
SRL2 42 577
EMP70 31 205
RAX2 93 1425
ARP6 35 696
SMC4 1 0
CSF1 69 838
GAA1 2 1
ALT1 4 22
XDJ1 39 582
GEP5 22 175
SUL2 78 1948
NYV1 31 166
GIS3 49 818
IOC2 50 554
KIN2 58 435
HRT3 20 181
CHA4 49 623
ICT1 36 426
MIM2 8 19
ERG27 1 0
YLR101C 4 29
APC9 9 31
CDC45 0 0
LCL2 9 92
SEN2 2 1
MDN1 9 134
REX3 27 549
YLR108C 20 187
AHP1 16 131
CCW12 3 2
YLR111W 22 243
YLR112W 26 284
HOG1 33 510
AVL9 20 291
CFT2 0 0
MSL5 18 204
CLF1 13 76
YLR118C 15 139
SRN2 31 221
YPS1 38 281
YLR120W-A 10 260
YPS3 66 568
YLR122C 19 103
YLR123C 10 71
YLR124W 28 111
YLR125W 15 143
YLR126C 22 185
APC2 9 30
DCN1 24 194
DIP2 3 4
ZRT2 76 1199
ACE2 160 4278
USB1 0 0
CKI1 25 110
PDC5 44 534
SLX4 74 1032
TIS11 28 389
RKM5 112 2066
NHA1 49 748
SLS1 0 0
YLR140W 23 201
RRN5 4 8
PUT1 34 780
DPH6 28 156
ACF2 58 732
RMP1 2 1
SPE4 28 563
YLR146W-A 3 5
SMD3 0 0
PEP3 15 197
YLR149C 43 613
YLR149C-A 6 26
STM1 16 100
PCD1 20 208
YLR152C 45 607
ACS2 4 12
RNH203 9 124
YLR154W-A 0 0
YLR154W-B 0 0
TAR1 0 0
YLR154W-E 0 0
YLR154W-F 0 0
YLR154C-G 0 0
YLR154C-H 0 0
ASP3-1 0 0
YLR156W 0 0
YLR156C-A 0 0
ASP3-2 0 0
YLR157W-D 0 0
YLR157W-E 0 0
YLR157C-C 0 0
ASP3-3 0 0
YLR159W 0 0
YLR159C-A 0 0
ASP3-4 0 0
YLR161W 0 0
YLR162W 64 1025
RRT15 13 86
MAS1 1 0
YLR163W-A 0 0
SHH4 10 44
PUS5 20 282
SEC10 2 1
RPS31 0 0
UPS2 17 257
YLR169W 49 600
APS1 47 405
YLR171W 26 185
DPH5 16 216
YLR173W 69 1139
IDP2 51 980
CBF5 4 26
RFX1 35 474
YLR177W 37 507
TFS1 33 682
YLR179C 40 536
SAM1 28 396
VTA1 6 17
SWI6 8 63
TOS4 56 718
YLR184W 25 77
RPL37A 10 218
EMG1 1 0
SKG3 48 644
MDL1 84 1180
ATG26 52 758
MMR1 39 600
PEX13 24 191
HCR1 11 76
UPS1 3 39
YLR194C 16 107
NMT1 1 0
PWP1 2 9
NOP56 2 2
YLR198C 2 2
PBA1 19 195
YKE2 1 0
COQ9 0 0
YLR202C 25 466
MSS51 6 181
QRI5 4 29
HMX1 38 437
ENT2 15 60
HRD3 25 117
SEC13 0 0
PNP1 18 207
CLB4 21 170
ATG38 8 27
TUB4 4 3
CRR1 33 199
FRE1 21 137
CDC123 9 316
CPR6 16 237
YLR217W 4 36
COA4 33 563
MSC3 36 536
CCC1 15 258
RSA3 5 7
UTP13 0 0
YLR222C-A 5 32
IFH1 21 258
YLR224W 34 254
YLR225C 12 81
BUR2 5 7
ADY4 31 336
ECM22 28 310
CDC42 0 0
YLR230W 3 13
BNA5 26 407
YLR232W 13 162
EST1 45 385
TOP3 1 0
YLR235C 25 510
YLR236C 58 1136
THI7 55 1202
FAR10 19 150
LIP2 18 117
VPS34 0 0
CSC1 17 107
ARV1 12 60
GPN3 0 0
MAP1 2 1
CDD1 11 126
ERF2 21 161
IRC20 59 914
RCK2 32 197
YEF3 3 4
SSP120 19 250
SYM1 5 16
YLR252W 5 21
MCP2 41 835
NDL1 23 149
YLR255C 51 516
HAP1 84 1712
YLR257W 14 102
GSY2 43 614
HSP60 1 0
LCB5 54 552
VPS63 2 2
YPT6 6 31
TMA7 3 44
RED1 47 579
RPS28B 4 8
YLR264C-A 1 0
NEJ1 11 73
PDR8 40 448
BOP2 25 258
SEC22 3 7
YLR269C 32 349
DCS1 15 104
YLR271W 20 339
YCS4 1 0
PIG1 30 261
MCM5 2 2
SMD2 0 0
DBP9 0 0
YSH1 0 0
YLR278C 60 746
YLR279W 65 527
YLR280C 40 586
YLR281C 45 840
YLR282C 16 111
YLR283W 16 174
ECI1 12 90
NNT1 12 194
YLR285C-A 10 34
CTS1 14 94
YLR286W-A 2 1
YLR287C 13 137
RPS30A 7 14
MEC3 40 453
GUF1 35 678
YLR290C 9 42
GCD7 3 65
SEC72 15 136
GSP1 0 0
YLR294C 5 8
ATP14 0 0
YLR296W 22 156
YLR297W 4 8
YHC1 14 99
ECM38 89 2202
YLR299C-A 12 357
EXG1 30 378
HRI1 15 157
YLR302C 32 825
MET17 10 82
ACO1 3 2
STT4 4 3
UBC12 18 372
CDA1 33 257
YLR307C-A 2 1
CDA2 29 228
IMH1 42 445
CDC25 7 10
YLR311C 16 202
YLR312C 26 316
MRPL15 3 6
SPH1 16 151
CDC3 0 0
NKP2 7 109
TAD3 2 2
YLR317W 1 0
EST2 45 787
BUD6 22 128
MMS22 16 65
SFH1 7 65
VPS65 7 104
CWC24 8 49
PEX30 22 252
RPL38 6 19
YLR326W 26 374
TMA10 7 59
NMA1 26 512
REC102 11 77
CHS5 13 148
JIP3 3 5
MID2 8 39
RPS25B 18 172
YLR334C 20 54
NUP2 31 423
SGD1 9 24
VRP1 18 129
OPI9 7 62
YLR339C 0 0
RPP0 0 0
SPO77 18 130
FKS1 23 129
YLR342W-A 20 75
GAS2 42 426
RPL26A 18 104
YLR345W 25 266
YLR346C 6 45
KAP95 3 9
YLR347W-A 0 0
DIC1 55 932
YLR349W 36 527
ORM2 7 135
NIT3 26 439
YLR352W 35 254
BUD8 27 269
