gene_name number_of_transposon_per_gene number_of_read_per_gene
RAD30 35 381
HKR1 44 716
ARO80 38 463
SIP1 29 464
CAD1 20 350
DYN2 10 74
SNX41 12 156
YDR426C 2 1
RPN9 1 0
BNA7 9 36
TIF35 1 0
CYM1 55 974
YDR431W 16 176
NPL3 2 7
YDR433W 2 7
GPI17 4 28
PPM1 20 168
PPZ2 30 410
GPI19 3 4
THI74 17 210
LRS4 3 4
DOT1 46 615
APT2 14 128
YDR442W 21 644
SSN2 111 2034
YDR444W 48 409
YDR445C 14 115
ECM11 13 118
RPS17B 8 62
ADA2 3 2
UTP6 4 36
RPS18A 9 20
YHP1 23 313
PPN1 60 932
TSA2 26 468
GUK1 0 0
YDR455C 11 109
NHX1 22 244
TOM1 149 2200
HEH2 33 249
PFA5 25 206
TFB3 1 0
MFA1 3 5
YDR461C-A 7 25
MRPL28 3 44
STP1 12 61
SPP41 14 56
YDR464C-A 5 10
RMT2 13 294
PKH3 30 315
YDR467C 10 102
TLG1 4 5
SDC1 7 53
UGO1 2 1
RPL27B 15 200
TRS31 3 3
PRP3 8 73
JIP4 46 848
YDR476C 42 428
SNF1 10 24
SNM1 1 0
PEX29 30 279
DIG2 24 460
PHO8 46 998
CWC21 35 813
KRE2 12 131
VPS52 2 1
VPS72 32 239
VPS60 9 65
RIB3 0 0
PAC11 44 329
SLD5 2 1
PKH1 89 1470
YDR491C 38 655
IZH1 31 380
MZM1 13 121
RSM28 18 124
VPS3 20 115
PUF6 21 226
ITR1 33 403
SEC20 11 114
LCD1 9 27
RPL37B 10 95
PLM2 43 467
SAM2 19 265
LPP1 17 196
SPG3 6 28
PSP1 28 189
GMC1 111 1977
GIN4 49 694
GNP1 39 675
YDR509W 12 68
SMT3 0 0
YDR510C-A 6 13
SDH7 14 168
EMI1 45 894
GRX2 5 34
YDR514C 40 559
SLF1 8 23
EMI2 20 330
GRH1 37 374
EUG1 29 354
FPR2 7 61
URC2 26 155
YDR521W 7 56
SPS2 18 174
SPS1 44 348
AGE1 15 136
YDR524W-C 4 12
YDR524C-B 1 0
YDR524C-A 17 206
API2 33 604
SNA2 15 335
YDR526C 0 0
RBA50 3 5
HLR1 28 460
QCR7 5 36
APA2 21 418
CAB1 2 1
KRE28 10 29
HSP31 17 122
FIT1 29 335
YDR535C 51 772
STL1 41 477
YDR537C 10 159
PAD1 13 173
FDC1 19 285
IRC4 9 55
YDR541C 30 449
PAU10 0 0
YDR543C 4 23
YDR544C 6 148
YRF1-1 0 0
YDR545C-A 0 0
YEL077C 55 940
YEL077W-A 5 104
YEL076C-A 0 0
YEL076C 0 0
YEL075W-A 1 0
YEL075C 1 0
YEL074W 33 821
YEL073C 18 507
RMD6 28 426
DLD3 63 1103
DSF1 31 366
HXT13 31 555
YEL068C 5 20
YEL067C 49 892
HPA3 44 703
SIT1 51 631
AVT2 42 965
CAN1 44 355
NPR2 9 31
CIN8 24 223
PRB1 56 745
SOM1 18 96
HHY1 73 1456
PCM1 2 16
YEL057C 38 464
HAT2 41 471
POL5 1 0
RPL12A 7 19
YEL053W-A 6 15
MAK10 54 537
AFG1 38 326
VMA8 4 8
YEL050W-A 11 99
RML2 5 56
PAU2 12 69
TCA17 8 18
FRD1 57 1129
GLY1 19 119
YEL045C 73 1423
IES6 6 6
YEL043W 105 2292
GDA1 57 548
YEF1 57 871
UTR2 58 1024
CYC7 14 365
UTR4 48 886
RAD23 27 536
ANP1 30 567
UTR5 153 2916
YEL034C-A 7 78
HYP2 2 1
MTC7 65 1461
MCM3 1 0
YEL032C-A 0 0
SPF1 56 623
YEL030C-A 15 199
ECM10 84 904
BUD16 23 208
YEL028W 31 364
VMA3 1 0
SNU13 0 0
YEL025C 173 2594
RIP1 2 5
YEL023C 142 2331
GEA2 191 3101
URA3 865 84124
YEL020C-B 0 0
TIM9 3 4
YEL020C 142 2410
MMS21 27 479
YEL018C-A 22 123
EAF5 29 223
PMP2 11 69
GTT3 97 1465
NPP2 138 2279
EDC3 101 1627
YEL014C 95 921
VAC8 65 431
UBC8 72 993
GLC3 211 4959
YEL010W 66 1288
YEL009C-A 92 1740
GCN4 87 1104
YEL008W 194 11647
YEL008C-A 45 2387
MIT1 65 722
YEA6 216 3717
VAB2 94 1878
YEA4 178 2500
GIM4 55 1771
WBP1 8 32
IRC22 125 3648
MNN1 451 11677
NOP16 35 297
PMI40 3 4
FMP52 153 3326
YND1 284 7773
NUG1 30 198
YER006C-A 65 936
PAC2 150 3273
TMA20 98 1692
SEC3 171 2392
NTF2 0 0
YER010C 73 1294
TIR1 48 472
PRE1 3 17
PRP22 43 828
HEM14 10 58
BUD25 94 2099
FAA2 119 1827
BIM1 75 1398
AFG3 5 47
SPC25 13 95
ISC1 177 2843
SBH2 27 237
GPA2 93 928
RPN3 7 70
SRB4 5 29
PRO3 1 0
YER023C-A 0 0
YAT2 180 3415
GCD11 2 2
CHO1 2 1
GAL83 58 772
MIG3 114 1743
SMB1 20 170
CHZ1 12 31
YPT31 30 333
FIR1 83 1734
ZRG8 111 1559
YER034W 119 3553
EDC2 75 1313
ARB1 5 4
PHM8 33 616
KRE29 2 1
YER038W-A 16 122
HVG1 30 267
YER039C-A 9 218
GLN3 63 820
YEN1 68 771
MXR1 25 363
SAH1 2 1
ERG28 13 39
MEI4 74 977
ACA1 49 565
SPO73 22 514
YER046W-A 13 205
SAP1 83 1327
CAJ1 31 598
ISD11 3 21
TPA1 40 752
RSM18 2 1
JHD1 60 658
HOM3 34 274
PIC2 50 494
YER053C-A 2 1
GIP2 68 917
HIS1 48 800
FCY2 59 944
RPL34A 16 155
HMF1 11 185
PET117 5 46
PCL6 36 429
FCY21 61 648
FCY22 55 896
CEM1 32 274
GPP2 20 158
THO1 35 296
VHR2 28 309
ICL1 65 1229
RRT13 4 12
YER066C-A 17 54
RGI1 11 189
YER067C-A 8 98
MOT2 30 196
YER068C-A 20 258
ARG5,6 22 179
RNR1 19 108
TDA2 7 11
VTC1 15 231
ALD5 47 334
RPS24A 2 1
YOS1 0 0
PTP3 61 843
YER076C 37 403
YER076W-A 13 86
YER077C 25 257
ICP55 63 1145
YER078W-A 22 90
YER079W 12 278
YER079C-A 13 141
AIM9 47 682
SER3 36 454
UTP7 12 82
GET2 4 6
YER084W 40 756
YER084W-A 12 103
YER085C 12 103
ILV1 1 0
AIM10 1 0
YER087C-A 3 18
SBH1 8 97
DOT6 93 1865
YER088C-A 79 1015
YER088W-B 34 811
PTC2 116 2052
TRP2 31 428
YER090C-A 2 1
MET6 3 2
YER091C-A 50 1185
IES5 22 219
TSC11 42 610
AIM11 16 160
PUP3 1 0
RAD51 18 83
SHC1 33 496
YER097W 30 196
UBP9 31 327
PRS2 35 854
UBC6 30 332
AST2 40 549
RPS8B 7 35
SSA4 33 376
RTT105 10 59
NUP157 69 707
MAM1 29 198
GLE2 1 0
YER107W-A 1 0
KAP123 43 403
SWI4 28 198
LSM4 0 0
TMN3 45 714
BOI2 60 920
SPR6 10 100
SLX8 16 405
RPL23B 3 3
SHO1 26 258
AVT6 34 327
YER119C-A 19 501
SCS2 8 26
YER121W 16 93
GLO3 33 423
YCK3 13 89
DSE1 35 428
RSP5 0 0
NSA2 0 0
LCP5 8 63
VFA1 18 308
SAK1 60 845
COM2 30 234
RPS26B 7 38
PMD1 100 1419
GLC7 0 0
YER133W-A 4 15
YER134C 15 170
YER135C 13 143
GDI1 1 0
YER137C 23 252
YER137W-A 5 15
YER138W-A 2 2
RTR1 11 83
EMP65 47 574
COX15 4 22
MAG1 12 89
DDI1 42 461
UBP5 61 902
FTR1 39 403
YER145C-A 14 214
LSM5 5 20
SCC4 20 286
YER147C-A 3 2
SPT15 1 0
YER148W-A 20 182
PEA2 46 705
SPI1 29 349
UBP3 10 51
YER152C 39 595
YER152W-A 19 187
PET122 23 163
OXA1 6 21
BEM2 106 2472
YER156C 11 111
COG3 26 257
YER158C 35 186
YER158W-A 4 3
BUR6 3 2
SPT2 11 40
RAD4 24 208
GCG1 18 246
CHD1 59 585
PAB1 5 30
YER165C-A 3 21
DNF1 84 1478
BCK2 18 165
CCA1 1 0
RPH1 36 332
ADK2 20 193
RAD3 8 114
BRR2 6 35
YER172C-A 6 17
RAD24 26 336
GRX4 19 307
TMT1 29 325
YER175W-A 7 38
ECM32 194 2829
BMH1 15 96
PDA1 43 1407
DMC1 37 404
ISC10 18 246
SLO1 10 116
YER181C 6 18
FMP10 13 107
FAU1 24 174
TOG1 61 651
PUG1 17 165
YER186C 58 760
YER187W 24 364
YER188W 20 258
YER188C-A 22 232
YER189W 1 0
YRF1-2 20 325
YER190C-A 0 0
YER190C-B 0 0
YFL068W 0 0
YFL067W 2 1
YFL066C 1 0
YFL065C 0 0
YFL064C 4 13
YFL063W 16 217
COS4 16 173
DDI2 4 11
SNO3 11 154
SNZ3 7 48
THI5 6 18
AGP3 58 777
YFL054C 83 1681
DAK2 63 860
YFL052W 45 532
YFL051C 15 213
ALR2 89 1360
SWP82 30 227
EMP47 32 402
RGD2 52 532
FMP32 18 191
SEC53 0 0
OTU1 29 338
YFL042C 64 1153
YFL041W-A 4 5
FET5 62 971
YFL040W 72 1281
ACT1 0 0
YPT1 1 0
TUB2 2 1
RPO41 5 4
MOB2 20 348
RPL22B 33 300
YFL034W 94 1516
RIM15 158 4153
YFL032W 45 491
HAC1 34 302
YFL031C-A 2 21
AGX1 77 1473
CAK1 2 1
CAF16 40 588
GYP8 57 795
STE2 57 696
BST1 122 1395
EPL1 17 175
BUD27 122 1293
FRS2 1 0
YFL021C-A 163 3431
GAT1 122 1562
PAU5 8 54
YFL019C 8 8
LPD1 90 1303
SMX2 0 0
GNA1 3 11
MDJ1 51 1425
YFL015W-A 60 664
YFL015C 142 2685
HSP12 18 209
YFL013W-A 250 10380
IES1 314 12116
YFL012W-A 109 3800
YFL012W 31 519
HXT10 127 2781
AUA1 28 312
WWM1 59 903
CDC4 17 119
SMC1 1 0
BLM10 307 5324
SEC4 0 0
VTC2 188 2462
MSH4 388 7556
SPB4 19 146
DEG1 207 3434
LOC1 46 215
NIC96 96 1524
YPI1 5 24
RPN11 7 18
SAD1 8 34
YFR006W 206 5023
YFH7 143 3645
FAR7 52 622
GCN20 207 3407
YFR009W-A 17 79
UBP6 22 187
YFR010W-A 19 177
MIC19 52 686
DCV1 95 3701
YFR012W-A 5 21
IOC3 215 4146
CMK1 138 2061
GSY1 188 3621
YFR016C 170 2497
IGD1 69 1520
YFR018C 324 12929
FAB1 172 3055
YFR020W 77 1762
ATG18 89 1305
ROG3 164 2770
PES4 81 1600
LSB3 75 1016
HIS2 90 1749
ULI1 104 2138
ECO1 1 0
CDC14 15 136
PTR3 3 5
MET10 134 2835
SMC2 1 0
RPL2A 48 696
RRT5 50 748
RPL29 28 249
YFR032C-B 56 462
QCR6 58 2110
PHO4 258 5408
YFR034W-A 99 1997
YFR035C 80 1129
CDC26 12 114
YFR036W-A 20 249
RSC8 14 207
IRC5 71 700
OSW7 28 440
SAP155 32 135
ERJ5 76 2094
KEG1 0 0
IRC6 26 332
DUG1 125 4829
YFR045W 40 396
CNN1 21 102
BNA6 23 128
RMD8 70 803
YMR31 12 262
PRE4 3 2
RET2 62 1411
RPN12 7 12
YFR052C-A 15 109
HXK1 44 882
YFR054C 11 111
YFR056C 19 169
IRC7 21 252
YFR057W 1 0
COS12 5 11
YGL262W 5 18
PAU11 0 0
YGL260W 0 0
YPS5 5 6
YGL258W-A 1 0
VEL1 9 19
MNT2 37 664
ADH4 12 129
ZRT1 1 0
FZF1 54 653
HXK2 40 378
RTG2 12 102
HFM1 66 610
RMR1 7 29
ZIP2 60 1072
PDE1 38 352
BRR6 1 0
RAI1 1 0
GUS1 3 5
RTF1 30 705
TAD1 19 168
YGL242C 5 79
KAP114 39 351
DOC1 7 54
YGL239C 5 61
CSE1 2 1
HAP2 18 69
MTO1 53 841
YGL235W 20 287
ADE5,7 1 0
SEC15 2 1
TAN1 11 111
EMC4 4 30
YGL230C 3 3
SAP4 33 501
SHE10 34 408
VID30 31 372
OST5 6 19
MTC3 6 16
VRG4 1 0
SDT1 23 433
COG1 5 17
EDC1 10 66
NIF3 11 76
FRA2 5 20
MDM34 19 196
YGL218W 4 60
YGL217C 10 21
KIP3 65 895
CLG1 15 141
YGL214W 8 32
SKI8 18 254
VAM7 10 85
NCS6 23 258
YPT32 19 195
MIG2 24 378
SIP2 39 856
SPT16 2 1
CHC1 1 0
POX1 54 645
YGL204C 7 18
KEX1 33 324
ARO8 43 791
MCM6 0 0
EMP24 20 210
YGL199C 12 72
YIP4 21 197
MDS3 27 202
DSD1 28 379
GCN1 79 976
YGL194C-A 6 7
HOS2 33 390
YGL193C 11 99
IME4 29 445
COX13 10 82
CDC55 1 0
RPS26A 0 0
YGL188C-A 0 0
YGL188C 23 311
COX4 7 22
TPN1 33 248
YGL185C 46 628
STR3 41 566
MND1 27 324
YGL182C 20 136
GTS1 27 265
ATG1 13 105
TOS3 43 478
MPT5 51 595
YGL177W 23 321
YGL176C 28 268
SAE2 10 82
BUD13 25 481
XRN1 25 383
NUP49 8 28
ROK1 2 4
SPO74 19 102
SUA5 1 0
HUR1 3 3
PMR1 7 21
CUP2 10 201
YGL165C 30 80
YRB30 17 191
RAD54 38 271
SUT1 21 203
YIP5 14 209
AIM14 22 337
YGL159W 10 51
RCK1 45 717
ARI1 19 225
AMS1 38 403
CDC43 1 0
LYS5 2 2
PEX14 41 789
YGL152C 42 816
NUT1 84 1218
INO80 13 168
YGL149W 27 200
ARO2 5 17
RPL9A 10 132
RRT6 49 791
TIP20 11 122
ROG1 38 491
MRF1 1 0
GPI10 0 0
HUL5 61 987
YGL140C 66 697
FLC3 33 585
YGL138C 15 180
SEC27 13 44
MRM2 30 347
RPL1B 2 1
PCL10 30 445
ITC1 50 505
YGL132W 1 0
SNT2 49 521
CEG1 1 0
RSM23 1 0
CWC23 7 18
SOH1 0 0
SCS3 116 1708
MET13 28 355
MON1 19 70
RPS2 0 0
YGL123C-A 0 0
NAB2 3 11
GPG1 14 144
PRP43 8 96
COQ8 2 3
YGL118C 30 203
YGL117W 20 189
CDC20 1 0
SNF4 17 121
YGL114W 29 287
SLD3 12 69
TAF6 0 0
NSA1 4 27
CUE3 53 1070
YGL109W 27 354
YGL108C 22 221
RMD9 4 17
MLC1 0 0
ARC1 10 36
VPS73 34 247
RPL28 1 0
YGL102C 1 0
YGL101W 6 33
SEH1 23 397
LSG1 3 4
USE1 0 0
SRM1 7 78
TOS8 32 264
VPS45 0 0
PAN2 61 833
SPC105 17 294
NUP145 49 450
NBP35 5 72
LIF1 32 322
MF(ALPHA)2 24 331
YGL088W 14 177
MMS2 40 1184
MAD1 58 1468
LCL3 22 343
GUP1 26 168
SCY1 55 861
YGL082W 35 754
YGL081W 26 272
MPC1 21 275
KXD1 11 68
DBP3 27 256
HNM1 48 976
RPL7A 4 6
MPS2 6 30
YGL074C 24 424
HSF1 59 862
YGL072C 53 632
AFT1 13 74
RPB9 5 13
YGL069C 0 0
MNP1 0 0
NPY1 24 336
SGF73 38 361
ALG2 8 28
MRH4 6 21
PUS2 125 2371
YGL063C-A 34 916
PYC1 78 974
DUO1 12 108
YBP2 60 615
PKP2 41 578
RAD6 4 5
GEP7 34 442
SDS23 54 442
OLE1 3 5
ERV14 9 49
PRM8 23 286
YGL052W 21 216
MST27 29 304
TYW3 50 503
TIF4632 70 561
RPT6 4 3
ALG13 11 156
RIM8 99 1549
RNA15 11 177
DST1 20 243
YGL042C 13 106
YGL041C-B 28 492
YGL041W-A 35 1082
YGL041C 8 193
HEM2 1 0
YGL039W 59 596
OCH1 2 6
PNC1 19 278
YGL036W 92 1417
MIG1 67 1204
YGL034C 64 216
HOP2 44 434
AGA2 7 11
RPL24A 30 115
RPL30 0 0
CGR1 1 0
SCW11 70 701
CWH41 54 634
TRP5 73 926
PGD1 35 597
YGL024W 31 257
PIB2 174 5037
STT3 5 6
ALK1 144 3174
GET1 1 0
CKB1 36 439
JAC1 2 1
ATE1 100 1805
KAP122 173 2640
YGL015C 40 811
PUF4 80 920
YGL014C-A 3 9
PDR1 156 2775
ERG4 100 1399
SCL1 6 33
MPO1 52 954
LEU1 154 2082
PMA1 1 0
YGL007C-A 1 0
BRP1 47 1662
YGL006W-A 57 419
PMC1 308 6391
COG7 88 1490
RPN14 198 4486
CDH1 259 6442
ERP6 160 4094
ERG26 3 3
EFM5 134 1689
SWC4 214 5026
CUL3 211 4605
PEX31 209 3635
TFG2 44 243
PRP18 63 3053
ECT1 132 2959
STF2 46 917
SEC9 33 293
NMA2 136 3031
YGR011W 46 738
YGR012W 135 2149
SNU71 107 1951
MSB2 164 1871
YGR015C 161 4336
YGR016W 51 792
YGR017W 67 1319
YGR018C 29 447
UGA1 150 3130
VMA7 3 2
YGR021W 120 2400
YGR022C 19 196
MTL1 115 1743
THG1 1 0
YGR025W 78 2567
YGR026W 63 970
RPS25A 15 134
MSP1 42 513
ERV1 1 0
POP6 1 0
IMO32 255 6963
NAG1 118 2968
GSC2 187 4071
TIM21 39 338
RPL26B 26 133
YGR035C 9 176
YGR035W-A 31 506
CAX4 12 160
ACB1 13 144
ORM1 28 460
YGR039W 23 280
KSS1 44 960
BUD9 86 1953
YGR042W 59 510
NQM1 45 711
RME1 40 312
YGR045C 70 837
TAM41 26 239
TFC4 3 15
UFD1 5 109
SCM4 56 1014
YGR050C 58 879
YGR051C 41 525
FMP48 42 510
YGR053C 52 889
YGR054W 34 361
MUP1 19 192
RSC1 41 383
LST7 25 459
PEF1 28 258
SPR3 32 267
ERG25 1 0
ADE6 0 0
COX18 1 0
SPT4 12 134
YGR064W 35 278
VHT1 0 0
YGR066C 26 359
YGR067C 66 1046
ART5 160 4043
YGR068W-A 5 24
YGR069W 14 99
ROM1 63 626
ENV11 43 735
UPF3 8 49
YGR073C 5 20
SMD1 1 0
PRP38 1 0
MRPL25 7 97
PEX8 45 454
PAC10 11 60
YGR079W 42 632
TWF1 26 485
SLX9 9 58
TOM20 0 0
GCD2 0 0
MRP13 32 365
RPL11B 3 19
PIL1 12 123
PDC6 65 1049
CTT1 42 575
NNF2 117 1553
UTP22 0 0
PRP31 22 172
DBF2 6 34
DRN1 32 270
VAS1 3 7
RRP46 0 0
TPC1 111 2228
ASK10 56 573
ESP1 3 3
TEL2 1 0
MDR1 57 764
PCP1 8 38
GTF1 3 22
NOP7 4 3
SRB5 2 1
VMA21 0 0
VOA1 12 93
YGR107W 49 737
CLB1 23 156
CLB6 19 254
CLD1 17 110
YGR111W 33 478
SHY1 11 89
DAM1 11 65
YGR114C 17 68
YGR115C 0 0
SPT6 2 1
YGR117C 28 232
RPS23A 8 46
NUP57 10 51
COG2 7 29
MEP1 55 609
YGR121W-A 48 1133
YGR122W 34 499
YGR122C-A 0 0
PPT1 22 376
ASN2 46 480
YGR125W 52 671
YGR126W 26 186
YGR127W 25 374
UTP8 0 0
SYF2 24 258
YGR130C 30 347
FHN1 16 104
PHB1 21 184
PEX4 7 43
CAF130 69 1065
PRE9 6 10
LSB1 14 68
YGR137W 16 70
TPO2 19 230
YGR139W 15 123
CBF2 3 5
VPS62 53 791
BTN2 15 148
SKN1 34 417
THI4 47 637
ENP2 16 191
ECL1 7 55
YGR146C-A 11 305
NAT2 26 469
RPL24B 16 212
YGR149W 26 215
CCM1 5 20
YGR151C 13 108
RSR1 19 143
YGR153W 18 82
GTO1 32 458
CYS4 5 12
PTI1 15 121
CHO2 25 142
MTR3 3 8
NSR1 8 25
YGR160W 3 2
RTS3 19 295
YGR161W-C 8 150
TIF4631 10 103
GTR2 28 427
YGR164W 18 72
MRPS35 1 0
TRS65 35 170
CLC1 1 0
YGR168C 34 334
PUS6 53 832
LSO2 2 1
PSD2 102 1629
MSM1 7 43
YIP1 0 0
RBG2 22 273
CBP4 19 235
YGR174W-A 3 2
ERG1 0 0
YGR176W 32 625
ATF2 62 1094
PBP1 39 583
OKP1 1 0
RNR4 12 73
TIM13 14 84
YGR182C 10 78
QCR9 4 7
UBR1 30 243
TYS1 0 0
TFG1 2 24
HGH1 14 197
BUB1 31 216
CRH1 36 406
YGR190C 8 64
HIP1 33 373
TDH3 15 34
PDX1 26 243
XKS1 32 350
SKI6 7 86
FYV8 35 362
SNG1 46 431
YPP1 7 37
PMT6 59 628
ELP2 39 618
YGR201C 35 425
PCT1 48 484
YCH1 88 1702
ADE3 36 510
YGR204C-A 4 8
TDA10 8 28
MVB12 6 17
CIR1 17 128
SER2 0 0
TRX2 9 44
YGR210C 48 871
ZPR1 0 0
SLI1 42 545
RTA1 28 254
RPS0A 17 82
RSM27 5 16
GPI1 23 170
CCH1 70 812
CRM1 2 2
YGR219W 3 10
MRPL9 3 9
TOS2 54 498
PET54 3 2
HSV2 17 179
AZR1 29 326
AMA1 22 199
YGR226C 1 0
DIE2 13 148
YGR228W 5 66
SMI1 15 200
BNS1 31 553
PHB2 19 101
NAS6 22 585
PHO81 53 563
YHB1 25 143
MIC26 15 159
SPG1 13 107
YGR237C 101 2738
KEL2 80 1367
PEX21 46 506
PFK1 26 159
YGR240C-A 19 335
YAP1802 60 1182
YGR242W 8 24
MPC3 5 46
LSC2 70 1238
SDA1 6 12
BRF1 2 13
CPD1 24 437
SOL4 15 291
MGA1 21 221
YGR250C 23 178
NOP19 7 44
GCN5 9 25
PUP2 0 0
ENO1 30 281
COQ6 11 37
GND2 27 425
MTM1 10 52
RAD2 80 917
YGR259C 11 114
TNA1 38 445
APL6 27 376
BUD32 1 0
SAY1 22 180
MES1 0 0
YGR265W 17 165
YGR266W 43 699
FOL2 1 0
HUA1 29 533
YGR269W 47 650
YTA7 44 591
YGR270C-A 6 68
SLH1 70 852
EFG1 9 87
YGR273C 2 1
TAF1 12 61
RTT102 3 5
RNH70 26 279
CAB4 1 0
CWC22 9 87
SCW4 14 97
PXR1 6 25
YOR1 32 218
BGL2 7 14
YGR283C 19 250
ERV29 16 90
ZUO1 19 265
BIO2 20 462
IMA1 30 341
MAL13 21 263
MAL11 32 686
YGR290W 4 4
YGR291C 9 69
MAL12 8 56
YGR293C 3 2
PAU12 2 1
COS6 21 179
YRF1-3 0 0
YGR296C-A 0 0
YGR296C-B 0 0
YHL050C 34 478
YHL050W-A 1 0
YHL049C 0 0
YHL048C-A 3 16
COS8 42 522
ARN2 57 844
YHL046W-A 7 99
PAU13 7 42
YHL045W 20 346
YHL044W 14 80
ECM34 30 450
YHL042W 48 794
YHL041W 44 405
ARN1 49 464
EFM1 57 510
CBP2 11 225
YHL037C 43 650
MUP3 65 642
VMR1 129 1824
YHL034W-A 12 33
SBP1 17 51
RPL8A 14 106
GUT1 95 1455
GOS1 9 34
YHL030W-A 13 107
ECM29 156 2304
OCA5 101 2860
WSC4 90 1163
RIM101 102 1843
YHL026C 101 3175
SNF6 101 2324
RIM4 139 2655
NPR3 35 240
SPO11 67 563
AIM17 95 1440
OPI1 58 957
YHL019W-A 23 201
APM2 90 1213
YHL018W 22 496
YHL017W 117 2257
DUR3 187 3429
YHL015W-A 17 87
RPS20 1 0
YLF2 99 1363
OTU2 79 1609
YHL012W 89 1536
PRS3 16 61
ETP1 154 3385
YAP3 74 1324
YHL008C 375 7480
STE20 273 5917
YHL006W-A 76 1838
SHU1 293 13770
YHL005C 241 5202
MRP4 24 230
LAG1 145 2884
YHL002C-A 73 2459
HSE1 216 7494
RPL14B 93 1706
OSH7 241 6658
QCR10 78 1642
LEU5 114 1759
TCD1 231 5544
NEM1 143 2106
GPA1 11 115
TIM10 19 354
STP2 103 1576
ERG11 5 120
YHR007C-A 140 7307
SOD2 81 653
TDA3 170 3558
RPL27A 10 58
DIA4 1 0
VPS29 17 67
ARD1 9 32
SPO13 45 564
MIP6 115 1340
YSC84 60 766
YSC83 48 754
ARG4 6 16
DED81 0 0
YHR020W 5 10
RPS27B 1 0
ECM12 39 493
YHR022C 47 905
YHR022C-A 17 264
MYO1 127 1496
MAS2 2 7
THR1 29 270
VMA16 5 8
RPN1 3 21
DAP2 73 828
YHR028W-A 37 539
YHI9 40 1193
SLT2 25 259
RRM3 118 1896
ERC1 210 4836
YHR032W-A 20 373
YHR032C-A 14 248
YHR033W 96 1932
PIH1 73 1049
NEL1 74 912
BRL1 17 100
PUT2 71 959
RRF1 7 17
MSC7 55 734
VMA10 0 0
BCD1 30 443
SRB2 2 1
NCP1 5 28
DOG2 21 271
DOG1 23 151
YHR045W 35 278
INM1 29 412
AAP1 103 1246
YHK8 70 1036
FSH1 28 371
YHR049C-A 45 208
SMF2 43 692
YHR050W-A 8 95
COX6 2 1
CIC1 3 8
YHR052W-A 0 0
CUP1-1 0 0
YHR054C 0 0
YHR054W-A 0 0
CUP1-2 0 0
RSC30 29 225
YHR056W-A 22 176
CPR2 26 390
MED6 11 168
FYV4 6 7
VMA22 2 2
GIC1 19 154
RPP1 0 0
PAN5 26 393
YHR063W-A 8 23
SSZ1 22 148
RRP3 2 1
SSF1 35 599
HTD2 37 507
DYS1 1 0
RRP4 4 21
YHR069C-A 0 0
TRM5 7 24
YHR070C-A 17 709
PCL5 37 780
YHR071C-A 12 49
ERG7 2 2
NOP10 0 0
OSH3 62 870
YHR073W-A 4 71
YHR073C-B 4 76
QNS1 1 0
PPE1 60 699
PTC7 35 541
NMD2 43 470
YHR078W 43 352
IRE1 36 317
SAE3 3 17
YHR080C 73 1162
LRP1 11 142
KSP1 43 1065
SAM35 0 0
STE12 65 1063
IPI1 2 1
NAM8 40 527
YHR086W-A 33 383
RTC3 15 185
RPF1 3 2
GAR1 7 48
YNG2 5 48
MSR1 1 0
HXT4 43 805
AHT1 47 475
HXT1 67 1537
YHR095W 18 190
HXT5 38 301
YHR097C 114 1395
SFB3 23 152
TRA1 15 85
GEP4 19 168
BIG1 4 19
KIC1 3 2
SBE22 32 350
GRE3 14 96
YPT35 19 135
TRR2 19 62
CDC12 0 0
GGA2 34 397
CTM1 29 406
ERP5 20 142
UBA4 14 83
YHR112C 31 640
APE4 55 852
BZZ1 65 1026
DMA1 49 1000
COX23 27 618
TOM71 56 734
ORC6 0 0
SET1 16 246
MSH1 6 7
LSM12 12 166
CIA2 6 16
EPT1 38 322
NDT80 58 522
YHR125W 5 18
ANS1 16 219
YHR127W 21 335
FUR1 16 185
ARP1 2 6
YHR130C 7 33
YHR131C 28 231
YHR131W-A 6 106
ECM14 25 329
IGO2 7 88
NSG1 20 202
WSS1 15 72
YCK1 57 560
SPL2 11 66
ARO9 29 166
YHR137C-A 10 60
YHR138C 11 137
SPS100 30 310
YHR139C-A 30 312
YHR140W 32 308
RPL42B 5 17
CHS7 11 143
DSE2 20 137
RPC10 0 0
DCD1 20 337
YHR145C 8 45
CRP1 18 216
MRPL6 0 0
IMP3 1 0
SKG6 39 372
PEX28 36 557
MTC6 23 166
SPO12 14 101
SPO16 7 47
RTT107 52 1014
YSP1 72 1018
LIN1 35 332
REC104 15 162
KEL1 39 494
TDA11 40 1007
PEX18 15 159
YAP1801 27 248
MPC2 4 3
SOL3 17 239
DNA2 12 103
PRP8 11 54
YHR165W-A 5 17
CDC23 18 212
THP2 15 264
MTG2 31 218
DBP8 7 43
NMD3 6 70
ATG7 19 93
SPC97 30 389
YHR173C 35 879
ENO2 40 334
CTR2 37 673
YHR175W-A 5 38
FMO1 50 473
YHR177W 31 275
STB5 17 175
OYE2 23 155
YHR180W 28 907
YHR180W-A 12 129
YHR180C-B 1 0
SVP26 14 49
YHR182W 74 925
YHR182C-A 6 26
GND1 22 181
SSP1 40 593
PFS1 14 103
KOG1 0 0
IKI1 14 84
GPI16 0 0
PTH1 5 20
ERG9 2 7
CTF8 1 0
LNP1 15 240
EGD2 24 480
YHR193C-A 2 1
MDM31 14 57
NVJ1 23 264
UTP9 14 99
RIX1 4 6
