gene_name number_of_transposon_per_gene number_of_read_per_gene
URH1 26 1146
YDR401W 20 390
DIT2 32 599
DIT1 37 1817
RPB7 0 0
MRP20 16 1283
PDR15 161 7386
YDR406W-A 5 9
TRS120 4 10
ADE8 2 8
SIZ1 26 1190
STE14 25 681
DFM1 10 161
RRP17 1 0
YDR413C 1 0
ERD1 10 65
YDR415C 16 289
SYF1 9 155
YDR417C 2 1
RPL12B 1 0
RAD30 30 894
HKR1 48 826
ARO80 36 1494
SIP1 29 801
CAD1 22 767
DYN2 2 1
SNX41 14 218
YDR426C 2 18
RPN9 1 0
BNA7 10 59
TIF35 4 15
CYM1 40 1425
YDR431W 10 96
NPL3 2 3
YDR433W 2 3
GPI17 4 25
PPM1 20 296
PPZ2 28 1008
GPI19 5 36
THI74 11 233
LRS4 1 0
DOT1 38 926
APT2 14 276
YDR442W 5 36
SSN2 26 558
YDR444W 45 985
YDR445C 27 489
ECM11 14 119
RPS17B 8 225
ADA2 3 8
UTP6 0 0
RPS18A 3 8
YHP1 16 120
PPN1 39 1059
TSA2 26 898
GUK1 0 0
YDR455C 6 31
NHX1 24 305
TOM1 104 3890
HEH2 10 257
PFA5 19 272
TFB3 2 14
MFA1 2 1
YDR461C-A 4 8
MRPL28 3 2
STP1 14 165
SPP41 5 13
YDR464C-A 1 0
RMT2 26 363
PKH3 23 272
YDR467C 5 169
TLG1 1 0
SDC1 6 151
UGO1 4 11
RPL27B 10 39
TRS31 4 11
PRP3 3 17
JIP4 32 1054
YDR476C 33 839
SNF1 5 56
SNM1 1 0
PEX29 28 332
DIG2 20 1030
PHO8 28 494
CWC21 42 1351
KRE2 8 45
VPS52 3 7
VPS72 15 57
VPS60 11 189
RIB3 1 0
PAC11 8 27
SLD5 0 0
PKH1 57 1123
YDR491C 27 557
IZH1 17 407
MZM1 8 70
RSM28 17 130
VPS3 8 38
PUF6 19 432
ITR1 20 454
SEC20 6 22
LCD1 9 107
RPL37B 10 74
PLM2 33 696
SAM2 9 161
LPP1 7 448
SPG3 9 175
PSP1 7 19
GMC1 88 4057
GIN4 21 492
GNP1 37 592
YDR509W 11 43
SMT3 0 0
YDR510C-A 3 4
SDH7 9 208
EMI1 38 2051
GRX2 4 31
YDR514C 22 439
SLF1 14 68
EMI2 24 337
GRH1 32 633
EUG1 22 656
FPR2 6 161
URC2 31 659
YDR521W 4 12
SPS2 14 334
SPS1 51 2448
AGE1 25 433
YDR524W-C 1 0
YDR524C-B 2 2
YDR524C-A 13 109
API2 27 281
SNA2 19 969
YDR526C 1 0
RBA50 4 7
HLR1 25 660
QCR7 4 16
APA2 22 605
CAB1 2 3
KRE28 11 60
HSP31 14 151
FIT1 22 345
YDR535C 51 925
STL1 40 804
YDR537C 4 18
PAD1 7 217
FDC1 21 288
IRC4 5 22
YDR541C 33 1060
PAU10 1 0
YDR543C 8 111
YDR544C 8 34
YRF1-1 0 0
YDR545C-A 0 0
YEL077C 48 656
YEL077W-A 5 80
YEL076C-A 0 0
YEL076C 0 0
YEL075W-A 1 0
YEL075C 1 0
YEL074W 38 974
YEL073C 18 345
RMD6 16 816
DLD3 54 1414
DSF1 22 831
HXT13 25 496
YEL068C 8 115
YEL067C 54 2052
HPA3 34 628
SIT1 56 1549
AVT2 42 980
CAN1 44 889
NPR2 11 47
CIN8 14 158
PRB1 33 430
SOM1 10 113
HHY1 79 2512
PCM1 2 15
YEL057C 46 1386
HAT2 23 349
POL5 5 4
RPL12A 7 54
YEL053W-A 6 47
MAK10 27 813
AFG1 48 529
VMA8 2 2
YEL050W-A 15 623
RML2 11 87
PAU2 10 46
TCA17 5 12
FRD1 35 932
GLY1 22 419
YEL045C 43 722
IES6 2 7
YEL043W 75 2036
GDA1 50 1048
YEF1 41 1323
UTR2 46 953
CYC7 14 251
UTR4 25 987
RAD23 15 372
ANP1 19 533
UTR5 104 2608
YEL034C-A 10 258
HYP2 6 151
MTC7 68 1644
MCM3 2 1
YEL032C-A 0 0
SPF1 36 889
YEL030C-A 7 8
ECM10 55 1067
BUD16 11 93
YEL028W 33 878
VMA3 0 0
SNU13 3 17
YEL025C 118 3485
RIP1 7 46
YEL023C 119 4642
GEA2 73 1838
URA3 618 55613
YEL020C-B 0 0
TIM9 9 69
YEL020C 118 3337
MMS21 22 1261
YEL018C-A 16 292
EAF5 25 727
PMP2 8 161
GTT3 64 1322
NPP2 80 3263
EDC3 80 3496
YEL014C 66 1502
VAC8 13 136
UBC8 38 1093
GLC3 217 11930
YEL010W 48 1556
YEL009C-A 61 1644
GCN4 15 138
YEL008W 152 12892
YEL008C-A 31 1974
MIT1 92 2313
YEA6 155 4120
VAB2 69 2272
YEA4 129 3931
GIM4 40 1504
WBP1 7 136
IRC22 76 3226
MNN1 277 9439
NOP16 28 741
PMI40 1 0
FMP52 117 4012
YND1 199 8512
NUG1 21 281
YER006C-A 50 952
PAC2 119 3882
TMA20 49 968
SEC3 104 2854
NTF2 0 0
YER010C 42 1209
TIR1 38 429
PRE1 8 176
PRP22 25 519
HEM14 12 81
BUD25 76 2388
FAA2 106 3441
BIM1 52 2184
AFG3 23 389
SPC25 9 62
ISC1 62 976
SBH2 16 35
GPA2 100 1915
RPN3 8 405
SRB4 13 398
PRO3 2 1
YER023C-A 0 0
YAT2 128 3820
GCD11 0 0
CHO1 0 0
GAL83 45 968
MIG3 117 2819
SMB1 10 97
CHZ1 8 86
YPT31 23 417
FIR1 97 2315
ZRG8 101 1893
YER034W 78 3695
EDC2 84 4564
ARB1 4 4
PHM8 32 1390
KRE29 4 179
YER038W-A 18 568
HVG1 28 874
YER039C-A 7 352
GLN3 55 1294
YEN1 64 2412
MXR1 26 877
SAH1 0 0
ERG28 6 113
MEI4 72 1656
ACA1 30 562
SPO73 17 321
YER046W-A 9 390
SAP1 68 2693
CAJ1 16 527
ISD11 5 79
TPA1 47 1211
RSM18 0 0
JHD1 62 1900
HOM3 11 82
PIC2 49 1508
YER053C-A 3 20
GIP2 48 1763
HIS1 41 1342
FCY2 31 616
RPL34A 8 63
HMF1 8 361
PET117 4 27
PCL6 37 563
FCY21 43 858
FCY22 42 819
CEM1 6 419
GPP2 22 382
THO1 28 1054
VHR2 43 604
ICL1 57 1989
RRT13 6 151
YER066C-A 18 73
RGI1 8 36
YER067C-A 5 51
MOT2 21 222
YER068C-A 10 73
ARG5,6 0 0
RNR1 1 0
TDA2 8 39
VTC1 13 214
ALD5 32 311
RPS24A 3 10
YOS1 0 0
PTP3 44 1265
YER076C 41 1228
YER076W-A 14 139
YER077C 28 581
ICP55 60 1024
YER078W-A 16 73
YER079W 8 73
YER079C-A 10 223
AIM9 22 509
SER3 26 922
UTP7 9 43
GET2 9 150
YER084W 31 1088
YER084W-A 5 14
YER085C 5 14
ILV1 0 0
AIM10 9 54
YER087C-A 4 13
SBH1 5 26
DOT6 84 2070
YER088C-A 69 1453
YER088W-B 27 1279
PTC2 83 2653
TRP2 45 999
YER090C-A 2 7
MET6 2 1
YER091C-A 47 2067
IES5 16 87
TSC11 48 993
AIM11 7 191
PUP3 0 0
RAD51 3 10
SHC1 29 447
YER097W 29 290
UBP9 31 416
PRS2 23 707
UBC6 12 190
AST2 31 806
RPS8B 6 10
SSA4 23 252
RTT105 10 72
NUP157 64 1582
MAM1 16 330
GLE2 1 0
YER107W-A 3 20
KAP123 17 264
SWI4 8 26
LSM4 2 1
TMN3 26 853
BOI2 38 704
SPR6 15 576
SLX8 29 936
RPL23B 1 0
SHO1 21 234
AVT6 45 840
YER119C-A 30 838
SCS2 10 41
YER121W 16 224
GLO3 14 479
YCK3 6 10
DSE1 33 475
RSP5 2 1
NSA2 0 0
LCP5 3 5
VFA1 14 527
SAK1 50 1242
COM2 37 1013
RPS26B 6 38
PMD1 95 1922
GLC7 0 0
YER133W-A 4 24
YER134C 9 62
YER135C 8 89
GDI1 0 0
YER137C 19 652
YER137W-A 12 179
YER138W-A 0 0
RTR1 9 48
EMP65 34 592
COX15 11 93
MAG1 8 193
DDI1 28 423
UBP5 66 1778
FTR1 13 179
YER145C-A 11 115
LSM5 5 50
SCC4 13 157
YER147C-A 1 0
SPT15 0 0
YER148W-A 11 283
PEA2 27 512
SPI1 9 66
UBP3 20 565
YER152C 37 1967
YER152W-A 20 695
PET122 20 183
OXA1 17 532
BEM2 25 465
YER156C 13 157
COG3 13 252
YER158C 32 633
YER158W-A 5 22
BUR6 6 23
SPT2 10 127
RAD4 23 315
GCG1 8 72
CHD1 27 255
PAB1 2 1
YER165C-A 3 8
DNF1 85 2930
BCK2 17 305
CCA1 0 0
RPH1 39 744
ADK2 25 489
RAD3 3 7
BRR2 11 279
YER172C-A 2 3
RAD24 23 659
GRX4 18 623
TMT1 34 1236
YER175W-A 1 0
ECM32 168 5719
BMH1 15 177
PDA1 11 246
DMC1 44 1169
ISC10 16 234
SLO1 4 24
YER181C 4 61
FMP10 11 71
FAU1 11 133
TOG1 71 1396
PUG1 20 497
YER186C 32 1269
YER187W 28 532
YER188W 21 425
YER188C-A 31 755
YER189W 0 0
YRF1-2 18 287
YER190C-A 0 0
YER190C-B 0 0
YFL068W 0 0
YFL067W 2 3
YFL066C 2 1
YFL065C 3 13
YFL064C 4 3
YFL063W 17 439
COS4 17 215
DDI2 4 130
SNO3 4 36
SNZ3 8 292
THI5 9 151
AGP3 59 1383
YFL054C 91 3241
DAK2 61 1319
YFL052W 39 919
YFL051C 17 201
ALR2 104 2919
SWP82 41 856
EMP47 14 353
RGD2 63 1678
FMP32 13 125
SEC53 1 0
OTU1 26 827
YFL042C 48 1454
YFL041W-A 5 42
FET5 54 1997
YFL040W 67 1696
ACT1 1 0
YPT1 0 0
TUB2 2 1
RPO41 5 20
MOB2 14 339
RPL22B 20 340
YFL034W 81 2386
RIM15 35 850
YFL032W 31 763
HAC1 8 20
YFL031C-A 0 0
AGX1 61 1684
CAK1 0 0
CAF16 23 453
GYP8 46 990
STE2 43 1651
BST1 55 946
EPL1 13 207
BUD27 113 2195
FRS2 1 0
YFL021C-A 127 4899
GAT1 114 2926
PAU5 5 60
YFL019C 9 10
LPD1 12 228
SMX2 0 0
GNA1 3 3
MDJ1 32 734
YFL015W-A 28 761
YFL015C 91 3003
HSP12 28 214
YFL013W-A 120 6525
IES1 150 7123
YFL012W-A 87 3611
YFL012W 25 579
HXT10 88 1751
AUA1 18 172
WWM1 50 1395
CDC4 7 50
SMC1 1 0
BLM10 299 11548
SEC4 0 0
VTC2 138 3942
MSH4 301 9717
SPB4 9 54
DEG1 42 746
LOC1 30 122
NIC96 83 2772
YPI1 6 6
RPN11 9 30
SAD1 4 179
YFR006W 169 6505
YFH7 128 5455
FAR7 34 394
GCN20 149 3967
YFR009W-A 11 103
UBP6 17 158
YFR010W-A 9 121
MIC19 28 1103
DCV1 73 3902
YFR012W-A 3 100
IOC3 206 6258
CMK1 123 4068
GSY1 171 7741
YFR016C 152 4555
IGD1 55 1858
YFR018C 239 18410
FAB1 113 3279
YFR020W 38 681
ATG18 37 594
ROG3 151 4817
PES4 82 2997
LSB3 51 831
HIS2 57 1747
ULI1 88 2045
ECO1 0 0
CDC14 19 433
PTR3 1 0
MET10 103 2849
SMC2 0 0
RPL2A 44 409
RRT5 47 1052
RPL29 32 839
YFR032C-B 52 736
QCR6 41 3113
PHO4 211 7195
YFR034W-A 108 3911
YFR035C 90 2550
CDC26 20 109
YFR036W-A 16 439
RSC8 10 293
IRC5 68 1900
OSW7 24 677
SAP155 32 140
ERJ5 83 4078
KEG1 4 22
IRC6 23 447
DUG1 67 2513
YFR045W 32 730
CNN1 9 100
BNA6 30 877
RMD8 55 1661
YMR31 19 562
PRE4 0 0
RET2 39 1109
RPN12 5 27
YFR052C-A 24 152
HXK1 45 1148
YFR054C 10 198
YFR056C 22 411
IRC7 20 397
YFR057W 3 27
COS12 0 0
YGL262W 0 0
PAU11 0 0
YGL260W 0 0
YPS5 3 2
YGL258W-A 3 50
VEL1 12 163
MNT2 34 677
ADH4 13 107
ZRT1 1 0
FZF1 55 1702
HXK2 25 360
RTG2 23 388
HFM1 53 1654
RMR1 9 123
ZIP2 49 2199
PDE1 34 555
BRR6 0 0
RAI1 1 0
GUS1 1 0
RTF1 9 423
TAD1 16 247
YGL242C 9 225
KAP114 46 1130
DOC1 3 22
YGL239C 7 41
CSE1 5 24
HAP2 11 204
MTO1 40 1361
YGL235W 15 254
ADE5,7 0 0
SEC15 3 12
TAN1 13 429
EMC4 9 68
YGL230C 3 3
SAP4 42 761
SHE10 25 467
VID30 29 484
OST5 8 33
MTC3 2 7
VRG4 0 0
SDT1 21 1023
COG1 7 36
EDC1 7 24
NIF3 12 48
FRA2 14 273
MDM34 4 55
YGL218W 0 0
YGL217C 6 9
KIP3 46 1218
CLG1 16 623
YGL214W 3 79
SKI8 3 39
VAM7 5 135
NCS6 5 14
YPT32 15 313
MIG2 19 367
SIP2 31 827
SPT16 4 25
CHC1 4 3
POX1 39 1720
YGL204C 5 16
KEX1 31 1547
ARO8 43 1424
MCM6 1 0
EMP24 12 153
YGL199C 10 126
YIP4 14 250
MDS3 27 374
DSD1 39 488
GCN1 24 661
YGL194C-A 5 22
HOS2 21 255
YGL193C 12 43
IME4 20 265
COX13 13 199
CDC55 1 0
RPS26A 2 4
YGL188C-A 1 0
YGL188C 15 278
COX4 5 72
TPN1 20 332
YGL185C 35 2126
STR3 39 851
MND1 27 1099
YGL182C 14 179
GTS1 26 649
ATG1 6 79
TOS3 54 872
MPT5 29 628
YGL177W 15 393
YGL176C 21 410
SAE2 5 26
BUD13 24 584
XRN1 22 253
NUP49 4 24
ROK1 4 3
SPO74 21 326
SUA5 3 219
HUR1 3 4
PMR1 0 0
CUP2 13 146
YGL165C 26 156
YRB30 17 533
RAD54 2 1
SUT1 10 147
YIP5 19 391
AIM14 19 608
YGL159W 8 107
RCK1 48 1106
ARI1 19 414
AMS1 47 1613
CDC43 1 0
LYS5 7 99
PEX14 24 409
YGL152C 31 626
NUT1 70 2380
INO80 10 168
YGL149W 19 395
ARO2 4 13
RPL9A 7 29
RRT6 39 781
TIP20 4 57
ROG1 30 419
MRF1 1 0
GPI10 2 1
HUL5 15 118
YGL140C 50 937
FLC3 28 587
YGL138C 29 435
SEC27 15 96
MRM2 23 449
RPL1B 0 0
PCL10 16 534
ITC1 71 1442
YGL132W 12 78
SNT2 53 1028
CEG1 3 3
RSM23 4 4
CWC23 4 6
SOH1 8 407
SCS3 158 6261
MET13 19 262
MON1 9 27
RPS2 0 0
YGL123C-A 0 0
NAB2 1 0
GPG1 11 194
PRP43 8 345
COQ8 14 67
YGL118C 31 374
YGL117W 24 625
CDC20 0 0
SNF4 10 298
YGL114W 45 946
SLD3 10 198
TAF6 0 0
NSA1 2 1
CUE3 51 1125
YGL109W 26 293
YGL108C 17 104
RMD9 4 4
MLC1 0 0
ARC1 5 46
VPS73 7 93
RPL28 0 0
YGL102C 0 0
YGL101W 5 45
SEH1 4 11
LSG1 5 4
USE1 1 0
SRM1 8 103
TOS8 27 626
VPS45 1 0
PAN2 17 219
SPC105 11 135
NUP145 23 524
NBP35 5 9
LIF1 31 841
MF(ALPHA)2 23 578
YGL088W 15 280
MMS2 16 303
MAD1 57 4645
LCL3 17 291
GUP1 16 486
SCY1 43 986
YGL082W 18 576
YGL081W 27 1103
MPC1 19 502
KXD1 16 531
DBP3 22 409
HNM1 37 743
RPL7A 2 8
MPS2 5 11
YGL074C 20 414
HSF1 40 881
YGL072C 31 508
AFT1 20 359
RPB9 6 51
YGL069C 2 1
MNP1 2 1
NPY1 24 481
SGF73 20 428
ALG2 8 82
MRH4 11 116
PUS2 95 4465
YGL063C-A 17 961
PYC1 74 2495
DUO1 6 24
YBP2 44 1135
PKP2 38 823
RAD6 1 0
GEP7 31 1306
SDS23 40 501
OLE1 3 10
ERV14 2 1
PRM8 19 856
YGL052W 15 193
MST27 21 412
TYW3 36 1003
TIF4632 45 1054
RPT6 2 3
ALG13 5 66
RIM8 72 1012
RNA15 6 30
DST1 9 367
YGL042C 8 123
YGL041C-B 21 478
YGL041W-A 15 650
YGL041C 3 11
HEM2 2 4
YGL039W 27 314
OCH1 1 0
PNC1 22 527
YGL036W 86 2302
MIG1 50 1250
YGL034C 46 254
HOP2 30 847
AGA2 10 22
RPL24A 18 273
RPL30 0 0
CGR1 0 0
SCW11 50 1024
CWH41 86 2141
TRP5 53 1553
PGD1 38 402
YGL024W 19 582
PIB2 101 4087
STT3 3 3
ALK1 86 4974
GET1 7 21
CKB1 12 116
JAC1 1 0
ATE1 55 1877
KAP122 99 2239
YGL015C 32 1097
PUF4 75 2762
YGL014C-A 6 67
PDR1 137 3665
ERG4 10 49
SCL1 7 28
MPO1 50 1714
LEU1 108 3879
PMA1 2 4
YGL007C-A 3 3
BRP1 48 2974
YGL006W-A 39 535
PMC1 182 4607
COG7 66 2367
RPN14 138 4876
CDH1 191 6563
ERP6 121 4533
ERG26 3 18
EFM5 94 2338
SWC4 80 2815
CUL3 134 5272
PEX31 138 3998
TFG2 28 199
PRP18 39 2259
ECT1 118 3909
STF2 32 1575
SEC9 22 264
NMA2 102 3537
YGR011W 30 852
YGR012W 104 3611
SNU71 93 2310
MSB2 143 1661
YGR015C 125 5374
YGR016W 32 704
YGR017W 55 1559
YGR018C 24 269
UGA1 110 4410
VMA7 0 0
YGR021W 71 1421
YGR022C 9 141
MTL1 74 3147
THG1 3 3
YGR025W 60 3688
YGR026W 56 2221
RPS25A 7 171
MSP1 44 964
ERV1 2 1
POP6 1 0
IMO32 203 9243
NAG1 98 3945
GSC2 197 7666
TIM21 36 338
RPL26B 20 96
YGR035C 6 65
YGR035W-A 22 714
CAX4 2 1
ACB1 4 33
ORM1 22 820
YGR039W 12 113
KSS1 27 790
BUD9 44 854
YGR042W 40 558
NQM1 29 1721
RME1 29 299
YGR045C 65 1334
TAM41 10 168
TFC4 0 0
UFD1 5 20
SCM4 31 642
YGR050C 37 1181
YGR051C 39 896
FMP48 46 1342
YGR053C 40 968
YGR054W 27 153
MUP1 47 771
RSC1 37 580
LST7 10 197
PEF1 19 211
SPR3 26 1030
ERG25 1 0
ADE6 1 0
COX18 9 22
SPT4 5 271
YGR064W 21 231
VHT1 1 0
YGR066C 15 305
YGR067C 81 2035
ART5 156 5610
YGR068W-A 5 37
YGR069W 19 563
ROM1 66 1302
ENV11 23 739
UPF3 8 18
YGR073C 3 20
SMD1 2 1
PRP38 2 1
MRPL25 4 41
PEX8 34 685
PAC10 11 170
YGR079W 45 1172
TWF1 18 1382
SLX9 13 287
TOM20 4 3
GCD2 0 0
MRP13 24 635
RPL11B 3 4
PIL1 10 121
PDC6 75 5349
CTT1 37 1058
NNF2 48 925
UTP22 0 0
PRP31 12 99
DBF2 5 50
DRN1 15 143
VAS1 1 0
RRP46 1 0
TPC1 96 2476
ASK10 62 1740
ESP1 5 13
TEL2 2 6
MDR1 41 1142
PCP1 9 74
GTF1 3 11
NOP7 3 11
SRB5 4 9
VMA21 0 0
VOA1 18 378
YGR107W 38 1112
CLB1 12 162
CLB6 12 220
CLD1 14 269
YGR111W 33 603
SHY1 15 276
DAM1 10 125
YGR114C 8 119
YGR115C 0 0
SPT6 2 1
YGR117C 38 837
RPS23A 5 7
NUP57 3 3
COG2 3 29
MEP1 85 2609
YGR121W-A 33 1909
YGR122W 19 307
YGR122C-A 1 0
PPT1 9 39
ASN2 29 691
YGR125W 41 1648
YGR126W 23 712
YGR127W 31 1551
UTP8 4 6
SYF2 10 101
YGR130C 35 499
FHN1 7 30
PHB1 9 127
PEX4 12 192
CAF130 55 1046
PRE9 5 65
LSB1 21 207
YGR137W 16 131
TPO2 20 462
YGR139W 11 45
CBF2 3 2
VPS62 19 110
BTN2 15 436
SKN1 48 1217
THI4 30 642
ENP2 15 100
ECL1 10 176
YGR146C-A 21 962
NAT2 18 397
RPL24B 12 153
YGR149W 19 429
CCM1 8 186
YGR151C 7 39
RSR1 13 195
YGR153W 19 246
GTO1 30 604
CYS4 10 80
PTI1 4 15
CHO2 10 123
MTR3 1 0
NSR1 15 210
YGR160W 1 0
RTS3 16 294
YGR161W-C 5 23
TIF4631 20 464
GTR2 13 154
YGR164W 20 139
MRPS35 4 8
TRS65 31 655
CLC1 3 8
YGR168C 33 355
PUS6 59 2099
LSO2 5 98
PSD2 52 1333
MSM1 3 32
YIP1 2 1
RBG2 16 839
CBP4 12 85
YGR174W-A 3 3
ERG1 3 3
YGR176W 25 1393
ATF2 59 1342
PBP1 27 1407
OKP1 4 19
RNR4 0 0
TIM13 19 210
YGR182C 13 82
QCR9 4 25
UBR1 20 360
TYS1 1 0
TFG1 4 11
HGH1 8 65
BUB1 14 127
CRH1 33 504
YGR190C 4 4
HIP1 5 84
TDH3 21 124
PDX1 30 745
XKS1 38 419
SKI6 11 119
FYV8 38 805
SNG1 23 544
YPP1 1 0
PMT6 37 982
ELP2 19 488
YGR201C 36 637
PCT1 31 744
YCH1 63 2489
ADE3 27 506
YGR204C-A 3 3
TDA10 13 317
MVB12 4 68
CIR1 17 138
SER2 2 1
TRX2 7 165
YGR210C 54 1167
ZPR1 0 0
SLI1 23 489
RTA1 26 355
RPS0A 7 151
RSM27 2 32
GPI1 4 25
CCH1 75 1570
CRM1 2 1
YGR219W 4 107
MRPL9 1 0
TOS2 36 579
PET54 3 6
HSV2 12 233
AZR1 17 196
AMA1 19 466
YGR226C 1 0
DIE2 14 256
YGR228W 0 0
SMI1 9 74
BNS1 19 631
PHB2 17 313
NAS6 8 155
PHO81 48 943
YHB1 20 266
MIC26 8 151
SPG1 15 357
YGR237C 69 2106
KEL2 62 1997
PEX21 43 1098
PFK1 12 223
YGR240C-A 12 330
YAP1802 58 1449
YGR242W 4 12
MPC3 2 1
LSC2 50 2065
SDA1 4 53
BRF1 2 1
CPD1 16 463
SOL4 15 355
MGA1 27 491
YGR250C 18 444
NOP19 6 108
GCN5 8 114
PUP2 2 1
ENO1 24 507
COQ6 14 627
GND2 31 1071
MTM1 10 255
RAD2 66 1381
YGR259C 7 36
TNA1 35 825
APL6 12 252
BUD32 1 0
SAY1 27 452
MES1 1 0
YGR265W 10 423
YGR266W 34 953
FOL2 1 0
HUA1 25 641
YGR269W 41 863
YTA7 53 889
YGR270C-A 9 305
SLH1 103 3829
EFG1 8 122
YGR273C 4 56
TAF1 7 336
RTT102 5 29
RNH70 21 406
CAB4 0 0
CWC22 14 195
SCW4 12 163
PXR1 18 378
YOR1 66 2691
BGL2 7 60
YGR283C 5 190
ERV29 16 428
ZUO1 12 210
BIO2 26 931
IMA1 28 752
MAL13 9 280
MAL11 22 832
YGR290W 5 31
YGR291C 7 127
MAL12 6 22
YGR293C 3 4
PAU12 0 0
COS6 17 360
YRF1-3 0 0
YGR296C-A 0 0
YGR296C-B 0 0
YHL050C 24 417
YHL050W-A 2 43
YHL049C 0 0
YHL048C-A 6 198
COS8 48 667
ARN2 74 2676
YHL046W-A 12 208
PAU13 6 39
YHL045W 26 324
YHL044W 14 169
ECM34 32 501
YHL042W 46 1389
YHL041W 40 870
ARN1 76 1480
EFM1 42 1592
CBP2 30 448
YHL037C 32 643
MUP3 81 2089
VMR1 150 4381
YHL034W-A 13 120
SBP1 21 248
RPL8A 7 187
GUT1 97 2412
GOS1 2 1
YHL030W-A 2 12
ECM29 161 3374
OCA5 73 2889
WSC4 71 1540
RIM101 97 2260
YHL026C 113 4968
SNF6 110 7514
RIM4 153 5672
NPR3 17 290
SPO11 57 808
AIM17 89 3063
OPI1 19 246
YHL019W-A 26 971
APM2 77 2354
YHL018W 12 375
YHL017W 110 3502
DUR3 151 4345
YHL015W-A 1 0
RPS20 0 0
YLF2 115 3201
OTU2 51 2339
YHL012W 141 4741
PRS3 2 1
ETP1 105 4741
YAP3 80 2167
YHL008C 90 1630
STE20 191 6881
YHL006W-A 62 2518
SHU1 234 15636
YHL005C 222 8241
MRP4 37 348
LAG1 115 3581
YHL002C-A 66 2395
HSE1 188 10798
RPL14B 54 1814
OSH7 180 6885
QCR10 51 1563
LEU5 72 1966
TCD1 196 9508
NEM1 49 1038
GPA1 5 63
TIM10 16 367
STP2 134 2960
ERG11 3 23
YHR007C-A 129 6847
SOD2 34 468
TDA3 123 3568
RPL27A 3 4
DIA4 10 135
VPS29 0 0
ARD1 7 103
SPO13 43 617
MIP6 82 1728
YSC84 79 2349
YSC83 62 1490
ARG4 1 0
DED81 0 0
YHR020W 4 30
RPS27B 0 0
ECM12 28 488
YHR022C 28 1009
YHR022C-A 15 298
MYO1 42 700
MAS2 0 0
THR1 0 0
VMA16 3 11
RPN1 5 124
DAP2 69 1325
YHR028W-A 28 969
YHI9 27 1036
SLT2 21 210
RRM3 76 1774
ERC1 140 6246
YHR032W-A 13 499
YHR032C-A 10 367
YHR033W 84 2961
PIH1 50 1007
NEL1 61 1563
BRL1 12 134
PUT2 59 2598
RRF1 12 81
MSC7 46 1045
VMA10 0 0
BCD1 18 299
SRB2 32 391
NCP1 10 46
DOG2 24 599
DOG1 24 279
YHR045W 33 931
INM1 21 522
AAP1 65 2053
YHK8 43 1248
FSH1 19 337
YHR049C-A 39 248
SMF2 43 1421
YHR050W-A 9 86
COX6 2 1
CIC1 3 12
YHR052W-A 0 0
CUP1-1 0 0
YHR054C 0 0
YHR054W-A 0 0
CUP1-2 0 0
RSC30 25 449
YHR056W-A 18 350
CPR2 16 445
MED6 6 178
FYV4 3 40
VMA22 1 0
GIC1 17 268
RPP1 0 0
PAN5 14 107
YHR063W-A 8 40
SSZ1 29 476
RRP3 2 1
SSF1 36 1092
HTD2 11 45
DYS1 2 2
RRP4 5 26
YHR069C-A 0 0
TRM5 2 1
YHR070C-A 9 232
PCL5 35 1023
YHR071C-A 10 113
ERG7 3 12
NOP10 0 0
OSH3 51 1960
YHR073W-A 3 21
YHR073C-B 4 90
QNS1 1 0
PPE1 44 1622
PTC7 28 685
NMD2 36 277
YHR078W 37 638
IRE1 6 5
SAE3 5 26
YHR080C 82 2045
LRP1 9 135
KSP1 44 1210
SAM35 1 0
STE12 50 1441
IPI1 1 0
NAM8 35 1158
YHR086W-A 27 252
RTC3 14 299
RPF1 0 0
GAR1 7 32
YNG2 2 57
MSR1 10 72
HXT4 26 793
AHT1 36 610
HXT1 43 1111
YHR095W 14 152
HXT5 45 1347
YHR097C 87 2111
SFB3 36 1016
TRA1 11 231
GEP4 5 25
BIG1 2 6
KIC1 19 114
SBE22 28 593
GRE3 24 516
YPT35 10 206
TRR2 19 77
CDC12 2 2
GGA2 28 707
CTM1 23 699
ERP5 15 117
UBA4 8 74
YHR112C 31 1159
APE4 31 531
BZZ1 42 812
DMA1 42 620
COX23 19 1208
TOM71 66 1496
ORC6 1 0
SET1 7 104
MSH1 14 94
LSM12 9 42
CIA2 1 0
EPT1 15 387
NDT80 46 740
YHR125W 2 1
ANS1 10 322
YHR127W 16 193
FUR1 17 324
ARP1 3 31
YHR130C 5 5
YHR131C 32 652
YHR131W-A 4 34
ECM14 29 1662
IGO2 5 184
NSG1 22 585
WSS1 13 341
YCK1 36 546
SPL2 10 35
ARO9 25 407
YHR137C-A 9 84
YHR138C 16 225
SPS100 33 929
YHR139C-A 25 768
YHR140W 39 1052
RPL42B 1 0
CHS7 9 32
DSE2 11 89
RPC10 0 0
DCD1 12 842
YHR145C 11 71
CRP1 15 201
MRPL6 0 0
IMP3 1 0
SKG6 30 447
PEX28 27 375
MTC6 30 320
SPO12 22 254
SPO16 4 18
RTT107 48 949
YSP1 57 1603
LIN1 22 576
REC104 6 183
KEL1 34 467
TDA11 27 965
PEX18 14 341
YAP1801 31 517
MPC2 3 3
SOL3 7 236
DNA2 15 171
PRP8 12 103
YHR165W-A 6 10
CDC23 7 238
THP2 12 106
MTG2 8 79
DBP8 1 0
NMD3 6 14
ATG7 8 53
