gene_name number_of_transposon_per_gene number_of_read_per_gene
YDR415C 8 125
SYF1 13 83
YDR417C 2 1
RPL12B 2 1
RAD30 9 89
HKR1 16 242
ARO80 12 118
SIP1 15 433
CAD1 12 152
DYN2 10 52
SNX41 9 116
YDR426C 1 0
RPN9 3 10
BNA7 6 53
TIF35 0 0
CYM1 23 397
YDR431W 12 186
NPL3 4 3
YDR433W 3 2
GPI17 4 6
PPM1 9 64
PPZ2 32 557
GPI19 3 6
THI74 10 69
LRS4 3 9
DOT1 8 79
APT2 8 76
YDR442W 4 49
SSN2 22 212
YDR444W 21 395
YDR445C 8 95
ECM11 11 119
RPS17B 10 212
ADA2 6 49
UTP6 5 20
RPS18A 2 1
YHP1 12 129
PPN1 10 209
TSA2 6 23
GUK1 1 0
YDR455C 5 74
NHX1 13 72
TOM1 41 569
HEH2 10 94
PFA5 1 0
TFB3 3 11
MFA1 1 0
YDR461C-A 3 30
MRPL28 12 90
STP1 6 52
SPP41 8 10
YDR464C-A 0 0
RMT2 16 264
PKH3 15 354
YDR467C 4 20
TLG1 1 0
SDC1 5 61
UGO1 6 17
RPL27B 7 86
TRS31 4 31
PRP3 4 7
JIP4 22 448
YDR476C 23 375
SNF1 26 624
SNM1 2 48
PEX29 14 287
DIG2 25 636
PHO8 32 886
CWC21 22 517
KRE2 23 252
VPS52 10 124
VPS72 14 86
VPS60 10 112
RIB3 0 0
PAC11 45 470
SLD5 0 0
PKH1 23 540
YDR491C 21 372
IZH1 34 803
MZM1 8 59
RSM28 18 246
VPS3 15 133
PUF6 9 31
ITR1 18 178
SEC20 11 220
LCD1 11 55
RPL37B 8 27
PLM2 27 528
SAM2 34 673
LPP1 14 273
SPG3 9 56
PSP1 25 197
GMC1 120 3047
GIN4 24 343
GNP1 24 933
YDR509W 5 115
SMT3 1 0
YDR510C-A 4 90
SDH7 11 201
EMI1 18 498
GRX2 6 51
YDR514C 24 311
SLF1 16 242
EMI2 16 450
GRH1 17 226
EUG1 15 321
FPR2 6 65
URC2 21 498
YDR521W 4 11
SPS2 22 444
SPS1 18 455
AGE1 15 229
YDR524W-C 4 57
YDR524C-B 6 21
YDR524C-A 24 478
API2 40 1083
SNA2 18 529
YDR526C 0 0
RBA50 2 3
HLR1 22 527
QCR7 8 72
APA2 20 402
CAB1 1 0
KRE28 9 105
HSP31 9 49
FIT1 11 162
YDR535C 24 591
STL1 15 269
YDR537C 5 39
PAD1 8 102
FDC1 10 376
IRC4 6 32
YDR541C 7 169
PAU10 0 0
YDR543C 4 14
YDR544C 8 142
YRF1-1 0 0
YDR545C-A 0 0
YEL077C 20 254
YEL077W-A 0 0
YEL076C-A 0 0
YEL076C 0 0
YEL075W-A 0 0
YEL075C 0 0
YEL074W 27 793
YEL073C 5 42
RMD6 19 512
DLD3 58 1874
DSF1 19 379
HXT13 33 964
YEL068C 5 112
YEL067C 20 900
HPA3 20 428
SIT1 32 1229
AVT2 26 593
CAN1 29 277
NPR2 21 87
CIN8 16 131
PRB1 46 761
SOM1 37 498
HHY1 43 1499
PCM1 1 0
YEL057C 26 490
HAT2 24 267
POL5 6 54
RPL12A 5 31
YEL053W-A 3 9
MAK10 49 669
AFG1 32 527
VMA8 3 8
YEL050W-A 9 208
RML2 45 597
PAU2 6 37
TCA17 3 5
FRD1 41 913
GLY1 8 44
YEL045C 65 1000
IES6 21 81
YEL043W 128 3386
GDA1 71 1417
YEF1 57 1025
UTR2 73 1763
CYC7 23 414
UTR4 48 901
RAD23 82 1486
ANP1 75 779
UTR5 150 2680
YEL034C-A 14 144
HYP2 7 53
MTC7 100 1996
MCM3 0 0
YEL032C-A 0 0
SPF1 144 2718
YEL030C-A 9 87
ECM10 52 660
BUD16 21 60
YEL028W 20 194
VMA3 0 0
SNU13 0 0
YEL025C 154 4022
RIP1 27 649
YEL023C 71 1210
GEA2 167 3180
URA3 1104 102165
YEL020C-B 0 0
TIM9 1 0
YEL020C 146 3058
MMS21 33 299
YEL018C-A 49 910
EAF5 76 1470
PMP2 8 57
GTT3 155 1981
NPP2 163 4779
EDC3 148 3485
YEL014C 73 1505
VAC8 93 626
UBC8 121 2645
GLC3 295 10226
YEL010W 61 1506
YEL009C-A 77 1810
GCN4 98 2100
YEL008W 237 12542
YEL008C-A 62 3267
MIT1 147 1547
YEA6 122 2446
VAB2 90 2241
YEA4 133 2739
GIM4 44 946
WBP1 12 102
IRC22 99 2984
MNN1 229 5141
NOP16 11 64
PMI40 1 0
FMP52 67 1097
YND1 136 4275
NUG1 19 136
YER006C-A 28 625
PAC2 74 1428
TMA20 38 442
SEC3 134 2580
NTF2 0 0
YER010C 54 1125
TIR1 49 484
PRE1 1 0
PRP22 42 541
HEM14 61 835
BUD25 82 2302
FAA2 86 2052
BIM1 49 870
AFG3 135 2047
SPC25 7 25
ISC1 140 997
SBH2 23 214
GPA2 93 1160
RPN3 10 192
SRB4 11 62
PRO3 4 12
YER023C-A 0 0
YAT2 130 3160
GCD11 0 0
CHO1 0 0
GAL83 58 1115
MIG3 77 1413
SMB1 9 45
CHZ1 7 12
YPT31 21 147
FIR1 72 1499
ZRG8 91 1927
YER034W 120 4156
EDC2 69 1603
ARB1 8 29
PHM8 42 948
KRE29 7 22
YER038W-A 20 195
HVG1 37 532
YER039C-A 15 375
GLN3 42 536
YEN1 61 1240
MXR1 17 238
SAH1 0 0
ERG28 6 35
MEI4 58 1120
ACA1 35 938
SPO73 30 667
YER046W-A 6 101
SAP1 95 2101
CAJ1 41 1016
ISD11 7 189
TPA1 83 1789
RSM18 19 226
JHD1 72 1504
HOM3 56 868
PIC2 59 1255
YER053C-A 4 9
GIP2 117 2430
HIS1 65 789
FCY2 56 318
RPL34A 10 44
HMF1 14 272
PET117 10 136
PCL6 18 160
FCY21 30 511
FCY22 38 736
CEM1 33 685
GPP2 28 278
THO1 18 355
VHR2 66 1100
ICL1 82 2137
RRT13 23 424
YER066C-A 68 818
RGI1 25 388
YER067C-A 14 181
MOT2 51 400
YER068C-A 28 505
ARG5,6 72 1467
RNR1 23 137
TDA2 8 36
VTC1 25 398
ALD5 47 784
RPS24A 5 11
YOS1 0 0
PTP3 46 530
YER076C 29 457
YER076W-A 10 66
YER077C 45 982
ICP55 54 974
YER078W-A 13 79
YER079W 8 167
YER079C-A 18 294
AIM9 51 1046
SER3 28 409
UTP7 3 3
GET2 10 23
YER084W 25 661
YER084W-A 13 82
YER085C 13 82
ILV1 4 7
AIM10 30 456
YER087C-A 8 116
SBH1 5 55
DOT6 79 1595
YER088C-A 85 1915
YER088W-B 34 882
PTC2 96 2936
TRP2 36 696
YER090C-A 1 0
MET6 47 301
YER091C-A 64 1282
IES5 17 206
TSC11 43 682
AIM11 13 127
PUP3 0 0
RAD51 13 57
SHC1 33 558
YER097W 22 144
UBP9 40 644
PRS2 27 683
UBC6 16 260
AST2 34 1016
RPS8B 6 12
SSA4 30 403
RTT105 0 0
NUP157 33 513
MAM1 8 27
GLE2 3 3
YER107W-A 3 3
KAP123 28 265
SWI4 22 140
LSM4 3 2
TMN3 12 256
BOI2 26 296
SPR6 9 97
SLX8 17 240
RPL23B 2 1
SHO1 13 101
AVT6 31 680
YER119C-A 17 386
SCS2 11 26
YER121W 11 177
GLO3 25 331
YCK3 19 161
DSE1 34 411
RSP5 2 1
NSA2 0 0
LCP5 3 3
VFA1 17 600
SAK1 50 1073
COM2 49 1104
RPS26B 12 46
PMD1 70 1279
GLC7 1 0
YER133W-A 6 65
YER134C 10 201
YER135C 15 119
GDI1 2 7
YER137C 15 198
YER137W-A 17 233
YER138W-A 0 0
RTR1 14 182
EMP65 30 455
COX15 22 284
MAG1 10 383
DDI1 18 199
UBP5 36 634
FTR1 6 37
YER145C-A 13 130
LSM5 2 6
SCC4 16 127
YER147C-A 2 1
SPT15 1 0
YER148W-A 19 254
PEA2 44 621
SPI1 26 518
UBP3 26 212
YER152C 25 360
YER152W-A 9 119
PET122 23 462
OXA1 9 193
BEM2 38 1556
YER156C 8 74
COG3 7 79
YER158C 22 405
YER158W-A 4 35
BUR6 13 105
SPT2 17 229
RAD4 26 418
GCG1 26 767
CHD1 46 994
PAB1 4 6
YER165C-A 3 4
DNF1 30 802
BCK2 13 123
CCA1 0 0
RPH1 17 271
ADK2 3 43
RAD3 0 0
BRR2 5 142
YER172C-A 4 7
RAD24 18 389
GRX4 3 31
TMT1 11 224
YER175W-A 4 29
ECM32 63 1653
BMH1 20 231
PDA1 16 280
DMC1 21 352
ISC10 11 229
SLO1 3 16
YER181C 3 4
FMP10 3 36
FAU1 7 267
TOG1 18 217
PUG1 10 315
YER186C 11 137
YER187W 2 3
YER188W 4 70
YER188C-A 13 249
YER189W 0 0
YRF1-2 2 22
YER190C-A 0 0
YER190C-B 0 0
YFL068W 0 0
YFL067W 3 2
YFL066C 0 0
YFL065C 1 0
YFL064C 1 0
YFL063W 8 263
COS4 0 0
DDI2 0 0
SNO3 4 98
SNZ3 5 45
THI5 4 75
AGP3 11 249
YFL054C 20 322
DAK2 10 105
YFL052W 14 243
YFL051C 6 69
ALR2 18 278
SWP82 20 301
EMP47 16 271
RGD2 26 483
FMP32 12 148
SEC53 0 0
OTU1 12 382
YFL042C 37 1197
YFL041W-A 6 102
FET5 33 999
YFL040W 33 1008
ACT1 1 0
YPT1 1 0
TUB2 1 0
RPO41 32 263
MOB2 6 128
RPL22B 24 404
YFL034W 55 1180
RIM15 68 1708
YFL032W 34 691
HAC1 34 428
YFL031C-A 3 7
AGX1 37 682
CAK1 3 2
CAF16 18 300
GYP8 38 663
STE2 36 921
BST1 96 1380
EPL1 41 331
BUD27 168 2829
FRS2 1 0
YFL021C-A 159 5688
GAT1 158 3849
PAU5 28 495
YFL019C 27 61
LPD1 177 3492
SMX2 2 4
GNA1 2 1
MDJ1 251 4708
YFL015W-A 78 1488
YFL015C 162 3598
HSP12 39 521
YFL013W-A 146 5640
IES1 268 9294
YFL012W-A 96 3257
YFL012W 36 608
HXT10 160 3426
AUA1 25 445
WWM1 65 1510
CDC4 12 230
SMC1 2 1
BLM10 227 6628
SEC4 0 0
VTC2 109 1973
MSH4 232 5230
SPB4 6 41
DEG1 122 2854
LOC1 40 424
NIC96 62 576
YPI1 5 20
RPN11 8 44
SAD1 4 40
YFR006W 171 6252
YFH7 116 2937
FAR7 65 660
GCN20 207 5596
YFR009W-A 20 169
UBP6 87 934
YFR010W-A 17 254
MIC19 43 1052
DCV1 83 2647
YFR012W-A 6 34
IOC3 128 2866
CMK1 80 1651
GSY1 133 3923
YFR016C 202 5119
IGD1 67 1686
YFR018C 290 12373
FAB1 148 3598
YFR020W 26 602
ATG18 114 3076
ROG3 117 2921
PES4 95 2189
LSB3 47 1161
HIS2 61 886
ULI1 43 1067
ECO1 0 0
CDC14 7 132
PTR3 4 9
MET10 70 1016
SMC2 1 0
RPL2A 30 352
RRT5 73 1448
RPL29 37 238
YFR032C-B 48 634
QCR6 80 2767
PHO4 294 13483
YFR034W-A 87 2952
YFR035C 72 2029
CDC26 24 465
YFR036W-A 13 185
RSC8 11 135
IRC5 58 1048
OSW7 29 288
SAP155 40 465
ERJ5 18 384
KEG1 0 0
IRC6 16 423
DUG1 39 1463
YFR045W 21 569
CNN1 20 254
BNA6 29 771
RMD8 48 1388
YMR31 8 160
PRE4 6 21
RET2 34 853
RPN12 6 43
YFR052C-A 9 132
HXK1 36 562
YFR054C 1 0
YFR056C 8 176
IRC7 4 107
YFR057W 3 5
COS12 6 85
YGL262W 2 1
PAU11 0 0
YGL260W 2 4
YPS5 1 0
YGL258W-A 0 0
VEL1 3 6
MNT2 8 307
ADH4 5 38
ZRT1 11 54
FZF1 26 457
HXK2 17 399
RTG2 9 41
HFM1 18 478
RMR1 12 110
ZIP2 23 604
PDE1 14 237
BRR6 0 0
RAI1 2 1
GUS1 1 0
RTF1 10 145
TAD1 9 97
YGL242C 2 25
KAP114 17 155
DOC1 2 2
YGL239C 4 21
CSE1 1 0
HAP2 10 185
MTO1 27 538
YGL235W 10 107
ADE5,7 0 0
SEC15 3 10
TAN1 5 39
EMC4 3 7
YGL230C 4 25
SAP4 21 302
SHE10 20 177
VID30 23 414
OST5 5 10
MTC3 7 87
VRG4 0 0
SDT1 14 260
COG1 8 103
EDC1 3 14
NIF3 16 191
FRA2 13 136
MDM34 10 58
YGL218W 5 18
YGL217C 3 39
KIP3 26 472
CLG1 11 218
YGL214W 6 71
SKI8 16 266
VAM7 11 67
NCS6 14 115
YPT32 13 66
MIG2 30 410
SIP2 19 336
SPT16 0 0
CHC1 2 1
POX1 35 1164
YGL204C 4 20
KEX1 26 413
ARO8 16 310
MCM6 0 0
EMP24 14 185
YGL199C 10 103
YIP4 12 150
MDS3 15 88
DSD1 9 136
GCN1 34 327
YGL194C-A 2 4
HOS2 15 142
YGL193C 7 48
IME4 29 642
COX13 13 116
CDC55 22 178
RPS26A 1 0
YGL188C-A 0 0
YGL188C 21 625
COX4 26 414
TPN1 56 1016
YGL185C 50 1476
STR3 49 1023
MND1 33 574
YGL182C 28 512
GTS1 69 1243
ATG1 53 937
TOS3 28 559
MPT5 48 696
YGL177W 15 228
YGL176C 14 210
SAE2 5 32
BUD13 6 96
XRN1 11 57
NUP49 4 9
ROK1 1 0
SPO74 13 166
SUA5 5 27
HUR1 4 5
PMR1 18 103
CUP2 14 306
YGL165C 26 273
YRB30 21 287
RAD54 10 52
SUT1 13 189
YIP5 19 430
AIM14 17 147
YGL159W 13 149
RCK1 26 538
ARI1 13 191
AMS1 22 533
CDC43 0 0
LYS5 8 81
PEX14 2 11
YGL152C 6 95
NUT1 22 259
INO80 15 169
YGL149W 7 98
ARO2 17 270
RPL9A 4 20
RRT6 33 1026
TIP20 8 48
ROG1 18 706
MRF1 15 264
GPI10 2 3
HUL5 14 182
YGL140C 23 575
FLC3 21 248
YGL138C 4 10
SEC27 3 15
MRM2 15 297
RPL1B 1 0
PCL10 18 628
ITC1 13 122
YGL132W 2 1
SNT2 34 336
CEG1 1 0
RSM23 17 115
CWC23 5 12
SOH1 5 12
SCS3 154 4842
MET13 60 1556
MON1 30 129
RPS2 0 0
YGL123C-A 0 0
NAB2 9 59
GPG1 12 241
PRP43 6 28
COQ8 34 499
YGL118C 35 381
YGL117W 13 334
CDC20 0 0
SNF4 18 438
YGL114W 27 542
SLD3 11 179
TAF6 0 0
NSA1 2 5
CUE3 14 280
YGL109W 10 174
YGL108C 6 61
RMD9 14 101
MLC1 0 0
ARC1 8 23
VPS73 20 303
RPL28 0 0
YGL102C 0 0
YGL101W 10 132
SEH1 20 109
LSG1 10 30
USE1 2 1
SRM1 3 8
TOS8 37 507
VPS45 11 20
PAN2 28 557
SPC105 13 220
NUP145 20 124
NBP35 2 1
LIF1 22 275
MF(ALPHA)2 8 45
YGL088W 15 206
MMS2 17 431
MAD1 27 878
LCL3 8 148
GUP1 23 189
SCY1 33 565
YGL082W 17 505
YGL081W 20 184
MPC1 10 92
KXD1 9 163
DBP3 19 112
HNM1 29 543
RPL7A 1 0
MPS2 12 100
YGL074C 12 123
HSF1 94 1972
YGL072C 66 1544
AFT1 24 269
RPB9 9 106
YGL069C 13 68
MNP1 15 90
NPY1 24 402
SGF73 28 336
ALG2 3 3
MRH4 44 707
PUS2 171 4120
YGL063C-A 27 507
PYC1 110 2498
DUO1 5 8
YBP2 25 449
PKP2 59 1173
RAD6 12 55
GEP7 49 1164
SDS23 98 1669
OLE1 16 75
ERV14 31 391
PRM8 31 640
YGL052W 17 239
MST27 30 488
TYW3 45 1022
TIF4632 103 1503
RPT6 3 4
ALG13 4 41
RIM8 127 3515
RNA15 9 124
DST1 62 969
YGL042C 24 321
YGL041C-B 32 580
YGL041W-A 31 586
YGL041C 8 106
HEM2 47 185
YGL039W 35 356
OCH1 25 96
PNC1 26 322
YGL036W 87 1551
MIG1 58 967
YGL034C 40 290
HOP2 24 538
AGA2 6 12
RPL24A 19 72
RPL30 0 0
CGR1 0 0
SCW11 39 399
CWH41 49 743
TRP5 40 606
PGD1 30 371
YGL024W 17 129
PIB2 55 1240
STT3 5 19
ALK1 56 1280
GET1 3 3
CKB1 15 279
JAC1 2 1
ATE1 44 836
KAP122 68 826
YGL015C 22 550
PUF4 65 647
YGL014C-A 7 56
PDR1 90 1619
ERG4 99 1434
SCL1 1 0
MPO1 48 1611
LEU1 206 5605
PMA1 3 8
YGL007C-A 6 22
BRP1 117 4832
YGL006W-A 39 775
PMC1 276 5843
COG7 62 1153
RPN14 150 3794
CDH1 166 2202
ERP6 91 1599
ERG26 2 6
EFM5 102 1197
SWC4 91 1058
CUL3 229 4841
PEX31 122 2419
TFG2 13 161
PRP18 89 2131
ECT1 134 4197
STF2 51 887
SEC9 56 1032
NMA2 118 2682
YGR011W 30 523
YGR012W 105 3340
SNU71 72 1059
MSB2 197 2626
YGR015C 97 2981
YGR016W 35 1111
YGR017W 55 1423
YGR018C 26 393
UGA1 192 5267
VMA7 3 8
YGR021W 130 2882
YGR022C 50 1416
MTL1 166 4102
THG1 3 3
YGR025W 59 1913
YGR026W 58 1158
RPS25A 29 328
MSP1 99 2447
ERV1 16 48
POP6 4 54
IMO32 282 9912
NAG1 136 4714
GSC2 128 3079
TIM21 24 182
RPL26B 43 260
YGR035C 22 235
YGR035W-A 35 488
CAX4 17 143
ACB1 12 319
ORM1 16 170
YGR039W 14 67
KSS1 27 1165
BUD9 38 640
YGR042W 16 139
NQM1 47 1274
RME1 33 508
YGR045C 60 1062
TAM41 39 281
TFC4 1 0
UFD1 10 185
SCM4 80 1579
YGR050C 70 1546
YGR051C 76 1426
FMP48 59 1566
YGR053C 49 834
YGR054W 54 824
MUP1 20 236
RSC1 35 273
LST7 11 116
PEF1 32 420
SPR3 32 310
ERG25 0 0
ADE6 3 2
COX18 13 114
SPT4 6 60
YGR064W 17 156
VHT1 3 8
YGR066C 23 580
YGR067C 51 889
ART5 161 5195
YGR068W-A 4 26
YGR069W 13 148
ROM1 18 404
ENV11 8 270
UPF3 6 153
YGR073C 2 1
SMD1 0 0
PRP38 3 29
MRPL25 4 25
PEX8 39 592
PAC10 12 136
YGR079W 40 833
TWF1 13 146
SLX9 7 41
TOM20 7 36
GCD2 3 3
MRP13 21 292
RPL11B 9 29
PIL1 29 363
PDC6 55 996
CTT1 24 367
NNF2 33 470
UTP22 0 0
PRP31 9 108
DBF2 3 26
DRN1 18 137
VAS1 5 75
RRP46 1 0
TPC1 37 533
ASK10 32 644
ESP1 1 0
TEL2 1 0
MDR1 25 514
PCP1 13 196
GTF1 8 56
NOP7 0 0
SRB5 4 7
VMA21 0 0
VOA1 8 99
YGR107W 24 576
CLB1 9 190
CLB6 9 227
CLD1 25 279
YGR111W 21 450
SHY1 11 64
DAM1 4 29
YGR114C 6 52
YGR115C 0 0
SPT6 1 0
YGR117C 19 213
RPS23A 12 38
NUP57 5 35
COG2 7 64
MEP1 57 1088
YGR121W-A 49 1830
YGR122W 32 854
YGR122C-A 2 7
PPT1 38 953
ASN2 43 907
YGR125W 64 1082
YGR126W 34 779
YGR127W 28 754
UTP8 1 0
SYF2 11 95
YGR130C 48 1135
FHN1 11 125
PHB1 18 165
PEX4 12 113
CAF130 58 1092
PRE9 17 103
LSB1 12 101
YGR137W 7 54
TPO2 38 1035
YGR139W 37 493
CBF2 9 71
VPS62 77 1429
BTN2 39 558
SKN1 46 981
THI4 32 650
ENP2 14 76
ECL1 8 67
YGR146C-A 15 193
NAT2 54 734
RPL24B 25 251
YGR149W 29 290
CCM1 34 580
YGR151C 7 92
RSR1 13 153
YGR153W 15 372
GTO1 25 432
CYS4 10 44
PTI1 14 159
CHO2 30 233
MTR3 1 0
NSR1 10 23
YGR160W 4 4
RTS3 30 739
YGR161W-C 7 102
TIF4631 14 51
GTR2 9 67
YGR164W 9 175
MRPS35 8 44
TRS65 21 420
CLC1 2 1
YGR168C 19 257
PUS6 27 852
LSO2 4 21
PSD2 34 720
MSM1 16 201
YIP1 0 0
RBG2 20 482
CBP4 17 197
YGR174W-A 1 0
ERG1 0 0
YGR176W 16 263
ATF2 31 645
PBP1 28 622
OKP1 7 40
RNR4 7 29
TIM13 10 69
YGR182C 13 79
QCR9 5 28
UBR1 39 515
TYS1 0 0
TFG1 4 27
HGH1 5 19
BUB1 14 56
CRH1 21 147
YGR190C 10 226
HIP1 24 665
TDH3 11 46
PDX1 23 260
XKS1 23 436
SKI6 1 0
FYV8 28 480
SNG1 21 321
YPP1 6 31
PMT6 24 305
ELP2 24 250
YGR201C 17 251
PCT1 64 925
YCH1 65 1543
ADE3 32 407
YGR204C-A 3 3
TDA10 9 77
MVB12 8 130
CIR1 15 222
SER2 2 1
TRX2 10 141
YGR210C 36 1320
ZPR1 0 0
SLI1 23 633
RTA1 14 294
RPS0A 6 17
RSM27 4 12
GPI1 10 89
CCH1 38 788
CRM1 2 1
YGR219W 6 46
MRPL9 13 115
TOS2 21 295
PET54 2 1
HSV2 13 224
AZR1 11 128
AMA1 16 214
YGR226C 1 0
DIE2 11 89
YGR228W 3 36
SMI1 14 174
BNS1 17 290
PHB2 4 24
NAS6 8 104
PHO81 45 932
YHB1 9 123
MIC26 12 201
SPG1 11 211
YGR237C 35 992
KEL2 36 416
PEX21 33 389
PFK1 27 189
YGR240C-A 18 330
YAP1802 37 671
YGR242W 6 87
MPC3 7 67
LSC2 36 656
SDA1 6 66
BRF1 2 7
CPD1 19 524
SOL4 18 307
MGA1 44 876
YGR250C 48 1089
NOP19 3 38
GCN5 12 40
PUP2 2 1
ENO1 23 296
COQ6 29 666
GND2 25 837
MTM1 20 183
RAD2 39 839
YGR259C 6 64
TNA1 17 347
APL6 14 150
BUD32 3 3
SAY1 11 143
MES1 0 0
YGR265W 6 78
YGR266W 24 397
FOL2 0 0
HUA1 30 569
YGR269W 32 685
YTA7 14 79
YGR270C-A 3 22
SLH1 23 546
EFG1 2 7
YGR273C 3 11
TAF1 5 23
RTT102 3 2
RNH70 9 134
CAB4 0 0
CWC22 8 67
SCW4 5 29
PXR1 14 136
YOR1 34 433
BGL2 8 97
YGR283C 9 137
ERV29 15 307
ZUO1 7 35
BIO2 9 207
IMA1 17 397
MAL13 8 111
MAL11 10 160
YGR290W 1 0
YGR291C 5 13
MAL12 9 76
YGR293C 1 0
PAU12 3 22
COS6 5 139
YRF1-3 0 0
YGR296C-A 0 0
YGR296C-B 0 0
YHL050C 10 92
YHL050W-A 3 65
YHL049C 0 0
YHL048C-A 3 53
COS8 15 271
ARN2 24 723
YHL046W-A 5 113
PAU13 5 73
YHL045W 7 61
YHL044W 12 205
ECM34 6 89
YHL042W 22 694
YHL041W 44 656
ARN1 47 1082
EFM1 37 773
CBP2 25 960
YHL037C 36 894
MUP3 29 658
VMR1 44 926
YHL034W-A 7 53
SBP1 10 62
RPL8A 12 55
GUT1 58 1830
GOS1 4 21
YHL030W-A 4 56
ECM29 58 907
OCA5 50 1688
WSC4 118 2213
RIM101 175 5530
YHL026C 81 2351
SNF6 199 6528
RIM4 107 2912
NPR3 110 937
SPO11 72 858
AIM17 94 2130
OPI1 122 2155
YHL019W-A 54 1659
APM2 130 3681
YHL018W 28 924
YHL017W 81 1488
DUR3 123 3364
YHL015W-A 15 144
RPS20 0 0
YLF2 88 1888
OTU2 45 841
YHL012W 92 1839
PRS3 8 39
ETP1 122 3101
YAP3 56 1054
YHL008C 260 5959
STE20 212 5762
YHL006W-A 40 1343
SHU1 193 9024
YHL005C 149 4673
MRP4 146 2468
LAG1 157 5200
YHL002C-A 58 1515
HSE1 189 6257
RPL14B 76 1077
OSH7 146 3983
QCR10 48 748
LEU5 131 2382
TCD1 175 4717
NEM1 166 3268
GPA1 10 180
TIM10 22 188
STP2 154 3029
ERG11 5 5
YHR007C-A 104 3508
SOD2 91 912
TDA3 142 4598
RPL27A 3 5
DIA4 49 717
VPS29 15 52
ARD1 32 325
SPO13 45 663
MIP6 88 1685
YSC84 51 1110
YSC83 45 679
ARG4 47 714
DED81 1 0
YHR020W 6 20
RPS27B 2 2
ECM12 34 799
YHR022C 54 892
YHR022C-A 15 146
MYO1 62 563
MAS2 1 0
THR1 28 326
VMA16 4 13
RPN1 2 2
DAP2 70 986
YHR028W-A 16 157
YHI9 36 1180
SLT2 33 452
RRM3 70 1478
ERC1 122 3360
YHR032W-A 26 389
YHR032C-A 22 273
YHR033W 84 1832
PIH1 30 504
NEL1 48 990
BRL1 6 89
PUT2 34 734
RRF1 15 92
MSC7 40 955
VMA10 1 0
BCD1 30 279
SRB2 8 29
NCP1 16 72
DOG2 8 154
DOG1 13 159
YHR045W 17 291
INM1 11 186
AAP1 20 221
YHK8 71 1357
FSH1 28 497
YHR049C-A 37 385
SMF2 48 983
YHR050W-A 15 126
COX6 11 159
CIC1 4 20
YHR052W-A 0 0
CUP1-1 0 0
YHR054C 2 1
YHR054W-A 0 0
CUP1-2 0 0
RSC30 29 164
YHR056W-A 12 61
CPR2 17 296
MED6 13 216
FYV4 2 2
VMA22 2 1
GIC1 9 140
RPP1 0 0
PAN5 15 198
YHR063W-A 6 46
SSZ1 22 122
RRP3 4 5
SSF1 23 233
HTD2 25 875
DYS1 3 3
RRP4 2 1
YHR069C-A 3 7
TRM5 27 157
YHR070C-A 29 285
PCL5 29 617
YHR071C-A 7 104
ERG7 1 0
NOP10 0 0
OSH3 50 860
YHR073W-A 2 2
YHR073C-B 2 7
QNS1 3 7
PPE1 14 200
PTC7 12 88
NMD2 34 437
YHR078W 20 377
IRE1 19 133
SAE3 3 11
YHR080C 52 832
LRP1 9 51
KSP1 44 777
SAM35 2 1
STE12 28 738
IPI1 0 0
NAM8 30 636
YHR086W-A 19 158
RTC3 12 251
RPF1 1 0
GAR1 5 11
YNG2 10 92
MSR1 52 593
HXT4 30 784
AHT1 28 318
HXT1 71 1737
YHR095W 17 232
HXT5 66 1146
YHR097C 87 1228
SFB3 62 937
TRA1 4 4
GEP4 8 96
BIG1 1 0
KIC1 1 0
SBE22 25 667
GRE3 16 202
YPT35 12 178
TRR2 7 37
CDC12 1 0
GGA2 20 363
CTM1 20 234
ERP5 20 312
UBA4 11 114
YHR112C 13 267
APE4 38 700
BZZ1 33 324
DMA1 27 483
COX23 16 366
TOM71 22 316
ORC6 0 0
SET1 21 162
MSH1 22 363
LSM12 8 95
CIA2 2 1
EPT1 13 189
NDT80 29 419
YHR125W 7 39
ANS1 15 267
YHR127W 14 301
FUR1 6 13
ARP1 11 54
YHR130C 6 48
YHR131C 25 498
YHR131W-A 4 157
ECM14 18 438
IGO2 7 38
NSG1 19 301
WSS1 31 275
YCK1 33 430
SPL2 18 229
ARO9 47 358
YHR137C-A 22 224
YHR138C 10 101
SPS100 26 435
YHR139C-A 29 704
YHR140W 38 770
RPL42B 1 0
CHS7 16 210
DSE2 9 32
RPC10 0 0
DCD1 16 250
YHR145C 11 44
CRP1 13 166
MRPL6 9 35
IMP3 0 0
SKG6 18 329
PEX28 28 476
MTC6 18 174
SPO12 7 45
SPO16 4 83
RTT107 23 355
YSP1 15 399
LIN1 15 150
REC104 2 26
KEL1 19 391
TDA11 15 246
PEX18 10 55
YAP1801 34 726
MPC2 11 29
SOL3 6 46
DNA2 7 42
PRP8 5 8
YHR165W-A 1 0
CDC23 6 48
THP2 8 68
MTG2 27 502
DBP8 1 0
NMD3 1 0
ATG7 19 358
SPC97 17 196
YHR173C 13 208
ENO2 20 240
CTR2 21 534
YHR175W-A 3 25
FMO1 31 596
YHR177W 16 255
STB5 35 381
OYE2 21 169
YHR180W 9 208
YHR180W-A 9 69
YHR180C-B 2 3
SVP26 8 81
YHR182W 24 377
YHR182C-A 3 19
GND1 7 75
SSP1 19 307
PFS1 6 63
KOG1 3 5
IKI1 5 38
GPI16 1 0
PTH1 9 257
ERG9 1 0
CTF8 6 14
LNP1 9 194
