gene_name number_of_transposon_per_gene number_of_read_per_gene
SIP1 16 162
CAD1 21 295
DYN2 13 57
SNX41 15 162
YDR426C 3 4
RPN9 3 4
BNA7 9 27
TIF35 2 3
CYM1 44 720
YDR431W 18 116
NPL3 0 0
YDR433W 0 0
GPI17 2 1
PPM1 32 383
PPZ2 29 331
GPI19 5 25
THI74 18 96
LRS4 2 14
DOT1 37 415
APT2 20 113
YDR442W 8 41
SSN2 27 164
YDR444W 38 691
YDR445C 18 119
ECM11 13 87
RPS17B 11 88
ADA2 7 26
UTP6 0 0
RPS18A 8 27
YHP1 24 201
PPN1 39 670
TSA2 24 218
GUK1 1 0
YDR455C 8 105
NHX1 13 38
TOM1 75 930
HEH2 23 278
PFA5 22 278
TFB3 4 14
MFA1 3 14
YDR461C-A 7 39
MRPL28 7 32
STP1 9 118
SPP41 13 80
YDR464C-A 2 2
RMT2 20 186
PKH3 21 171
YDR467C 5 53
TLG1 2 7
SDC1 4 8
UGO1 3 8
RPL27B 15 116
TRS31 2 5
PRP3 9 56
JIP4 59 577
YDR476C 39 562
SNF1 2 4
SNM1 0 0
PEX29 31 380
DIG2 30 653
PHO8 32 941
CWC21 42 364
KRE2 17 240
VPS52 6 26
VPS72 27 207
VPS60 5 21
RIB3 0 0
PAC11 79 642
SLD5 2 1
PKH1 79 1262
YDR491C 48 703
IZH1 19 134
MZM1 6 41
RSM28 17 151
VPS3 10 72
PUF6 21 254
ITR1 20 231
SEC20 11 23
LCD1 6 22
RPL37B 9 43
PLM2 46 525
SAM2 19 202
LPP1 12 70
SPG3 12 64
PSP1 22 193
GMC1 96 1553
GIN4 46 688
GNP1 35 458
YDR509W 13 53
SMT3 0 0
YDR510C-A 3 3
SDH7 18 174
EMI1 41 1005
GRX2 6 128
YDR514C 35 283
SLF1 6 22
EMI2 24 209
GRH1 32 337
EUG1 35 260
FPR2 11 116
URC2 33 459
YDR521W 3 26
SPS2 16 114
SPS1 47 472
AGE1 19 85
YDR524W-C 4 51
YDR524C-B 5 9
YDR524C-A 17 225
API2 34 530
SNA2 28 712
YDR526C 1 0
RBA50 3 16
HLR1 31 511
QCR7 8 71
APA2 26 363
CAB1 2 1
KRE28 28 133
HSP31 14 52
FIT1 35 373
YDR535C 47 897
STL1 43 562
YDR537C 12 145
PAD1 14 140
FDC1 19 211
IRC4 4 8
YDR541C 33 395
PAU10 4 3
YDR543C 8 31
YDR544C 20 249
YRF1-1 0 0
YDR545C-A 0 0
YEL077C 33 419
YEL077W-A 2 1
YEL076C-A 0 0
YEL076C 0 0
YEL075W-A 0 0
YEL075C 0 0
YEL074W 37 662
YEL073C 14 250
RMD6 23 565
DLD3 53 728
DSF1 23 293
HXT13 25 357
YEL068C 11 80
YEL067C 57 1316
HPA3 50 767
SIT1 52 1015
AVT2 43 838
CAN1 41 514
NPR2 6 23
CIN8 30 306
PRB1 37 302
SOM1 33 410
HHY1 74 1593
PCM1 4 21
YEL057C 40 470
HAT2 34 501
POL5 2 1
RPL12A 9 15
YEL053W-A 8 14
MAK10 59 553
AFG1 65 715
VMA8 1 0
YEL050W-A 3 14
RML2 31 253
PAU2 13 59
TCA17 7 17
FRD1 58 1191
GLY1 9 61
YEL045C 69 1100
IES6 4 6
YEL043W 104 1975
GDA1 62 839
YEF1 63 892
UTR2 70 1176
CYC7 26 337
UTR4 44 799
RAD23 40 534
ANP1 32 343
UTR5 179 3120
YEL034C-A 6 10
HYP2 5 7
MTC7 95 1514
MCM3 1 0
YEL032C-A 0 0
SPF1 48 568
YEL030C-A 13 121
ECM10 83 824
BUD16 27 159
YEL028W 33 421
VMA3 1 0
SNU13 2 2
YEL025C 166 2413
RIP1 21 252
YEL023C 128 2021
GEA2 215 3472
URA3 747 51180
YEL020C-B 0 0
TIM9 3 5
YEL020C 179 2887
MMS21 28 423
YEL018C-A 26 357
EAF5 46 624
PMP2 11 127
GTT3 143 1828
NPP2 141 3024
EDC3 119 2340
YEL014C 112 1465
VAC8 87 824
UBC8 74 1265
GLC3 201 4265
YEL010W 69 1266
YEL009C-A 92 1574
GCN4 107 1495
YEL008W 209 10731
YEL008C-A 53 2354
MIT1 104 1638
YEA6 214 4091
VAB2 128 2511
YEA4 183 2225
GIM4 59 971
WBP1 13 66
IRC22 132 3103
MNN1 478 12345
NOP16 43 388
PMI40 2 6
FMP52 166 3495
YND1 278 6917
NUG1 29 223
YER006C-A 73 1518
PAC2 170 3203
TMA20 77 1423
SEC3 205 3042
NTF2 0 0
YER010C 78 1016
TIR1 65 778
PRE1 6 10
PRP22 54 682
HEM14 10 61
BUD25 114 2567
FAA2 123 1940
BIM1 92 1806
AFG3 82 822
SPC25 21 247
ISC1 175 2204
SBH2 29 198
GPA2 131 1468
RPN3 8 65
SRB4 14 85
PRO3 4 6
YER023C-A 0 0
YAT2 183 3485
GCD11 2 1
CHO1 1 0
GAL83 58 1240
MIG3 134 1794
SMB1 15 163
CHZ1 13 39
YPT31 33 397
FIR1 82 1024
ZRG8 116 1727
YER034W 134 3485
EDC2 77 1660
ARB1 5 33
PHM8 29 644
KRE29 10 17
YER038W-A 21 197
HVG1 36 363
YER039C-A 9 119
GLN3 62 717
YEN1 84 1179
MXR1 20 259
SAH1 0 0
ERG28 6 25
MEI4 105 1574
ACA1 53 545
SPO73 27 410
YER046W-A 11 165
SAP1 56 1090
CAJ1 38 529
ISD11 2 1
TPA1 42 460
RSM18 4 7
JHD1 66 802
HOM3 53 520
PIC2 34 429
YER053C-A 3 2
GIP2 95 1079
HIS1 50 671
FCY2 49 555
RPL34A 11 45
HMF1 11 152
PET117 10 50
PCL6 35 312
FCY21 63 846
FCY22 54 742
CEM1 29 403
GPP2 23 256
THO1 30 361
VHR2 51 465
ICL1 75 1029
RRT13 11 140
YER066C-A 25 164
RGI1 16 177
YER067C-A 13 165
MOT2 18 188
YER068C-A 32 319
ARG5,6 35 427
RNR1 27 230
TDA2 7 21
VTC1 28 444
ALD5 52 402
RPS24A 3 11
YOS1 0 0
PTP3 46 593
YER076C 51 662
YER076W-A 12 73
YER077C 48 631
ICP55 71 1006
YER078W-A 27 99
YER079W 17 220
YER079C-A 13 134
AIM9 51 777
SER3 31 440
UTP7 9 66
GET2 4 34
YER084W 51 818
YER084W-A 11 25
YER085C 11 25
ILV1 1 0
AIM10 21 140
YER087C-A 12 104
SBH1 9 82
DOT6 95 1858
YER088C-A 101 1500
YER088W-B 38 881
PTC2 118 2386
TRP2 44 509
YER090C-A 5 8
MET6 38 196
YER091C-A 66 1171
IES5 34 255
TSC11 46 449
AIM11 15 144
PUP3 0 0
RAD51 17 141
SHC1 40 357
YER097W 41 392
UBP9 45 497
PRS2 28 400
UBC6 21 153
AST2 33 459
RPS8B 7 22
SSA4 26 148
RTT105 10 157
NUP157 64 569
MAM1 28 274
GLE2 2 1
YER107W-A 2 6
KAP123 29 404
SWI4 22 130
LSM4 1 0
TMN3 31 430
BOI2 54 826
SPR6 14 151
SLX8 16 163
RPL23B 1 0
SHO1 16 97
AVT6 56 1339
YER119C-A 28 480
SCS2 14 46
YER121W 16 154
GLO3 27 476
YCK3 12 69
DSE1 34 280
RSP5 0 0
NSA2 0 0
LCP5 6 12
VFA1 27 414
SAK1 56 462
COM2 32 441
RPS26B 10 41
PMD1 103 1524
GLC7 2 2
YER133W-A 4 10
YER134C 11 33
YER135C 12 139
GDI1 2 1
YER137C 11 99
YER137W-A 6 70
YER138W-A 1 0
RTR1 14 75
EMP65 49 565
COX15 18 109
MAG1 16 140
DDI1 48 517
UBP5 65 1073
FTR1 70 966
YER145C-A 17 184
LSM5 3 5
SCC4 11 104
YER147C-A 2 3
SPT15 1 0
YER148W-A 7 37
PEA2 28 335
SPI1 17 226
UBP3 27 173
YER152C 47 749
YER152W-A 29 353
PET122 58 747
OXA1 35 438
BEM2 64 791
YER156C 14 84
COG3 15 112
YER158C 41 359
YER158W-A 5 13
BUR6 4 5
SPT2 16 79
RAD4 46 363
GCG1 12 146
CHD1 65 801
PAB1 3 45
YER165C-A 3 35
DNF1 99 1987
BCK2 21 162
CCA1 1 0
RPH1 49 748
ADK2 31 341
RAD3 10 115
BRR2 7 35
YER172C-A 2 2
RAD24 26 214
GRX4 15 157
TMT1 27 504
YER175W-A 2 10
ECM32 223 4263
BMH1 16 223
PDA1 29 293
DMC1 49 766
ISC10 26 197
SLO1 4 22
YER181C 12 99
FMP10 12 128
FAU1 25 415
TOG1 64 486
PUG1 14 209
YER186C 57 742
YER187W 21 256
YER188W 16 299
YER188C-A 28 468
YER189W 2 1
YRF1-2 17 513
YER190C-A 0 0
YER190C-B 0 0
YFL068W 0 0
YFL067W 3 6
YFL066C 1 0
YFL065C 0 0
YFL064C 1 0
YFL063W 14 78
COS4 12 66
DDI2 2 8
SNO3 7 52
SNZ3 10 31
THI5 7 80
AGP3 64 884
YFL054C 80 1746
DAK2 70 960
YFL052W 39 584
YFL051C 18 162
ALR2 91 1219
SWP82 41 475
EMP47 26 412
RGD2 43 414
FMP32 26 429
SEC53 0 0
OTU1 35 447
YFL042C 63 1282
YFL041W-A 9 63
FET5 49 721
YFL040W 72 1228
ACT1 0 0
YPT1 1 0
TUB2 1 0
RPO41 37 410
MOB2 16 255
RPL22B 30 286
YFL034W 102 1756
RIM15 67 1475
YFL032W 48 714
HAC1 36 226
YFL031C-A 0 0
AGX1 89 1383
CAK1 0 0
CAF16 53 619
GYP8 68 973
STE2 59 1039
BST1 157 2011
EPL1 20 222
BUD27 136 1619
FRS2 3 9
YFL021C-A 195 4677
GAT1 172 2883
PAU5 13 142
YFL019C 16 27
LPD1 101 1534
SMX2 2 1
GNA1 3 3
MDJ1 129 1924
YFL015W-A 51 831
YFL015C 163 3705
HSP12 38 368
YFL013W-A 186 6873
IES1 256 8273
YFL012W-A 120 3459
YFL012W 32 394
HXT10 150 2502
AUA1 28 281
WWM1 73 1076
CDC4 13 161
SMC1 1 0
BLM10 386 6581
SEC4 1 0
VTC2 218 2967
MSH4 439 8105
SPB4 12 68
DEG1 184 3000
LOC1 57 312
NIC96 110 1838
YPI1 13 138
RPN11 12 28
SAD1 4 44
YFR006W 250 5689
YFH7 187 4445
FAR7 42 217
GCN20 228 4108
YFR009W-A 14 93
UBP6 8 25
YFR010W-A 28 325
MIC19 64 977
DCV1 92 2358
YFR012W-A 7 7
IOC3 215 3043
CMK1 142 2511
GSY1 227 5060
YFR016C 209 3289
IGD1 69 1824
YFR018C 332 15051
FAB1 178 3125
YFR020W 91 1059
ATG18 131 2591
ROG3 156 2739
PES4 119 1590
LSB3 83 1202
HIS2 58 1052
ULI1 99 2565
ECO1 0 0
CDC14 26 289
PTR3 0 0
MET10 134 2060
SMC2 0 0
RPL2A 51 398
RRT5 65 932
RPL29 46 544
YFR032C-B 68 733
QCR6 51 1498
PHO4 306 8751
YFR034W-A 110 2456
YFR035C 82 1463
CDC26 24 348
YFR036W-A 19 417
RSC8 11 317
IRC5 82 905
OSW7 45 404
SAP155 30 166
ERJ5 66 1236
KEG1 1 0
IRC6 24 311
DUG1 89 1755
YFR045W 48 663
CNN1 34 198
BNA6 28 466
RMD8 88 1736
YMR31 21 399
PRE4 1 0
RET2 61 1655
RPN12 7 75
YFR052C-A 19 46
HXK1 37 551
YFR054C 17 85
YFR056C 24 336
IRC7 19 229
YFR057W 3 10
COS12 5 58
YGL262W 2 13
PAU11 0 0
YGL260W 0 0
YPS5 8 23
YGL258W-A 1 0
VEL1 16 145
MNT2 39 445
ADH4 24 637
ZRT1 1 0
FZF1 64 936
HXK2 38 416
RTG2 9 67
HFM1 74 830
RMR1 11 70
ZIP2 76 1429
PDE1 48 834
BRR6 0 0
RAI1 0 0
GUS1 4 5
RTF1 12 49
TAD1 14 65
YGL242C 13 148
KAP114 51 452
DOC1 9 93
YGL239C 7 54
CSE1 3 7
HAP2 17 172
MTO1 62 841
YGL235W 15 100
ADE5,7 1 0
SEC15 7 18
TAN1 12 105
EMC4 2 1
YGL230C 4 14
SAP4 37 504
SHE10 33 258
VID30 29 423
OST5 11 30
MTC3 7 48
VRG4 0 0
SDT1 26 361
COG1 10 74
EDC1 15 66
NIF3 15 66
FRA2 18 371
MDM34 7 98
YGL218W 0 0
YGL217C 9 72
KIP3 44 468
CLG1 15 182
YGL214W 3 37
SKI8 9 152
VAM7 12 132
NCS6 18 140
YPT32 19 285
MIG2 34 628
SIP2 33 420
SPT16 6 20
CHC1 0 0
POX1 38 870
YGL204C 7 20
KEX1 45 694
ARO8 43 440
MCM6 0 0
EMP24 24 344
YGL199C 16 182
YIP4 22 199
MDS3 36 293
DSD1 28 282
GCN1 60 562
YGL194C-A 6 49
HOS2 21 113
YGL193C 7 87
IME4 26 485
COX13 15 125
CDC55 1 0
RPS26A 0 0
YGL188C-A 0 0
YGL188C 17 152
COX4 13 100
TPN1 29 356
YGL185C 52 708
STR3 58 771
MND1 29 381
YGL182C 13 160
GTS1 26 388
ATG1 18 131
TOS3 42 600
MPT5 50 578
YGL177W 19 180
YGL176C 26 211
SAE2 11 38
BUD13 25 419
XRN1 21 172
NUP49 4 10
ROK1 5 23
SPO74 29 205
SUA5 1 0
HUR1 5 6
PMR1 7 8
CUP2 16 147
YGL165C 26 136
YRB30 21 141
RAD54 33 310
SUT1 24 353
YIP5 25 341
AIM14 19 71
YGL159W 16 79
RCK1 44 744
ARI1 18 268
AMS1 51 966
CDC43 0 0
LYS5 4 9
PEX14 34 381
YGL152C 32 611
NUT1 66 880
INO80 7 57
YGL149W 33 462
ARO2 3 3
RPL9A 4 9
RRT6 42 611
TIP20 5 40
ROG1 27 325
MRF1 18 194
GPI10 3 9
HUL5 36 453
YGL140C 35 251
FLC3 16 217
YGL138C 16 108
SEC27 12 43
MRM2 29 239
RPL1B 1 0
PCL10 28 499
ITC1 63 568
YGL132W 8 66
SNT2 65 724
CEG1 2 2
RSM23 5 6
CWC23 6 5
SOH1 2 2
SCS3 131 1867
MET13 48 479
MON1 27 315
RPS2 1 0
YGL123C-A 0 0
NAB2 7 61
GPG1 8 65
PRP43 9 74
COQ8 32 395
YGL118C 43 337
YGL117W 32 522
CDC20 1 0
SNF4 4 8
YGL114W 23 174
SLD3 16 200
TAF6 0 0
NSA1 3 17
CUE3 59 1009
YGL109W 26 264
YGL108C 17 196
RMD9 18 67
MLC1 0 0
ARC1 13 76
VPS73 35 350
RPL28 2 1
YGL102C 1 0
YGL101W 12 111
SEH1 6 62
LSG1 11 42
USE1 1 0
SRM1 5 19
TOS8 56 299
VPS45 3 20
PAN2 61 1088
SPC105 28 514
NUP145 21 266
NBP35 9 96
LIF1 43 393
MF(ALPHA)2 21 166
YGL088W 16 212
MMS2 10 90
MAD1 63 1105
LCL3 28 303
GUP1 16 77
SCY1 68 1105
YGL082W 34 450
YGL081W 28 342
MPC1 17 166
KXD1 17 138
DBP3 23 166
HNM1 53 727
RPL7A 4 9
MPS2 8 21
YGL074C 26 567
HSF1 58 1132
YGL072C 57 1157
AFT1 30 310
RPB9 11 200
YGL069C 18 251
MNP1 20 270
NPY1 45 551
SGF73 42 242
ALG2 13 168
MRH4 43 318
PUS2 143 2550
YGL063C-A 40 965
PYC1 73 1102
DUO1 15 47
YBP2 66 587
PKP2 40 385
RAD6 0 0
GEP7 39 665
SDS23 73 843
OLE1 5 9
ERV14 19 265
PRM8 16 113
YGL052W 20 332
MST27 36 396
TYW3 63 1013
TIF4632 90 906
RPT6 6 8
ALG13 5 32
RIM8 125 1961
RNA15 8 103
DST1 35 1012
YGL042C 12 90
YGL041C-B 28 577
YGL041W-A 37 651
YGL041C 8 94
HEM2 2 4
YGL039W 53 660
OCH1 2 1
PNC1 17 263
YGL036W 85 850
MIG1 71 709
YGL034C 68 309
HOP2 31 325
AGA2 12 36
RPL24A 36 223
RPL30 0 0
CGR1 1 0
SCW11 85 586
CWH41 65 849
TRP5 94 1178
PGD1 57 637
YGL024W 31 377
PIB2 118 2082
STT3 6 27
ALK1 166 3388
GET1 6 8
CKB1 23 198
JAC1 1 0
ATE1 82 1429
KAP122 143 1952
YGL015C 28 572
PUF4 76 898
YGL014C-A 5 84
PDR1 200 3380
ERG4 30 222
SCL1 11 142
MPO1 51 1219
LEU1 166 3235
PMA1 1 0
YGL007C-A 3 2
BRP1 54 2056
YGL006W-A 50 671
PMC1 302 3944
COG7 88 1812
RPN14 219 4829
CDH1 211 4441
ERP6 167 4491
ERG26 7 28
EFM5 166 1949
SWC4 131 2218
CUL3 211 4247
PEX31 276 4833
TFG2 52 315
PRP18 59 2642
ECT1 160 3872
STF2 42 876
SEC9 31 522
NMA2 166 2888
YGR011W 54 649
YGR012W 149 2868
SNU71 90 1643
MSB2 206 1532
YGR015C 157 4229
YGR016W 56 772
YGR017W 76 1068
YGR018C 37 415
UGA1 151 2787
VMA7 2 6
YGR021W 106 1814
YGR022C 19 238
MTL1 121 1935
THG1 1 0
YGR025W 89 2650
YGR026W 80 1028
RPS25A 27 415
MSP1 57 591
ERV1 4 52
POP6 1 0
IMO32 260 7515
NAG1 142 3368
GSC2 199 3435
TIM21 49 511
RPL26B 21 77
YGR035C 9 40
YGR035W-A 35 625
CAX4 11 140
ACB1 6 48
ORM1 32 317
YGR039W 25 189
KSS1 34 488
BUD9 115 2679
YGR042W 52 445
NQM1 31 578
RME1 45 458
YGR045C 83 960
TAM41 23 207
TFC4 3 16
UFD1 5 83
SCM4 53 593
YGR050C 58 849
YGR051C 46 658
FMP48 48 670
YGR053C 45 460
YGR054W 52 546
MUP1 22 132
RSC1 39 360
LST7 18 109
PEF1 24 139
SPR3 30 293
ERG25 2 1
ADE6 0 0
COX18 25 167
SPT4 15 152
YGR064W 32 338
VHT1 8 31
YGR066C 26 300
YGR067C 90 1632
ART5 190 4392
YGR068W-A 5 50
YGR069W 15 180
ROM1 58 565
ENV11 38 695
UPF3 14 132
YGR073C 7 8
SMD1 0 0
PRP38 2 2
MRPL25 8 94
PEX8 52 716
PAC10 10 24
YGR079W 56 768
TWF1 31 397
SLX9 17 126
TOM20 4 15
GCD2 0 0
MRP13 30 205
RPL11B 3 10
PIL1 19 182
PDC6 62 863
CTT1 47 383
NNF2 87 1217
UTP22 0 0
PRP31 27 254
DBF2 9 41
DRN1 32 333
VAS1 4 3
RRP46 1 0
TPC1 138 2408
ASK10 79 1482
ESP1 3 3
TEL2 3 4
MDR1 41 553
PCP1 26 153
GTF1 14 94
NOP7 2 1
SRB5 1 0
VMA21 2 1
VOA1 20 154
YGR107W 40 795
CLB1 24 221
CLB6 18 178
CLD1 14 150
YGR111W 26 482
SHY1 32 257
DAM1 9 97
YGR114C 9 33
YGR115C 0 0
SPT6 2 2
YGR117C 30 124
RPS23A 13 60
NUP57 13 145
COG2 11 71
MEP1 77 915
YGR121W-A 58 1416
YGR122W 34 251
YGR122C-A 3 10
PPT1 23 421
ASN2 35 581
YGR125W 52 1332
YGR126W 29 532
YGR127W 35 747
UTP8 4 12
SYF2 30 248
YGR130C 48 554
FHN1 12 92
PHB1 15 70
PEX4 9 98
CAF130 59 799
PRE9 10 51
LSB1 24 131
YGR137W 19 66
TPO2 17 188
YGR139W 17 84
CBF2 1 0
VPS62 57 673
BTN2 17 144
SKN1 38 361
THI4 40 701
ENP2 20 63
ECL1 12 60
YGR146C-A 21 268
NAT2 42 481
RPL24B 10 58
YGR149W 21 232
CCM1 23 192
YGR151C 7 39
RSR1 16 97
YGR153W 23 269
GTO1 38 275
CYS4 8 25
PTI1 10 47
CHO2 38 287
MTR3 2 3
NSR1 9 132
YGR160W 1 0
RTS3 22 306
YGR161W-C 3 30
TIF4631 10 105
GTR2 29 322
YGR164W 22 186
MRPS35 8 23
TRS65 22 256
CLC1 2 13
YGR168C 27 187
PUS6 70 1433
LSO2 4 9
PSD2 1 0
MSM1 22 162
YIP1 1 0
RBG2 23 350
CBP4 13 174
YGR174W-A 5 14
ERG1 1 0
YGR176W 35 678
ATF2 71 986
PBP1 36 584
OKP1 5 40
RNR4 5 31
TIM13 11 60
YGR182C 10 21
QCR9 9 66
UBR1 56 714
TYS1 0 0
TFG1 3 3
HGH1 15 156
BUB1 34 201
CRH1 36 257
YGR190C 10 97
HIP1 26 365
TDH3 18 60
PDX1 46 890
XKS1 43 464
SKI6 10 79
FYV8 31 279
SNG1 49 800
YPP1 9 60
PMT6 41 504
ELP2 33 293
YGR201C 26 227
PCT1 68 958
YCH1 88 2480
ADE3 24 322
YGR204C-A 2 1
TDA10 11 70
MVB12 2 1
CIR1 15 140
SER2 5 14
TRX2 9 49
YGR210C 71 1045
ZPR1 0 0
SLI1 37 596
RTA1 30 314
RPS0A 20 81
RSM27 7 27
GPI1 24 205
CCH1 63 729
CRM1 1 0
YGR219W 4 4
MRPL9 6 11
TOS2 60 565
PET54 15 63
HSV2 21 149
AZR1 28 398
AMA1 31 399
YGR226C 1 0
DIE2 12 26
YGR228W 3 5
SMI1 19 206
BNS1 20 335
PHB2 22 323
NAS6 15 163
PHO81 54 653
YHB1 19 136
MIC26 16 149
SPG1 5 17
YGR237C 81 1268
KEL2 79 1236
PEX21 50 717
PFK1 5 13
YGR240C-A 25 309
YAP1802 76 1166
YGR242W 12 56
MPC3 1 0
LSC2 71 1130
SDA1 4 38
BRF1 2 1
CPD1 21 208
SOL4 17 250
MGA1 19 154
YGR250C 29 228
NOP19 9 85
GCN5 8 38
PUP2 1 0
ENO1 22 192
COQ6 44 765
GND2 31 347
MTM1 15 257
RAD2 80 1026
YGR259C 7 73
TNA1 45 563
APL6 36 238
BUD32 1 0
SAY1 34 383
MES1 1 0
YGR265W 18 164
YGR266W 40 394
FOL2 0 0
HUA1 26 388
YGR269W 43 527
YTA7 42 252
YGR270C-A 4 13
SLH1 63 704
EFG1 2 3
YGR273C 9 144
TAF1 14 137
RTT102 6 45
RNH70 31 695
CAB4 0 0
CWC22 13 171
SCW4 22 163
PXR1 6 23
YOR1 74 802
BGL2 14 34
YGR283C 20 299
ERV29 20 229
ZUO1 12 66
BIO2 34 724
IMA1 31 490
MAL13 23 324
MAL11 27 333
YGR290W 8 29
YGR291C 9 121
MAL12 10 148
YGR293C 4 3
PAU12 0 0
COS6 11 93
YRF1-3 0 0
YGR296C-A 0 0
YGR296C-B 0 0
YHL050C 35 545
YHL050W-A 6 15
YHL049C 0 0
YHL048C-A 6 130
COS8 45 511
ARN2 62 906
YHL046W-A 12 139
PAU13 8 163
YHL045W 29 244
YHL044W 23 221
ECM34 38 309
YHL042W 63 1452
YHL041W 46 575
ARN1 70 836
EFM1 61 754
CBP2 72 965
YHL037C 61 1322
MUP3 87 1214
VMR1 160 3056
YHL034W-A 12 51
SBP1 22 111
RPL8A 12 47
GUT1 120 1850
GOS1 3 9
YHL030W-A 6 19
ECM29 181 2433
OCA5 70 2279
WSC4 113 1749
RIM101 124 1687
YHL026C 113 2878
SNF6 154 5132
RIM4 156 2612
NPR3 26 158
SPO11 83 651
AIM17 101 1580
OPI1 78 1416
YHL019W-A 32 786
APM2 112 1818
YHL018W 19 271
YHL017W 115 2254
DUR3 241 5010
YHL015W-A 14 99
RPS20 0 0
YLF2 125 2440
OTU2 65 917
YHL012W 127 1779
PRS3 27 159
ETP1 156 3043
YAP3 100 1281
YHL008C 426 8842
STE20 280 6239
YHL006W-A 80 2987
SHU1 292 16503
YHL005C 272 7812
MRP4 143 1752
LAG1 184 4302
YHL002C-A 78 2052
HSE1 219 7431
RPL14B 110 1302
OSH7 332 9300
QCR10 64 1608
LEU5 163 3480
TCD1 271 8384
NEM1 147 2605
GPA1 13 218
TIM10 21 255
STP2 176 2622
ERG11 9 92
YHR007C-A 153 6306
SOD2 102 968
TDA3 236 5075
RPL27A 5 7
DIA4 27 105
VPS29 29 175
ARD1 17 155
SPO13 63 595
MIP6 152 1929
YSC84 97 1518
YSC83 59 707
ARG4 29 261
DED81 0 0
YHR020W 14 112
RPS27B 4 23
ECM12 39 962
YHR022C 76 1219
YHR022C-A 17 146
MYO1 179 2104
MAS2 4 25
THR1 40 335
VMA16 3 5
RPN1 4 28
DAP2 79 1080
YHR028W-A 35 675
YHI9 46 1167
SLT2 25 136
RRM3 91 1428
ERC1 212 5301
YHR032W-A 23 651
YHR032C-A 19 555
YHR033W 91 1854
PIH1 91 1223
NEL1 68 981
BRL1 16 312
PUT2 81 1133
RRF1 23 135
MSC7 64 718
VMA10 0 0
BCD1 24 338
SRB2 18 87
NCP1 17 50
DOG2 20 324
DOG1 24 416
YHR045W 42 429
INM1 30 427
AAP1 68 906
YHK8 69 1347
FSH1 33 280
YHR049C-A 54 375
SMF2 48 579
YHR050W-A 15 96
COX6 8 36
CIC1 1 0
YHR052W-A 0 0
CUP1-1 0 0
YHR054C 0 0
YHR054W-A 0 0
CUP1-2 0 0
RSC30 32 271
YHR056W-A 21 194
CPR2 32 542
MED6 12 134
FYV4 6 12
VMA22 1 0
GIC1 31 287
RPP1 0 0
PAN5 29 260
YHR063W-A 8 13
SSZ1 24 86
RRP3 6 26
SSF1 37 593
HTD2 40 610
DYS1 1 0
RRP4 6 27
YHR069C-A 0 0
TRM5 0 0
YHR070C-A 14 312
PCL5 34 805
YHR071C-A 15 120
ERG7 5 10
NOP10 0 0
OSH3 54 715
YHR073W-A 2 20
YHR073C-B 4 18
QNS1 1 0
PPE1 49 978
PTC7 46 953
NMD2 41 390
YHR078W 48 610
IRE1 26 214
SAE3 5 7
YHR080C 98 1691
LRP1 11 44
KSP1 41 411
SAM35 0 0
STE12 64 851
IPI1 1 0
NAM8 55 1025
YHR086W-A 43 668
RTC3 18 241
RPF1 3 8
GAR1 6 23
YNG2 6 36
MSR1 34 362
HXT4 36 468
AHT1 55 484
HXT1 40 745
YHR095W 21 236
HXT5 55 910
YHR097C 109 1492
SFB3 59 684
TRA1 5 9
GEP4 14 168
BIG1 2 1
KIC1 6 16
SBE22 41 379
GRE3 24 215
YPT35 21 149
TRR2 16 67
CDC12 0 0
GGA2 27 362
CTM1 31 373
ERP5 25 134
UBA4 25 184
YHR112C 29 635
APE4 44 690
BZZ1 61 795
DMA1 60 761
COX23 29 710
TOM71 46 429
ORC6 0 0
SET1 16 105
MSH1 20 146
LSM12 12 144
CIA2 3 3
EPT1 34 252
NDT80 45 343
YHR125W 4 45
ANS1 18 167
YHR127W 21 205
FUR1 20 147
ARP1 12 121
YHR130C 3 4
YHR131C 34 450
YHR131W-A 7 85
ECM14 24 268
IGO2 7 20
NSG1 19 315
WSS1 14 102
YCK1 64 1025
SPL2 20 296
ARO9 35 176
YHR137C-A 12 70
YHR138C 16 98
SPS100 41 482
YHR139C-A 21 297
YHR140W 37 374
RPL42B 0 0
CHS7 5 31
DSE2 29 284
RPC10 0 0
DCD1 16 186
YHR145C 8 67
CRP1 18 171
MRPL6 5 6
IMP3 1 0
SKG6 42 513
PEX28 48 637
MTC6 17 76
SPO12 18 107
SPO16 15 57
RTT107 95 1040
YSP1 76 845
LIN1 29 348
REC104 9 172
KEL1 35 294
TDA11 35 721
PEX18 19 199
YAP1801 42 535
MPC2 4 4
SOL3 8 34
DNA2 4 11
PRP8 20 93
YHR165W-A 13 59
CDC23 13 117
THP2 12 123
MTG2 27 252
DBP8 9 39
NMD3 7 23
ATG7 33 375
SPC97 31 479
YHR173C 40 647
ENO2 29 337
CTR2 23 227
YHR175W-A 11 86
FMO1 48 658
YHR177W 21 227
STB5 14 58
OYE2 22 246
YHR180W 12 135
YHR180W-A 20 172
YHR180C-B 4 8
SVP26 11 76
YHR182W 82 1160
YHR182C-A 0 0
GND1 6 15
SSP1 38 771
PFS1 15 129
KOG1 6 12
IKI1 13 74
GPI16 0 0
PTH1 21 194
ERG9 1 0
CTF8 2 3
LNP1 20 293
EGD2 16 222
YHR193C-A 5 32
MDM31 21 170
NVJ1 27 149
UTP9 8 67
RIX1 2 1
AIM18 27 159
