gene_name number_of_transposon_per_gene number_of_read_per_gene
AIM46 46 699
NBL1 8 39
RPN10 7 60
PPX1 24 118
YHR202W 43 538
RPS4B 7 7
MNL1 47 853
SCH9 7 16
SKN7 14 85
SET5 17 172
BAT1 29 477
CRG1 29 320
YHR210C 29 643
FLO5 51 511
YHR212C 0 0
YHR212W-A 0 0
YHR213W 0 0
YHR213W-A 0 0
YHR213W-B 13 77
YHR214W 0 0
YHR214W-A 1 0
YHR214C-D 0 0
YHR214C-E 2 2
PHO12 3 22
IMD2 7 23
YHR217C 18 271
YHR218W 0 0
YHR218W-A 0 0
YHR219W 0 0
YHR219C-A 0 0
YIL177C 0 0
YIL177W-A 0 0
PAU14 0 0
VTH1 7 336
IMA3 0 0
YIL171W-A 0 0
YIL169C 23 85
YIL166C 73 788
YIL165C 7 134
NIT1 23 269
YIL163C 22 287
SUC2 38 451
YIL161W 9 71
POT1 43 609
BNR1 62 776
AIM20 23 154
COA1 15 152
YIL156W-A 22 627
YIL156W-B 9 75
UBP7 54 915
GUT2 68 1117
IMP2' 26 449
RRD1 49 522
YIL152W 37 723
ESL1 52 638
MCM10 19 300
MLP2 82 1029
RPL40A 4 10
SLN1 3 2
ATG32 37 256
PAN6 33 396
NDC80 2 1
SSL2 8 172
YIL142C-A 9 44
CCT2 0 0
YIL141W 22 140
AXL2 111 1291
REV7 27 279
TPM2 5 28
TMA108 82 1432
OM45 27 386
VHS2 29 253
YIL134C-A 13 180
FLX1 20 178
RPL16A 19 165
CSM2 39 478
FKH1 52 762
ASG1 32 304
TAO3 21 231
MET18 19 262
RRT14 11 108
STH1 42 616
KGD1 56 842
AYR1 26 405
SIM1 128 2456
POG1 33 507
QDR2 62 891
QDR1 68 999
RPI1 24 197
RHO3 4 3
PRM5 42 241
HIS5 36 661
YIL115W-A 7 41
NUP159 10 71
POR2 16 45
SDP1 32 416
HOS4 50 345
COX5B 22 466
HPM1 15 129
SEC24 2 1
YIL108W 79 1635
PFK26 35 485
MOB1 10 41
SLM1 40 753
YIL105W-A 5 24
SHQ1 1 0
DPH1 28 326
YIL102C-A 4 4
YIL102C 13 57
XBP1 45 513
YIL100C-A 46 508
YIL100W 49 585
SGA1 61 734
FMC1 9 199
FYV10 18 85
BMT5 26 257
PRK1 58 717
LYS12 8 62
RSM25 22 232
YIL092W 61 882
UTP25 1 0
ICE2 3 12
YIL089W 30 324
AVT7 67 1070
AIM19 26 161
YIL086C 33 476
KTR7 62 892
SDS3 17 274
CAB2 6 77
YIL082W 11 134
AIR1 39 585
THS1 1 0
YIL077C 141 3517
SEC28 4 11
RPN2 20 350
SER33 59 1172
SPO22 90 1270
HOP1 56 399
YIL071W-A 7 29
PCI8 29 192
MAM33 33 401
RPS24B 10 86
YIL068W-A 15 290
SEC6 16 295
YIL067C 100 1646
YIL066W-A 24 291
RNR3 59 979
FIS1 31 786
EFM4 55 818
YRB2 4 31
ARC15 1 0
SNP1 24 94
YIL060W 14 61
YIL059C 14 61
YIL058W 31 823
RGI2 25 622
VHR1 122 1660
YIL055C 90 1597
YIL054W 97 1871
GPP1 0 0
RPL34B 5 9
MMF1 19 162
PCL7 43 475
DFG10 16 78
NEO1 6 11
YIL047C-A 17 403
SYG1 118 1808
YIL046W-A 64 1711
MET30 4 35
PIG2 48 490
AGE2 42 472
CBR1 43 703
PKP1 61 780
GVP36 39 449
APQ12 13 59
TED1 75 1356
NOT3 33 163
PRM2 99 1188
CST6 27 424
CKA1 36 798
CAP2 31 368
BCY1 13 90
YIL032C 42 635
ULP2 37 350
YIL030W-A 25 115
SSM4 89 1137
YIL029W-A 22 205
YIL029C 23 156
YIL028W 14 83
EMC5 28 309
IRR1 38 335
YIL025C 18 166
YIL024C 36 595
YKE4 103 1814
TIM44 3 4
RPB3 13 56
YIL021C-A 0 0
YIL020C-A 23 153
HIS6 73 1203
FAF1 8 52
RPL2B 22 86
VID28 110 1474
SNL1 48 557
BAR1 163 2632
YIL014C-A 22 208
MNT3 92 932
PDR11 320 5046
YIL012W 84 1835
TIR3 68 773
DOT5 60 983
EST3 44 710
FAA3 193 3211
URM1 29 478
NAS2 84 1616
YIA6 181 3564
EPS1 365 7038
BET1 2 1
CFD1 38 2373
YIL002W-A 31 460
INP51 552 14607
YIL001W 384 10679
SGN1 148 1915
MPH1 454 9015
AIM21 310 5478
DJP1 129 2615
IST3 60 883
PAN1 391 7030
YIR007W 237 5170
PRI1 5 11
MSL1 28 332
DSN1 28 261
STS1 13 134
SQT1 10 45
GAT4 39 1132
YIR014W 85 2159
RPR2 14 180
YIR016W 147 2523
MET28 200 6589
YIR017W-A 217 6955
YAP5 97 2866
YIR018C-A 25 191
FLO11 108 1091
YIR020C 9 84
YIR020W-A 10 122
YIR020C-B 33 499
MRS1 47 724
YIR021W-A 53 1440
SEC11 2 1
DAL81 97 1148
YIR023C-A 33 153
INA22 28 244
MND2 45 1150
YVH1 18 276
DAL1 113 2149
DAL4 137 2796
DAL2 81 1781
DCG1 58 641
YIR030W-A 28 259
DAL7 81 1416
DAL3 70 1478
MGA2 76 1053
LYS1 7 20
YIR035C 52 943
IRC24 81 1049
YIR036W-A 49 715
HYR1 23 274
GTT1 34 642
YPS6 35 465
YIR040C 4 7
PAU15 3 42
YIR042C 30 254
YJL225C 0 0
YJL225W-A 0 0
PAU1 0 0
YJL222W-B 0 0
YJL222W-A 0 0
VTH2 11 218
IMA4 0 0
YJL220W 0 0
HXT9 23 213
YJL218W 12 87
REE1 22 323
IMA5 23 453
YJL215C 23 94
HXT8 42 539
YJL213W 23 376
OPT1 54 712
YJL211C 45 827
PEX2 67 1042
CBP1 30 328
NUC1 21 362
LAA1 83 1096
YJL206C 40 452
NCE101 21 290
RCY1 12 35
PRP21 6 52
YJL202C 9 179
ECM25 70 846
ACO2 44 427
MBB1 12 57
PHO90 60 642
UBP12 55 634
YJL197C-A 2 6
ELO1 16 259
YJL195C 0 0
CDC6 2 1
YJL193W 28 152
SOP4 45 518
RPS14B 26 182
RPS22A 5 23
RPL39 2 1
BUD19 2 1
SWE1 38 476
MNN5 47 561
ATG36 38 490
GON7 4 8
MNN11 19 219
YJL182C 34 220
YJL181W 50 505
ATP12 2 5
PFD1 3 7
ATG27 23 254
RPL17B 8 30
SWI3 10 226
YJL175W 3 11
KRE9 0 0
RFA3 0 0
CPS1 41 766
YJL171C 19 196
ASG7 28 188
YJL169W 8 35
SET2 20 132
ERG20 0 0
QCR8 10 33
HAL5 76 1204
TPK1 32 476
YJL163C 73 1201
JJJ2 56 743
FMP33 37 444
YJL160C 22 167
HSP150 22 88
CIS3 26 188
FAR1 67 996
YJL156W-A 41 999
SSY5 1 0
FBP26 37 347
VPS35 20 269
INO1 27 125
YJL152W 78 2247
SNA3 57 1639
YJL150W 36 510
DAS1 44 624
RPA34 13 35
YJL147C 17 99
IDS2 41 428
SFH5 49 497
YJL144W 8 127
TIM17 4 34
IRC9 9 25
YAK1 59 1109
RPB4 1 0
YUR1 40 226
TIF2 6 28
GLG2 32 565
YJL136W-A 5 9
RPS21B 6 11
YJL135W 33 620
LCB3 12 49
YJL133C-A 26 540
MRS3 40 638
YJL132W 64 583
AIM23 25 407
URA2 114 1808
TRK1 12 75
PBS2 26 193
YJL127W-A 8 116
YJL127C-B 6 70
SPT10 41 436
NIT2 27 552
GCD14 1 0
LSM1 5 8
MTC1 28 561
ALB1 18 399
RPE1 3 35
YJL120W 20 350
YJL119C 23 276
YJL118W 38 630
PHO86 32 536
NCA3 35 425
ASF1 13 55
MDV1 69 773
CCT7 4 13
GZF3 22 359
UTP10 8 35
PRM10 25 200
YJL107C 14 156
IME2 29 352
SET4 49 492
PAM16 2 1
GSM1 40 554
MEF2 23 127
GSH1 5 12
LSB6 66 865
CHS6 61 484
SAP185 57 884
PHS1 0 0
MRPL49 2 2
BCK1 15 92
KHA1 58 649
TOK1 40 576
SRS2 81 1145
GWT1 4 24
DPB11 4 23
SIP4 67 409
ARG3 6 13
TRL1 0 0
YJL086C 47 470
EXO70 1 0
ALY2 46 646
TAX4 61 449
IML2 27 165
ARP4 0 0
SCP160 47 703
PRY1 25 215
PRY3 136 2060
YJL077W-B 3 17
ICS3 38 762
YJL077W-A 4 3
NET1 37 214
APQ13 6 34
SMC3 2 2
JEM1 67 803
PSF2 0 0
ARG2 12 87
YJL070C 53 606
UTP18 0 0
YJL068C 44 664
YJL067W 22 268
MPM1 31 438
DLS1 21 271
YJL064W 12 166
MRPL8 21 102
COA3 9 105
LAS21 38 641
NUP82 8 35
BNA3 30 157
YHC3 47 467
BIT61 57 716
IKS1 74 835
ZAP1 8 31
YJL055W 96 1275
TIM54 10 168
PEP8 25 127
YJL052C-A 34 521
TDH1 36 350
IRC8 152 3360
MTR4 1 0
YJL049W 18 197
UBX6 45 429
YJL047C-A 30 158
RTT101 52 543
AIM22 38 385
YJL045W 72 1157
GYP6 101 1089
YJL043W 124 3711
MHP1 139 1535
NSP1 1 0
NUP192 6 43
LOH1 31 119
IRC18 68 865
SNX4 26 278
TAD2 2 4
KAR2 5 6
HCA4 6 19
YJL032W 1 0
BET4 1 0
MAD2 79 1442
VPS53 22 403
YJL028W 132 4872
YJL027C 185 5760
RNR2 10 53
YJL026C-A 0 0
RRN7 5 38
APS3 65 1217
PET130 40 439
YJL022W 16 113
BBC1 186 2896
YJL020W-A 14 145
MPS3 108 2032
YJL016W 159 2407
YJL015C 82 2613
CCT3 0 0
MAD3 206 4789
VTC4 168 4599
RPC17 2 2
NOP9 32 229
YJL009W 24 387
CCT8 0 0
YJL007C 68 2205
CTK2 28 610
CYR1 60 611
SYS1 87 1804
COX16 104 1006
OST1 16 157
PRE3 13 178
AVT1 533 14963
MPP10 106 2030
YJR003C 329 8424
SAG1 290 5516
APL1 206 3610
LSO1 50 450
POL31 1 0
SUI2 13 159
MHO1 157 3550
TDH2 98 1447
MET3 194 3860
SPC1 33 749
YJR011C 43 525
YJR012C 99 2014
GPI14 2 7
TMA22 59 652
YJR015W 106 1371
ILV3 0 0
ESS1 7 66
YJR018W 29 388
TES1 119 2365
YJR020W 51 778
REC107 149 3394
LSM8 3 6
YJR023C 6 18
MDE1 44 733
BNA1 56 509
YJR030C 138 3303
GEA1 180 2792
CPR7 53 289
RAV1 53 634
PET191 11 165
RAD26 79 991
HUL4 74 1346
YJR037W 14 371
YJR038C 47 1080
YJR039W 126 2120
GEF1 77 471
URB2 3 6
NUP85 22 93
POL32 64 555
VPS55 12 72
SSC1 5 4
TAH11 1 0
ANB1 22 507
CYC1 22 316
UTR1 68 4991
ISY1 59 1427
OSM1 85 1596
RAD7 70 878
BFA1 61 974
KCH1 51 430
HIT1 17 190
YJR056C 32 317
CDC8 2 2
APS2 34 380
PTK2 19 123
CBF1 14 140
YJR061W 93 1717
NTA1 41 585
RPA12 5 26
CCT5 5 8
ARP3 1 0
TOR1 161 2088
YAE1 1 0
RFC2 1 0
HAM1 20 188
LIA1 29 401
YJR071W 28 381
NPA3 35 392
OPI3 1 0
MOG1 29 437
HOC1 26 348
CDC11 21 242
MIR1 38 391
BNA2 172 3064
YJR079W 51 449
AIM24 38 483
EAF6 12 121
ACF4 41 421
YJR084W 63 1443
YJR085C 26 334
STE18 7 13
YJR087W 13 73
EMC2 30 290
BIR1 72 1262
GRR1 22 249
JSN1 57 758
BUD4 153 2516
FIP1 5 64
IME1 32 264
RPL43B 17 53
SFC1 61 620
YJR096W 39 859
JJJ3 19 140
YJR098C 58 591
YUH1 28 129
AIM25 41 854
RSM26 9 29
VPS25 0 0
URA8 151 2701
SOD1 6 9
ADO1 39 123
ECM27 62 831
YJR107W 23 145
ABM1 38 653
CPA2 60 656
YMR1 61 1745
YJR111C 39 501
NNF1 3 4
YJR112W-A 31 354
RSM7 33 241
YJR114W 16 213
YJR115W 46 513
TDA4 59 1207
STE24 34 575
ILM1 7 55
JHD2 52 966
YJR120W 60 912
ATP2 1 0
IBA57 2 1
RPS5 0 0
YJR124C 39 602
ENT3 33 526
VPS70 42 419
RSF2 241 4634
YJR128W 71 614
EFM3 60 1016
STR2 58 628
MNS1 85 1614
NMD5 35 367
XPT1 28 140
SGM1 31 337
MCM22 7 116
TIM8 4 6
TTI2 1 0
MET5 78 1326
IML1 27 181
HOM6 29 450
HIR3 63 465
YJR140W-A 5 10
YJR141W 0 0
YJR142W 20 269
PMT4 54 759
MGM101 15 122
RPS4A 3 3
YJR146W 36 705
HMS2 42 280
BAT2 142 2406
YJR149W 42 615
DAN1 28 288
DAN4 37 235
YJR151W-A 6 44
DAL5 23 250
PGU1 30 370
YJR154W 89 1335
AAD10 26 322
THI11 12 108
YJR157W 3 23
HXT16 0 0
SOR1 1 0
MPH3 2 18
COS5 2 1
YJR162C 3 2
YKL225W 12 85
PAU16 0 0
YKL223W 2 1
YKL222C 36 560
MCH2 81 1589
FRE2 40 484
COS9 28 635
SRY1 62 1741
JEN1 70 995
URA1 12 44
OXP1 127 2486
YRA2 17 238
DOA1 1 0
SAC1 5 19
TRP3 46 604
UBA1 0 0
STE6 76 1016
CBT1 10 190
EMC3 14 163
ADD66 10 64
LOS1 31 370
EAP1 26 188
TOR2 6 23
YKL202W 8 37
MNN4 96 984
PTK1 221 6310
PEX1 182 3100
YKT6 0 0
MIA40 7 51
MST1 25 149
SDS22 0 0
ACP1 1 0
DPH2 28 310
CNB1 11 98
HYM1 3 3
PXA2 30 385
FAT3 71 1172
MTR2 16 267
ASH1 75 776
SPE1 11 44
YKL183C-A 25 597
LOT5 74 1224
FAS1 0 0
PRS1 7 66
RPL17A 2 1
COY1 19 208
STE3 35 399
YKL177W 9 87
LST4 31 232
ZRT3 25 258
TPO5 25 180
SNU114 16 107
EBP2 10 141
NNK1 44 614
MRPL38 7 33
YKL169C 8 45
KKQ8 42 528
MRP49 10 150
TPK3 52 525
YKL165C-A 11 320
MCD4 1 0
PIR1 22 143
PIR3 30 168
YKL162C-A 5 45
YKL162C 21 194
KDX1 33 291
ELF1 5 5
RCN1 25 323
APE2 79 870
RPS27A 10 107
YKL156C-A 2 1
RSM22 48 563
SRP102 1 0
YKL153W 1 0
GPM1 0 0
YKL151C 43 922
MCR1 36 298
DBR1 26 309
SDH1 50 623
YKL147C 38 668
AVT3 64 856
RPT1 0 0
YKL145W-A 0 0
RPC25 2 1
LTV1 12 101
MRP8 8 56
SDH3 6 34
TGL1 30 385
CTK1 2 1
HSK3 0 0
MRPL31 10 65
CMC1 11 35
YKL136W 9 32
APL2 28 231
OCT1 21 122
YKL133C 28 260
RMA1 40 433
YKL131W 25 249
SHE2 10 73
MYO3 67 514
PMU1 42 611
PGM1 102 1186
YPK1 19 119
RRN3 12 89
SSH4 30 255
YKL123W 8 30
SRP21 9 39
DGR2 44 729
OAC1 23 240
VPH2 3 9
YKL118W 21 323
SBA1 17 241
PRR1 30 326
YKL115C 29 139
APN1 42 529
RAD27 23 168
ABF1 7 67
YKL111C 6 70
KTI12 39 392
HAP4 33 650
SLD2 19 122
YKL107W 34 310
YKL106C-A 8 108
AAT1 39 441
SEG2 77 1017
GFA1 1 0
APE1 57 855
YKL102C 37 443
HSL1 97 1180
YPF1 30 430
YKL100W-A 2 2
UTP11 2 1
MTC2 15 83
YKL097C 30 621
YKL096C-B 6 7
CWP2 5 5
CWP1 30 255
YJU2 12 115
YJU3 26 479
MBR1 29 285
BUD2 62 739
YKL091C 31 384
CUE2 63 1149
MIF2 1 0
CAB3 15 97
CYT2 44 968
SRX1 78 1402
MDH1 26 337
HOT13 24 520
YKL083W 7 9
RRP14 10 15
TEF4 22 283
VMA5 3 3
SMY1 44 615
DHR2 8 49
YKL077W 39 465
PSY1 10 37
YKL075C 45 383
MUD2 72 1211
LHS1 73 744
STB6 48 779
YKL071W 23 225
YKL070W 20 181
YKL069W 15 230
YKL068W-A 16 115
NUP100 50 568
YNK1 20 144
YKL066W 35 756
YKL065W-A 12 59
YET1 16 128
MNR2 85 698
YKL063C 19 114
MSN4 37 716
BLI1 15 174
FBA1 1 0
MPE1 51 960
TOA2 0 0
NUP120 58 437
TMA19 15 82
OAR1 25 116
DEF1 5 13
MDM35 12 112
YKL053W 53 735
ASK1 50 777
SFK1 64 1365
YKL050C 57 591
CSE4 2 11
ELM1 22 213
ANR2 71 1218
DCW1 46 609
PRI2 2 5
YKL044W 42 258
PHD1 45 539
SPC42 7 16
VPS24 0 0
NFU1 24 175
PTM1 48 851
RGT1 54 704
AIM26 79 1337
YKL036C 66 1046
UGP1 3 6
TUL1 112 2311
YKL033W-A 25 312
TTI1 0 0
IXR1 80 709
YKL031W 94 1420
YKL030W 124 4080
MAE1 273 6414
TFA1 35 313
TCD2 133 2639
GPX1 40 611
PAN3 172 2841
URA6 1 0
YKL023C-A 41 855
YKL023W 62 1209
CDC16 42 1091
MAK11 33 608
SPT23 119 1784
RAM2 0 0
YKL018C-A 20 368
SWD2 2 1
HCS1 215 3148
ATP7 14 66
PUT3 164 2350
URB1 21 133
ARC19 0 0
PRP40 45 376
CCE1 108 2441
UFD4 309 7320
MRT4 23 261
LAC1 189 2743
CAP1 84 1696
SFT1 28 487
RPL14A 4 6
BYE1 326 6448
AUR1 32 396
MRP17 30 309
DID4 16 240
MET14 101 2151
VPS1 13 72
PAP1 63 1750
OSH6 314 6056
ECM9 9 46
YKR005C 286 5530
MRPL13 53 425
MEH1 57 725
RSC4 2 2
FOX2 249 3307
TOF2 212 3587
YKR011C 114 2040
YKR012C 57 946
PRY2 136 2010
YPT52 29 67
YKR015C 109 1549
MIC60 67 1022
HEL1 89 1329
YKR018C 112 2154
IRS4 122 1567
VPS51 5 6
ALY1 136 2487
NTR2 41 377
YKR023W 114 2112
DBP7 31 246
RPC37 16 127
GCN3 102 1623
BCH2 143 2454
SAP190 108 1294
SET3 52 769
GMH1 36 293
SPO14 131 1569
YKR032W 45 1027
YKR033C 28 243
DAL80 71 835
OPI8 0 0
DID2 0 0
CAF4 112 1570
SPC34 14 106
KAE1 0 0
GAP1 119 1424
YKR040C 109 2865
YKR041W 184 4800
UTH1 19 113
SHB17 51 770
UIP5 123 2725
YKR045C 51 803
PET10 32 386
YKR047W 16 235
NAP1 51 936
FMP46 25 309
TRK2 106 2000
YKR051W 54 588
MRS4 30 231
YSR3 109 1734
DYN1 219 1892
RHO4 30 289
TRM2 101 1258
RPS21A 15 76
GLG1 42 196
TIF1 13 179
UTP30 35 467
KTR2 73 1117
TFA2 0 0
LAS1 2 1
OAF3 70 791
PAM17 21 351
CCP1 50 712
GPT2 142 2096
BET3 2 4
MET1 90 1585
YKR070W 74 1236
DRE2 16 117
SIS2 41 504
YKR073C 40 879
AIM29 12 141
YKR075C 54 1198
YKR075W-A 34 872
ECM4 61 973
MSA2 46 397
YKR078W 45 583
TRZ1 7 42
MTD1 18 198
RPF2 8 62
NUP133 53 438
DAD2 0 0
HBS1 32 501
MRPL20 5 57
PRP16 13 76
OMA1 34 515
TVP38 30 375
TGL4 71 1092
PXL1 69 842
SRL3 22 172
SRP40 30 356
PTR2 54 839
RPL40B 15 106
MLP1 69 798
PCC1 2 1
ESL2 99 1650
PCK1 50 807
UBP11 45 570
BAS1 24 178
SKG1 18 158
SIR1 22 195
FLO10 82 1480
NFT1 62 841
YKR104W 12 74
VBA5 22 221
GEX2 33 838
YLL067C 0 0
YLL067W-A 0 0
YLL066W-B 8 76
YLL066C 0 0
YLL066W-A 0 0
YLL065W 16 100
PAU18 0 0
AYT1 32 479
MHT1 40 631
MMP1 57 666
GTT2 38 585
YLL059C 63 1679
YLL058W 39 451
JLP1 65 958
YLL056C 54 903
YCT1 51 515
YLL054C 55 709
YLL053C 25 503
AQY2 15 251
FRE6 46 415
COF1 0 0
LDB18 13 90
YBT1 66 809
YLL047W 15 80
RNP1 21 171
RPL8B 16 104
YLL044W 9 88
FPS1 18 89
ATG10 12 116
SDH2 23 646
VPS13 78 939
UBI4 9 86
ENT4 68 1353
YLL037W 15 80
PRP19 3 2
GRC3 1 0
RIX7 3 4
IRC19 11 43
YLL032C 65 819
GPI13 3 5
RRT7 41 742
FRA1 172 3711
TPO1 135 1820
ISA1 2 1
HSP104 92 1545
PAU17 28 190
SSA2 45 800
POM33 55 1422
HIF1 81 1767
SPA2 159 2718
YLL020C 15 358
KNS1 176 2386
YLL019W-A 22 107
COX19 21 151
DPS1 0 0
BPT1 188 2083
EMC6 15 102
PUF3 179 3290
YEH1 254 7761
SOF1 19 206
PSR1 116 2454
COX17 12 264
DRS1 29 253
YLL007C 119 1285
YLL006W-A 59 2109
MMM1 21 304
SPO75 179 2533
ORC3 4 29
SFI1 45 1312
RTT109 106 1190
DNM1 377 7275
YLR001C 452 10490
NOC3 24 144
CMS1 147 1971
THI73 236 5595
SSL1 30 1103
SSK1 136 1484
NSE1 1 0
PAM18 1 0
RLP24 0 0
TEN1 1 0
LOT6 56 1230
YLR012C 9 173
GAT3 23 74
PPR1 179 3778
BRE2 86 935
PML1 45 1204
MEU1 96 1061
POM34 86 1664
PSR2 63 935
YEH2 102 2091
IRC25 43 460
SDO1 4 8
IZH3 63 1128
UBR2 320 7797
SNF7 0 0
SED5 1 0
AAT2 0 0
ADE16 79 1321
RPL15A 0 0
YLR030W 32 338
YLR031W 20 128
RAD5 65 444
RSC58 2 1
SMF3 52 441
MLH2 142 2866
YLR036C 13 29
PAU23 19 140
COX12 3 9
RIC1 12 205
AFB1 34 553
YLR041W 7 86
YLR042C 12 98
TRX1 11 49
PDC1 57 656
STU2 54 672
YLR046C 26 162
FRE8 68 1140
RPS0B 14 37
YLR049C 27 202
YLR050C 13 47
FCF2 13 88
IES3 9 16
YLR053C 11 14
OSW2 81 945
SPT8 95 1125
ERG3 9 45
MNL2 85 1383
SHM2 7 27
REX2 51 1209
FRS1 1 0
RPL22A 4 3
BUD28 1 0
BMT6 19 111
PER33 13 98
ENV10 8 25
SPC3 0 0
PET309 38 290
FYV7 9 76
MEF1 19 99
XYL2 36 866
RGR1 22 230
YLR072W 55 643
RFU1 56 663
BUD20 15 172
RPL10 0 0
YLR076C 0 0
FMP25 44 632
BOS1 5 41
SIC1 14 85
EMP46 50 666
GAL2 7 14
SRL2 47 814
EMP70 39 334
RAX2 91 1333
ARP6 28 279
SMC4 0 0
CSF1 63 649
GAA1 1 0
ALT1 14 69
XDJ1 49 600
GEP5 52 355
SUL2 65 952
NYV1 27 244
GIS3 61 782
IOC2 52 649
KIN2 50 480
HRT3 22 405
CHA4 39 458
ICT1 32 324
MIM2 9 65
ERG27 4 8
YLR101C 5 14
APC9 14 110
CDC45 0 0
LCL2 5 37
SEN2 3 6
MDN1 9 104
REX3 30 458
YLR108C 22 243
AHP1 18 278
CCW12 11 26
YLR111W 26 401
YLR112W 31 317
HOG1 39 594
AVL9 27 426
CFT2 1 0
MSL5 18 80
CLF1 15 94
YLR118C 11 159
SRN2 20 285
YPS1 45 500
YLR120W-A 7 138
YPS3 69 580
YLR122C 25 266
YLR123C 15 178
YLR124W 30 182
YLR125W 7 82
YLR126C 20 236
APC2 13 98
DCN1 22 262
DIP2 8 20
ZRT2 71 1633
ACE2 159 4437
USB1 2 2
CKI1 33 258
PDC5 37 611
SLX4 78 1392
TIS11 32 178
RKM5 131 2589
NHA1 44 628
SLS1 27 300
YLR140W 25 224
RRN5 5 34
PUT1 40 519
DPH6 34 244
ACF2 63 619
RMP1 2 6
SPE4 24 266
YLR146W-A 0 0
SMD3 0 0
PEP3 7 39
YLR149C 19 165
YLR149C-A 2 3
STM1 20 172
PCD1 19 77
YLR152C 44 531
ACS2 1 0
RNH203 11 104
YLR154W-A 0 0
YLR154W-B 0 0
TAR1 0 0
YLR154W-E 0 0
YLR154W-F 0 0
YLR154C-G 0 0
YLR154C-H 0 0
ASP3-1 0 0
YLR156W 0 0
YLR156C-A 0 0
ASP3-2 0 0
YLR157W-D 0 0
YLR157W-E 0 0
YLR157C-C 0 0
ASP3-3 0 0
YLR159W 0 0
YLR159C-A 0 0
ASP3-4 0 0
YLR161W 0 0
YLR162W 69 1328
RRT15 15 174
MAS1 0 0
YLR163W-A 0 0
SHH4 5 32
PUS5 23 297
SEC10 3 8
RPS31 0 0
UPS2 11 86
YLR169W 39 452
APS1 29 179
YLR171W 16 109
DPH5 18 229
YLR173W 61 1437
IDP2 43 491
CBF5 5 5
RFX1 32 662
YLR177W 35 479
TFS1 36 803
YLR179C 44 489
SAM1 37 590
VTA1 12 77
SWI6 8 50
TOS4 39 664
YLR184W 37 189
RPL37A 7 106
EMG1 1 0
SKG3 39 420
MDL1 69 1104
ATG26 46 523
MMR1 60 721
PEX13 13 126
HCR1 3 3
UPS1 5 37
YLR194C 32 337
NMT1 2 2
PWP1 7 59
NOP56 2 1
YLR198C 2 1
PBA1 12 140
YKE2 3 3
COQ9 13 185
YLR202C 25 239
MSS51 16 143
QRI5 2 16
HMX1 33 503
ENT2 19 151
HRD3 23 128
SEC13 0 0
PNP1 14 204
CLB4 17 285
ATG38 5 36
TUB4 2 2
CRR1 40 391
FRE1 23 175
CDC123 6 12
CPR6 14 83
YLR217W 4 6
COA4 33 594
MSC3 27 200
CCC1 25 233
RSA3 9 151
UTP13 1 0
YLR222C-A 2 2
IFH1 26 327
YLR224W 30 251
YLR225C 13 67
BUR2 1 0
ADY4 30 216
ECM22 28 302
CDC42 0 0
YLR230W 3 32
BNA5 29 531
YLR232W 11 55
EST1 38 286
TOP3 2 4
YLR235C 19 447
YLR236C 40 977
THI7 53 769
FAR10 11 94
LIP2 20 282
VPS34 0 0
CSC1 13 99
ARV1 14 64
GPN3 0 0
MAP1 2 1
CDD1 12 129
ERF2 17 151
IRC20 49 655
RCK2 28 196
YEF3 2 2
SSP120 15 301
SYM1 12 66
YLR252W 4 14
MCP2 20 244
NDL1 24 138
YLR255C 59 652
HAP1 75 1540
YLR257W 13 39
GSY2 43 502
HSP60 5 9
LCB5 46 788
VPS63 0 0
YPT6 0 0
TMA7 3 12
RED1 50 475
RPS28B 1 0
YLR264C-A 1 0
NEJ1 6 67
PDR8 44 581
BOP2 25 277
SEC22 3 4
YLR269C 30 361
DCS1 12 58
YLR271W 12 112
YCS4 1 0
PIG1 16 135
MCM5 2 2
SMD2 0 0
DBP9 2 1
YSH1 0 0
YLR278C 41 479
YLR279W 71 600
YLR280C 54 576
YLR281C 54 581
YLR282C 18 103
YLR283W 8 66
ECI1 11 86
NNT1 12 328
YLR285C-A 3 8
CTS1 20 134
YLR286W-A 0 0
YLR287C 21 129
RPS30A 10 32
MEC3 32 526
GUF1 32 409
YLR290C 15 79
GCD7 1 0
SEC72 8 82
GSP1 0 0
YLR294C 11 64
ATP14 5 9
YLR296W 20 148
YLR297W 10 100
YHC1 19 194
ECM38 98 1802
YLR299C-A 11 229
EXG1 20 248
HRI1 19 189
YLR302C 9 110
MET17 0 0
ACO1 1 0
STT4 3 2
UBC12 5 42
CDA1 29 135
YLR307C-A 2 1
CDA2 18 284
IMH1 42 300
CDC25 5 47
YLR311C 21 152
YLR312C 28 289
MRPL15 9 64
SPH1 13 99
CDC3 0 0
NKP2 10 46
TAD3 0 0
YLR317W 0 0
EST2 33 487
BUD6 29 253
MMS22 7 20
SFH1 12 133
VPS65 8 42
CWC24 6 25
PEX30 13 70
RPL38 4 19
YLR326W 32 147
TMA10 7 54
NMA1 33 572
REC102 12 128
CHS5 17 135
JIP3 2 1
MID2 7 29
RPS25B 18 205
YLR334C 13 51
NUP2 22 51
SGD1 7 21
VRP1 21 182
OPI9 8 19
YLR339C 0 0
RPP0 2 1
SPO77 11 106
FKS1 47 525
YLR342W-A 16 45
GAS2 49 583
RPL26A 19 116
YLR345W 22 232
YLR346C 8 72
KAP95 1 0
YLR347W-A 0 0
DIC1 49 1473
YLR349W 28 672
ORM2 2 1
NIT3 13 126
YLR352W 32 332
BUD8 53 538
