gene_name number_of_transposon_per_gene number_of_read_per_gene
SNX41 74 681
YDR426C 10 71
RPN9 10 31
BNA7 22 96
TIF35 3 7
CYM1 92 824
YDR431W 34 359
NPL3 14 60
YDR433W 10 34
GPI17 3 6
PPM1 55 323
PPZ2 77 526
GPI19 12 31
THI74 33 102
LRS4 12 34
DOT1 42 295
APT2 27 160
YDR442W 13 125
SSN2 116 1016
YDR444W 83 553
YDR445C 44 395
ECM11 44 201
RPS17B 20 85
ADA2 23 86
UTP6 9 51
RPS18A 14 29
YHP1 52 296
PPN1 94 678
TSA2 65 527
GUK1 3 2
YDR455C 13 109
NHX1 44 181
TOM1 232 1584
HEH2 46 331
PFA5 44 303
TFB3 10 24
MFA1 7 89
YDR461C-A 8 22
MRPL28 22 139
STP1 36 139
SPP41 33 109
YDR464C-A 7 10
RMT2 39 193
PKH3 83 439
YDR467C 14 84
TLG1 10 52
SDC1 13 80
UGO1 43 271
RPL27B 23 75
TRS31 13 51
PRP3 22 109
JIP4 94 560
YDR476C 109 1061
SNF1 49 256
SNM1 8 36
PEX29 69 444
DIG2 62 561
PHO8 83 758
CWC21 53 622
KRE2 49 440
VPS52 16 113
VPS72 63 556
VPS60 43 353
RIB3 0 0
PAC11 126 1254
SLD5 4 12
PKH1 136 1058
YDR491C 87 753
IZH1 53 248
MZM1 22 212
RSM28 40 236
VPS3 78 475
PUF6 43 259
ITR1 54 328
SEC20 27 216
LCD1 43 267
RPL37B 17 94
PLM2 86 602
SAM2 44 207
LPP1 34 274
SPG3 15 36
PSP1 64 242
GMC1 191 1878
GIN4 63 453
GNP1 60 336
YDR509W 21 62
SMT3 1 0
YDR510C-A 4 12
SDH7 15 79
EMI1 77 1016
GRX2 14 106
YDR514C 56 305
SLF1 40 209
EMI2 59 469
GRH1 57 377
EUG1 69 601
FPR2 30 178
URC2 77 530
YDR521W 14 125
SPS2 34 137
SPS1 72 676
AGE1 35 243
YDR524W-C 0 0
YDR524C-B 4 11
YDR524C-A 35 268
API2 67 524
SNA2 49 581
YDR526C 12 33
RBA50 17 57
HLR1 54 346
QCR7 15 94
APA2 43 330
CAB1 8 22
KRE28 32 99
HSP31 34 198
FIT1 44 211
YDR535C 135 1372
STL1 90 792
YDR537C 21 194
PAD1 26 256
FDC1 51 279
IRC4 19 80
YDR541C 57 448
PAU10 1 0
YDR543C 16 112
YDR544C 34 274
YRF1-1 0 0
YDR545C-A 0 0
YEL077C 104 1093
YEL077W-A 10 64
YEL076C-A 0 0
YEL076C 0 0
YEL075W-A 1 0
YEL075C 1 0
YEL074W 61 855
YEL073C 21 170
RMD6 39 382
DLD3 109 986
DSF1 45 309
HXT13 65 534
YEL068C 17 117
YEL067C 104 1314
HPA3 59 386
SIT1 105 818
AVT2 90 565
CAN1 81 540
NPR2 58 325
CIN8 13 29
PRB1 199 1308
SOM1 77 686
HHY1 113 1158
PCM1 6 20
YEL057C 79 570
HAT2 41 266
POL5 27 97
RPL12A 9 14
YEL053W-A 7 10
MAK10 70 412
AFG1 74 342
VMA8 13 37
YEL050W-A 13 77
RML2 74 608
PAU2 17 162
TCA17 8 30
FRD1 64 634
GLY1 25 130
YEL045C 90 1024
IES6 48 359
YEL043W 134 1181
GDA1 89 707
YEF1 76 416
UTR2 102 685
CYC7 15 150
UTR4 32 250
RAD23 58 633
ANP1 45 248
UTR5 178 2058
YEL034C-A 21 103
HYP2 12 54
MTC7 58 1056
MCM3 0 0
YEL032C-A 0 0
SPF1 110 824
YEL030C-A 12 30
ECM10 85 401
BUD16 33 171
YEL028W 21 202
VMA3 2 2
SNU13 2 1
YEL025C 182 1389
RIP1 31 199
YEL023C 126 945
GEA2 163 1085
URA3 499 14007
YEL020C-B 3 5
TIM9 10 90
YEL020C 123 974
MMS21 33 219
YEL018C-A 65 633
EAF5 101 1121
PMP2 13 34
GTT3 90 678
NPP2 99 789
EDC3 121 925
YEL014C 76 847
VAC8 56 365
UBC8 58 547
GLC3 277 2942
YEL010W 55 591
YEL009C-A 71 768
GCN4 26 107
YEL008W 177 4861
YEL008C-A 48 1226
MIT1 84 439
YEA6 131 816
VAB2 60 482
YEA4 103 738
GIM4 41 292
WBP1 12 51
IRC22 64 580
MNN1 210 1456
NOP16 11 35
PMI40 8 28
FMP52 119 1197
YND1 196 1858
NUG1 37 180
YER006C-A 44 334
PAC2 115 866
TMA20 55 400
SEC3 163 1076
NTF2 0 0
YER010C 54 443
TIR1 49 325
PRE1 3 9
PRP22 47 315
HEM14 120 815
BUD25 141 1593
FAA2 136 1201
BIM1 98 828
AFG3 132 949
SPC25 14 144
ISC1 332 3928
SBH2 36 154
GPA2 134 889
RPN3 14 71
SRB4 28 215
PRO3 2 2
YER023C-A 0 0
YAT2 222 1818
GCD11 0 0
CHO1 1 0
GAL83 82 569
MIG3 138 1179
SMB1 11 44
CHZ1 17 73
YPT31 29 160
FIR1 107 648
ZRG8 157 897
YER034W 139 2335
EDC2 105 1183
ARB1 34 179
PHM8 79 764
KRE29 37 121
YER038W-A 31 140
HVG1 58 354
YER039C-A 15 86
GLN3 76 504
YEN1 111 921
MXR1 37 203
SAH1 3 2
ERG28 27 170
MEI4 140 1036
ACA1 77 506
SPO73 37 346
YER046W-A 18 83
SAP1 125 823
CAJ1 49 390
ISD11 13 139
TPA1 67 546
RSM18 15 61
JHD1 126 791
HOM3 89 796
PIC2 81 656
YER053C-A 4 7
GIP2 104 773
HIS1 78 610
FCY2 92 616
RPL34A 19 101
HMF1 24 204
PET117 16 105
PCL6 57 295
FCY21 84 385
FCY22 57 349
CEM1 62 534
GPP2 54 312
THO1 51 255
VHR2 104 792
ICL1 125 979
RRT13 19 94
YER066C-A 60 298
RGI1 18 66
YER067C-A 11 34
MOT2 78 521
YER068C-A 19 87
ARG5,6 18 112
RNR1 12 36
TDA2 6 13
VTC1 25 208
ALD5 96 705
RPS24A 12 51
YOS1 0 0
PTP3 106 842
YER076C 80 679
YER076W-A 28 173
YER077C 83 557
ICP55 132 957
YER078W-A 23 153
YER079W 14 123
YER079C-A 13 77
AIM9 60 420
SER3 91 566
UTP7 12 42
GET2 32 160
YER084W 75 871
YER084W-A 18 86
YER085C 18 86
ILV1 39 199
AIM10 82 736
YER087C-A 28 192
SBH1 8 15
DOT6 184 1589
YER088C-A 146 2225
YER088W-B 50 686
PTC2 150 1615
TRP2 107 992
YER090C-A 5 8
MET6 107 398
YER091C-A 90 1096
IES5 31 326
TSC11 96 632
AIM11 22 343
PUP3 0 0
RAD51 23 79
SHC1 55 336
YER097W 58 312
UBP9 67 385
PRS2 49 437
UBC6 32 133
AST2 56 414
RPS8B 7 24
SSA4 76 464
RTT105 17 143
NUP157 106 567
MAM1 40 121
GLE2 19 81
YER107W-A 11 39
KAP123 51 212
SWI4 21 45
LSM4 1 0
TMN3 72 636
BOI2 103 640
SPR6 25 223
SLX8 34 223
RPL23B 11 30
SHO1 43 232
AVT6 83 739
YER119C-A 56 551
SCS2 41 188
YER121W 38 204
GLO3 33 242
YCK3 17 86
DSE1 65 300
RSP5 3 2
NSA2 2 5
LCP5 9 30
VFA1 26 124
SAK1 116 863
COM2 49 379
RPS26B 27 102
PMD1 191 1547
GLC7 2 1
YER133W-A 10 25
YER134C 20 104
YER135C 17 82
GDI1 3 2
YER137C 36 414
YER137W-A 19 187
YER138W-A 0 0
RTR1 27 130
EMP65 93 710
COX15 45 279
MAG1 46 331
DDI1 71 465
UBP5 104 631
FTR1 21 104
YER145C-A 29 297
LSM5 11 49
SCC4 53 373
YER147C-A 6 20
SPT15 0 0
YER148W-A 26 164
PEA2 63 315
SPI1 25 138
UBP3 71 465
YER152C 76 810
YER152W-A 43 426
PET122 162 1764
OXA1 81 696
BEM2 120 729
YER156C 27 150
COG3 54 276
YER158C 53 328
YER158W-A 24 107
BUR6 33 297
SPT2 25 144
RAD4 87 521
GCG1 40 359
CHD1 111 703
PAB1 5 28
YER165C-A 7 29
DNF1 168 1390
BCK2 46 222
CCA1 3 6
RPH1 85 670
ADK2 30 238
RAD3 11 36
BRR2 29 160
YER172C-A 11 63
RAD24 93 609
GRX4 63 488
TMT1 45 331
YER175W-A 18 121
ECM32 309 3181
BMH1 73 557
PDA1 56 465
DMC1 73 580
ISC10 36 151
SLO1 10 43
YER181C 11 67
FMP10 27 143
FAU1 42 416
TOG1 73 355
PUG1 43 338
YER186C 59 351
YER187W 28 155
YER188W 52 452
YER188C-A 46 629
YER189W 2 3
YRF1-2 33 287
YER190C-A 0 0
YER190C-B 0 0
YFL068W 0 0
YFL067W 13 44
YFL066C 1 0
YFL065C 3 11
YFL064C 1 0
YFL063W 48 481
COS4 33 235
DDI2 10 34
SNO3 16 89
SNZ3 13 112
THI5 20 66
AGP3 88 544
YFL054C 128 1260
DAK2 80 512
YFL052W 71 553
YFL051C 20 94
ALR2 149 1112
SWP82 80 459
EMP47 40 222
RGD2 93 552
FMP32 44 304
SEC53 1 0
OTU1 64 473
YFL042C 123 1063
YFL041W-A 12 44
FET5 88 798
YFL040W 127 1164
ACT1 2 2
YPT1 0 0
TUB2 1 0
RPO41 147 1138
MOB2 52 397
RPL22B 51 367
YFL034W 163 1279
RIM15 294 2269
YFL032W 69 887
HAC1 28 111
YFL031C-A 0 0
AGX1 83 529
CAK1 27 111
CAF16 52 509
GYP8 125 972
STE2 83 625
BST1 120 626
EPL1 56 335
BUD27 170 1298
FRS2 2 3
YFL021C-A 194 3088
GAT1 163 1324
PAU5 11 66
YFL019C 9 9
LPD1 138 1061
SMX2 1 0
GNA1 3 3
MDJ1 180 1779
YFL015W-A 39 339
YFL015C 134 1345
HSP12 61 439
YFL013W-A 159 1923
IES1 231 2584
YFL012W-A 107 1816
YFL012W 38 284
HXT10 96 734
AUA1 31 321
WWM1 79 876
CDC4 10 41
SMC1 2 4
BLM10 430 3579
SEC4 0 0
VTC2 170 1086
MSH4 315 2872
SPB4 22 85
DEG1 116 1079
LOC1 31 96
NIC96 76 521
YPI1 5 5
RPN11 13 51
SAD1 22 74
YFR006W 159 1681
YFH7 143 1377
FAR7 37 104
GCN20 150 1365
YFR009W-A 8 28
UBP6 97 784
YFR010W-A 21 146
MIC19 63 555
DCV1 76 939
YFR012W-A 5 12
IOC3 170 1349
CMK1 117 1133
GSY1 202 1943
YFR016C 207 1457
IGD1 95 813
YFR018C 393 6881
FAB1 222 1802
YFR020W 37 367
ATG18 156 1086
ROG3 160 1387
PES4 126 988
LSB3 69 466
HIS2 92 1006
ULI1 136 1567
ECO1 1 0
CDC14 15 89
PTR3 16 75
MET10 154 851
SMC2 4 14
RPL2A 74 469
RRT5 85 519
RPL29 43 332
YFR032C-B 58 510
QCR6 73 852
PHO4 351 6248
YFR034W-A 130 1707
YFR035C 126 1488
CDC26 29 168
YFR036W-A 25 262
RSC8 20 201
IRC5 83 616
OSW7 35 148
SAP155 55 260
ERJ5 70 576
KEG1 7 19
IRC6 43 492
DUG1 97 964
YFR045W 54 371
CNN1 70 423
BNA6 56 381
RMD8 129 1008
YMR31 25 277
PRE4 6 31
RET2 107 1192
RPN12 19 93
YFR052C-A 26 182
HXK1 88 595
YFR054C 11 57
YFR056C 37 229
IRC7 43 308
YFR057W 11 77
COS12 0 0
YGL262W 0 0
PAU11 0 0
YGL260W 0 0
YPS5 1 0
YGL258W-A 3 3
VEL1 19 67
MNT2 78 494
ADH4 33 255
ZRT1 13 71
FZF1 106 716
HXK2 68 430
RTG2 69 417
HFM1 129 816
RMR1 30 188
ZIP2 113 958
PDE1 71 562
BRR6 2 7
RAI1 20 139
GUS1 3 5
RTF1 33 172
TAD1 23 90
YGL242C 14 110
KAP114 67 406
DOC1 11 106
YGL239C 16 145
CSE1 5 36
HAP2 44 256
MTO1 103 864
YGL235W 37 282
ADE5,7 0 0
SEC15 11 36
TAN1 36 381
EMC4 12 80
YGL230C 14 73
SAP4 82 519
SHE10 59 291
VID30 79 504
OST5 19 53
MTC3 9 23
VRG4 9 36
SDT1 37 234
COG1 35 174
EDC1 16 44
NIF3 16 66
FRA2 30 231
MDM34 27 119
YGL218W 7 36
YGL217C 19 109
KIP3 80 603
CLG1 35 125
YGL214W 12 41
SKI8 23 104
VAM7 20 101
NCS6 23 109
YPT32 37 218
MIG2 48 223
SIP2 54 445
SPT16 13 103
CHC1 15 101
POX1 84 607
YGL204C 10 18
KEX1 69 515
ARO8 47 329
MCM6 2 1
EMP24 31 269
YGL199C 21 161
YIP4 28 187
MDS3 72 475
DSD1 58 316
GCN1 178 1179
YGL194C-A 10 44
HOS2 75 557
YGL193C 28 116
IME4 55 302
COX13 20 116
CDC55 18 84
RPS26A 3 5
YGL188C-A 1 0
YGL188C 40 393
COX4 38 185
TPN1 64 482
YGL185C 91 593
STR3 67 451
MND1 83 890
YGL182C 38 280
GTS1 125 1054
ATG1 66 360
TOS3 87 541
MPT5 95 773
YGL177W 37 284
YGL176C 56 354
SAE2 26 63
BUD13 45 253
XRN1 57 348
NUP49 15 66
ROK1 7 27
SPO74 28 85
SUA5 16 58
HUR1 9 14
PMR1 12 19
CUP2 12 23
YGL165C 56 340
YRB30 22 93
RAD54 17 95
SUT1 48 273
YIP5 42 259
AIM14 60 447
YGL159W 28 182
RCK1 84 696
ARI1 26 167
AMS1 110 726
CDC43 4 10
LYS5 29 198
PEX14 29 240
YGL152C 38 341
NUT1 93 696
INO80 112 759
YGL149W 27 337
ARO2 47 258
RPL9A 11 42
RRT6 54 342
TIP20 16 44
ROG1 57 352
MRF1 45 324
GPI10 8 21
HUL5 69 513
YGL140C 83 431
FLC3 46 248
YGL138C 23 113
SEC27 16 72
MRM2 52 448
RPL1B 6 11
PCL10 57 473
ITC1 120 727
YGL132W 12 45
SNT2 103 561
CEG1 4 4
RSM23 30 152
CWC23 17 97
SOH1 5 9
SCS3 299 5459
MET13 87 715
MON1 51 269
RPS2 0 0
YGL123C-A 0 0
NAB2 9 37
GPG1 22 120
PRP43 11 67
COQ8 44 392
YGL118C 91 645
YGL117W 44 326
CDC20 3 6
SNF4 44 286
YGL114W 63 319
SLD3 19 96
TAF6 1 0
NSA1 8 15
CUE3 53 499
YGL109W 36 354
YGL108C 24 232
RMD9 48 286
MLC1 1 0
ARC1 26 125
VPS73 63 333
RPL28 2 1
YGL102C 1 0
YGL101W 15 59
SEH1 16 34
LSG1 30 74
USE1 1 0
SRM1 12 50
TOS8 52 254
VPS45 16 73
PAN2 63 431
SPC105 38 227
NUP145 52 214
NBP35 13 84
LIF1 48 304
MF(ALPHA)2 17 90
YGL088W 45 653
MMS2 50 427
MAD1 85 886
LCL3 28 189
GUP1 44 213
SCY1 93 879
YGL082W 38 414
YGL081W 36 209
MPC1 21 136
KXD1 27 140
DBP3 29 153
HNM1 67 340
RPL7A 8 11
MPS2 18 108
YGL074C 44 369
HSF1 160 2047
YGL072C 114 1682
AFT1 54 355
RPB9 16 81
YGL069C 22 213
MNP1 28 267
NPY1 45 267
SGF73 56 378
ALG2 17 78
MRH4 75 534
PUS2 157 2201
YGL063C-A 42 686
PYC1 151 1153
DUO1 11 42
YBP2 61 310
PKP2 66 651
RAD6 12 47
GEP7 43 397
SDS23 97 633
OLE1 24 159
ERV14 29 205
PRM8 23 151
YGL052W 14 88
MST27 46 412
TYW3 67 419
TIF4632 75 684
RPT6 11 32
ALG13 9 55
RIM8 107 827
RNA15 11 26
DST1 49 469
YGL042C 23 135
YGL041C-B 31 218
YGL041W-A 31 236
YGL041C 7 63
HEM2 34 153
YGL039W 44 202
OCH1 26 141
PNC1 41 274
YGL036W 93 634
MIG1 86 698
YGL034C 56 328
HOP2 20 61
AGA2 16 36
RPL24A 31 134
RPL30 1 0
CGR1 1 0
SCW11 54 251
CWH41 139 1104
TRP5 134 840
PGD1 57 293
YGL024W 31 219
PIB2 112 871
STT3 16 120
ALK1 118 875
GET1 10 18
CKB1 21 117
JAC1 23 197
ATE1 71 469
KAP122 127 860
YGL015C 37 275
PUF4 110 698
YGL014C-A 6 35
PDR1 195 1427
ERG4 113 900
SCL1 6 14
MPO1 83 951
LEU1 231 2112
PMA1 10 38
YGL007C-A 4 9
BRP1 64 1336
YGL006W-A 41 374
PMC1 218 1620
COG7 66 351
RPN14 121 943
CDH1 122 944
ERP6 71 604
ERG26 3 4
EFM5 81 501
SWC4 110 674
CUL3 134 898
PEX31 79 629
TFG2 31 156
PRP18 88 1240
ECT1 123 943
STF2 39 415
SEC9 24 135
NMA2 108 737
YGR011W 32 231
YGR012W 108 910
SNU71 86 635
MSB2 162 734
YGR015C 130 1454
YGR016W 37 307
YGR017W 61 363
YGR018C 16 85
UGA1 180 1462
VMA7 9 27
YGR021W 148 1399
YGR022C 24 173
MTL1 88 608
THG1 4 6
YGR025W 83 996
YGR026W 55 440
RPS25A 18 155
MSP1 50 319
ERV1 40 320
POP6 6 15
IMO32 225 3181
NAG1 94 1046
GSC2 313 2593
TIM21 59 245
RPL26B 32 79
YGR035C 7 13
YGR035W-A 46 407
CAX4 23 220
ACB1 13 64
ORM1 24 143
YGR039W 35 198
KSS1 45 398
BUD9 77 742
YGR042W 50 268
NQM1 70 517
RME1 46 233
YGR045C 117 1134
TAM41 34 238
TFC4 29 149
UFD1 15 75
SCM4 73 602
YGR050C 70 555
YGR051C 45 479
FMP48 71 516
YGR053C 49 386
YGR054W 59 538
MUP1 83 494
RSC1 72 547
LST7 22 67
PEF1 30 146
SPR3 50 210
ERG25 1 0
ADE6 6 9
COX18 54 409
SPT4 15 48
YGR064W 43 293
VHT1 4 12
YGR066C 55 486
YGR067C 117 852
ART5 254 2779
YGR068W-A 2 2
YGR069W 23 204
ROM1 87 632
ENV11 56 379
UPF3 14 39
YGR073C 6 52
SMD1 3 4
PRP38 5 14
MRPL25 20 85
PEX8 79 459
PAC10 19 69
YGR079W 55 567
TWF1 42 264
SLX9 18 102
TOM20 22 145
GCD2 2 2
MRP13 47 306
RPL11B 8 25
PIL1 21 80
PDC6 180 2027
CTT1 73 406
NNF2 100 870
UTP22 8 62
PRP31 27 132
DBF2 23 91
DRN1 39 172
VAS1 10 40
RRP46 5 16
TPC1 132 993
ASK10 137 1090
ESP1 5 9
TEL2 11 37
MDR1 75 446
PCP1 68 513
GTF1 29 158
NOP7 2 2
SRB5 16 121
VMA21 2 1
VOA1 23 159
YGR107W 79 663
CLB1 43 229
CLB6 29 192
CLD1 38 205
YGR111W 49 337
SHY1 35 252
DAM1 18 141
YGR114C 25 106
YGR115C 0 0
SPT6 2 1
YGR117C 39 251
RPS23A 24 110
NUP57 20 144
COG2 15 67
MEP1 141 1195
YGR121W-A 61 804
YGR122W 59 410
YGR122C-A 0 0
PPT1 50 408
ASN2 82 566
YGR125W 106 655
YGR126W 27 129
YGR127W 60 546
UTP8 7 13
SYF2 21 99
YGR130C 60 372
FHN1 24 220
PHB1 31 92
PEX4 16 74
CAF130 124 977
PRE9 29 173
LSB1 26 116
YGR137W 21 71
TPO2 33 169
YGR139W 33 135
CBF2 10 62
VPS62 79 571
BTN2 30 140
SKN1 90 514
THI4 68 571
ENP2 27 134
ECL1 14 86
YGR146C-A 36 245
NAT2 50 301
RPL24B 18 68
YGR149W 49 288
CCM1 75 468
YGR151C 18 111
RSR1 31 187
YGR153W 28 96
GTO1 38 234
CYS4 28 150
PTI1 25 148
CHO2 105 623
MTR3 3 12
NSR1 25 159
YGR160W 5 12
RTS3 41 406
YGR161W-C 10 58
TIF4631 58 335
GTR2 37 224
YGR164W 26 171
MRPS35 30 139
TRS65 77 429
CLC1 5 11
YGR168C 49 245
PUS6 106 770
LSO2 7 17
PSD2 112 977
MSM1 57 420
YIP1 3 2
RBG2 43 319
CBP4 21 183
YGR174W-A 7 16
ERG1 1 0
YGR176W 91 1087
ATF2 169 1568
PBP1 90 776
OKP1 12 55
RNR4 15 37
TIM13 31 117
YGR182C 21 135
QCR9 13 55
UBR1 118 594
TYS1 3 6
TFG1 18 110
HGH1 19 83
BUB1 53 240
CRH1 39 236
YGR190C 10 31
HIP1 4 5
TDH3 47 198
PDX1 70 502
XKS1 61 306
SKI6 17 107
FYV8 85 626
SNG1 38 265
YPP1 19 67
PMT6 79 529
ELP2 60 340
YGR201C 56 510
PCT1 59 385
YCH1 145 2312
ADE3 100 672
YGR204C-A 5 6
TDA10 32 188
MVB12 16 66
CIR1 22 131
SER2 9 47
TRX2 19 152
YGR210C 61 384
ZPR1 8 13
SLI1 47 291
RTA1 35 202
RPS0A 32 150
RSM27 17 61
GPI1 20 59
CCH1 154 831
CRM1 9 30
YGR219W 20 115
MRPL9 46 339
TOS2 111 756
PET54 29 125
HSV2 24 242
AZR1 59 395
AMA1 53 309
YGR226C 6 17
DIE2 40 131
YGR228W 2 1
SMI1 29 180
BNS1 39 344
PHB2 43 295
NAS6 30 218
PHO81 106 669
YHB1 29 170
MIC26 25 225
SPG1 27 317
YGR237C 67 433
KEL2 131 1097
PEX21 78 550
PFK1 83 372
YGR240C-A 47 508
YAP1802 77 400
YGR242W 17 64
MPC3 11 23
LSC2 87 809
SDA1 8 8
BRF1 4 5
CPD1 40 215
SOL4 39 280
MGA1 52 299
YGR250C 70 463
NOP19 19 63
GCN5 54 288
PUP2 3 14
ENO1 77 438
COQ6 87 623
GND2 64 508
MTM1 65 647
RAD2 128 978
YGR259C 18 88
TNA1 81 650
APL6 47 331
BUD32 18 105
SAY1 64 351
MES1 0 0
YGR265W 32 251
YGR266W 68 363
FOL2 5 6
HUA1 52 786
YGR269W 89 1037
YTA7 98 585
YGR270C-A 15 90
SLH1 143 914
EFG1 18 86
YGR273C 10 48
TAF1 24 82
RTT102 19 114
RNH70 49 206
CAB4 7 22
CWC22 37 247
SCW4 38 242
PXR1 26 126
YOR1 195 1410
BGL2 27 129
YGR283C 53 332
ERV29 30 251
ZUO1 48 287
BIO2 57 438
IMA1 65 495
MAL13 67 401
MAL11 67 465
YGR290W 12 126
YGR291C 20 136
MAL12 20 128
YGR293C 14 34
PAU12 3 19
COS6 35 194
YRF1-3 0 0
YGR296C-A 0 0
YGR296C-B 0 0
YHL050C 55 423
YHL050W-A 9 41
YHL049C 0 0
YHL048C-A 11 27
COS8 76 533
ARN2 121 930
YHL046W-A 22 120
PAU13 25 173
YHL045W 38 208
YHL044W 39 255
ECM34 34 270
YHL042W 86 1001
YHL041W 88 722
ARN1 106 773
EFM1 88 572
CBP2 95 585
YHL037C 90 1068
MUP3 116 766
VMR1 276 1867
YHL034W-A 26 62
SBP1 39 146
RPL8A 22 130
GUT1 139 1049
GOS1 21 76
YHL030W-A 15 48
ECM29 210 1740
OCA5 126 1050
WSC4 109 597
RIM101 165 1401
YHL026C 149 2346
SNF6 269 5353
RIM4 185 1649
NPR3 102 786
SPO11 74 436
AIM17 118 1100
OPI1 76 625
YHL019W-A 67 715
APM2 162 1440
YHL018W 23 159
YHL017W 188 1643
DUR3 218 1736
YHL015W-A 11 62
RPS20 0 0
YLF2 127 1270
OTU2 74 809
YHL012W 143 1300
PRS3 11 29
ETP1 163 1325
YAP3 54 416
YHL008C 88 550
STE20 246 2249
YHL006W-A 65 794
SHU1 241 6044
YHL005C 199 3635
MRP4 176 1717
LAG1 119 881
YHL002C-A 86 889
HSE1 233 2905
RPL14B 61 401
OSH7 130 1194
QCR10 46 339
LEU5 121 1225
TCD1 142 1640
NEM1 127 894
GPA1 27 193
TIM10 26 199
STP2 128 683
ERG11 4 10
YHR007C-A 114 2168
SOD2 54 244
TDA3 129 812
RPL27A 16 53
DIA4 84 574
VPS29 25 65
ARD1 32 183
SPO13 34 223
MIP6 127 951
YSC84 126 962
YSC83 150 1285
ARG4 4 5
DED81 2 2
YHR020W 9 33
RPS27B 5 13
ECM12 28 153
YHR022C 35 278
YHR022C-A 26 171
MYO1 83 442
MAS2 10 55
THR1 41 248
VMA16 18 91
RPN1 11 33
DAP2 109 769
YHR028W-A 31 470
YHI9 39 417
SLT2 57 439
RRM3 145 1287
ERC1 189 1979
YHR032W-A 50 422
YHR032C-A 39 353
YHR033W 185 2748
PIH1 115 824
NEL1 79 631
BRL1 27 320
PUT2 85 346
RRF1 21 98
MSC7 65 435
VMA10 6 17
BCD1 49 409
SRB2 61 366
NCP1 43 197
DOG2 32 171
DOG1 37 270
YHR045W 54 405
INM1 52 470
AAP1 98 648
YHK8 88 617
FSH1 35 215
YHR049C-A 66 602
SMF2 79 393
YHR050W-A 26 233
COX6 13 51
CIC1 7 26
YHR052W-A 0 0
CUP1-1 0 0
YHR054C 4 5
YHR054W-A 0 0
CUP1-2 0 0
RSC30 64 545
YHR056W-A 38 280
CPR2 33 416
MED6 28 162
FYV4 9 28
VMA22 6 31
GIC1 55 393
RPP1 5 18
PAN5 39 267
YHR063W-A 19 47
SSZ1 70 264
RRP3 10 41
SSF1 70 363
HTD2 51 426
DYS1 13 92
RRP4 11 32
YHR069C-A 7 6
TRM5 61 420
YHR070C-A 53 497
PCL5 91 1035
YHR071C-A 22 148
ERG7 13 72
NOP10 0 0
OSH3 102 708
YHR073W-A 4 26
YHR073C-B 5 11
QNS1 8 27
PPE1 45 297
PTC7 52 389
NMD2 74 291
YHR078W 74 473
IRE1 38 231
SAE3 9 13
YHR080C 154 1180
LRP1 27 134
KSP1 74 446
SAM35 25 153
STE12 77 563
IPI1 6 8
NAM8 62 491
YHR086W-A 40 373
RTC3 24 162
RPF1 2 1
GAR1 15 71
YNG2 19 87
MSR1 115 1093
HXT4 54 398
AHT1 53 383
HXT1 94 976
YHR095W 21 94
HXT5 102 848
YHR097C 93 589
SFB3 115 1025
TRA1 84 373
GEP4 29 183
BIG1 26 108
KIC1 51 234
SBE22 84 428
GRE3 46 270
YPT35 33 162
TRR2 32 111
CDC12 2 2
GGA2 53 274
CTM1 66 497
ERP5 36 265
UBA4 45 196
YHR112C 57 433
APE4 70 518
BZZ1 65 391
DMA1 83 523
COX23 39 428
TOM71 59 380
ORC6 3 7
SET1 48 200
MSH1 91 660
LSM12 27 204
CIA2 19 145
EPT1 40 174
NDT80 89 679
YHR125W 8 32
ANS1 32 227
YHR127W 34 281
FUR1 23 171
ARP1 18 37
YHR130C 13 77
YHR131C 94 686
YHR131W-A 9 43
ECM14 64 472
IGO2 15 144
NSG1 35 241
WSS1 18 132
YCK1 110 789
SPL2 19 138
ARO9 55 247
YHR137C-A 15 52
YHR138C 34 205
SPS100 79 542
YHR139C-A 45 430
YHR140W 68 495
RPL42B 10 19
CHS7 36 201
DSE2 20 105
RPC10 0 0
DCD1 34 381
YHR145C 11 31
CRP1 30 206
MRPL6 12 62
IMP3 0 0
SKG6 60 298
PEX28 99 728
MTC6 40 234
SPO12 20 101
SPO16 11 47
RTT107 115 1060
YSP1 90 596
LIN1 56 364
REC104 16 86
KEL1 80 593
TDA11 63 607
PEX18 25 76
YAP1801 93 577
MPC2 16 32
SOL3 39 290
DNA2 37 196
PRP8 19 70
YHR165W-A 9 30
CDC23 21 206
THP2 17 89
MTG2 62 404
DBP8 9 34
NMD3 9 37
ATG7 44 278
SPC97 52 550
YHR173C 53 824
ENO2 63 422
CTR2 45 344
YHR175W-A 13 77
FMO1 68 599
YHR177W 55 374
STB5 19 105
OYE2 44 198
YHR180W 25 264
YHR180W-A 39 307
YHR180C-B 6 25
SVP26 24 103
YHR182W 154 1289
YHR182C-A 1 0
GND1 8 29
SSP1 74 463
PFS1 21 76
KOG1 18 135
IKI1 29 185
GPI16 0 0
PTH1 53 416
ERG9 6 19
CTF8 23 55
LNP1 45 368
EGD2 21 128
YHR193C-A 38 289
MDM31 175 1493
NVJ1 44 337
UTP9 25 113
RIX1 5 9
AIM18 52 264
AIM46 82 660
NBL1 9 36
RPN10 16 69
PPX1 28 127
YHR202W 79 687
RPS4B 16 45
MNL1 88 602
SCH9 38 199
SKN7 54 371
SET5 62 381
BAT1 65 446
CRG1 52 169
YHR210C 64 373
